 day, S, E, H, R, D
0,665379.38,63.443,0.0,0.0,0.0
1,665292.478,134.518,0.0,0.111,0.0
2,665176.516,226.774,0.0,0.502,0.0
3,665016.471,352.202,0.0,1.233,0.0
4,664794.554,524.853,0.0,2.426,0.0
5,664487.383,762.344,0.006,4.276,0.0
6,664061.04,1091.321,0.028,7.091,0.0
7,663470.495,1546.612,0.089,11.497,0.0
8,662654.1,2174.585,0.238,18.321,0.001
9,661526.718,3039.632,0.532,28.465,0.002
10,659970.859,4233.867,1.03,43.565,0.004
11,657825.056,5877.379,1.792,65.213,0.005
12,654869.646,8140.363,2.799,95.725,0.008
13,650812.203,11241.465,4.293,138.936,0.012
14,645247.097,15488.843,6.406,199.916,0.02
15,637644.362,21280.851,9.34,284.262,0.034
16,627296.215,29143.203,13.438,401.924,0.05
17,613297.756,39737.362,19.088,563.731,0.084
18,594515.913,53885.937,26.795,787.241,0.118
19,569574.091,72543.883,37.371,1095.11,0.175
20,536937.951,96726.842,52.085,1518.447,0.262
21,495123.448,127271.885,72.008,2098.035,0.39
22,443049.441,164514.889,98.741,2885.188,0.573
23,418913.144,169496.204,134.341,3945.842,0.816
24,388589.707,180086.334,182.142,5371.214,1.183
25,353466.227,194236.336,243.745,7188.43,1.74
26,314827.068,210256.392,324.625,9468.277,2.577
27,274013.961,226586.556,424.264,12293.673,3.874
28,232511.026,241703.2,544.644,15790.664,5.827
29,191927.092,254131.924,677.586,20078.626,8.825
30,153790.324,262680.997,813.263,25233.34,13.122
31,119429.679,266446.985,938.768,31329.586,19.148
32,89799.975,265049.46,1043.239,38402.578,27.086
33,65385.594,258595.218,1121.924,46480.183,37.039
34,46156.059,247698.092,1174.426,55584.519,49.232
35,31647.058,233352.994,1206.707,65705.948,63.49
36,21144.852,216675.702,1222.797,76823.684,80.074
37,13827.553,198759.985,1228.676,88926.15,98.493
38,8889.715,180551.213,1228.109,101945.551,119.071
39,5644.837,162768.682,1223.45,115815.285,141.579
40,3555.27,145913.116,1216.904,130441.43,165.873
41,2233.282,130238.709,1206.333,145743.458,191.547
42,1403.691,115897.4,1194.698,161598.952,218.527
43,885.648,102916.152,1182.207,177873.916,246.669
44,563.921,91249.034,1169.841,194436.641,275.751
45,360.678,80825.57,1157.844,211184.753,305.143
46,234.623,71542.987,1144.858,228019.618,335.296
47,154.537,63292.983,1133.14,244819.111,365.408
48,103.606,55974.564,1120.552,261475.749,395.607
49,69.967,49490.72,1108.717,277947.287,426.178
50,48.306,43750.327,1096.493,294131.827,456.013
