 day, S, E, H, R, D
0,113093.0,0.0,0.0,0.0,0.0
1,113093.0,0.0,0.0,0.0,0.0
2,113093.0,0.0,0.0,0.0,0.0
3,113093.0,0.0,0.0,0.0,0.0
4,113093.0,0.0,0.0,0.0,0.0
5,113093.0,0.0,0.0,0.0,0.0
6,113083.454,9.546,0.0,0.0,0.0
7,113046.574,45.409,0.0,0.0,0.0
8,112962.956,124.347,0.0,0.087,0.0
9,112805.704,268.849,0.0,0.551,0.0
10,112537.68,508.982,0.0,2.026,0.0
11,112121.708,872.315,0.0,5.46,0.0
12,111517.449,1386.425,0.001,13.026,0.0
13,110651.97,2108.447,0.023,27.274,0.0
14,109453.701,3088.82,0.08,51.863,0.0
15,107823.347,4400.816,0.248,91.858,0.0
16,105634.759,6135.665,0.557,154.99,0.001
17,102761.152,8373.752,1.161,250.787,0.005
18,99028.631,11240.415,2.178,392.936,0.006
19,94279.413,14826.513,3.672,594.183,0.01
20,88327.599,19247.372,6.102,877.554,0.019
21,80992.996,24591.119,9.683,1265.687,0.036
22,72173.841,30867.662,14.886,1790.514,0.06
23,61892.131,37959.583,22.225,2490.286,0.098
24,50408.739,45519.113,32.08,3403.322,0.156
25,38273.286,52951.112,45.492,4578.974,0.265
26,26352.531,59400.53,63.075,6062.933,0.405
27,15782.278,63833.235,85.605,7899.497,0.62
28,7657.774,65356.132,113.679,10123.937,0.963
29,2633.145,63623.804,148.364,12753.867,1.448
30,481.559,59192.507,189.423,15770.052,2.124
31,16.055,53535.677,237.022,19149.959,3.056
32,0.28,48016.234,290.527,22827.184,4.377
33,0.034,43051.688,348.075,26740.1,6.11
34,0.001,38601.893,408.033,30823.448,8.414
35,0.001,34611.608,467.675,35006.879,11.176
36,0.0,31033.954,524.218,39232.116,14.487
37,0.0,27823.973,576.225,43445.593,18.124
38,0.0,24949.673,621.831,47598.925,22.177
39,0.0,22371.966,660.561,51657.542,26.456
40,0.0,20059.04,692.139,55594.531,31.084
41,0.0,17983.882,716.335,59389.539,35.802
42,0.0,16124.774,733.448,63028.332,40.651
43,0.0,14457.664,744.943,66499.122,45.509
44,0.0,12962.574,751.143,69796.854,50.439
45,0.0,11622.627,752.044,72918.781,55.359
46,0.0,10421.107,749.046,75866.945,60.141
47,0.0,9343.253,742.65,78642.368,64.924
48,0.0,8378.133,732.81,81241.835,69.424
49,0.0,7512.773,720.858,83679.367,73.857
50,0.0,6737.309,706.666,85955.571,78.087
51,0.0,6040.47,690.799,88077.981,82.189
52,0.0,5416.149,673.915,90049.527,86.15
53,0.0,4856.382,656.143,91884.942,89.927
54,0.0,4355.102,637.909,93588.195,93.53
55,0.0,3904.192,619.445,95163.223,96.968
56,0.0,3501.031,600.288,96619.799,100.124
57,0.0,3139.651,581.139,97967.001,103.132
58,0.0,2814.383,562.094,99211.603,106.047
59,0.0,2523.0,543.26,100357.2,108.675
60,0.0,2262.161,524.966,101413.005,111.169
61,0.0,2028.203,506.903,102384.684,113.542
62,0.0,1818.689,489.002,103277.668,115.737
63,0.0,1630.236,471.474,104098.846,117.721
64,0.0,1461.747,454.569,104853.015,119.715
65,0.0,1311.333,438.077,105545.148,121.558
66,0.0,1175.573,422.02,106179.804,123.244
67,0.0,1053.322,406.44,106761.953,124.863
68,0.0,945.036,391.407,107293.611,126.36
69,0.0,847.24,376.541,107781.391,127.851
70,0.0,759.67,362.225,108227.546,129.138
71,0.0,681.439,348.249,108635.464,130.412
72,0.0,610.708,334.847,109009.001,131.625
73,0.0,548.125,321.857,109350.372,132.733
74,0.0,491.478,309.494,109661.556,133.785
75,0.0,440.736,297.513,109947.225,134.77
76,0.0,395.289,285.867,110206.581,135.645
77,0.0,354.258,274.684,110444.759,136.447
78,0.0,317.344,263.894,110661.959,137.271
79,0.0,284.481,253.584,110859.414,138.001
80,0.0,255.184,243.635,111039.822,138.659
81,0.0,228.65,233.952,111204.162,139.366
82,0.0,204.844,224.851,111353.727,140.014
83,0.0,183.536,215.826,111490.89,140.645
84,0.0,164.504,207.097,111615.959,141.191
85,0.0,147.224,198.879,111729.727,141.733
86,0.0,132.116,190.966,111834.052,142.249
87,0.0,118.342,183.297,111928.108,142.754
88,0.0,106.164,176.027,112014.44,143.183
89,0.0,95.232,169.071,112093.198,143.62
90,0.0,85.421,162.434,112165.237,144.03
91,0.0,76.645,155.966,112230.718,144.428
92,0.0,68.689,149.639,112290.119,144.789
93,0.0,61.717,143.471,112344.327,145.128
94,0.0,55.346,137.788,112393.433,145.432
95,0.0,49.48,132.249,112438.597,145.74
96,0.0,44.435,126.859,112479.706,146.021
97,0.0,39.845,121.743,112517.465,146.292
98,0.0,35.798,116.803,112551.583,146.527
99,0.0,32.11,112.052,112582.745,146.778
100,0.0,28.756,107.469,112611.064,147.004
101,0.0,25.815,103.086,112637.021,147.249
102,0.0,23.118,99.015,112660.783,147.469
103,0.0,20.707,95.109,112682.545,147.666
104,0.0,18.537,91.16,112702.698,147.876
105,0.0,16.607,87.461,112720.904,148.043
106,0.0,14.894,83.959,112737.531,148.217
107,0.0,13.399,80.514,112752.916,148.379
108,0.0,11.927,77.217,112766.879,148.545
109,0.0,10.721,74.099,112779.702,148.688
110,0.0,9.577,71.113,112791.3,148.835
111,0.0,8.598,68.271,112802.009,148.971
112,0.0,7.766,65.467,112811.832,149.11
113,0.0,6.994,62.826,112820.902,149.245
114,0.0,6.296,60.199,112829.221,149.369
115,0.0,5.632,57.698,112836.929,149.488
116,0.0,5.053,55.343,112844.017,149.6
117,0.0,4.542,53.068,112850.52,149.704
118,0.0,4.108,50.851,112856.554,149.806
119,0.0,3.692,48.788,112861.919,149.914
120,0.0,3.319,46.87,112866.911,150.014
121,0.0,2.965,44.915,112871.732,150.098
122,0.0,2.622,42.944,112876.151,150.202
123,0.0,2.363,41.18,112880.15,150.289
124,0.0,2.127,39.445,112883.907,150.369
125,0.0,1.89,37.738,112887.49,150.453
126,0.0,1.707,36.229,112890.654,150.535
127,0.0,1.559,34.756,112893.594,150.615
128,0.0,1.4,33.283,112896.303,150.671
129,0.0,1.257,31.98,112898.802,150.729
130,0.0,1.128,30.623,112901.237,150.788
131,0.0,0.998,29.402,112903.427,150.85
132,0.0,0.892,28.208,112905.46,150.926
133,0.0,0.799,27.066,112907.414,150.978
134,0.0,0.717,25.95,112909.242,151.032
135,0.0,0.648,24.854,112910.968,151.081
136,0.0,0.567,23.855,112912.547,151.129
137,0.0,0.498,22.854,112914.033,151.173
138,0.0,0.436,21.891,112915.43,151.212
139,0.0,0.385,20.981,112916.715,151.26
140,0.0,0.343,20.167,112917.947,151.298
141,0.0,0.317,19.322,112919.105,151.342
142,0.0,0.28,18.58,112920.13,151.381
143,0.0,0.249,17.796,112921.135,151.42
144,0.0,0.225,17.045,112922.128,151.449
145,0.0,0.2,16.318,112923.057,151.483
146,0.0,0.176,15.622,112923.943,151.508
147,0.0,0.165,14.951,112924.766,151.54
148,0.0,0.15,14.334,112925.511,151.565
149,0.0,0.131,13.717,112926.236,151.599
150,0.0,0.12,13.153,112926.912,151.635
151,0.0,0.112,12.613,112927.551,151.661
152,0.0,0.099,12.097,112928.159,151.685
153,0.0,0.096,11.633,112928.696,151.716
154,0.0,0.086,11.152,112929.25,151.736
155,0.0,0.073,10.676,112929.794,151.76
156,0.0,0.066,10.216,112930.302,151.777
157,0.0,0.06,9.803,112930.766,151.8
158,0.0,0.052,9.417,112931.203,151.816
159,0.0,0.048,9.053,112931.6,151.832
160,0.0,0.046,8.671,112932.017,151.847
161,0.0,0.044,8.336,112932.381,151.865
162,0.0,0.038,8.01,112932.733,151.88
163,0.0,0.032,7.704,112933.059,151.894
164,0.0,0.028,7.374,112933.399,151.911
165,0.0,0.026,7.064,112933.719,151.929
166,0.0,0.023,6.763,112934.029,151.944
167,0.0,0.019,6.476,112934.316,151.961
168,0.0,0.018,6.236,112934.564,151.974
169,0.0,0.018,5.946,112934.863,151.988
170,0.0,0.017,5.689,112935.125,151.997
171,0.0,0.016,5.45,112935.368,152.008
172,0.0,0.015,5.23,112935.587,152.022
173,0.0,0.014,5.04,112935.776,152.035
174,0.0,0.014,4.807,112936.015,152.046
175,0.0,0.012,4.629,112936.2,152.054
176,0.0,0.011,4.437,112936.387,152.068
177,0.0,0.009,4.241,112936.586,152.076
178,0.0,0.008,4.082,112936.739,152.086
179,0.0,0.007,3.919,112936.9,152.093
180,0.0,0.006,3.755,112937.066,152.099
181,0.0,0.006,3.592,112937.231,152.106
182,0.0,0.006,3.422,112937.394,152.119
183,0.0,0.006,3.26,112937.551,152.131
