 day, S, E, H, R, D
0,632132.87,342.694,0.0,0.0,0.0
1,631504.561,676.359,0.0,3.809,0.0
2,630702.328,1070.506,0.0,13.622,0.0
3,629647.356,1582.629,0.0,31.45,0.0
4,628233.589,2280.639,0.0,59.729,0.0
5,626310.185,3249.211,0.015,102.169,0.0
6,623657.308,4615.495,0.119,162.774,0.0
7,619962.292,6558.577,0.47,248.856,0.015
8,614769.43,9337.67,1.275,368.39,0.084
9,607440.71,13304.739,2.62,535.431,0.268
10,597074.158,18959.81,4.796,770.091,0.632
11,582452.214,26940.851,7.965,1098.849,1.346
12,561993.574,38038.879,12.735,1560.901,2.607
13,533802.322,53087.03,19.362,2208.487,4.668
14,495883.456,72738.446,28.405,3119.576,7.733
15,446667.199,96965.205,41.073,4395.511,12.294
16,385956.48,124440.422,57.741,6167.445,19.087
17,316150.986,151641.519,81.777,8600.602,28.615
18,242828.703,173092.751,112.915,11879.942,42.587
19,173741.899,182999.111,155.127,16177.186,62.811
20,115996.498,178219.399,211.568,21647.59,92.271
21,73019.146,160313.281,283.876,28350.584,135.422
22,44079.549,134498.69,374.412,36266.564,199.561
23,38393.007,94267.685,480.486,45297.41,294.549
24,33340.445,67143.5,600.127,55312.61,433.27
25,28965.355,48591.162,721.044,66116.202,632.579
26,25226.604,35744.027,837.189,77603.577,908.582
27,22055.918,26708.741,944.959,89725.057,1274.52
28,19373.287,20272.293,1043.298,102488.836,1741.002
29,17103.282,15618.13,1132.496,115875.418,2316.06
30,15181.277,12207.151,1214.351,129858.29,2997.735
31,13550.389,9670.15,1292.726,144389.121,3783.153
32,12157.024,7762.766,1359.452,159381.751,4662.161
33,10965.723,6303.98,1425.306,174739.177,5624.895
34,9942.792,5174.678,1478.44,190347.937,6658.9
35,9059.518,4290.127,1526.257,206097.767,7745.992
36,8294.238,3587.561,1564.007,221872.143,8872.368
37,7630.554,3028.226,1600.57,237544.39,10023.145
38,7050.145,2575.165,1627.072,253020.106,11183.976
39,6540.97,2206.213,1649.192,268211.143,12339.928
40,6092.709,1901.672,1663.042,283061.346,13485.96
41,5696.856,1647.945,1673.422,297504.48,14611.353
42,5345.612,1435.993,1679.852,311497.119,15708.14
43,5032.767,1258.507,1681.832,325003.917,16772.172
44,4754.523,1108.035,1678.44,338014.874,17801.279
45,4505.545,979.155,1670.455,350491.94,18790.647
46,4281.768,868.639,1661.142,362459.406,19738.234
47,4080.553,772.565,1647.456,373907.59,20645.072
48,3899.119,689.908,1631.652,384842.502,21508.613
49,3733.99,619.648,1614.536,395272.18,22331.06
50,3584.819,556.796,1595.826,405210.653,23111.975
51,3448.413,502.816,1573.386,414671.692,23853.751
52,3324.558,454.232,1549.246,423679.898,24557.43
53,3211.564,412.298,1524.001,432242.226,25222.847
54,3108.581,374.547,1498.883,440377.996,25851.693
55,3013.722,341.313,1467.442,448108.108,26447.862
56,2926.366,312.126,1438.718,455456.585,27009.948
57,2845.99,285.781,1408.974,462433.943,27541.111
58,2771.728,262.523,1377.623,469054.138,28043.735
