 day, S, E, H, R, D
0,113093.0,0.0,0.0,0.0,0.0
1,113093.0,0.0,0.0,0.0,0.0
2,113093.0,0.0,0.0,0.0,0.0
3,113093.0,0.0,0.0,0.0,0.0
4,113093.0,0.0,0.0,0.0,0.0
5,113093.0,0.0,0.0,0.0,0.0
6,113092.943,0.057,0.0,0.0,0.0
7,113092.358,0.633,0.0,0.0,0.0
8,113089.597,3.333,0.0,0.0,0.0
9,113082.663,9.926,0.0,0.005,0.0
10,113067.689,23.878,0.0,0.045,0.0
11,113040.085,49.018,0.0,0.189,0.0
12,112994.482,89.682,0.0,0.506,0.0
13,112919.143,155.801,0.0,1.268,0.0
14,112799.679,259.443,0.0,2.84,0.0
15,112621.665,410.851,0.0,5.626,0.0
16,112354.375,635.905,0.0,10.64,0.0
17,111951.045,973.785,0.0,19.116,0.0
18,111353.53,1471.428,0.003,32.811,0.0
19,110470.772,2202.986,0.004,54.085,0.0
20,109165.242,3282.176,0.008,87.396,0.0
21,107260.299,4849.14,0.022,138.259,0.0
22,104495.22,7116.295,0.039,215.287,0.0
23,100559.256,10323.48,0.062,330.874,0.001
24,95100.655,14722.844,0.146,502.996,0.002
25,87829.642,20482.441,0.244,756.272,0.004
26,78615.118,27595.061,0.374,1123.846,0.013
27,67670.757,35707.754,0.522,1649.581,0.034
28,55685.626,44030.515,0.741,2387.306,0.056
29,43708.214,51487.798,0.959,3391.28,0.088
30,32762.023,57150.548,1.305,4714.529,0.141
31,23552.043,60495.875,1.759,6395.683,0.21
32,16314.896,61524.403,2.347,8457.002,0.321
33,10972.006,60559.941,3.152,10896.022,0.466
34,7213.863,58107.867,4.271,13684.375,0.72
35,4659.195,54704.45,5.493,16786.43,1.044
36,2968.245,50786.787,7.169,20147.079,1.515
37,1879.41,46668.64,8.825,23718.292,2.037
38,1184.678,42579.805,10.853,27444.051,2.804
39,745.756,38648.127,13.369,31279.163,3.695
40,470.119,34956.187,15.682,35172.843,4.777
41,297.116,31543.276,18.283,39090.807,6.024
42,188.96,28415.451,20.518,42986.132,7.451
43,120.585,25568.317,23.235,46839.59,9.033
44,78.114,22985.715,25.415,50619.031,10.729
45,50.897,20654.903,27.233,54308.042,12.53
46,33.649,18552.813,29.046,57886.965,14.448
47,22.548,16660.562,30.768,61340.916,16.398
48,15.142,14959.704,31.895,64661.748,18.388
49,10.4,13431.351,32.943,67839.631,20.553
50,7.223,12056.53,33.925,70869.072,22.625
51,5.151,10822.289,34.078,73753.479,24.73
52,3.711,9714.15,34.466,76486.2,26.744
53,2.705,8717.784,34.89,79069.836,28.76
54,1.959,7825.757,34.345,81507.881,30.756
55,1.434,7024.31,34.542,83803.846,32.659
56,1.125,6304.151,33.337,85956.277,34.556
57,0.884,5657.912,32.995,87973.699,36.209
58,0.689,5078.758,31.936,89862.033,37.889
59,0.546,4559.133,31.226,91625.283,39.538
60,0.437,4091.387,30.098,93269.861,41.036
61,0.361,3671.895,29.176,94802.286,42.507
62,0.302,3295.381,28.628,96227.967,43.868
63,0.247,2957.397,27.002,97553.637,45.107
64,0.209,2654.329,25.927,98781.805,46.376
65,0.183,2382.391,24.987,99919.831,47.532
66,0.146,2138.018,23.861,100973.167,48.697
67,0.125,1919.387,22.564,101949.593,49.75
68,0.111,1722.935,21.445,102851.753,50.755
69,0.097,1546.375,20.737,103685.838,51.688
70,0.085,1387.493,19.667,104455.921,52.56
71,0.074,1245.285,18.357,105164.858,53.35
72,0.07,1117.858,17.261,105818.615,54.099
73,0.064,1002.81,16.173,106422.656,54.753
74,0.059,899.772,15.354,106976.932,55.392
75,0.049,807.628,14.44,107485.207,55.978
76,0.045,724.932,13.657,107955.896,56.511
77,0.042,650.931,12.674,108386.837,57.062
78,0.039,584.326,11.874,108783.366,57.524
79,0.037,524.143,11.062,109147.765,57.96
80,0.033,469.902,10.273,109480.546,58.367
81,0.03,422.04,9.705,109785.625,58.742
82,0.029,378.9,8.904,110066.2,59.127
83,0.028,339.87,8.495,110323.071,59.451
84,0.025,304.961,7.593,110559.196,59.726
85,0.024,273.615,7.237,110774.798,59.972
86,0.023,245.553,6.816,110972.433,60.206
87,0.023,220.316,6.324,111153.068,60.446
88,0.023,197.489,5.756,111317.859,60.69
89,0.023,177.246,5.439,111468.826,60.915
90,0.021,158.969,5.015,111606.933,61.11
91,0.021,142.727,4.642,111732.598,61.291
92,0.021,127.938,4.177,111847.105,61.445
93,0.021,114.658,4.16,111952.071,61.584
94,0.021,102.922,3.82,112048.056,61.724
95,0.02,92.52,3.449,112136.224,61.849
96,0.02,83.055,3.206,112216.135,61.956
97,0.02,74.571,3.008,112288.721,62.064
98,0.02,66.853,2.675,112355.642,62.152
99,0.019,59.93,2.513,112416.162,62.234
100,0.017,53.779,2.363,112471.483,62.323
101,0.017,48.182,2.19,112521.741,62.405
102,0.017,43.275,2.005,112568.04,62.476
103,0.016,38.809,1.827,112609.623,62.547
104,0.016,34.851,1.747,112647.562,62.601
105,0.016,31.281,1.517,112682.478,62.665
106,0.016,28.013,1.418,112713.787,62.712
107,0.016,25.247,1.32,112742.6,62.762
108,0.016,22.691,1.24,112768.787,62.804
109,0.015,20.322,1.17,112792.349,62.844
110,0.015,18.235,1.086,112813.894,62.872
111,0.015,16.385,0.924,112833.426,62.904
112,0.014,14.708,0.888,112851.304,62.935
113,0.014,13.176,0.83,112867.566,62.963
114,0.014,11.779,0.804,112882.278,62.982
115,0.014,10.527,0.755,112895.804,63.008
116,0.014,9.428,0.706,112908.251,63.025
117,0.014,8.471,0.657,112919.463,63.044
118,0.014,7.591,0.566,112929.623,63.06
119,0.014,6.824,0.545,112938.717,63.074
120,0.014,6.149,0.475,112947.289,63.088
121,0.014,5.478,0.402,112954.778,63.099
122,0.014,4.894,0.405,112961.808,63.116
123,0.014,4.422,0.332,112968.045,63.129
124,0.014,3.991,0.312,112973.79,63.134
125,0.014,3.579,0.297,112978.938,63.139
126,0.014,3.196,0.254,112983.631,63.149
127,0.014,2.886,0.234,112987.937,63.152
128,0.014,2.589,0.226,112991.76,63.162
129,0.014,2.33,0.206,112995.111,63.168
130,0.014,2.071,0.191,112998.359,63.168
131,0.014,1.864,0.159,113001.223,63.177
132,0.014,1.672,0.158,113003.836,63.179
133,0.012,1.522,0.134,113006.175,63.183
134,0.012,1.372,0.142,113008.266,63.187
135,0.012,1.245,0.119,113010.281,63.197
136,0.012,1.115,0.102,113012.065,63.198
137,0.012,1.003,0.104,113013.704,63.2
138,0.012,0.891,0.086,113015.171,63.202
139,0.012,0.81,0.091,113016.583,63.205
140,0.012,0.737,0.083,113017.745,63.208
141,0.012,0.65,0.08,113018.863,63.211
142,0.012,0.576,0.071,113019.864,63.215
143,0.012,0.513,0.069,113020.72,63.215
144,0.012,0.468,0.071,113021.56,63.215
145,0.012,0.424,0.059,113022.336,63.216
146,0.012,0.379,0.059,113022.999,63.218
147,0.012,0.346,0.068,113023.619,63.221
148,0.012,0.309,0.055,113024.218,63.223
149,0.012,0.274,0.044,113024.717,63.223
150,0.012,0.245,0.036,113025.183,63.223
151,0.012,0.219,0.035,113025.623,63.223
152,0.012,0.202,0.021,113026.033,63.224
153,0.012,0.183,0.023,113026.432,63.224
154,0.012,0.167,0.023,113026.736,63.224
155,0.012,0.154,0.018,113027.018,63.225
156,0.012,0.138,0.016,113027.268,63.226
157,0.012,0.118,0.018,113027.496,63.226
158,0.012,0.109,0.007,113027.72,63.226
159,0.012,0.099,0.008,113027.922,63.226
160,0.012,0.088,0.01,113028.077,63.226
161,0.012,0.076,0.011,113028.218,63.227
162,0.012,0.067,0.008,113028.365,63.227
163,0.012,0.058,0.003,113028.49,63.228
164,0.012,0.055,0.003,113028.605,63.228
165,0.012,0.052,0.008,113028.725,63.228
166,0.012,0.05,0.009,113028.817,63.229
167,0.012,0.045,0.006,113028.905,63.229
168,0.012,0.041,0.008,113028.967,63.229
169,0.012,0.038,0.006,113029.033,63.23
170,0.012,0.034,0.007,113029.102,63.23
171,0.012,0.03,0.002,113029.161,63.231
172,0.012,0.027,0.001,113029.205,63.231
173,0.012,0.023,0.005,113029.254,63.231
174,0.012,0.022,0.002,113029.304,63.231
175,0.012,0.02,0.005,113029.354,63.231
176,0.012,0.017,0.003,113029.392,63.231
177,0.012,0.014,0.002,113029.429,63.231
178,0.012,0.01,0.002,113029.457,63.231
179,0.012,0.007,0.001,113029.488,63.231
180,0.012,0.006,0.001,113029.51,63.231
181,0.012,0.006,0.0,113029.537,63.231
182,0.012,0.006,0.0,113029.55,63.231
