 day, S, E, H, R, D
0,1266502.397,227.481,0.0,0.0,0.0
1,1266165.108,515.454,0.0,0.15,0.0
2,1265674.825,926.631,0.0,0.563,0.0
3,1264944.28,1536.356,0.0,1.403,0.0
4,1263854.395,2442.79,0.0,2.845,0.0
5,1262219.283,3801.143,0.005,5.246,0.0
6,1259759.489,5844.969,0.059,9.463,0.0
7,1256062.244,8916.309,0.268,16.612,0.0
8,1250509.765,13527.247,0.678,29.012,0.003
9,1242163.036,20460.875,1.426,49.17,0.004
10,1229653.526,30846.771,2.539,82.104,0.011
11,1210969.227,46345.913,4.047,133.977,0.028
12,1183226.413,69305.148,6.519,213.98,0.048
13,1142391.788,103006.284,10.368,336.936,0.072
14,1083191.232,151620.068,15.312,523.077,0.141
15,999278.058,219956.816,23.288,804.066,0.221
16,884337.032,312320.709,35.426,1227.142,0.353
17,734924.11,429674.149,53.056,1858.668,0.525
18,555281.333,565230.26,79.751,2789.254,0.837
19,363304.681,699218.812,119.202,4153.264,1.301
20,191036.872,799747.869,177.191,6115.922,2.009
21,71739.708,837009.262,262.426,8897.267,3.028
22,15590.01,807289.428,384.14,12750.044,4.601
23,7585.61,732474.827,555.766,17986.516,6.877
24,3181.36,661736.32,784.577,24990.006,10.406
25,1173.926,595853.836,1078.16,34217.573,15.531
26,392.415,535503.307,1430.591,46214.85,22.904
27,121.732,480843.874,1820.012,61558.796,33.091
28,36.034,431598.816,2209.349,80719.149,47.477
29,10.406,387352.161,2572.155,103941.879,66.038
30,3.347,347619.858,2881.729,131263.913,88.972
31,1.197,311963.023,3138.841,162480.886,116.161
32,0.472,279953.221,3333.556,197178.436,147.028
33,0.244,251237.855,3477.499,234828.918,181.593
34,0.124,225463.494,3578.113,274828.798,218.69
35,0.065,202337.189,3651.725,316565.585,257.699
36,0.039,181582.69,3684.105,359500.804,298.174
37,0.023,162955.403,3703.231,403037.078,339.805
38,0.015,146249.85,3699.094,446731.493,381.541
39,0.01,131249.843,3681.016,490155.29,423.305
40,0.008,117791.605,3651.512,532958.396,464.312
