 day, S, E, H, R, D
0,665101.608,304.211,0.0,0.0,0.0
1,664720.858,599.492,0.0,4.699,0.0
2,664288.073,909.011,0.0,15.772,0.0
3,663779.86,1253.454,0.0,33.091,0.0
4,663178.026,1647.22,0.0,56.542,0.0
5,662460.101,2106.763,0.005,87.288,0.0
6,661599.625,2648.836,0.024,126.166,0.0
7,660566.146,3293.349,0.098,174.482,0.0
8,659327.264,4059.93,0.29,234.232,0.0
9,657846.613,4968.793,0.672,308.883,0.002
10,656075.686,6049.53,1.317,399.894,0.003
11,653957.919,7337.833,2.3,512.902,0.006
12,651428.752,8868.095,3.774,649.79,0.007
13,648413.805,10686.482,5.863,817.975,0.008
14,644830.137,12838.155,8.701,1023.159,0.019
15,640572.671,15384.484,12.505,1272.653,0.027
16,635522.713,18394.097,17.458,1574.648,0.029
17,629547.599,21938.581,23.764,1938.287,0.041
18,622491.389,26106.186,31.702,2376.311,0.057
19,614185.642,30978.831,41.795,2904.23,0.081
20,604444.259,36654.458,53.801,3535.762,0.109
21,593053.208,43247.232,68.624,4288.099,0.152
22,579796.365,50854.307,86.246,5183.554,0.21
23,575617.845,48428.822,107.481,6247.843,0.301
24,570709.297,47057.586,132.655,7504.335,0.419
25,565159.159,46496.431,161.841,8825.919,0.563
26,559027.556,46587.589,196.55,10196.836,0.749
27,552343.438,47217.675,236.939,11632.113,1.037
28,545135.889,48295.677,282.847,13151.115,1.365
29,537428.212,49730.092,334.503,14777.694,1.814
30,529223.106,51478.829,392.183,16546.329,2.461
31,520538.51,53479.635,454.425,18470.398,3.245
32,511389.642,55681.746,519.773,20573.221,4.333
33,501779.827,58060.897,587.139,22867.932,5.722
34,491728.193,60572.397,653.283,25366.882,7.43
35,481240.59,63192.698,717.282,28072.411,9.527
36,470345.605,65885.235,777.187,30995.083,11.961
37,459053.079,68620.638,831.682,34133.727,14.77
38,447379.676,71386.268,879.678,37501.639,18.048
39,435349.697,74142.916,921.083,41088.689,21.762
40,422996.657,76870.547,956.153,44897.537,25.926
41,410348.635,79538.267,984.805,48933.016,30.313
42,397429.796,82126.877,1008.721,53195.087,35.198
43,384286.078,84604.203,1027.172,57679.444,40.547
44,370956.68,86951.396,1041.165,62392.267,46.333
45,357474.99,89139.408,1052.083,67330.585,52.349
46,343900.945,91140.166,1060.354,72500.441,58.863
47,330275.242,92929.992,1066.041,77898.955,65.735
48,316632.539,94508.246,1070.277,83529.627,73.077
49,303038.918,95831.612,1073.825,89378.105,80.885
50,289535.151,96889.864,1075.5,95464.312,89.121
51,276169.357,97676.735,1076.245,101771.233,97.615
52,262988.371,98168.407,1077.289,108308.685,106.541
53,250039.275,98372.403,1077.833,115074.609,115.82
54,237364.928,98272.168,1078.17,122054.565,125.515
55,225004.572,97866.065,1077.852,129254.882,135.867
56,212981.772,97181.111,1077.517,136663.177,146.563
57,201342.941,96199.106,1076.831,144273.31,157.679
58,190103.843,94950.548,1075.651,152090.394,169.154
59,179291.696,93437.741,1074.958,160091.671,181.005
60,168924.411,91674.193,1074.152,168273.512,193.166
61,159017.483,89672.448,1073.044,176628.931,205.791
62,149580.873,87464.358,1071.824,185161.586,219.064
63,140604.509,85082.369,1070.455,193826.36,232.621
64,132101.299,82538.807,1069.273,202643.814,246.485
65,124061.333,79858.703,1068.004,211588.468,260.584
66,116482.908,77070.07,1066.232,220647.708,275.211
67,109350.665,74196.189,1064.481,229803.672,290.022
68,102649.79,71265.512,1062.231,239048.479,305.421
69,96368.212,68292.483,1060.699,248364.709,321.004
70,90489.559,65303.17,1058.769,257731.098,336.539
71,84998.023,62317.921,1056.599,267156.979,352.318
72,79873.786,59356.896,1055.142,276605.828,368.197
73,75099.697,56424.731,1053.41,286071.348,384.345
74,70657.784,53537.844,1051.437,295534.114,400.71
75,66532.503,50711.046,1049.564,304992.382,417.287
76,62693.816,47962.68,1047.621,314411.665,433.797
77,59130.05,45300.455,1045.927,323793.579,450.593
78,55825.465,42718.975,1043.758,333116.311,467.082
79,52760.202,40235.464,1041.133,342368.88,483.809
80,49917.52,37855.73,1039.474,351539.538,500.326
81,47277.682,35584.833,1037.306,360613.458,516.723
82,44833.459,33405.183,1034.793,369590.591,533.005
83,42567.258,31334.593,1032.747,378442.915,549.352
84,40468.377,29366.605,1030.303,387173.711,565.395
85,38520.214,27502.595,1027.824,395755.78,581.093
86,36713.867,25736.4,1025.338,404198.753,596.723
87,35038.925,24067.051,1022.769,412487.324,612.138
88,33483.67,22500.193,1020.656,420627.046,627.512
89,32039.823,21020.097,1017.864,428601.702,642.408
90,30696.751,19634.048,1014.943,436406.601,657.16
91,29448.55,18330.064,1011.913,444028.455,671.339
