age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,99.0,311744.91991959803,308842.9849246231,314641.6030150754,48441.7618241206,47352.13567839196,49528.788944723616,1222.6980603015077,1125.3768844221106,1320.1608040201006,779466.619919598,776645.1105527638,782370.688442211,455.8926432160804,396.95477386934675,514.9899497487437,3352.3242763819094,3173.532663316583,3534.638190954774,41715.44021105527,40892.80904522613,42543.01005025126
1,99.0,147928.46282914572,146092.68844221105,149550.824120603,24463.687025125626,23830.688442211056,25113.0,691.2207939698491,615.9949748743719,775.4673366834171,384135.3837537688,382481.0150753769,385961.20603015076,606.5036633165829,539.1557788944724,686.6030150753769,788.5964422110553,707.5628140703518,872.5527638190955,27229.909341708542,26587.45226130653,27919.51256281407
2,99.0,167997.06108040203,166156.87939698494,169774.2512562814,25296.121165829143,24639.090452261305,25935.909547738695,730.5010201005027,653.7386934673367,810.5276381909548,387653.57544221106,385900.33165829146,389393.44221105526,611.6097889447236,545.0402010050251,687.2914572864322,815.718351758794,729.7989949748744,903.713567839196,28138.558683417083,27498.884422110554,28824.844221105526
3,99.0,201572.5639798995,199454.93467336684,203580.27638190956,30842.527974874374,30096.894472361808,31587.376884422112,779.7239497487436,693.6934673366834,862.4221105527638,474046.46817085426,472006.4673366834,476204.59798994975,1496.4890251256281,1385.8090452261306,1614.748743718593,994.451095477387,902.4572864321608,1091.678391959799,34308.215613065324,33557.93969849246,35083.477386934675
4,99.0,176148.85924623112,174347.1407035176,178054.38693467336,27104.307834170853,26429.78391959799,27769.59296482412,813.592407035176,732.9045226130653,896.3869346733668,413211.1903668341,411437.10050251253,415004.6180904523,4278.138618090453,4113.085427135678,4444.56783919598,873.7456231155778,787.8090452261307,963.8592964824121,30153.830452261307,29487.497487437187,30849.140703517587
5,99.0,168530.327120603,166970.88944723617,170017.20603015076,22637.27053768844,22081.125628140704,23187.69849246231,1019.4139246231157,923.4522613065327,1112.0301507537688,325019.06563819095,323686.216080402,326490.7587939699,9486.65267336683,9194.613065326634,9764.64824120603,729.9188743718593,649.6884422110553,812.7989949748744,25160.859899497482,24586.52261306533,25731.42713567839
6,99.0,194525.0608844221,192860.48241206032,196200.29648241206,23421.172090452263,22855.849246231155,23984.155778894474,1614.0021859296482,1504.6231155778894,1730.180904522613,306005.5378140703,304375.2663316583,307687.11557788943,30198.966819095476,29694.045226130653,30683.26633165829,755.1711658291457,669.8442211055276,841.7085427135678,26005.523783919598,25417.638190954774,26598.140703517587
7,99.0,12738.082582914574,12374.37688442211,13079.899497487437,4377.139045226131,4002.427135678392,4760.140703517588,203.89793969849245,165.31658291457288,246.03015075376885,81045.21328643218,80610.53266331658,81460.24623115578,336.5073065326633,283.1356783919598,396.95477386934675,140.979432160804,117.50753768844221,166.47236180904522,4870.954698492462,4638.412060301507,5106.130653266332
