 day, S, E, H, R, D
0,710096.982,524.881,0.0,0.0,0.0
1,709490.479,1041.099,0.0,0.274,0.0
2,708837.691,1560.774,0.0,1.05,0.0
3,708131.944,2090.863,0.0,2.596,0.0
4,707368.1,2635.428,0.0,5.026,0.0
5,706540.195,3198.146,0.044,8.85,0.0
6,705646.872,3780.918,0.282,15.336,0.0
7,704684.309,4384.085,0.957,26.353,0.001
8,703645.147,5014.125,2.361,44.536,0.004
9,702525.814,5672.183,4.936,72.946,0.017
10,701320.1,6363.108,8.906,114.238,0.048
11,700026.833,7083.982,14.715,172.787,0.108
12,698639.089,7840.614,22.59,252.047,0.204
13,697149.604,8636.613,33.103,356.816,0.345
14,695555.823,9470.725,46.568,488.127,0.59
15,693852.311,10347.621,62.661,650.002,0.923
16,692031.511,11269.322,81.526,844.819,1.407
17,690091.885,12235.259,103.181,1076.128,2.056
18,688019.099,13253.695,127.536,1347.197,2.969
19,685814.813,14318.913,154.191,1660.358,4.124
20,683471.022,15437.242,183.563,2017.833,5.56
21,680977.75,16610.672,214.945,2421.013,7.326
22,678331.544,17839.283,247.748,2875.373,9.602
23,677579.527,17119.362,282.383,3383.887,12.372
24,676776.816,16511.057,318.13,3946.664,15.608
25,675946.941,15977.897,354.759,4569.144,19.635
26,675101.555,15505.768,391.569,5250.032,24.403
27,674244.865,15083.072,427.782,5995.758,30.033
28,673379.852,14702.402,463.553,6809.195,36.394
29,672510.513,14358.056,498.132,7688.701,43.8
30,671637.694,14046.902,531.006,8635.598,52.392
31,670768.503,13756.995,561.125,9643.358,61.851
32,669899.068,13491.164,588.344,10708.916,72.264
33,669033.811,13242.574,612.19,11819.586,83.734
34,668175.327,13009.443,632.243,12968.669,95.986
35,667322.584,12788.489,647.742,14143.724,109.002
36,666478.392,12578.242,660.305,15337.506,122.535
37,665641.502,12376.156,670.193,16541.848,136.475
38,664814.48,12181.777,677.181,17750.622,150.678
39,663997.973,11992.519,682.192,18955.451,165.26
40,663190.591,11810.388,685.135,20150.262,179.741
41,662392.437,11634.601,686.333,21335.326,194.153
42,661605.073,11462.349,686.953,22504.434,208.488
43,660829.208,11292.83,686.185,23658.604,222.668
44,660063.066,11128.232,684.745,24797.529,236.524
45,659306.188,10966.698,682.676,25915.89,250.478
46,658561.18,10807.033,680.358,27018.608,264.081
47,657826.11,10651.725,677.992,28101.768,277.671
48,657099.107,10500.135,675.475,29171.418,290.821
49,656382.452,10352.364,673.084,30221.622,304.153
50,655674.96,10204.862,669.76,31255.799,317.201
51,654975.831,10060.714,667.163,32271.322,329.696
52,654285.933,9920.986,664.619,33270.65,342.289
53,653605.427,9782.554,662.425,34256.144,354.596
54,652935.846,9645.678,659.82,35227.778,366.595
55,652273.097,9512.354,657.118,36184.546,378.484
56,651619.497,9381.336,654.872,37124.97,390.17
57,650974.963,9252.12,653.195,38050.223,401.624
58,650339.802,9123.907,651.355,38962.955,412.953
59,649711.185,9000.339,649.897,39863.29,424.068
60,649092.367,8876.786,647.532,40751.659,435.03
61,648480.673,8757.579,646.282,41624.394,445.639
62,647877.719,8639.266,644.479,42485.528,456.337
63,647283.427,8521.051,642.348,43333.873,466.883
64,646695.3,8405.076,640.755,44173.055,477.196
65,646115.205,8292.31,639.233,44996.91,487.459
66,645543.372,8180.231,637.659,45809.433,497.566
67,644979.451,8070.054,635.963,46612.02,507.462
68,644423.178,7960.802,634.394,47400.898,517.295
69,643873.949,7852.133,633.354,48182.633,526.795
70,643332.524,7747.23,631.597,48952.836,536.461
71,642797.649,7643.0,629.681,49712.163,545.829
72,642270.262,7540.695,627.894,50462.308,554.897
73,641751.351,7437.775,625.945,51201.238,564.028
74,641238.044,7337.166,624.277,51930.763,573.026
75,640732.78,7238.444,622.548,52649.333,581.829
76,640232.607,7142.192,621.22,53357.657,590.523
77,639741.122,7045.288,619.258,54057.722,599.353
78,639255.541,6950.068,617.456,54747.842,607.798
79,638776.747,6855.564,615.428,55429.135,616.158
80,638304.379,6761.755,613.695,56101.143,624.465
81,637838.8,6670.595,612.092,56764.974,632.556
82,637379.206,6579.703,610.074,57418.498,640.653
83,636924.959,6491.731,608.046,58063.233,648.609
84,636477.087,6402.912,605.976,58699.778,656.467
85,636036.061,6315.147,603.767,59327.303,664.338
86,635601.532,6229.321,601.808,59945.204,672.132
87,635173.122,6143.332,599.574,60555.734,679.797
88,634750.014,6059.092,597.279,61157.711,687.161
89,634333.087,5975.615,595.364,61752.723,694.647
90,633922.58,5892.937,593.123,62340.57,702.098
91,633517.017,5811.572,590.505,62921.552,709.312
92,633118.09,5730.506,587.664,63490.819,716.581
93,632724.179,5651.474,585.16,64055.138,723.626
94,632335.542,5574.24,582.602,64613.392,730.528
95,631952.438,5497.448,580.105,65160.808,737.395
96,631574.275,5421.9,577.464,65703.603,744.251
97,631202.035,5346.662,574.609,66237.852,751.003
98,630833.786,5273.405,571.989,66763.893,757.495
99,630471.236,5202.349,569.334,67283.349,764.087
100,630113.902,5131.751,566.643,67795.517,770.576
101,629761.349,5061.114,564.008,68301.832,777.084
102,629413.593,4991.113,561.021,68801.035,783.374
103,629070.767,4922.318,558.144,69293.816,789.692
104,628732.865,4853.869,554.787,69780.122,795.924
105,628400.796,4785.162,552.407,70259.648,802.015
106,628072.129,4718.636,549.33,70732.214,808.044
107,627749.321,4651.433,546.474,71198.339,814.045
108,627430.275,4586.708,543.05,71658.922,819.971
109,627116.591,4521.644,539.903,72111.778,825.809
110,626805.876,4459.115,536.984,72557.821,831.499
111,626499.494,4397.533,534.343,72998.985,837.309
112,626198.913,4335.061,531.338,73434.315,842.819
113,625901.939,4274.19,527.902,73863.272,848.357
114,625609.81,4214.871,524.698,74287.119,853.778
115,625322.078,4155.064,521.884,74704.147,859.14
116,625038.007,4096.392,518.906,75116.361,864.433
117,624758.693,4038.72,516.022,75522.117,869.555
118,624482.205,3981.901,513.101,75922.602,874.612
119,624209.855,3925.924,509.786,76318.4,879.541
120,623941.862,3870.078,506.521,76707.687,884.527
121,623677.181,3815.702,502.94,77093.219,889.583
122,623415.89,3762.334,499.689,77473.51,894.353
123,623158.851,3708.508,496.266,77847.166,899.282
124,622906.708,3654.996,492.976,78214.331,904.114
125,622657.804,3603.266,489.533,78578.702,908.968
126,622412.135,3552.52,486.24,78936.325,913.571
127,622170.226,3501.31,482.786,79290.558,918.169
128,621931.946,3449.946,479.238,79639.891,922.757
129,621697.231,3399.511,476.043,79983.418,927.207
130,621465.026,3351.423,472.834,80321.309,931.702
131,621236.435,3303.38,469.456,80656.094,936.182
132,621011.66,3256.499,465.971,80985.129,940.516
133,620789.681,3210.016,462.265,81310.414,944.769
134,620570.852,3163.744,459.042,81630.9,948.918
135,620355.347,3117.441,455.749,81946.463,953.03
136,620144.032,3071.37,452.172,82257.321,957.147
137,619935.437,3026.576,448.707,82564.223,961.165
138,619729.377,2982.529,445.457,82866.614,965.169
139,619526.643,2939.788,441.601,83164.719,969.157
140,619326.933,2896.606,438.262,83459.167,973.019
141,619129.463,2854.865,434.897,83749.745,976.846
142,618935.487,2812.324,431.73,84035.597,980.635
143,618743.74,2772.576,428.278,84316.989,984.442
144,618555.867,2731.834,424.383,84594.73,988.191
145,618370.443,2691.703,421.019,84869.151,991.773
146,618188.287,2651.788,417.885,85139.243,995.34
147,618008.092,2613.344,414.312,85405.343,998.856
148,617830.129,2575.2,410.968,85667.156,1002.349
149,617655.487,2537.402,407.966,85924.932,1005.854
150,617482.541,2501.149,404.52,86180.066,1009.321
151,617312.747,2465.702,401.037,86431.474,1012.689
152,617145.39,2428.934,397.86,86679.279,1016.07
153,616980.428,2393.664,394.441,86924.483,1019.435
154,616818.332,2358.009,390.884,87165.407,1022.635
155,616658.79,2322.888,387.582,87402.256,1025.789
156,616501.205,2289.12,384.387,87636.685,1028.97
157,616346.172,2254.75,381.065,87867.405,1032.148
158,616193.556,2221.365,377.916,88094.229,1035.253
159,616043.296,2188.85,374.464,88316.542,1038.275
160,615894.609,2157.324,371.099,88537.247,1041.287
161,615747.967,2126.025,367.903,88755.529,1044.331
162,615604.05,2094.541,364.75,88970.29,1047.281
163,615462.291,2064.032,361.321,89180.897,1050.168
164,615322.777,2033.679,358.28,89387.536,1052.931
165,615185.175,2003.076,354.908,89592.633,1055.794
166,615049.668,1973.307,351.509,89794.757,1058.516
167,614915.572,1945.153,348.177,89995.274,1061.277
168,614784.159,1916.272,344.941,90191.288,1063.949
169,614654.954,1887.269,341.52,90385.991,1066.672
170,614527.222,1859.588,338.232,90577.069,1069.224
171,614401.792,1831.288,335.074,90764.497,1071.864
172,614278.225,1803.696,331.609,90949.667,1074.433
173,614155.688,1777.397,328.513,91131.578,1076.989
174,614035.77,1750.643,325.085,91311.674,1079.506
175,613917.614,1724.567,322.088,91487.926,1081.937
176,613801.054,1697.596,318.971,91662.395,1084.363
177,613686.566,1672.202,315.858,91834.137,1086.764
178,613573.413,1647.662,312.719,92004.422,1089.205
179,613462.146,1622.99,309.993,92170.239,1091.576
180,613352.951,1597.966,306.677,92334.658,1093.915
181,613244.53,1574.673,303.66,92496.319,1096.155
182,613137.668,1550.778,300.723,92656.86,1098.273
183,613032.632,1527.821,298.001,92814.96,1100.368
184,612929.522,1505.342,294.993,92969.931,1102.563
185,612827.929,1482.208,292.168,93123.609,1104.751
186,612728.189,1459.286,288.883,93274.054,1106.867
187,612629.039,1437.338,285.934,93422.402,1108.898
188,612531.887,1416.032,283.001,93568.071,1111.017
189,612436.808,1393.818,279.883,93712.539,1113.051
190,612342.922,1373.252,277.007,93854.243,1115.129
191,612250.285,1352.054,274.143,93994.826,1117.141
192,612158.73,1332.361,271.049,94132.519,1119.094
193,612069.033,1311.661,268.042,94268.627,1121.007
194,611980.332,1291.799,265.128,94402.148,1122.854
195,611893.03,1272.723,262.366,94534.122,1124.707
196,611807.011,1253.949,259.435,94664.07,1126.515
197,611722.719,1235.161,256.602,94792.535,1128.365
198,611639.047,1217.168,253.998,94919.033,1130.084
