Susceptible,Exposed,Hospitalised,Death,Recovered
632297,323,0,0,0
631928,650,0,0,6
631480,1013,0,0,13
630991,1372,0,0,34
630455,1771,0,0,66
629854,2167,0,0,105
629164,2638,0,0,156
628326,3185,0,0,221
627366,3844,2,0,298
626243,4559,5,0,383
624957,5424,7,0,511
623507,6383,13,1,647
621748,7523,18,2,797
619806,8770,19,4,1005
617428,10360,29,7,1243
614733,12141,30,11,1522
611563,14212,53,14,1893
607757,16720,77,20,2285
603332,19720,104,26,2743
598286,23091,124,32,3318
592253,27083,141,45,3994
585159,31862,150,65,4714
576813,37421,177,85,5563
570550,40374,214,108,6577
563463,43956,281,127,7816
555455,48120,300,166,9233
546646,52888,347,200,10761
537046,57995,416,242,12500
526973,63235,468,291,14531
516256,68410,494,356,16776
504813,73999,551,425,19292
492761,79566,604,513,22086
480082,85365,677,620,25028
467141,90955,707,749,28428
453532,96707,790,885,32080
439513,102371,850,1039,36233
425544,107554,855,1216,40769
411161,112595,906,1466,45556
396582,117542,913,1695,50813
381631,122226,975,1944,56308
366840,126277,1023,2244,62348
352061,130098,1099,2550,68661
337343,133573,1127,2919,75416
322899,136492,1170,3311,82473
308500,139099,1199,3701,89858
294450,141031,1258,4152,97904
280973,142251,1271,4646,106110
267683,143282,1248,5148,114532
255000,143628,1328,5643,123309
242700,143597,1366,6236,132569
230706,143103,1398,6817,141959
219410,142234,1428,7387,151663
208954,140524,1435,8068,161534
198521,138814,1508,8683,171603
188992,136287,1538,9379,181820
179632,134017,1518,10132,192366
171053,131078,1557,10813,203175
163102,127899,1587,11542,213909
155630,124254,1655,12315,224530
148428,120841,1712,13117,235304
141776,117024,1726,13925,246069
135536,113166,1718,14729,256751
129709,109258,1783,15545,267243
124306,105168,1748,16392,277781
119355,101025,1725,17225,288231
114746,96953,1730,18034,298399
110446,92787,1738,18810,308459
106445,88696,1742,19599,318378
102721,84880,1761,20423,328091
99315,80997,1720,21212,337316
96176,76978,1733,21947,346548
93192,73411,1755,22699,355575
90559,69860,1832,23399,364255
88044,66397,1843,24172,372700
85726,62920,1835,24877,380385
83559,59572,1836,25563,388310
81560,56519,1878,26210,395840
79688,53458,1827,26821,403231
77930,50572,1827,27439,410181
76266,47959,1825,28026,416954
74798,45287,1783,28600,423316
73427,42731,1787,29178,429385
72094,40359,1795,29717,435297
70914,38077,1792,30215,440908
69763,36016,1757,30740,446291
68778,33922,1746,31213,451311
67828,31975,1784,31644,456138
66897,30070,1753,32091,460754
66096,28239,1738,32508,465097
65362,26541,1696,32884,469309
64676,24949,1633,33254,473455
64050,23388,1653,33604,477160
63406,21985,1624,33921,480662
62796,20631,1584,34253,484043
62237,19387,1538,34562,487196
61800,18125,1473,34881,490215
61367,16989,1424,35156,493006
60896,15973,1411,35411,495664
60498,14950,1365,35632,498170
60129,14010,1358,35857,500610
59793,13138,1318,36072,502845
59439,12376,1274,36263,504950
59135,11583,1218,36472,507017
58848,10873,1195,36635,508915
58592,10205,1170,36794,510715
58344,9561,1136,36940,512199
58135,8952,1154,37091,513774
57930,8385,1094,37270,515297
57722,7868,1042,37423,516722
57544,7400,986,37586,518041
57372,6952,949,37719,519304
57212,6527,946,37827,520440
57060,6147,899,37929,521514
56939,5736,872,38049,522546
56811,5319,857,38166,523468
56703,4983,831,38254,524376
56584,4696,790,38354,525241
56485,4381,727,38457,526008
56387,4073,686,38533,526749
56284,3832,627,38621,527466
56201,3584,574,38696,528133
56113,3323,541,38760,528767
56042,3131,545,38802,529341
55976,2903,546,38852,529878
55917,2707,528,38902,530388
55867,2518,488,38962,530887
55797,2360,441,39012,531331
55748,2209,421,39058,531751
55699,2071,407,39101,532135
55647,1931,363,39141,532535
55600,1816,358,39172,532893
55559,1699,326,39209,533238
55521,1604,308,39248,533513
55472,1493,297,39276,533828
55439,1394,293,39303,534093
55408,1288,275,39332,534360
55382,1200,268,39360,534628
55360,1145,256,39387,534854
55338,1075,245,39406,535020
55317,992,216,39433,535207
55303,923,204,39452,535398
55293,849,191,39469,535551
55283,777,171,39488,535742
55265,734,180,39507,535874
55246,677,179,39516,536005
55235,640,162,39530,536121
55228,593,150,39544,536244
55216,544,145,39554,536346
55199,519,130,39569,536453
55187,486,128,39577,536522
55179,450,124,39587,536613
55168,428,113,39597,536701
55162,396,111,39604,536769
55151,363,96,39620,536838
55146,339,85,39626,536915
55141,320,77,39634,536989
55134,305,85,39638,537046
55129,288,71,39649,537096
55124,270,72,39658,537151
55118,251,68,39661,537214
55117,231,65,39665,537264
55110,225,54,39670,537295
55106,215,53,39676,537336
55099,199,47,39683,537373
55096,185,41,39686,537405
55092,176,45,39689,537431
55089,165,39,39696,537458
55089,145,30,39700,537486
55085,144,26,39704,537503
55081,139,27,39706,537528
55075,135,25,39707,537546
55073,122,22,39707,537562
55069,117,20,39708,537578
55066,111,23,39709,537593
55065,99,24,39710,537614
55065,92,22,39715,537633
55064,89,19,39719,537650
55063,83,18,39722,537662
55063,74,17,39723,537672
55062,66,13,39725,537682
55061,63,17,39725,537695
55060,52,13,39726,537714
55059,50,11,39727,537726
55058,44,10,39728,537737
55058,41,9,39728,537740
55057,38,8,39730,537747
55057,37,8,39731,537751
55056,35,8,39732,537762
55055,32,9,39733,537770
55054,30,7,39733,537775
55054,25,6,39733,537781
55053,23,3,39735,537793
55052,20,4,39735,537796
55051,20,3,39735,537802
55050,19,3,39735,537805
55050,19,3,39735,537810
55050,17,4,39735,537811
55049,18,4,39735,537811
55049,18,3,39735,537816
