Susceptible,Exposed,Hospitalised,Death,Recovered
632272,350,0,0,0
631883,662,0,0,7
631433,1020,0,0,24
630955,1386,0,0,42
630402,1796,0,0,66
629801,2176,0,0,111
629152,2617,0,0,169
628337,3173,2,0,209
627462,3780,4,0,286
626399,4474,5,1,357
625153,5308,9,1,488
623700,6242,14,2,653
622058,7312,14,8,813
620154,8583,21,10,1020
617998,9999,29,13,1240
615283,11814,38,20,1543
612168,13850,52,22,1860
608558,16193,70,27,2258
604274,19065,74,35,2738
599333,22317,101,45,3281
593570,26085,125,56,3928
586823,30572,150,68,4631
578861,35879,167,81,5495
572971,38638,213,99,6565
566054,42241,248,124,7679
558273,46327,266,154,8987
549698,50949,306,184,10537
540453,55784,388,227,12189
530561,60953,438,276,14140
520146,66253,508,344,16335
509121,71680,547,431,18656
497349,77368,588,523,21329
485089,82981,656,611,24312
472408,88459,691,723,27658
459195,93977,775,848,31181
445622,99381,819,1021,35100
431669,104872,852,1203,39370
417666,110072,893,1395,44053
403352,114806,948,1617,49029
388628,119810,990,1876,54327
373939,124225,1038,2129,59760
359106,128442,1074,2414,65925
344503,132105,1121,2724,72382
329880,135440,1147,3070,79159
315376,138210,1146,3465,86231
301484,139960,1228,3847,93983
287552,141777,1262,4327,102272
274090,142982,1271,4792,110639
261233,143397,1348,5249,119374
248863,143426,1331,5817,128496
236836,143007,1391,6381,137904
225413,142049,1426,6943,147711
214412,140737,1447,7562,157466
203959,139139,1458,8212,167659
194024,137034,1531,8875,177821
184474,134858,1570,9543,188205
175507,132235,1580,10267,198591
167147,128856,1657,11036,209095
159274,125693,1680,11790,219818
152073,122106,1716,12540,230621
145234,118285,1641,13354,241400
138935,114363,1649,14121,251957
132986,110474,1685,14908,262505
127451,106460,1691,15672,273059
122296,102269,1719,16448,283438
117477,98244,1690,17311,293824
113136,94032,1759,18108,304085
108966,90139,1737,18919,313958
105135,86145,1735,19704,323518
101542,82246,1816,20457,332921
98112,78601,1868,21242,342402
95036,74935,1814,22005,351345
92110,71430,1801,22765,360258
89476,67913,1799,23497,368821
87014,64586,1833,24190,377108
84752,61123,1840,24883,385022
82625,57929,1843,25562,392667
80690,54923,1867,26210,400048
78948,51983,1835,26821,407291
77270,49168,1837,27402,414400
75701,46435,1812,28003,420860
74254,43906,1773,28557,427124
72873,41597,1749,29075,433073
71591,39224,1767,29572,438923
70443,36933,1689,30088,444382
69396,34824,1705,30539,449600
68422,32834,1725,30992,454583
67484,31027,1688,31453,459311
66600,29287,1669,31837,463715
65826,27511,1660,32192,467950
65151,25796,1638,32562,472005
64488,24152,1623,32889,475706
63850,22722,1574,33215,479278
63259,21354,1497,33570,482706
62687,20152,1540,33896,485926
62157,18913,1497,34197,489160
61686,17792,1445,34497,492101
61211,16768,1413,34786,494797
60798,15722,1382,35029,497360
60384,14806,1341,35261,499759
59999,13908,1349,35486,502094
59648,13025,1293,35696,504230
59328,12208,1286,35910,506261
59055,11457,1222,36099,508292
58818,10690,1159,36274,510132
58570,10032,1135,36456,511854
58312,9412,1125,36603,513403
58101,8802,1061,36781,514964
57891,8274,1024,36930,516400
57694,7769,998,37055,517819
57510,7298,958,37201,519100
57356,6840,918,37324,520396
57184,6413,892,37440,521462
57044,5987,854,37546,522544
56895,5607,812,37662,523535
56783,5247,784,37765,524431
56677,4884,728,37878,525329
56567,4562,706,37953,526100
56469,4271,679,38036,526858
56369,4008,640,38118,527554
56275,3760,598,38197,528225
56178,3507,572,38262,528855
56085,3306,542,38321,529427
56010,3089,544,38370,529976
55934,2896,535,38423,530522
55876,2687,485,38486,530993
55819,2497,459,38527,531464
55757,2319,434,38572,531963
55721,2147,422,38631,532373
55672,2004,371,38679,532752
55630,1906,368,38711,533126
55591,1763,354,38744,533464
55558,1642,344,38783,533778
55529,1536,329,38812,534058
55501,1439,286,38851,534362
55471,1345,285,38880,534579
55442,1254,248,38910,534841
55415,1168,224,38939,535076
55391,1096,218,38966,535278
55365,1031,230,38985,535466
55346,963,209,39016,535669
55323,916,192,39033,535832
55308,855,186,39058,535997
55295,797,173,39072,536158
55277,749,151,39093,536285
55260,701,151,39105,536420
55243,667,145,39115,536532
55227,619,141,39129,536625
55215,566,144,39139,536752
55205,522,124,39149,536847
55193,490,123,39161,536942
55187,449,110,39172,537027
55180,412,98,39186,537107
55169,387,83,39192,537190
55160,361,77,39201,537249
55148,348,72,39206,537317
55140,325,65,39214,537401
55136,300,61,39220,537466
55130,278,51,39229,537516
55126,251,47,39236,537583
55117,239,46,39242,537636
55112,225,43,39246,537688
55109,207,40,39250,537742
55102,191,38,39253,537787
55099,182,34,39259,537820
55095,169,34,39261,537844
55090,154,37,39263,537865
55085,138,34,39268,537889
55083,132,34,39270,537916
55078,118,28,39273,537937
55076,109,27,39281,537963
55074,103,23,39284,537991
55072,94,21,39286,538014
55072,81,22,39290,538029
55069,75,16,39295,538047
55068,70,16,39296,538066
55068,65,18,39297,538092
55066,64,13,39298,538104
55063,61,15,39301,538113
55061,59,11,39302,538120
55055,62,11,39302,538137
55055,57,8,39303,538150
55055,53,6,39305,538163
55053,51,5,39305,538169
55052,47,5,39306,538177
55050,40,9,39306,538184
55050,35,7,39308,538193
55047,32,11,39308,538198
55047,31,12,39309,538204
55044,31,7,39311,538217
55044,25,6,39311,538222
55044,21,8,39311,538231
55044,19,5,39311,538238
55044,17,7,39311,538243
55044,17,6,39311,538247
55044,17,4,39311,538249
55044,15,2,39312,538253
55044,15,3,39312,538256
55044,15,3,39312,538257
