 day, S, E, H, R, D
0,632427.405,198.804,0.0,0.0,0.0
1,632174.147,401.966,0.0,7.094,0.0
2,631875.574,626.956,0.0,24.045,0.0
3,631512.388,889.578,0.0,52.709,0.0
4,631065.473,1204.336,0.0,94.317,0.0
5,630508.861,1592.254,0.186,152.62,0.0
6,629806.711,2078.978,0.776,229.77,0.003
7,628910.145,2702.68,1.795,330.86,0.016
8,627758.525,3507.913,3.404,459.741,0.033
9,626265.401,4558.4,5.963,625.768,0.066
10,624320.393,5936.617,9.444,837.768,0.146
11,621773.675,7753.47,14.11,1109.482,0.271
12,618433.168,10150.418,20.344,1459.522,0.461
13,614031.542,13323.994,28.502,1911.439,0.724
14,608232.422,17518.295,39.064,2500.688,1.17
15,600607.495,23043.551,52.506,3265.494,1.793
16,590609.829,30285.55,69.817,4264.086,2.609
17,577584.694,39696.483,91.818,5569.859,3.76
18,560732.759,51819.943,120.201,7278.19,5.542
19,539210.206,67184.379,155.744,9518.385,8.141
20,512175.995,86238.025,201.012,12444.492,11.934
21,478945.388,109233.358,257.043,16251.703,17.863
22,439228.361,135993.437,326.735,21163.379,27.15
23,427145.547,131964.155,412.357,27441.873,41.548
24,412582.879,130899.993,513.25,35361.263,64.197
25,396486.128,131496.297,629.084,44142.771,99.335
26,379428.824,132980.825,757.478,53465.807,153.486
27,361800.153,134862.239,889.512,63241.394,235.828
28,343876.942,136815.193,1016.28,73481.182,357.327
29,325908.771,138575.039,1118.815,84140.646,519.83
30,308080.421,139993.21,1192.169,95200.717,725.297
31,290562.593,140922.362,1240.058,106645.202,969.32
32,273493.873,141297.659,1270.98,118433.054,1248.227
33,256983.322,141074.046,1290.008,130522.825,1558.377
34,241125.141,140226.829,1302.641,142897.425,1897.049
35,225992.534,138748.983,1312.091,155491.511,2262.542
36,211632.48,136670.141,1321.257,168267.166,2650.57
37,198070.278,134041.633,1329.851,181163.918,3063.374
38,185323.516,130914.777,1338.005,194144.213,3496.643
39,173386.773,127342.085,1346.254,207149.196,3951.948
40,162256.375,123389.841,1355.043,220130.616,4424.581
41,151906.051,119121.235,1363.828,233039.134,4915.778
42,142301.039,114620.791,1373.486,245839.659,5420.523
43,133421.682,109922.634,1383.797,258491.354,5939.528
44,125216.859,105111.387,1394.566,270946.871,6471.444
45,117649.821,100229.293,1405.689,283172.841,7012.872
46,110683.428,95322.739,1417.796,295158.966,7562.547
47,104271.3,90441.03,1430.16,306867.538,8120.984
48,98375.286,85620.78,1443.007,318277.872,8683.266
49,92949.891,80901.86,1456.519,329380.151,9247.631
50,87963.6,76303.671,1470.02,340149.263,9812.488
51,83380.459,71848.121,1484.489,350586.28,10377.712
52,79169.203,67546.491,1499.256,360681.019,10940.783
53,75295.05,63414.714,1514.241,370427.214,11499.895
54,71731.646,59468.888,1529.37,379825.897,12053.497
55,68452.442,55707.956,1545.229,388885.001,12600.285
56,65435.759,52128.547,1561.54,397590.038,13139.762
57,62658.64,48730.684,1577.334,405954.96,13670.3
58,60098.76,45516.063,1593.111,413991.997,14193.044
59,57736.156,42489.46,1610.25,421696.981,14704.189
60,55554.376,39638.566,1626.441,429081.161,15206.192
61,53541.441,36955.315,1643.029,436153.752,15694.825
62,51680.056,34439.765,1659.55,442916.342,16171.971
63,49957.053,32083.606,1675.924,449391.018,16637.778
64,48363.773,29873.782,1692.092,455567.996,17091.332
65,46886.617,27812.783,1708.681,461479.685,17532.897
66,45516.737,25888.419,1724.702,467115.903,17959.313
67,44246.452,24088.249,1740.85,472494.925,18373.511
68,43065.301,22414.898,1756.426,477629.114,18773.619
69,41967.843,20854.854,1771.547,482519.486,19162.089
70,40946.489,19402.788,1786.609,487179.285,19537.502
71,39995.912,18055.059,1801.407,491621.372,19899.525
72,39110.346,16801.205,1815.794,495851.762,20247.757
73,38286.039,15635.93,1830.347,499884.89,20583.576
74,37517.248,14553.515,1843.993,503726.455,20907.952
75,36798.37,13549.33,1856.726,507382.833,21219.975
76,36127.283,12614.614,1869.318,510859.388,21520.428
77,35500.391,11747.608,1881.802,514167.518,21810.314
78,34913.988,10941.225,1893.45,517311.936,22087.72
79,34365.657,10193.77,1905.066,520306.296,22354.317
80,33852.41,9501.134,1915.7,523149.43,22609.529
81,33371.879,8855.2,1925.626,525859.349,22855.118
82,32921.65,8257.631,1935.032,528432.17,23090.493
83,32499.585,7702.378,1943.459,530878.26,23315.859
84,32104.015,7186.307,1952.082,533202.516,23531.248
85,31731.467,6707.212,1959.753,535411.7,23738.13
86,31383.271,6259.92,1967.236,537511.073,23935.938
87,31055.748,5846.556,1972.692,539508.129,24125.479
88,30747.94,5461.934,1978.296,541404.852,24306.936
89,30459.399,5103.798,1982.969,543205.486,24480.059
90,30187.593,4772.076,1986.951,544917.244,24646.593
91,29932.145,4461.904,1990.115,546545.299,24805.496
92,29691.519,4173.644,1992.754,548089.534,24957.147
93,29464.844,3905.372,1994.887,549559.337,25102.154
94,29251.941,3655.637,1995.2,550957.817,25241.451
95,29050.801,3424.513,1995.327,552282.709,25374.366
96,28860.904,3208.351,1995.141,553541.929,25501.027
97,28683.038,3005.474,1994.117,554739.415,25622.537
98,28515.029,2817.499,1992.989,555875.716,25737.707
99,28357.077,2641.626,1989.993,556954.602,25848.211
100,28207.955,2478.321,1986.63,557979.362,25954.338
101,28067.653,2325.336,1982.19,558954.603,26055.875
102,27935.062,2181.701,1976.214,559880.892,26152.647
103,27809.823,2048.072,1969.865,560758.341,26245.408
104,27691.712,1923.398,1963.154,561594.824,26333.525
105,27580.01,1807.412,1955.212,562391.161,26417.979
106,27474.779,1697.567,1946.888,563146.587,26498.809
107,27375.523,1595.297,1938.06,563863.902,26576.263
108,27281.418,1500.937,1928.488,564544.68,26650.179
109,27192.448,1412.617,1918.406,565192.553,26721.028
110,27108.73,1328.895,1907.412,565807.554,26789.121
111,27029.758,1250.597,1895.705,566393.846,26854.406
112,26955.101,1176.295,1883.217,566950.433,26916.427
113,26884.876,1106.916,1870.377,567479.586,26975.811
114,26818.262,1042.878,1856.878,567981.507,27032.894
115,26755.51,982.428,1843.483,568459.307,27087.638
116,26696.318,924.664,1828.788,568913.808,27140.282
117,26640.139,871.117,1813.286,569344.868,27190.954
118,26587.472,820.593,1797.129,569755.504,27239.344
119,26537.31,773.658,1780.35,570146.454,27286.272
120,26489.982,729.256,1762.827,570518.432,27331.15
121,26445.269,687.391,1745.519,570870.838,27374.401
122,26403.194,647.727,1727.558,571207.212,27415.614
123,26362.969,610.982,1709.545,571525.89,27455.455
124,26325.135,576.237,1690.948,571830.35,27493.766
125,26289.724,543.652,1672.099,572118.63,27531.368
126,26255.733,513.572,1652.6,572393.767,27566.741
127,26223.614,484.972,1632.792,572656.267,27601.203
128,26193.61,457.253,1612.186,572905.734,27634.8
129,26165.141,431.54,1591.949,573143.76,27666.474
130,26137.813,407.587,1571.139,573370.665,27697.576
131,26111.875,385.452,1550.023,573587.259,27727.311
132,26087.824,363.58,1528.667,573793.028,27756.045
133,26064.976,343.332,1506.878,573988.463,27783.738
134,26043.598,324.325,1485.326,574174.408,27810.589
135,26023.183,306.204,1464.003,574351.569,27836.536
136,26004.014,289.085,1442.051,574520.306,27861.471
137,25985.497,273.339,1419.514,574681.448,27885.857
138,25968.107,258.296,1397.548,574834.22,27909.392
139,25951.748,244.116,1375.314,574981.428,27932.111
140,25936.337,230.363,1353.392,575120.915,27954.191
141,25921.713,217.837,1330.889,575254.5,27975.646
142,25907.89,205.67,1308.284,575381.087,27996.399
143,25894.67,194.301,1285.852,575502.506,28016.604
144,25882.409,183.505,1263.596,575618.396,28035.923
145,25870.868,173.271,1241.009,575729.174,28054.894
146,25859.613,164.013,1218.957,575834.53,28073.171
147,25849.048,155.276,1197.007,575934.789,28090.877
148,25839.332,146.527,1175.261,576030.598,28108.219
149,25830.075,138.498,1153.486,576122.557,28124.942
150,25821.132,130.747,1131.606,576209.835,28141.252
151,25812.697,123.706,1109.891,576293.182,28156.97
152,25804.698,117.02,1088.244,576373.17,28172.324
153,25797.121,110.919,1066.965,576449.554,28187.385
154,25789.98,104.948,1045.839,576522.718,28202.089
155,25783.294,99.324,1025.288,576592.937,28216.121
156,25776.968,94.021,1004.668,576659.809,28229.594
157,25770.922,89.012,983.6,576724.178,28243.031
158,25765.098,84.349,963.299,576784.907,28256.195
159,25759.786,79.856,943.267,576843.614,28268.749
160,25754.755,75.263,923.252,576899.995,28280.917
161,25749.992,71.149,903.316,576953.724,28292.882
162,25745.496,67.418,883.603,577005.038,28304.592
163,25741.146,63.814,863.816,577054.693,28315.997
164,25737.064,60.384,844.883,577101.666,28326.874
165,25733.136,57.186,826.529,577146.526,28337.431
166,25729.454,54.191,808.053,577189.843,28347.922
167,25725.937,51.326,789.632,577231.163,28358.176
168,25722.671,48.714,771.938,577270.829,28367.879
169,25719.571,45.993,754.446,577308.784,28377.5
170,25716.597,43.528,737.166,577345.129,28386.775
171,25713.833,41.166,719.952,577380.412,28395.808
172,25711.323,38.857,703.02,577414.016,28404.628
173,25708.767,36.927,686.448,577446.165,28413.255
174,25706.39,34.951,670.315,577477.025,28421.648
