Susceptible,Exposed,Hospitalised,Death,Recovered
710255,377,0,0,0
709832,727,0,0,2
709284,1189,0,0,11
708650,1690,0,0,22
707898,2254,0,0,52
706937,3001,0,0,89
705775,3890,0,0,141
704368,4916,0,0,221
702732,6077,2,0,347
700667,7567,5,0,469
698195,9377,6,0,640
695230,11557,11,0,863
691666,14072,9,0,1127
687403,17085,11,0,1471
682258,20736,11,1,1846
676335,24870,20,2,2336
669068,29937,30,2,2909
660415,36091,34,2,3596
650066,43193,49,4,4474
637814,51674,47,4,5597
623297,61783,68,5,6874
606657,73127,92,5,8451
587355,86034,114,6,10247
577876,88314,157,13,12498
566835,91850,194,16,15189
554585,96130,203,23,18277
541214,101140,249,37,21803
527002,106496,295,42,25666
512054,112388,343,52,29913
496518,118333,383,66,34707
480290,124329,447,84,39757
463498,130355,501,105,45468
446012,136492,546,130,51543
428366,142267,574,163,58020
410566,147905,618,202,65213
392274,153327,692,241,72856
373968,158267,718,284,81225
355781,162634,776,308,90034
338016,166379,805,365,99236
320260,169718,807,421,109070
302794,172511,844,485,119189
285489,174784,867,552,129784
268879,176321,884,613,140939
252781,177217,876,683,152409
237125,177636,898,771,164242
222342,177012,897,857,176661
208290,175753,924,928,189203
194964,173755,945,1016,202100
182334,171394,947,1098,215518
170423,168674,958,1205,228972
159450,165185,935,1304,242716
148780,161499,915,1420,256503
138981,157544,980,1542,270489
130021,152914,939,1641,284571
121520,148249,950,1738,298325
113807,143080,936,1869,312381
106585,137943,903,1991,326420
100057,132820,906,2093,340236
94026,127496,932,2217,353890
88313,122240,955,2339,367650
83171,116997,911,2459,381109
78447,111887,905,2563,394285
74012,106754,909,2668,407116
70148,101423,877,2783,419954
66585,96109,880,2901,432073
63334,91043,885,3010,444311
60275,86112,883,3106,455895
57574,81316,870,3199,467277
55083,76728,851,3305,478352
52700,72520,850,3403,489060
50581,68297,852,3503,499132
48664,64287,858,3601,509057
46953,60428,854,3675,518393
45303,56942,828,3756,527405
43823,53340,816,3830,535946
42465,50097,776,3912,544151
41192,47099,784,3984,552141
40020,44079,761,4063,559495
38933,41334,760,4136,566581
37925,38763,740,4207,573406
37017,36317,752,4265,579769
36173,34060,746,4331,585957
35411,31918,745,4386,591671
34695,29889,714,4448,597167
33978,28008,669,4495,602392
33341,26262,688,4537,607118
32779,24516,652,4577,611601
32257,22910,635,4624,615971
31762,21460,589,4671,620119
31320,20161,587,4708,623908
30897,18881,586,4735,627423
30517,17676,580,4775,630871
30162,16547,563,4806,633953
29851,15437,543,4820,636800
29515,14464,526,4855,639618
29219,13470,493,4881,642258
28961,12580,483,4907,644809
28729,11718,478,4930,647076
28504,10947,455,4951,649211
28315,10199,434,4970,651263
28118,9503,423,4989,653167
27932,8897,396,5022,654966
27762,8281,350,5036,656567
27604,7727,331,5049,658058
27468,7209,335,5065,659492
27329,6711,314,5080,660834
27187,6234,320,5087,662000
27096,5761,311,5100,663130
26975,5390,287,5113,664179
26891,4997,299,5123,665251
26811,4610,296,5130,666181
26735,4284,272,5135,667151
26657,3989,251,5143,668016
26576,3728,242,5150,668803
26509,3457,241,5155,669580
26447,3219,248,5159,670305
26385,3020,252,5165,670995
26338,2805,242,5169,671596
26275,2616,222,5179,672151
26227,2419,214,5182,672671
26174,2249,198,5186,673162
26132,2116,193,5191,673625
26097,1970,158,5202,674053
26060,1836,153,5205,674439
26029,1709,132,5213,674822
26002,1602,126,5218,675204
25970,1515,125,5222,675542
25944,1404,122,5226,675834
25919,1284,122,5228,676079
25887,1213,100,5233,676324
25865,1128,86,5237,676562
25845,1040,90,5240,676834
25825,964,97,5242,677035
25793,904,84,5244,677246
25780,840,82,5246,677413
25762,781,77,5246,677596
25744,727,76,5247,677745
25731,681,66,5249,677898
25721,634,53,5253,678016
25708,604,44,5254,678149
25700,553,41,5256,678264
25692,511,28,5258,678370
25681,471,32,5259,678464
25676,447,32,5259,678566
25669,413,25,5261,678645
25662,393,28,5262,678730
25651,369,29,5262,678823
25647,333,27,5264,678898
25645,307,25,5267,678962
25641,277,25,5269,679012
25636,263,24,5269,679080
25629,250,22,5269,679134
25626,237,19,5269,679180
25619,219,22,5269,679219
25618,195,24,5269,679260
25610,191,23,5269,679295
25606,175,17,5269,679323
25603,161,16,5269,679360
25599,151,15,5269,679386
25598,135,15,5269,679420
25596,128,17,5269,679452
25595,116,20,5270,679497
25593,107,19,5270,679511
25590,105,17,5271,679541
25588,100,13,5271,679561
25586,92,12,5271,679589
25585,85,9,5271,679604
25582,81,6,5272,679614
25582,71,3,5272,679627
25579,71,3,5272,679637
25579,64,5,5272,679657
25579,61,5,5272,679670
25577,57,4,5272,679680
25577,47,3,5272,679683
25576,44,5,5272,679698
25572,44,6,5272,679706
25572,43,4,5273,679722
25572,37,3,5273,679727
25571,35,2,5273,679732
25571,28,1,5273,679741
25571,27,2,5273,679745
25570,25,2,5273,679753
25570,21,2,5273,679759
25570,18,2,5273,679762
25570,16,1,5273,679764
25569,16,0,5273,679769
25568,14,0,5273,679774
25568,13,0,5273,679776
25567,14,0,5273,679782
25567,13,0,5273,679784
25567,12,2,5273,679784
25567,12,2,5273,679784
25567,12,2,5273,679790
25567,10,2,5273,679790
25567,9,2,5273,679794
25567,7,2,5273,679800
25567,5,2,5273,679803
25567,5,0,5273,679805
25567,5,0,5273,679806
