 day, S, E, H, R, D
0,632564.411,74.946,0.0,0.0,0.0
1,632466.965,147.656,0.0,1.232,0.0
2,632354.045,224.64,0.0,4.821,0.0
3,632219.212,311.651,0.0,11.316,0.0
4,632054.456,415.546,0.0,21.817,0.0
5,631851.187,542.179,0.0,37.447,0.0
6,631597.279,699.796,0.0,58.637,0.0
7,631278.096,898.857,0.001,86.846,0.0
8,630872.519,1154.048,0.006,123.697,0.0
9,630352.511,1484.487,0.015,171.062,0.0
10,629681.84,1915.256,0.027,231.864,0.0
11,628813.385,2477.823,0.048,309.717,0.001
12,627681.734,3218.733,0.079,409.151,0.002
13,626206.244,4189.346,0.114,536.071,0.002
14,624269.783,5471.937,0.184,698.879,0.003
15,621726.328,7166.793,0.293,907.64,0.003
16,618388.789,9397.162,0.415,1176.701,0.006
17,614003.936,12335.261,0.571,1526.241,0.01
18,608249.388,16194.188,0.768,1978.953,0.017
19,600714.635,21245.071,1.014,2567.522,0.033
20,590900.081,27804.378,1.312,3335.291,0.052
21,578192.253,36260.388,1.734,4339.155,0.076
22,561878.037,47028.226,2.271,5650.057,0.098
23,556912.964,44819.886,2.976,7362.548,0.131
24,550526.342,44367.532,3.938,9592.071,0.178
25,542993.785,45125.83,5.183,12256.581,0.241
26,534498.353,46736.457,6.625,15310.515,0.341
27,525176.612,48927.161,8.53,18726.381,0.498
28,515103.176,51542.26,11.08,22494.985,0.738
29,504361.097,54419.814,14.01,26611.212,1.073
30,492999.116,57479.916,17.607,31079.138,1.552
31,481079.81,60627.547,21.659,35916.613,2.188
32,468653.13,63803.867,26.072,41124.911,3.147
33,455782.385,66944.472,30.876,46712.723,4.402
34,442516.499,70000.024,35.724,52694.317,6.027
35,428940.69,72893.891,40.392,59076.028,8.061
36,415132.742,75578.043,44.891,65864.662,10.419
37,401152.398,78028.9,49.116,73062.849,13.363
38,387103.115,80170.028,53.144,80670.448,16.884
39,373042.46,81997.539,56.848,88692.365,20.99
40,359067.25,83459.875,60.006,97109.035,25.629
41,345249.749,84544.435,62.887,105907.969,30.987
42,331672.614,85220.189,65.284,115084.419,36.738
