 day, S, E, H, R, D
0,638139.316,108.32,0.0,0.0,0.0
1,637823.867,357.227,0.0,0.052,0.0
2,637244.552,805.023,0.0,0.189,0.0
3,636172.309,1629.331,0.0,0.519,0.0
4,634207.882,3130.917,0.0,1.096,0.0
5,630620.734,5865.509,0.695,7.765,0.0
6,624118.209,10802.994,2.757,27.537,0.004
7,612422.45,19648.211,6.816,69.591,0.016
8,591629.804,35285.358,14.533,151.612,0.05
9,555363.829,62327.153,28.77,309.132,0.103
10,494267.336,107155.707,54.987,601.435,0.224
11,397635.653,175855.691,101.953,1143.397,0.488
12,261878.348,265779.84,184.811,2136.105,1.06
13,110400.149,348031.052,324.307,3944.938,2.315
14,7726.423,360064.664,544.472,7211.468,5.124
15,0.0,274022.925,852.837,13043.347,11.273
16,0.0,202659.8,1193.009,23288.181,25.782
17,0.0,149873.225,1409.951,40728.168,56.272
18,0.0,110838.002,1437.334,68593.523,110.466
19,0.0,81971.373,1512.428,108808.429,188.157
20,0.0,60623.037,1316.541,159799.432,292.332
21,0.0,44831.56,1871.687,214007.569,390.798
22,0.0,33154.16,1579.436,268536.634,503.83
23,0.0,24520.323,1383.732,319846.566,608.811
24,0.0,18132.192,1348.75,366493.23,701.737
25,0.0,13408.631,1365.874,407982.254,783.782
26,0.0,9917.591,1248.163,444410.733,858.047
27,0.0,7333.674,1113.015,475911.647,922.731
28,0.0,5422.835,1027.807,502805.269,977.23
29,0.0,4011.722,1005.75,525543.683,1022.691
30,0.0,2967.312,914.993,544752.79,1061.881
31,0.0,2194.212,889.257,560778.738,1093.605
32,0.0,1622.948,830.932,574163.81,1120.978
33,0.0,1200.007,809.325,585232.626,1142.862
34,0.0,887.151,770.688,594405.192,1161.385
35,0.0,656.085,738.851,601964.011,1176.557
36,0.0,485.297,704.38,608185.876,1189.227
37,0.0,359.217,669.44,613299.557,1199.773
38,0.0,265.51,634.76,617497.669,1208.4
39,0.0,196.693,597.365,620937.284,1215.521
40,0.0,145.586,559.807,623759.102,1221.535
41,0.0,107.941,521.272,626069.523,1226.521
42,0.0,79.706,482.029,627965.857,1230.664
43,0.0,59.19,442.83,629520.79,1234.171
44,0.0,43.729,404.329,630793.861,1237.156
45,0.0,32.171,367.46,631839.958,1239.611
46,0.0,23.752,331.719,632699.562,1241.735
47,0.0,17.612,296.723,633407.45,1243.487
48,0.0,12.877,264.672,633990.545,1245.026
49,0.0,9.571,234.529,634472.356,1246.352
50,0.0,7.064,206.013,634870.905,1247.474
51,0.0,5.177,180.099,635200.973,1248.457
52,0.0,3.869,156.305,635475.607,1249.306
53,0.0,2.831,135.388,635703.877,1249.984
54,0.0,2.071,116.708,635894.404,1250.579
55,0.0,1.529,99.977,636053.77,1251.07
56,0.0,1.132,85.451,636187.74,1251.47
57,0.0,0.85,72.694,636300.525,1251.847
58,0.0,0.63,61.463,636396.164,1252.145
59,0.0,0.472,52.071,636476.483,1252.401
