 day, S, E, H, R, D
0,632341.424,288.349,0.0,0.0,0.0
1,632015.525,569.453,0.0,0.502,0.0
2,631660.76,858.274,0.0,1.921,0.0
3,631266.534,1164.634,0.0,4.795,0.0
4,630818.25,1502.82,0.0,9.467,0.0
5,630300.655,1885.161,0.005,16.714,0.0
6,629698.753,2323.089,0.043,26.766,0.001
7,628989.514,2836.083,0.181,40.339,0.004
8,628152.114,3438.714,0.547,58.533,0.013
9,627152.819,4158.274,1.276,82.519,0.036
10,625955.128,5022.661,2.449,113.024,0.077
11,624517.167,6062.387,4.248,151.549,0.155
12,622778.658,7324.696,6.576,199.753,0.293
13,620672.766,8860.023,9.744,259.104,0.531
14,618112.99,10735.563,13.896,333.127,0.836
15,614999.859,13024.026,19.014,423.983,1.295
16,611208.556,15819.939,25.454,533.991,1.943
17,606586.485,19236.899,33.072,668.029,2.853
18,600950.913,23413.254,42.201,831.062,4.066
19,594088.279,28502.577,53.277,1029.313,5.535
20,585746.16,34690.683,66.381,1268.439,7.53
21,575646.543,42177.476,82.462,1559.136,10.04
22,563460.696,51187.12,101.342,1911.843,13.223
23,552036.632,58784.427,123.931,2340.1,17.212
24,538323.565,68104.478,149.847,2857.799,22.371
25,522415.267,78925.793,180.213,3481.709,28.771
26,504396.258,91051.02,216.192,4226.643,36.93
27,484304.077,104341.665,258.698,5112.801,47.366
28,462238.987,118607.632,308.082,6163.862,60.604
29,438290.513,133693.173,365.318,7406.101,77.743
30,412637.124,149357.35,429.866,8867.947,99.733
31,385498.74,165338.474,501.919,10579.37,128.471
32,357159.202,181322.988,581.837,12570.894,165.355
33,327973.917,196958.036,666.309,14874.919,212.609
34,298353.697,211864.056,755.67,17525.001,272.561
35,268729.45,225656.915,848.522,20559.591,347.751
36,239563.496,237969.498,940.469,24007.674,441.622
37,211325.883,248432.95,1031.523,27895.491,556.255
38,184432.512,256769.634,1119.857,32255.482,694.918
39,159249.73,262761.392,1203.982,37118.848,860.207
40,136066.858,266307.99,1282.992,42490.138,1054.566
