 day, S, E, H, R, D
0,632130.903,450.678,0.0,0.0,0.0
1,631457.118,990.979,0.0,0.44,0.0
2,630632.863,1607.781,0.0,1.566,0.0
3,629591.175,2358.133,0.0,3.778,0.0
4,628265.808,3288.985,0.0,7.688,0.0
5,626551.324,4481.942,0.581,14.907,0.0
6,624308.111,6040.515,3.235,29.383,0.015
7,621341.6,8110.111,9.751,56.742,0.091
8,617390.209,10880.634,22.302,103.637,0.344
9,612095.25,14613.782,43.647,178.083,0.91
10,604979.891,19657.687,75.884,290.728,2.038
11,595432.85,26447.373,121.724,452.467,4.344
12,582679.387,35509.212,183.639,678.009,8.432
13,565765.102,47497.338,264.66,989.88,15.584
14,543650.123,63044.951,367.598,1413.617,27.603
15,515319.165,82679.371,494.922,1986.227,47.677
16,480026.441,106590.598,645.809,2761.698,81.234
17,437671.363,134292.318,819.06,3804.82,136.51
18,389163.891,164362.434,1004.906,5218.06,227.079
19,336689.38,194273.818,1188.595,7130.004,371.11
20,283438.602,220877.758,1347.713,9705.476,594.767
21,232897.905,241129.423,1463.219,13160.956,929.301
22,187840.978,253138.782,1525.19,17716.305,1406.016
23,149018.81,257289.488,1547.972,23646.225,2052.353
24,117428.396,253630.989,1557.767,31227.296,2894.339
25,92583.127,243747.959,1567.301,40742.921,3970.207
26,73248.721,229702.012,1576.5,52471.031,5315.033
27,58302.336,213169.97,1588.488,66597.713,6953.564
28,46784.827,195492.212,1602.072,83217.715,8904.786
29,37913.883,177584.675,1633.877,102262.212,11152.105
30,31057.826,160119.965,1682.191,123548.248,13678.179
31,25734.529,143516.126,1706.173,146749.971,16452.15
32,21576.861,128017.106,1720.438,171455.779,19418.671
33,18305.043,113752.913,1780.234,197123.211,22497.582
34,15711.335,100765.965,1809.031,223302.772,25652.336
35,13637.187,89037.028,1829.331,249473.594,28813.768
36,11962.889,78512.119,1878.05,275191.987,31911.092
37,10602.789,69116.707,1918.015,300103.265,34909.315
38,9485.733,60767.351,1952.367,323934.156,37775.249
39,8562.143,53368.008,1994.656,346450.944,40481.156
40,7790.188,46831.042,2035.22,367499.598,43001.005
41,7143.068,41066.044,2076.268,387014.408,45329.859
42,6595.543,35986.985,2124.166,404972.708,47463.912
43,6129.892,31526.058,2168.01,421383.508,49405.167
44,5730.302,27608.281,2214.762,436293.75,51162.322
45,5385.271,24174.125,2255.574,449784.284,52743.915
46,5086.345,21161.697,2293.829,461933.945,54160.628
47,4825.328,18525.101,2329.385,472845.092,55425.173
48,4598.11,16213.716,2361.908,482614.02,56552.816
49,4398.103,14190.814,2391.63,491340.409,57553.078
50,4221.483,12422.028,2416.637,499121.09,58438.53
51,4064.944,10876.35,2437.491,506052.133,59221.861
52,3925.099,9527.172,2454.671,512215.606,59911.57
53,3800.35,8347.35,2465.707,517693.433,60521.02
54,3688.804,7315.412,2472.427,522549.772,61058.061
55,3588.671,6414.357,2474.334,526866.529,61531.581
56,3498.293,5625.529,2472.689,530697.657,61949.758
57,3416.871,4936.15,2465.414,534102.496,62316.907
58,3342.941,4333.376,2454.627,537124.387,62641.273
59,3276.033,3807.377,2438.874,539808.595,62928.458
60,3215.03,3346.427,2418.134,542198.245,63183.596
61,3159.523,2943.437,2393.555,544321.205,63408.112
62,3109.134,2591.28,2363.952,546214.525,63608.973
63,3062.865,2281.779,2330.684,547907.063,63787.388
64,3020.602,2011.946,2294.057,549417.682,63947.019
65,2981.979,1775.065,2254.317,550764.603,64088.914
66,2946.481,1567.159,2210.107,551971.692,64216.979
67,2914.193,1384.933,2163.546,553053.085,64332.37
68,2884.415,1225.487,2114.32,554023.635,64436.67
69,2856.975,1084.763,2063.108,554897.907,64531.149
70,2831.65,961.451,2010.18,555686.025,64617.084
71,2808.558,853.066,1954.412,556393.981,64696.034
72,2787.016,757.864,1898.451,557035.522,64767.973
73,2767.441,673.932,1840.967,557616.821,64834.089
74,2749.064,600.537,1783.025,558141.495,64895.45
75,2732.104,535.464,1725.514,558619.752,64951.657
76,2716.581,477.863,1667.16,559053.829,65004.407
