 day, S, E, H, R, D
0,113093.0,0.0,0.0,0.0,0.0
1,113093.0,0.0,0.0,0.0,0.0
2,113093.0,0.0,0.0,0.0,0.0
3,113093.0,0.0,0.0,0.0,0.0
4,113093.0,0.0,0.0,0.0,0.0
5,113093.0,0.0,0.0,0.0,0.0
6,113077.093,15.907,0.0,0.0,0.0
7,112989.299,98.783,0.0,0.0,0.0
8,112730.766,326.169,0.0,0.296,0.0
9,112157.379,797.285,0.0,2.605,0.0
10,111083.353,1620.831,0.0,11.617,0.0
11,109272.028,2921.642,0.0,36.127,0.0
12,106436.153,4839.864,0.007,91.69,0.0
13,102273.376,7481.223,0.067,203.344,0.0
14,96462.759,10934.558,0.418,405.553,0.0
15,88697.997,15258.831,1.572,747.954,0.008
16,78794.314,20361.153,4.448,1300.692,0.026
17,66803.464,25941.987,10.537,2144.277,0.068
18,53178.22,31404.346,21.262,3379.528,0.203
19,38811.596,35884.346,38.931,5115.839,0.51
20,25150.526,38248.023,65.1,7472.643,1.126
21,13819.376,37537.548,100.652,10545.108,2.384
22,6016.883,33521.599,144.552,14393.996,4.512
23,1869.739,27116.246,192.768,19024.545,8.209
24,341.419,20110.234,239.352,24379.282,14.232
25,25.598,14099.079,277.14,30362.593,23.04
26,1.537,9688.127,302.675,36836.497,34.818
27,0.221,6640.8,316.713,43655.265,49.801
28,0.043,4550.577,322.727,50647.441,67.312
29,0.011,3117.909,324.763,57626.819,85.986
30,0.006,2135.387,324.513,64395.604,105.211
31,0.001,1461.18,322.379,70760.252,123.826
32,0.0,1000.944,318.528,76568.862,141.148
33,0.0,685.03,313.388,81739.972,156.176
34,0.0,470.134,307.325,86250.384,169.149
35,0.0,321.931,300.445,90115.849,179.92
36,0.0,220.496,292.912,93394.293,188.572
37,0.0,151.12,284.766,96153.361,195.45
38,0.0,103.425,276.214,98471.819,200.835
39,0.0,70.777,267.626,100413.993,204.949
40,0.0,48.275,258.867,102046.748,208.146
41,0.0,32.831,250.149,103423.467,210.671
42,0.0,22.534,241.351,104591.854,212.477
43,0.0,15.395,232.77,105588.339,213.896
44,0.0,10.548,224.28,106443.983,215.026
45,0.0,7.232,215.931,107181.893,215.961
46,0.0,4.939,207.753,107824.418,216.741
47,0.0,3.437,199.917,108384.709,217.383
48,0.0,2.402,192.306,108874.085,217.934
49,0.0,1.7,184.894,109305.485,218.438
50,0.0,1.218,177.697,109687.125,218.915
51,0.0,0.833,170.713,110024.684,219.33
52,0.0,0.6,163.973,110322.877,219.666
53,0.0,0.413,157.509,110589.104,219.984
54,0.0,0.282,151.193,110825.887,220.318
55,0.0,0.196,145.163,111037.18,220.627
56,0.0,0.136,139.433,111224.912,220.919
57,0.0,0.105,133.922,111392.756,221.179
58,0.0,0.077,128.478,111543.263,221.414
59,0.0,0.06,123.32,111677.498,221.664
60,0.0,0.038,118.364,111797.038,221.888
61,0.0,0.033,113.62,111903.911,222.095
62,0.0,0.023,109.105,112000.059,222.306
63,0.0,0.017,104.701,112086.402,222.532
64,0.0,0.012,100.519,112163.675,222.739
65,0.0,0.01,96.569,112233.181,222.917
66,0.0,0.006,92.694,112294.667,223.11
67,0.0,0.006,89.041,112349.948,223.253
68,0.0,0.004,85.372,112400.113,223.41
69,0.0,0.004,81.982,112444.533,223.558
70,0.0,0.003,78.673,112484.204,223.709
71,0.0,0.003,75.549,112520.178,223.832
72,0.0,0.003,72.478,112552.473,224.003
73,0.0,0.003,69.572,112581.495,224.137
74,0.0,0.002,66.729,112607.677,224.271
75,0.0,0.001,64.024,112631.196,224.38
76,0.0,0.001,61.594,112652.032,224.487
77,0.0,0.001,59.03,112670.854,224.595
78,0.0,0.001,56.671,112687.851,224.711
79,0.0,0.001,54.443,112703.317,224.82
80,0.0,0.0,52.198,112717.415,224.923
81,0.0,0.0,50.113,112729.857,225.018
82,0.0,0.0,48.149,112741.356,225.121
83,0.0,0.0,46.246,112751.685,225.191
84,0.0,0.0,44.398,112760.795,225.263
85,0.0,0.0,42.594,112769.227,225.357
86,0.0,0.0,40.84,112777.008,225.444
87,0.0,0.0,39.174,112783.903,225.525
88,0.0,0.0,37.664,112790.088,225.618
89,0.0,0.0,36.142,112795.66,225.68
90,0.0,0.0,34.678,112800.771,225.761
91,0.0,0.0,33.258,112805.574,225.813
92,0.0,0.0,31.985,112809.884,225.878
93,0.0,0.0,30.679,112813.83,225.954
94,0.0,0.0,29.437,112817.47,226.0
95,0.0,0.0,28.25,112820.773,226.058
96,0.0,0.0,27.102,112823.802,226.107
97,0.0,0.0,26.032,112826.599,226.144
98,0.0,0.0,24.988,112829.091,226.194
99,0.0,0.0,23.961,112831.393,226.249
100,0.0,0.0,22.999,112833.524,226.29
101,0.0,0.0,22.046,112835.507,226.331
102,0.0,0.0,21.185,112837.342,226.374
103,0.0,0.0,20.313,112838.994,226.407
104,0.0,0.0,19.474,112840.549,226.451
105,0.0,0.0,18.682,112841.997,226.484
106,0.0,0.0,17.938,112843.336,226.516
107,0.0,0.0,17.175,112844.657,226.545
108,0.0,0.0,16.54,112845.753,226.568
109,0.0,0.0,15.902,112846.818,226.598
110,0.0,0.0,15.3,112847.787,226.621
111,0.0,0.0,14.705,112848.715,226.645
112,0.0,0.0,14.135,112849.551,226.671
113,0.0,0.0,13.578,112850.358,226.703
114,0.0,0.0,13.016,112851.153,226.72
115,0.0,0.0,12.474,112851.914,226.747
116,0.0,0.0,12.012,112852.533,226.774
117,0.0,0.0,11.53,112853.186,226.791
118,0.0,0.0,11.061,112853.804,226.806
119,0.0,0.0,10.577,112854.396,226.831
120,0.0,0.0,10.141,112854.94,226.848
121,0.0,0.0,9.784,112855.384,226.865
122,0.0,0.0,9.4,112855.842,226.884
123,0.0,0.0,9.045,112856.288,226.898
124,0.0,0.0,8.634,112856.767,226.92
125,0.0,0.0,8.325,112857.131,226.934
126,0.0,0.0,7.99,112857.524,226.95
127,0.0,0.0,7.689,112857.864,226.96
128,0.0,0.0,7.386,112858.212,226.974
129,0.0,0.0,7.113,112858.505,226.988
130,0.0,0.0,6.828,112858.812,227.003
131,0.0,0.0,6.572,112859.093,227.01
132,0.0,0.0,6.326,112859.371,227.017
133,0.0,0.0,6.083,112859.641,227.028
134,0.0,0.0,5.853,112859.884,227.038
135,0.0,0.0,5.623,112860.135,227.046
136,0.0,0.0,5.401,112860.361,227.058
137,0.0,0.0,5.197,112860.568,227.073
138,0.0,0.0,4.996,112860.774,227.082
139,0.0,0.0,4.811,112860.963,227.092
140,0.0,0.0,4.602,112861.169,227.103
141,0.0,0.0,4.415,112861.35,227.118
142,0.0,0.0,4.267,112861.499,227.131
143,0.0,0.0,4.118,112861.659,227.135
144,0.0,0.0,3.945,112861.833,227.14
145,0.0,0.0,3.792,112861.983,227.148
146,0.0,0.0,3.632,112862.147,227.153
147,0.0,0.0,3.487,112862.287,227.163
148,0.0,0.0,3.338,112862.44,227.166
149,0.0,0.0,3.216,112862.567,227.169
150,0.0,0.0,3.107,112862.675,227.172
151,0.0,0.0,2.987,112862.791,227.18
152,0.0,0.0,2.867,112862.914,227.182
153,0.0,0.0,2.756,112863.02,227.191
154,0.0,0.0,2.648,112863.13,227.195
155,0.0,0.0,2.543,112863.236,227.196
156,0.0,0.0,2.451,112863.327,227.2
157,0.0,0.0,2.361,112863.416,227.203
158,0.0,0.0,2.271,112863.504,227.205
159,0.0,0.0,2.177,112863.594,227.209
160,0.0,0.0,2.089,112863.677,227.216
161,0.0,0.0,2.002,112863.765,227.218
162,0.0,0.0,1.93,112863.836,227.22
163,0.0,0.0,1.842,112863.92,227.226
164,0.0,0.0,1.766,112863.994,227.23
165,0.0,0.0,1.697,112864.058,227.235
166,0.0,0.0,1.64,112864.114,227.236
167,0.0,0.0,1.579,112864.173,227.238
168,0.0,0.0,1.519,112864.233,227.238
169,0.0,0.0,1.465,112864.288,227.24
170,0.0,0.0,1.417,112864.339,227.24
171,0.0,0.0,1.36,112864.395,227.242
172,0.0,0.0,1.302,112864.45,227.245
173,0.0,0.0,1.254,112864.498,227.245
174,0.0,0.0,1.21,112864.54,227.248
175,0.0,0.0,1.164,112864.584,227.25
176,0.0,0.0,1.123,112864.625,227.25
177,0.0,0.0,1.085,112864.661,227.252
178,0.0,0.0,1.04,112864.704,227.254
179,0.0,0.0,0.996,112864.744,227.258
180,0.0,0.0,0.959,112864.779,227.26
181,0.0,0.0,0.926,112864.807,227.266
182,0.0,0.0,0.882,112864.847,227.27
183,0.0,0.0,0.85,112864.88,227.27
184,0.0,0.0,0.811,112864.919,227.27
