 day, S, E, H, R, D
0,1266359.497,344.523,0.0,0.0,0.0
1,1265932.572,674.314,0.0,1.923,0.0
2,1265449.66,1016.855,0.0,7.444,0.0
3,1264886.09,1395.993,0.0,17.824,0.0
4,1264221.542,1826.161,0.0,34.539,0.0
5,1263427.5,2328.561,0.006,59.556,0.0
6,1262470.249,2929.452,0.07,94.262,0.0
7,1261314.136,3650.527,0.233,141.809,0.0
8,1259918.048,4517.608,0.584,204.385,0.0
9,1258227.821,5565.152,1.137,285.375,0.0
10,1256177.956,6835.655,1.923,389.255,0.0
11,1253688.497,8378.274,3.043,519.498,0.002
12,1250663.457,10256.129,4.567,682.762,0.003
13,1246989.132,12536.847,6.396,884.399,0.004
14,1242523.043,15312.943,8.672,1133.45,0.006
15,1237095.167,18687.475,11.563,1439.069,0.008
16,1230508.124,22779.452,14.996,1814.029,0.008
17,1222502.423,27754.53,19.328,2273.84,0.017
18,1212804.442,33773.078,24.46,2833.54,0.023
19,1201050.95,41056.379,30.658,3517.345,0.033
20,1186856.543,49831.344,38.414,4350.923,0.047
21,1169758.43,60360.413,47.383,5367.239,0.064
22,1149242.061,72931.238,58.516,6602.183,0.088
23,1133548.269,79087.223,71.505,8105.559,0.106
24,1114706.392,87581.064,86.787,9927.85,0.147
25,1092837.471,97991.128,104.542,12091.148,0.223
26,1067969.944,110046.167,125.29,14630.333,0.303
27,1040091.988,123527.379,148.924,17592.762,0.398
28,1009174.03,138280.22,175.058,21021.721,0.537
29,975189.68,154179.272,203.44,24975.963,0.704
30,938137.746,171059.958,233.216,29513.211,0.904
31,898084.183,188739.799,263.072,34689.389,1.215
32,855127.377,207009.294,292.812,40586.217,1.612
33,809488.546,225572.664,321.414,47256.963,2.093
34,761460.391,244088.008,348.355,54773.159,2.722
35,711399.164,262229.068,372.87,63200.536,3.451
36,659797.161,279534.844,394.281,72620.707,4.306
37,607227.326,295539.796,412.033,83085.261,5.286
38,554336.467,309779.593,426.765,94651.05,6.452
39,501799.45,321803.149,438.269,107368.273,7.785
40,450340.893,331172.165,447.202,121264.89,9.315
41,400652.135,337537.379,454.038,136366.694,11.051
42,353343.093,340689.446,459.524,152683.555,12.997
43,308959.322,340523.629,463.868,170211.091,15.138
44,267927.699,337018.19,466.698,188911.849,17.434
45,230555.696,330321.087,469.207,208766.069,20.033
46,196957.087,320716.189,471.516,229693.32,22.693
47,167155.591,308559.371,473.479,251626.248,25.594
48,141064.496,294295.84,475.235,274475.346,28.66
49,118467.556,278402.868,476.896,298136.005,31.784
50,99105.895,261350.032,478.408,322507.926,35.166
51,82662.265,243603.53,479.845,347473.852,38.665
52,68821.816,225580.413,481.04,372899.849,42.287
53,57238.159,207656.06,482.107,398696.151,46.102
54,47605.076,190127.692,483.284,424705.447,49.958
55,39623.61,173241.224,484.396,450838.153,53.763
56,33026.294,157175.647,485.572,477001.217,57.722
57,27588.814,142050.725,486.655,503057.367,61.62
58,23110.901,127951.286,487.94,528941.883,65.432
59,19429.599,114889.794,488.384,554546.88,69.322
60,16394.384,102899.648,488.996,579818.942,73.225
61,13893.407,91939.259,489.845,604685.138,77.248
62,11827.909,81979.14,490.353,629107.883,81.11
63,10115.993,72966.349,490.958,653006.372,84.893
64,8692.963,64845.986,491.442,676359.338,88.554
65,7508.708,57545.775,492.038,699135.435,92.159
66,6517.026,51010.504,492.317,721288.421,95.649
67,5686.8,45172.569,492.57,742826.176,99.095
68,4987.208,39961.851,492.553,763723.973,102.437
69,4397.597,35326.536,492.757,783973.721,105.597
70,3895.336,31206.47,492.777,803575.732,108.725
71,3467.803,27551.109,492.716,822507.936,111.674
72,3101.23,24316.075,492.508,840813.781,114.575
73,2786.971,21452.192,492.113,858466.47,117.316
74,2515.664,18917.496,492.1,875481.767,119.947
75,2281.322,16674.19,491.855,891873.531,122.528
76,2077.436,14697.162,491.794,907669.089,125.009
77,1899.816,12951.682,491.446,922846.881,127.407
78,1743.761,11416.166,490.981,937432.328,129.732
79,1607.217,10057.575,490.163,951452.64,131.839
80,1486.758,8862.192,489.373,964927.752,133.919
81,1380.24,7809.368,488.65,977840.416,135.888
82,1285.693,6882.927,487.975,990258.355,137.772
83,1201.722,6065.521,487.057,1002151.955,139.533
