 day, S, E, H, R, D
0,638117.514,129.962,0.0,0.0,0.0
1,637935.951,242.279,0.0,3.12,0.0
2,637734.007,348.81,0.0,11.892,0.0
3,637505.434,458.328,0.0,27.62,0.0
4,637243.958,574.907,0.0,51.77,0.0
5,636944.957,701.116,0.0,85.885,0.0
6,636603.563,840.672,0.003,131.12,0.0
7,636211.937,998.663,0.006,189.747,0.0
8,635769.18,1171.451,0.015,262.727,0.0
9,635265.489,1365.658,0.046,351.467,0.0
10,634695.272,1581.271,0.086,458.866,0.0
11,634052.193,1819.661,0.138,585.877,0.0
12,633325.649,2086.759,0.214,736.329,0.0
13,632509.284,2382.15,0.311,912.468,0.0
14,631589.859,2711.449,0.432,1116.88,0.0
15,630559.023,3077.266,0.584,1352.646,0.0
16,629404.158,3481.25,0.728,1624.701,0.0
17,628109.765,3932.789,0.966,1935.633,0.0
18,626666.43,4429.764,1.211,2289.916,0.001
19,625053.942,4980.77,1.493,2693.774,0.002
20,623256.992,5587.506,1.826,3151.024,0.003
21,621256.487,6258.669,2.196,3669.19,0.006
22,619035.226,6994.196,2.614,4252.822,0.006
23,618377.741,6036.93,3.134,4912.279,0.008
24,617645.292,5372.84,3.646,5648.527,0.011
25,616859.346,4915.983,4.253,6442.523,0.013
26,616035.937,4602.191,4.95,7270.951,0.016
27,615186.914,4387.104,5.784,8125.749,0.019
28,614318.03,4241.232,6.662,8999.023,0.027
29,613433.473,4145.092,7.535,9882.564,0.029
30,612538.366,4080.938,8.534,10775.641,0.031
31,611635.623,4040.421,9.572,11674.471,0.036
32,610724.78,4016.276,10.618,12578.788,0.046
33,609808.16,4002.204,11.632,13485.109,0.054
34,608888.088,3997.115,12.664,14390.381,0.066
35,607963.678,3998.395,13.651,15299.734,0.077
36,607033.564,4005.104,14.59,16210.403,0.091
37,606098.642,4014.768,15.542,17119.704,0.104
38,605161.142,4022.65,16.409,18032.061,0.118
39,604220.831,4035.592,17.317,18946.154,0.135
40,603277.619,4044.8,18.227,19860.135,0.147
41,602331.162,4055.144,19.038,20775.279,0.161
42,601378.907,4068.564,19.852,21693.667,0.177
43,600421.472,4084.235,20.54,22614.48,0.198
44,599461.143,4100.024,21.211,23534.133,0.226
45,598497.209,4114.106,21.855,24457.343,0.242
46,597529.613,4130.857,22.522,25382.162,0.26
47,596557.815,4147.474,23.144,26309.488,0.278
48,595582.933,4166.042,23.704,27237.831,0.305
49,594603.426,4182.529,24.197,28170.124,0.333
50,593619.289,4199.02,24.757,29103.507,0.358
51,592632.945,4212.331,25.208,30040.531,0.383
52,591640.46,4230.971,25.753,30980.391,0.406
53,590644.541,4248.209,26.163,31924.825,0.431
54,589645.128,4266.414,26.566,32870.399,0.462
55,588643.62,4281.016,26.979,33817.766,0.481
56,587637.748,4297.292,27.344,34768.838,0.513
57,586628.2,4312.574,27.673,35725.348,0.552
58,585614.047,4328.209,27.947,36681.9,0.589
59,584593.438,4349.096,28.254,37643.057,0.621
60,583572.474,4365.266,28.656,38606.789,0.646
61,582546.254,4381.889,28.987,39575.19,0.678
62,581516.414,4397.269,29.256,40545.934,0.704
63,580481.483,4415.613,29.526,41521.066,0.731
64,579444.125,4431.975,29.789,42499.626,0.77
65,578404.447,4446.643,29.986,43481.549,0.808
66,577359.495,4460.412,30.197,44467.678,0.84
67,576312.704,4476.662,30.447,45457.255,0.871
68,575261.622,4492.751,30.607,46450.766,0.901
69,574207.851,4507.702,30.892,47445.958,0.931
70,573151.503,4521.875,31.069,48445.22,0.964
71,572093.447,4536.246,31.165,49450.213,0.995
72,571032.849,4547.879,31.349,50457.098,1.022
73,569968.496,4560.812,31.463,51466.838,1.05
74,568898.882,4576.371,31.666,52480.832,1.081
75,567827.825,4588.073,31.747,53497.537,1.107
76,566755.728,4597.68,31.872,54517.739,1.137
77,565678.061,4612.921,32.015,55540.035,1.166
78,564600.597,4623.059,32.093,56567.402,1.201
79,563519.089,4635.284,32.349,57597.173,1.228
80,562435.753,4645.809,32.452,58628.232,1.269
81,561349.557,4656.953,32.516,59665.656,1.306
82,560261.936,4666.315,32.655,60704.909,1.345
83,559174.097,4674.531,32.683,61747.519,1.373
84,558081.396,4685.679,32.79,62793.453,1.414
85,556989.813,4693.524,32.864,63842.24,1.454
86,555895.293,4703.297,32.905,64893.94,1.497
87,554799.974,4710.678,32.934,65949.233,1.54
88,553702.665,4716.906,32.996,67007.957,1.575
89,552605.992,4722.972,33.059,68067.745,1.603
90,551506.88,4729.436,33.165,69130.427,1.631
91,550407.795,4735.368,33.208,70195.096,1.67
92,549305.852,4739.339,33.304,71264.149,1.707
93,548206.001,4742.675,33.278,72333.371,1.75
94,547104.571,4747.192,33.301,73405.17,1.783
95,546000.671,4752.724,33.319,74481.268,1.823
96,544896.013,4756.727,33.354,75558.562,1.858
97,543793.62,4760.197,33.436,76637.319,1.901
98,542691.188,4760.882,33.486,77716.507,1.943
99,541590.096,4761.299,33.469,78795.771,1.995
100,540488.159,4762.362,33.471,79877.092,2.033
101,539387.483,4760.298,33.536,80961.435,2.075
102,538285.728,4762.243,33.572,82046.806,2.111
103,537183.667,4761.446,33.578,83134.985,2.148
104,536082.941,4762.853,33.573,84225.635,2.194
105,534983.732,4761.183,33.595,85316.354,2.237
106,533885.273,4757.995,33.627,86406.899,2.279
107,532788.256,4753.746,33.747,87497.547,2.318
108,531691.815,4750.786,33.765,88589.64,2.363
109,530598.183,4747.174,33.821,89683.293,2.4
110,529504.673,4741.613,33.864,90777.287,2.437
111,528413.444,4736.793,33.925,91872.962,2.471
112,527323.626,4730.31,33.89,92964.609,2.515
113,526236.806,4722.627,33.851,94058.13,2.549
114,525152.119,4715.433,33.858,95151.487,2.6
115,524067.596,4710.65,33.851,96244.542,2.645
116,522986.426,4703.308,33.903,97340.679,2.688
117,521908.115,4692.702,33.903,98433.602,2.711
118,520831.73,4682.004,33.939,99526.438,2.745
119,519758.703,4673.047,33.938,100622.931,2.776
120,518688.267,4663.081,33.879,101712.019,2.816
121,517618.039,4657.383,33.809,102802.344,2.875
122,516553.577,4644.765,33.869,103890.383,2.902
123,515492.231,4632.059,33.896,104978.987,2.939
124,514433.873,4619.88,33.959,106064.448,2.983
125,513378.711,4606.41,33.925,107149.42,3.023
126,512326.873,4592.598,33.94,108235.063,3.057
127,511276.518,4580.34,33.971,109318.502,3.1
128,510231.43,4565.881,33.946,110399.897,3.153
129,509192.057,4551.135,33.954,111480.854,3.18
130,508154.611,4535.903,33.981,112558.5,3.219
131,507122.192,4518.224,33.949,113632.643,3.253
132,506093.292,4502.824,33.978,114705.808,3.296
133,505068.042,4487.786,33.958,115777.263,3.334
134,504048.212,4469.149,33.978,116846.38,3.376
135,503032.556,4450.828,33.893,117912.74,3.426
136,502021.747,4433.065,33.843,118975.781,3.457
137,501015.226,4413.942,33.851,120035.52,3.495
138,500011.74,4396.774,33.878,121091.982,3.532
139,499014.913,4378.943,33.712,122147.791,3.573
140,498021.253,4360.073,33.715,123198.668,3.615
141,497033.902,4338.702,33.703,124243.471,3.657
142,496049.871,4319.801,33.703,125289.807,3.7
143,495073.253,4296.642,33.703,126331.716,3.745
144,494099.835,4275.368,33.689,127368.258,3.788
145,493132.569,4253.563,33.673,128401.153,3.823
146,492169.492,4232.087,33.629,129431.748,3.864
147,491212.678,4209.809,33.626,130457.749,3.901
148,490260.794,4188.754,33.581,131481.899,3.942
149,489315.891,4166.747,33.5,132501.347,3.976
150,488376.325,4143.081,33.461,133515.908,4.011
151,487442.291,4120.066,33.418,134524.694,4.053
152,486513.994,4094.814,33.313,135529.745,4.091
153,485591.218,4067.599,33.329,136530.928,4.129
154,484672.929,4046.177,33.36,137528.591,4.166
155,483762.402,4020.823,33.397,138522.542,4.195
156,482854.187,3999.361,33.331,139511.169,4.235
157,481954.201,3975.872,33.277,140495.376,4.271
158,481060.091,3950.079,33.22,141473.661,4.313
159,480171.149,3926.064,33.136,142446.926,4.354
160,479288.405,3901.816,33.1,143415.676,4.4
161,478412.014,3876.89,33.025,144376.695,4.435
162,477542.739,3849.02,32.98,145335.113,4.474
163,476678.616,3822.251,32.99,146286.875,4.513
164,475821.908,3795.961,32.92,147234.025,4.548
165,474971.206,3769.125,32.876,148175.697,4.583
166,474126.684,3742.734,32.835,149110.757,4.629
167,473288.755,3713.077,32.809,150041.513,4.663
168,472457.643,3686.383,32.74,150968.978,4.695
169,471632.451,3658.455,32.695,151889.302,4.724
170,470813.578,3630.971,32.64,152803.985,4.758
171,470000.735,3604.716,32.527,153713.427,4.793
172,469194.936,3577.435,32.441,154618.285,4.817
173,468394.764,3551.659,32.401,155516.565,4.852
174,467600.983,3522.95,32.381,156407.807,4.892
175,466814.383,3493.276,32.317,157296.557,4.931
176,466035.185,3464.098,32.323,158176.476,4.971
177,465261.991,3437.087,32.246,159048.26,5.005
178,464494.969,3410.671,32.166,159916.648,5.042
179,463733.503,3383.959,32.096,160780.451,5.071
180,462979.314,3356.014,32.011,161636.271,5.104
181,462233.244,3325.098,31.949,162486.977,5.137
182,461492.262,3296.79,31.907,163331.839,5.17
183,460756.925,3271.281,31.821,164169.485,5.196
184,460030.275,3243.622,31.816,165000.537,5.231
185,459309.353,3214.88,31.775,165824.536,5.265
186,458594.514,3186.86,31.618,166641.239,5.297
187,457886.714,3157.447,31.518,167454.537,5.34
188,457185.211,3128.612,31.349,168261.514,5.368
189,456489.503,3102.095,31.351,169062.148,5.405
190,455801.509,3072.02,31.256,169856.778,5.445
191,455120.804,3042.946,31.1,170643.128,5.476
192,454446.296,3013.361,31.01,171425.036,5.502
193,453776.244,2987.97,30.923,172198.635,5.543
194,453115.044,2955.985,30.815,172966.645,5.566
195,452458.6,2928.396,30.702,173729.392,5.59
196,451807.804,2902.529,30.674,174485.041,5.612
197,451166.289,2874.39,30.591,175235.076,5.646
198,450531.544,2845.339,30.528,175977.976,5.679
