 day, S, E, H, R, D
0,600719.38,310.887,0.0,0.0,0.0
1,600356.124,613.7,0.0,1.569,0.0
2,599949.896,930.959,0.0,6.314,0.0
3,599485.093,1278.15,0.0,15.018,0.0
4,598939.264,1674.541,0.0,29.038,0.0
5,598291.834,2135.476,0.001,49.406,0.0
6,597514.063,2685.021,0.016,77.434,0.0
7,596572.38,3347.225,0.065,114.668,0.001
8,595424.997,4154.26,0.223,163.426,0.001
9,594021.321,5142.089,0.469,225.686,0.008
10,592291.261,6365.554,0.926,304.538,0.016
11,590154.107,7883.401,1.596,403.442,0.03
12,587507.454,9769.897,2.634,527.547,0.048
13,584224.08,12119.674,4.11,680.027,0.069
14,580145.172,15044.779,6.08,870.531,0.126
15,575083.246,18685.862,8.592,1106.917,0.196
16,568800.29,23211.278,11.772,1399.085,0.307
17,561015.078,28821.75,15.791,1760.68,0.467
18,551405.83,35734.439,20.91,2207.968,0.663
19,539599.158,44207.749,27.46,2762.652,0.956
20,525178.403,54510.501,35.536,3447.685,1.312
21,507703.034,66919.944,45.166,4295.32,1.774
22,486759.829,81646.177,56.868,5343.471,2.433
23,466846.995,94006.28,71.32,6637.322,3.292
24,443387.276,108772.273,88.689,8225.862,4.396
25,416894.261,125210.932,109.915,10150.179,5.936
26,387882.01,142649.066,135.511,12454.578,7.905
27,356845.459,160496.649,166.02,15189.256,10.634
28,324384.372,178117.094,201.78,18418.211,14.255
29,291138.352,194896.807,242.994,22191.617,19.051
30,257781.853,210230.137,290.573,26562.484,25.672
31,225041.677,223522.218,343.693,31578.77,34.586
32,193627.763,234269.385,401.801,37275.533,46.815
33,164143.863,242101.812,463.095,43675.821,62.718
34,137104.779,246756.988,525.757,50809.246,84.042
35,112890.227,248150.434,588.612,58671.62,111.373
36,91673.92,246421.613,649.513,67258.128,145.816
37,73485.359,241824.815,705.269,76547.562,188.579
38,58224.888,234726.528,755.398,86506.719,240.07
39,45659.952,225585.018,798.994,97093.328,302.476
40,35501.661,214885.676,836.448,108253.732,375.282
41,27408.902,203111.921,868.527,119917.089,458.724
42,21048.081,190697.129,894.814,132019.861,553.694
43,16101.659,178003.901,918.142,144505.843,659.426
44,12299.531,165335.542,938.416,157303.83,776.565
45,9387.185,152963.788,956.036,170349.036,904.189
46,7170.522,141043.193,972.495,183559.133,1041.757
47,5491.701,129681.289,987.144,196886.97,1188.307
48,4221.11,118960.467,1001.896,210264.815,1344.24
49,3258.402,108924.324,1014.922,223640.534,1508.921
50,2527.855,99579.453,1027.761,236951.991,1680.886
51,1972.504,90932.16,1040.53,250165.061,1859.263
52,1548.992,82949.375,1051.836,263223.74,2043.519
53,1225.406,75602.677,1062.582,276101.787,2232.967
54,975.768,68863.626,1072.518,288750.586,2425.062
55,782.137,62691.917,1082.355,301149.466,2619.644
56,632.01,57044.822,1091.55,313273.787,2816.428
57,515.42,51888.198,1100.469,325081.478,3014.686
58,422.95,47182.745,1109.05,336574.972,3212.762
59,349.951,42891.54,1115.699,347730.095,3410.241
60,291.66,38984.908,1122.493,358534.965,3606.789
61,244.748,35427.139,1129.241,368992.274,3800.646
62,206.94,32191.777,1134.885,379097.82,3992.412
63,176.249,29243.711,1140.658,388845.216,4181.419
64,151.288,26564.838,1145.268,398226.38,4367.322
65,130.55,24130.235,1149.688,407249.052,4550.936
66,113.573,21914.922,1153.962,415914.456,4729.299
67,99.004,19904.559,1157.457,424236.414,4904.441
68,86.958,18075.131,1160.842,432207.173,5074.966
69,77.214,16412.846,1163.959,439839.082,5241.345
70,68.734,14902.564,1166.157,447142.776,5402.337
71,61.328,13531.513,1168.194,454127.385,5558.732
72,55.045,12287.263,1169.329,460804.554,5711.798
73,49.713,11157.072,1170.383,467186.102,5859.495
74,45.246,10129.401,1170.51,473271.726,6002.034
75,41.336,9196.318,1170.953,479072.662,6140.265
76,37.934,8349.443,1170.33,484609.453,6274.401
77,34.88,7580.882,1169.864,489875.482,6403.735
78,32.163,6884.828,1169.056,494899.087,6528.415
79,29.795,6251.734,1167.246,499679.809,6648.134
80,27.658,5675.042,1165.516,504230.455,6763.622
81,25.784,5152.393,1163.341,508560.708,6875.025
82,24.14,4677.865,1160.265,512679.69,6982.481
83,22.719,4247.042,1157.417,516599.692,7085.224
84,21.426,3855.898,1154.882,520321.391,7184.483
85,20.278,3500.626,1151.16,523862.398,7279.404
86,19.215,3177.292,1148.185,527226.973,7371.324
87,18.338,2884.29,1143.705,530420.989,7458.9
88,17.464,2618.406,1138.409,533457.874,7543.146
89,16.699,2376.624,1134.072,536344.289,7624.145
90,15.983,2157.673,1129.208,539085.988,7701.786
91,15.327,1959.1,1123.407,541685.725,7776.737
92,14.703,1778.618,1117.087,544157.13,7847.805
93,14.177,1615.382,1110.294,546500.765,7916.825
94,13.652,1466.928,1103.075,548733.026,7982.631
95,13.184,1332.113,1095.585,550849.826,8045.586
96,12.795,1208.929,1088.054,552860.62,8106.067
97,12.396,1097.664,1079.854,554769.579,8163.679
98,12.036,996.826,1071.858,556580.685,8218.872
99,11.716,905.013,1063.527,558300.751,8271.895
100,11.409,822.04,1054.407,559935.024,8322.69
101,11.131,746.086,1045.486,561486.299,8371.465
