 day, S, E, H, R, D
0,665072.204,343.586,0.0,0.0,0.0
1,664647.388,701.343,0.0,1.755,0.0
2,664134.922,1114.255,0.0,6.979,0.0
3,663492.588,1618.196,0.0,16.664,0.0
4,662680.352,2245.81,0.0,32.459,0.0
5,661648.718,3034.442,0.001,56.36,0.0
6,660333.533,4034.453,0.01,90.551,0.0
7,658653.419,5305.847,0.035,138.122,0.0
8,656517.551,6916.253,0.112,202.333,0.0
9,653798.292,8960.214,0.295,288.714,0.0
10,650349.053,11545.616,0.589,403.447,0.0
11,645983.637,14807.598,1.065,554.029,0.001
12,640464.009,18923.975,1.814,749.441,0.001
13,633510.722,24094.95,2.858,1002.75,0.002
14,624781.032,30561.809,4.292,1327.867,0.006
15,613862.156,38622.798,6.281,1745.776,0.012
16,600280.195,48600.872,8.865,2280.397,0.02
17,583494.226,60861.142,12.412,2959.857,0.028
18,562909.905,75787.426,16.978,3822.585,0.046
19,537930.971,93731.321,22.834,4912.578,0.068
20,507985.702,114980.069,30.261,6287.04,0.097
21,472661.366,139646.094,40.195,8009.149,0.139
22,431778.837,167588.781,52.695,10158.336,0.178
23,410950.347,172914.118,68.282,12819.0,0.246
24,386597.462,181283.296,87.653,16089.411,0.348
25,359414.702,191701.548,111.364,19949.836,0.465
26,330062.629,203336.603,140.779,24410.016,0.672
27,299215.523,215382.157,175.791,29484.25,0.947
28,267556.492,227123.8,218.417,35199.382,1.307
29,235817.581,237860.237,268.098,41582.478,1.82
30,204704.781,246983.397,325.311,48671.291,2.503
31,174907.982,253949.748,388.126,56487.122,3.518
32,147055.035,258324.849,455.374,65040.54,4.848
33,121611.833,259889.553,523.963,74338.284,6.583
34,98943.647,258539.295,592.035,84377.637,8.721
35,79236.054,254337.438,656.096,95130.761,11.49
36,62501.606,247562.197,714.808,106560.83,14.914
37,48617.152,238560.41,765.64,118632.806,18.895
38,37337.994,227782.437,807.601,131287.955,23.845
39,28366.923,215692.627,840.31,144458.308,29.32
40,21357.605,202763.486,864.739,158079.29,35.511
41,15960.034,189412.165,882.211,172070.785,42.603
42,11859.242,176004.613,893.841,186378.265,50.281
43,8781.218,162805.885,900.692,200919.357,58.516
44,6488.963,150044.555,905.103,215628.719,67.322
