 day, S, E, H, R, D
0,600519.978,492.575,0.0,0.0,0.0
1,599924.375,993.188,0.0,1.262,0.0
2,599261.964,1515.299,0.0,4.873,0.0
3,598520.002,2069.41,0.0,11.97,0.0
4,597680.099,2670.879,0.0,23.284,0.0
5,596724.494,3333.784,0.034,40.437,0.0
6,595628.057,4076.895,0.229,64.846,0.0
7,594365.231,4917.644,0.835,98.717,0.002
8,592903.984,5881.056,2.091,144.331,0.004
9,591204.526,6992.323,4.379,204.789,0.016
10,589227.36,8281.984,8.024,283.249,0.042
11,586913.369,9789.869,13.259,383.572,0.09
12,584208.325,11553.401,20.71,510.228,0.181
13,581034.67,13622.277,30.506,667.353,0.338
14,577319.11,16048.274,42.822,860.814,0.603
15,572957.395,18897.419,58.653,1096.736,0.981
16,567864.187,22216.065,77.472,1379.852,1.494
17,561899.781,26101.796,100.036,1719.7,2.271
18,554937.961,30632.832,126.842,2126.981,3.342
19,546835.089,35886.692,157.54,2609.101,4.814
20,537441.967,41953.328,193.114,3180.731,6.78
21,526600.401,48918.656,232.781,3855.683,9.397
22,514163.649,56840.1,277.797,4652.019,12.969
23,507081.201,58727.591,326.96,5590.95,17.727
24,498898.307,61542.041,381.622,6692.928,24.158
25,489842.169,64976.596,440.184,7970.228,32.479
26,479973.643,68908.445,502.328,9438.043,43.592
27,469343.56,73242.304,566.706,11108.55,58.028
28,457999.358,77894.222,632.15,13010.713,77.133
29,445995.493,82781.474,696.936,15162.634,100.794
30,433393.607,87819.688,757.129,17588.495,131.054
31,420263.833,92927.15,811.592,20302.928,168.217
32,406685.698,98015.32,857.421,23316.544,212.883
33,392732.581,103012.462,894.733,26643.471,265.49
34,378477.899,107855.828,923.757,30286.948,325.795
35,363990.602,112487.563,945.752,34257.601,393.444
36,349357.393,116845.599,962.016,38556.022,468.321
37,334648.174,120883.896,973.201,43184.042,551.392
38,319949.407,124540.391,981.776,48152.397,641.282
39,305334.082,127773.927,988.625,53459.465,738.189
40,290863.933,130578.015,994.671,59114.688,841.557
41,276622.614,132892.932,999.729,65111.197,952.192
42,262654.936,134715.828,1005.41,71452.927,1069.43
43,249035.189,136030.584,1010.474,78148.022,1193.785
44,235816.098,136816.66,1015.756,85187.617,1326.045
45,223043.883,137087.039,1021.42,92565.563,1464.621
46,210756.406,136851.248,1027.292,100264.001,1610.346
47,198988.757,136116.959,1032.71,108285.608,1762.949
48,187764.733,134906.796,1038.13,116613.42,1921.669
49,177093.669,133253.692,1044.104,125231.829,2086.342
50,166991.24,131182.681,1050.523,134125.403,2257.407
51,157467.631,128719.933,1056.531,143266.468,2432.977
52,148509.459,125922.974,1063.64,152643.235,2614.216
53,140108.071,122825.158,1070.586,162216.006,2800.009
54,132253.193,119456.148,1077.687,171968.047,2989.285
55,124920.078,115872.538,1085.249,181876.521,3181.052
56,118098.657,112108.311,1092.342,191904.22,3375.808
57,111751.605,108214.469,1099.797,202023.096,3572.8
58,105863.735,104213.798,1107.459,212206.193,3770.752
59,100408.074,100146.536,1115.124,222428.59,3969.392
60,95357.622,96052.188,1123.336,232656.193,4167.657
