 day, S, E, H, R, D
0,632325.185,270.838,0.0,0.0,0.0
1,631983.499,509.427,0.0,6.049,0.0
2,631614.189,734.082,0.0,22.103,0.0
3,631209.848,955.373,0.0,51.408,0.0
4,630762.807,1180.968,0.0,95.77,0.0
5,630265.5,1417.492,0.02,157.157,0.0
6,629708.647,1672.329,0.145,236.487,0.0
7,629085.052,1950.323,0.541,337.125,0.005
8,628383.591,2258.041,1.427,460.724,0.03
9,627591.598,2603.389,2.973,609.377,0.075
10,626695.297,2991.355,5.303,786.411,0.179
11,625680.92,3431.179,8.574,993.433,0.389
12,624529.54,3932.289,12.724,1235.08,0.716
13,623220.512,4503.678,17.966,1514.082,1.192
14,621732.3,5157.479,24.381,1835.253,1.852
15,620034.261,5905.395,32.029,2203.311,2.799
16,618095.765,6763.299,40.94,2625.765,4.074
17,615878.006,7756.533,51.087,3108.754,5.7
18,613340.959,8894.733,62.826,3659.263,7.76
19,610437.474,10204.926,76.209,4288.956,10.29
20,607112.203,11709.693,91.373,5008.354,13.4
21,603308.563,13431.555,107.641,5828.478,17.208
22,598958.555,15400.792,126.402,6763.971,21.805
23,594438.412,17254.593,146.979,7836.95,27.395
24,589247.123,19455.234,170.061,9054.616,33.934
25,583457.437,21875.512,195.678,10436.148,41.909
26,577107.58,24438.135,223.759,12001.149,51.296
27,570217.811,27097.346,254.823,13769.586,62.804
28,562785.837,29839.835,288.807,15767.41,76.233
29,554814.489,32641.751,325.404,18009.343,92.353
30,546301.528,35503.495,365.311,20521.373,111.276
31,537247.802,38410.142,407.692,23321.879,134.289
32,527655.116,41355.831,452.662,26425.354,161.739
33,517530.268,44318.186,500.303,29854.583,193.928
34,506871.353,47306.132,549.097,33618.369,231.957
35,495704.599,50287.044,598.595,37739.757,276.623
36,484052.1,53239.062,650.655,42227.845,328.548
37,471934.887,56136.418,703.165,47095.923,388.698
38,459388.835,58963.15,755.418,52351.944,457.711
39,446455.01,61689.975,808.075,58007.924,535.934
40,433179.796,64290.578,860.579,64074.599,624.726
41,419611.64,66724.258,911.719,70549.266,725.587
42,405812.967,68967.207,962.151,77439.876,837.72
43,391834.029,71002.675,1009.519,84742.734,962.461
44,377741.767,72799.5,1057.75,92443.898,1099.303
45,363598.563,74340.671,1104.889,100554.973,1250.131
46,349469.566,75599.219,1149.225,109052.389,1414.353
47,335419.914,76563.655,1192.894,117921.234,1592.335
48,321522.169,77213.838,1234.277,127154.407,1785.105
49,307825.632,77538.083,1274.134,136717.995,1991.548
50,294396.104,77543.433,1313.764,146598.388,2212.3
51,281274.243,77240.28,1351.258,156761.697,2447.675
52,268514.135,76632.095,1387.013,167194.568,2696.663
53,256160.533,75721.438,1421.138,177848.112,2958.948
54,244231.894,74538.611,1453.653,188693.86,3235.239
55,232771.393,73091.554,1485.544,199707.236,3525.629
56,221786.012,71414.588,1514.992,210841.602,3828.266
57,211309.556,69530.469,1543.103,222065.283,4142.377
58,201340.436,67466.83,1568.794,233342.515,4469.025
