 day, S, E, H, R, D
0,113093.0,0.0,0.0,0.0,0.0
1,113093.0,0.0,0.0,0.0,0.0
2,113093.0,0.0,0.0,0.0,0.0
3,113093.0,0.0,0.0,0.0,0.0
4,113093.0,0.0,0.0,0.0,0.0
5,113093.0,0.0,0.0,0.0,0.0
6,113090.387,2.613,0.0,0.0,0.0
7,113070.711,21.796,0.0,0.0,0.0
8,113002.538,86.193,0.0,0.056,0.0
9,112828.913,245.051,0.0,0.496,0.0
10,112482.96,548.616,0.0,2.346,0.0
11,111868.906,1067.044,0.0,8.709,0.0
12,110877.985,1873.884,0.0,24.339,0.0
13,109396.072,3031.259,0.0,57.426,0.0
14,107318.654,4583.555,0.005,119.688,0.0
15,104514.243,6595.977,0.024,228.902,0.0
16,100891.318,9076.561,0.08,406.368,0.0
17,96352.331,12046.953,0.255,680.735,0.0
18,90815.734,15495.857,0.618,1083.747,0.0
19,84266.219,19362.293,1.398,1650.26,0.002
20,76703.786,23573.909,2.818,2424.478,0.009
21,68268.086,27927.233,5.11,3446.615,0.025
22,59141.1,32218.016,8.721,4766.492,0.059
23,49616.351,36158.391,13.938,6419.226,0.114
24,40060.981,39454.429,21.532,8445.974,0.224
25,30910.493,41773.494,31.57,10877.675,0.389
26,22567.227,42880.711,45.044,13722.903,0.621
27,15411.15,42607.625,62.182,16969.39,0.964
28,9693.438,40948.333,83.158,20600.77,1.449
29,5513.118,38036.412,108.565,24570.435,2.233
30,2771.642,34191.524,137.69,28812.99,3.261
31,1189.211,29857.312,170.866,33261.792,4.565
32,419.102,25457.092,207.13,37825.253,6.221
33,114.452,21357.34,245.062,42421.536,8.443
34,21.751,17756.456,284.059,46979.189,11.017
35,2.984,14698.709,322.646,51444.075,14.2
36,0.588,12155.148,359.404,55770.64,17.9
37,0.134,10048.181,393.308,59927.251,22.092
38,0.036,8308.599,423.625,63889.513,26.861
39,0.011,6869.23,449.169,67640.635,32.09
40,0.005,5677.91,469.502,71173.216,37.713
41,0.004,4695.974,484.489,74484.4,43.377
42,0.001,3883.35,493.734,77573.549,49.449
43,0.001,3212.397,498.013,80447.062,55.723
44,0.0,2656.007,497.669,83106.355,62.01
45,0.0,2196.713,493.4,85564.521,68.11
46,0.0,1816.945,486.685,87825.598,74.245
47,0.0,1503.173,476.515,89908.17,80.184
48,0.0,1242.326,463.983,91820.109,86.235
49,0.0,1026.938,449.256,93575.463,92.027
50,0.0,848.552,433.125,95181.901,97.538
51,0.0,701.869,415.597,96653.14,102.819
52,0.0,580.659,397.983,97999.57,107.897
53,0.0,480.146,379.789,99232.218,112.758
54,0.0,397.215,361.646,100358.189,117.315
55,0.0,328.415,343.042,101387.778,121.796
56,0.0,271.522,325.179,102329.356,126.049
57,0.0,224.735,307.628,103191.005,129.962
58,0.0,185.826,290.18,103977.359,133.646
59,0.0,153.567,273.938,104698.305,137.157
60,0.0,127.281,257.94,105358.191,140.35
61,0.0,105.215,242.854,105960.714,143.494
62,0.0,86.975,228.158,106512.424,146.335
63,0.0,71.884,213.968,107017.479,149.017
64,0.0,59.444,200.488,107482.318,151.525
65,0.0,49.064,187.936,107908.385,153.842
66,0.0,40.621,176.066,108298.511,156.075
67,0.0,33.547,164.856,108656.276,158.148
68,0.0,27.767,154.533,108985.17,160.013
69,0.0,23.005,144.792,109286.868,161.761
70,0.0,18.962,135.577,109563.325,163.376
71,0.0,15.604,127.001,109819.42,164.848
72,0.0,12.815,118.722,110055.447,166.3
73,0.0,10.645,111.084,110272.337,167.691
74,0.0,8.762,103.993,110471.17,168.97
75,0.0,7.205,97.295,110655.078,170.083
76,0.0,5.95,91.212,110824.749,171.164
77,0.0,4.872,85.588,110982.054,172.119
78,0.0,4.033,80.107,111126.465,173.05
79,0.0,3.337,75.008,111259.502,173.901
80,0.0,2.753,70.278,111382.782,174.728
81,0.0,2.254,65.829,111496.83,175.445
82,0.0,1.842,61.707,111600.771,176.108
83,0.0,1.508,57.912,111697.164,176.748
84,0.0,1.265,54.349,111786.976,177.356
85,0.0,1.052,51.023,111869.984,177.899
86,0.0,0.884,48.092,111945.792,178.402
87,0.0,0.749,45.163,112016.193,178.844
88,0.0,0.641,42.437,112081.603,179.304
89,0.0,0.545,39.933,112141.926,179.7
90,0.0,0.45,37.672,112198.283,180.103
91,0.0,0.371,35.375,112249.797,180.449
92,0.0,0.309,33.371,112297.552,180.78
93,0.0,0.258,31.462,112341.639,181.081
94,0.0,0.221,29.781,112382.596,181.382
95,0.0,0.183,28.149,112420.914,181.665
96,0.0,0.158,26.645,112456.222,181.904
97,0.0,0.128,25.084,112488.595,182.122
98,0.0,0.108,23.61,112518.995,182.343
99,0.0,0.086,22.31,112546.704,182.54
100,0.0,0.072,21.13,112572.59,182.745
101,0.0,0.06,20.028,112597.064,182.933
102,0.0,0.049,19.003,112619.301,183.108
103,0.0,0.043,17.911,112640.287,183.253
104,0.0,0.036,16.899,112659.619,183.394
105,0.0,0.033,15.959,112677.778,183.523
106,0.0,0.028,15.165,112694.209,183.63
107,0.0,0.025,14.363,112709.203,183.722
108,0.0,0.02,13.633,112723.285,183.839
109,0.0,0.017,12.96,112736.497,183.96
110,0.0,0.013,12.275,112748.649,184.059
111,0.0,0.009,11.56,112759.925,184.161
112,0.0,0.009,11.011,112770.345,184.246
113,0.0,0.009,10.464,112780.38,184.32
114,0.0,0.008,9.939,112789.289,184.405
115,0.0,0.007,9.42,112797.738,184.461
116,0.0,0.006,8.903,112805.379,184.528
117,0.0,0.004,8.343,112812.571,184.589
118,0.0,0.004,7.949,112819.112,184.651
119,0.0,0.004,7.555,112825.396,184.7
120,0.0,0.004,7.191,112831.153,184.748
121,0.0,0.004,6.834,112836.406,184.803
122,0.0,0.004,6.475,112841.189,184.84
123,0.0,0.003,6.203,112845.764,184.873
124,0.0,0.003,5.878,112849.951,184.904
125,0.0,0.002,5.575,112854.062,184.946
126,0.0,0.002,5.327,112857.788,184.968
127,0.0,0.002,5.041,112861.164,184.997
128,0.0,0.002,4.786,112864.347,185.028
129,0.0,0.002,4.562,112867.299,185.048
130,0.0,0.002,4.346,112870.136,185.072
131,0.0,0.002,4.143,112872.704,185.087
132,0.0,0.002,3.879,112875.038,185.111
133,0.0,0.002,3.683,112877.24,185.135
134,0.0,0.002,3.488,112879.333,185.155
135,0.0,0.002,3.32,112881.302,185.171
136,0.0,0.001,3.119,112883.16,185.184
137,0.0,0.001,2.983,112884.78,185.204
138,0.0,0.001,2.811,112886.357,185.215
139,0.0,0.001,2.711,112887.741,185.228
140,0.0,0.001,2.547,112889.048,185.24
141,0.0,0.001,2.398,112890.322,185.256
142,0.0,0.001,2.274,112891.452,185.265
143,0.0,0.0,2.17,112892.561,185.277
144,0.0,0.0,2.023,112893.588,185.29
145,0.0,0.0,1.919,112894.561,185.298
146,0.0,0.0,1.806,112895.455,185.305
147,0.0,0.0,1.713,112896.258,185.312
148,0.0,0.0,1.611,112897.057,185.322
149,0.0,0.0,1.509,112897.818,185.329
150,0.0,0.0,1.405,112898.482,185.333
151,0.0,0.0,1.318,112899.109,185.34
152,0.0,0.0,1.23,112899.665,185.351
153,0.0,0.0,1.151,112900.175,185.36
154,0.0,0.0,1.085,112900.648,185.364
155,0.0,0.0,1.022,112901.111,185.367
156,0.0,0.0,0.969,112901.521,185.372
157,0.0,0.0,0.918,112901.943,185.373
158,0.0,0.0,0.883,112902.315,185.376
159,0.0,0.0,0.838,112902.67,185.383
160,0.0,0.0,0.778,112903.004,185.392
161,0.0,0.0,0.74,112903.349,185.398
162,0.0,0.0,0.702,112903.617,185.401
163,0.0,0.0,0.661,112903.873,185.407
164,0.0,0.0,0.628,112904.11,185.41
165,0.0,0.0,0.599,112904.33,185.413
166,0.0,0.0,0.57,112904.546,185.414
167,0.0,0.0,0.536,112904.753,185.419
168,0.0,0.0,0.491,112904.932,185.422
169,0.0,0.0,0.464,112905.113,185.425
170,0.0,0.0,0.432,112905.276,185.426
171,0.0,0.0,0.389,112905.433,185.428
172,0.0,0.0,0.37,112905.561,185.43
173,0.0,0.0,0.338,112905.696,185.431
174,0.0,0.0,0.321,112905.809,185.435
175,0.0,0.0,0.295,112905.94,185.437
176,0.0,0.0,0.284,112906.039,185.439
177,0.0,0.0,0.265,112906.143,185.443
178,0.0,0.0,0.258,112906.237,185.444
179,0.0,0.0,0.238,112906.341,185.445
180,0.0,0.0,0.223,112906.432,185.449
181,0.0,0.0,0.213,112906.495,185.449
182,0.0,0.0,0.2,112906.575,185.45
183,0.0,0.0,0.181,112906.651,185.455
