 day, S, E, H, R, D
0,637955.677,273.419,0.0,0.0,0.0
1,637589.811,535.152,0.0,6.312,0.0
2,637161.391,813.58,0.0,22.822,0.0
3,636650.08,1127.855,0.0,52.808,0.0
4,636036.833,1488.977,0.0,99.211,0.0
5,635299.692,1912.587,0.007,165.28,0.0
6,634413.864,2411.722,0.066,255.333,0.0
7,633357.214,2993.953,0.211,373.764,0.0
8,632095.746,3680.477,0.576,526.461,0.0
9,630598.635,4483.812,1.169,719.766,0.001
10,628822.993,5427.249,2.162,961.497,0.005
11,626724.463,6528.865,3.614,1259.888,0.007
12,624250.415,7818.36,5.325,1624.9,0.014
13,621340.055,9318.187,7.692,2069.197,0.03
14,617923.627,11066.089,10.638,2605.39,0.045
15,613921.15,13098.616,14.295,3251.345,0.067
16,609247.525,15448.771,18.84,4024.362,0.092
17,603803.827,18163.618,24.498,4945.911,0.126
18,597477.493,21288.989,31.308,6042.248,0.177
19,590148.931,24878.965,39.333,7338.026,0.242
20,581681.669,28985.787,48.868,8870.828,0.33
21,571941.771,33657.188,60.331,10671.994,0.428
22,560783.923,38938.976,73.728,12784.136,0.547
23,554442.61,38535.998,89.04,15255.215,0.707
24,547159.077,39148.239,106.762,18137.949,0.915
25,539091.457,40440.321,127.592,21365.456,1.128
26,530333.386,42198.757,151.582,24914.591,1.435
27,520958.119,44268.238,178.724,28777.212,1.817
28,510994.261,46568.967,208.413,32950.468,2.287
29,500475.866,49024.023,241.545,37450.629,2.864
30,489412.549,51596.476,277.914,42281.002,3.559
31,477833.943,54240.206,316.155,47455.827,4.375
32,465757.711,56925.577,355.875,52984.406,5.352
33,453212.109,59616.098,395.27,58883.387,6.461
34,440236.263,62269.024,433.92,65147.94,7.849
35,426847.346,64878.774,470.846,71791.43,9.486
36,413098.219,67391.112,506.164,78824.99,11.338
37,399019.766,69805.859,539.231,86250.892,13.34
38,384681.925,72058.117,569.771,94073.101,15.603
39,370125.86,74134.851,598.083,102287.334,18.15
40,355419.439,76002.434,624.743,110903.704,20.887
41,340623.559,77640.684,648.072,119910.491,23.883
42,325814.547,79007.1,669.794,129301.322,27.129
43,311054.115,80080.499,688.687,139069.031,30.685
44,296406.83,80855.775,705.354,149197.06,34.6
45,281945.541,81317.877,720.667,159672.741,38.699
46,267735.198,81451.547,734.087,170467.925,43.037
47,253835.261,81248.253,745.879,181559.661,47.673
