 day, S, E, H, R, D
0,600493.115,505.877,0.0,0.0,0.0
1,599846.188,1034.37,0.0,0.595,0.0
2,599054.765,1649.42,0.0,2.283,0.0
3,598055.313,2404.298,0.0,5.323,0.0
4,596765.952,3364.694,0.0,10.419,0.0
5,595077.9,4619.912,0.057,17.925,0.0
6,592845.417,6279.989,0.327,29.531,0.002
7,589868.988,8499.973,1.116,47.455,0.009
8,585878.608,11489.149,2.89,74.561,0.032
9,580515.168,15519.059,6.031,114.872,0.095
10,573284.7,20973.509,11.102,174.21,0.248
11,563551.028,28324.6,18.892,259.082,0.517
12,550510.713,38176.966,29.848,378.476,1.02
13,533153.76,51253.889,45.174,544.344,1.781
14,510305.29,68375.936,66.249,773.093,2.993
15,480714.266,90348.59,93.93,1085.073,4.885
16,443290.674,117728.982,130.356,1505.536,7.587
17,397449.997,150494.614,177.527,2072.634,11.738
18,343646.764,187602.177,237.851,2831.487,17.929
19,283874.682,226586.451,313.664,3842.726,27.199
20,221940.507,263417.338,405.889,5178.101,41.137
21,162886.038,293303.654,515.813,6931.598,62.2
22,111661.573,312051.969,641.053,9208.09,94.722
23,74648.319,314540.444,775.506,12140.701,143.533
24,47111.833,307273.749,907.764,15869.153,216.164
25,28350.144,292041.869,1024.237,20555.537,321.266
26,16433.675,271647.387,1114.087,26365.21,467.706
27,9284.447,248741.725,1178.116,33467.959,663.116
28,5164.761,225336.744,1221.926,42025.17,914.572
29,2861.685,202724.349,1257.261,52160.123,1226.574
30,1594.82,181566.957,1288.703,63965.374,1601.024
31,897.972,162175.342,1318.502,77469.528,2040.484
32,515.873,144613.668,1346.651,92611.451,2543.604
33,302.549,128828.379,1375.923,109275.456,3107.817
34,182.004,114697.984,1402.954,127301.472,3722.944
35,112.884,102076.052,1430.05,146446.219,4384.653
36,71.738,90824.675,1454.831,166482.614,5083.197
37,47.032,80800.762,1481.878,187130.907,5805.365
38,31.807,71882.919,1509.011,208135.982,6545.788
39,22.024,63940.035,1538.276,229237.758,7291.33
40,15.734,56869.805,1564.901,250243.988,8036.4
41,11.525,50580.232,1582.679,270948.879,8773.761
42,8.665,44985.548,1594.226,291180.616,9497.272
43,6.657,40008.494,1607.186,310794.786,10199.82
44,5.189,35584.388,1618.778,329679.769,10879.263
45,4.199,31651.338,1627.133,347766.082,11531.82
46,3.447,28150.179,1634.135,364993.947,12153.595
47,2.881,25037.49,1641.646,381319.229,12743.012
48,2.433,22269.736,1648.929,396720.21,13300.489
49,2.075,19803.83,1652.507,411212.728,13824.943
50,1.799,17613.47,1654.893,424797.899,14316.673
51,1.608,15665.777,1654.269,437477.919,14777.952
52,1.423,13933.091,1653.911,449298.825,15208.513
53,1.278,12392.754,1650.949,460282.351,15609.701
54,1.146,11022.467,1644.415,470468.501,15981.156
55,1.059,9803.002,1637.224,479899.064,16324.999
56,0.978,8718.411,1628.181,488600.966,16644.511
57,0.918,7753.917,1619.061,496618.683,16938.688
58,0.863,6895.506,1606.83,504003.148,17209.594
59,0.815,6132.41,1592.835,510795.543,17459.524
60,0.766,5453.352,1577.418,517034.383,17689.967
61,0.737,4850.302,1559.26,522743.822,17901.906
62,0.7,4313.117,1538.919,527965.43,18094.671
63,0.683,3836.117,1518.972,532746.877,18272.332
64,0.66,3412.405,1497.058,537119.995,18435.152
65,0.638,3034.472,1472.555,541116.58,18585.405
66,0.626,2698.413,1446.454,544764.623,18722.65
67,0.614,2400.695,1420.951,548084.414,18848.37
68,0.597,2134.787,1392.016,551109.983,18963.641
69,0.582,1899.24,1361.685,553861.588,19069.184
70,0.57,1689.409,1328.812,556365.556,19165.642
71,0.561,1502.244,1295.514,558644.046,19254.319
72,0.553,1336.509,1260.828,560713.16,19335.384
73,0.547,1188.667,1224.743,562595.748,19409.552
74,0.538,1057.263,1188.457,564301.637,19477.738
75,0.53,939.7,1152.255,565851.016,19540.304
76,0.523,835.873,1114.026,567258.851,19597.454
77,0.522,743.387,1075.381,568532.711,19650.099
78,0.514,661.437,1036.44,569688.133,19698.35
79,0.512,588.652,997.545,570735.521,19742.536
80,0.508,523.595,956.602,571685.656,19783.722
81,0.505,465.782,916.519,572549.811,19821.762
82,0.502,414.585,875.991,573331.898,19856.809
83,0.499,368.797,836.853,574039.995,19888.515
84,0.496,328.099,797.362,574681.8,19918.062
85,0.493,291.629,759.05,575262.268,19945.155
86,0.489,258.892,720.65,575789.812,19970.194
87,0.487,230.163,683.368,576266.196,19993.317
88,0.485,204.551,647.357,576698.835,20014.379
89,0.483,182.02,611.736,577090.879,20034.314
90,0.483,161.515,577.372,577447.452,20052.46
91,0.482,143.416,543.421,577767.25,20069.318
92,0.48,127.294,511.145,578057.65,20084.744
93,0.478,113.186,480.439,578320.77,20099.208
94,0.478,100.782,450.727,578558.757,20112.319
95,0.478,89.613,421.601,578774.281,20124.725
96,0.478,79.624,394.134,578968.76,20136.072
97,0.477,70.967,367.567,579146.555,20146.452
98,0.477,63.137,342.325,579305.792,20156.174
99,0.476,56.118,318.658,579450.155,20165.022
100,0.476,50.049,295.887,579581.474,20173.375
101,0.476,44.573,274.481,579700.431,20180.873
102,0.476,39.763,254.554,579806.962,20187.872
103,0.476,35.487,235.371,579903.828,20194.255
104,0.476,31.607,217.785,579990.938,20200.216
105,0.475,28.175,201.352,580070.102,20205.593
106,0.475,25.091,185.374,580141.895,20210.587
107,0.475,22.353,171.02,580206.656,20215.114
108,0.475,19.909,157.674,580265.043,20219.312
109,0.475,17.73,144.9,580317.461,20223.146
110,0.475,15.777,132.932,580365.386,20226.58
111,0.475,14.011,121.777,580408.599,20229.83
112,0.475,12.471,111.552,580447.573,20232.785
113,0.475,11.117,102.154,580482.781,20235.437
114,0.474,9.886,93.379,580514.34,20237.863
