 day, S, E, H, R, D
0,664821.58,559.881,0.0,0.0,0.0
1,664033.26,1216.751,0.0,0.69,0.0
2,662954.609,2090.897,0.0,2.458,0.0
3,661451.712,3293.873,0.0,6.032,0.0
4,659353.985,4959.199,0.0,11.843,0.0
5,656424.495,7270.327,0.031,21.196,0.0
6,652346.447,10476.796,0.192,36.025,0.0
7,646687.229,14909.378,0.739,60.061,0.0
8,638867.874,21011.218,1.789,98.397,0.001
9,628108.705,29379.246,3.83,157.595,0.005
10,613419.052,40753.638,7.512,247.002,0.016
11,593538.139,56064.68,13.193,379.864,0.035
12,566951.951,76389.622,21.596,574.457,0.065
13,531989.479,102839.273,34.159,853.138,0.112
14,487054.687,136333.875,52.291,1246.882,0.201
15,431117.559,177136.535,77.812,1800.96,0.358
16,364398.216,224211.096,112.337,2568.235,0.634
17,289342.442,274424.371,159.518,3624.492,1.007
18,211337.83,322038.856,222.79,5057.104,1.551
19,138267.966,359456.682,304.514,6978.141,2.41
20,78540.28,379393.549,407.737,9516.615,3.752
21,37380.174,378572.01,533.594,12828.304,5.828
22,14409.195,359654.802,678.333,17084.823,9.152
23,9596.172,324667.917,833.639,22489.336,14.144
24,6055.129,292276.853,985.424,29250.563,21.725
25,3665.211,262328.792,1115.944,37604.718,32.814
26,2151.374,234813.375,1211.989,47779.491,47.95
27,1238.951,209749.213,1273.954,59955.833,67.404
28,707.113,187086.429,1307.919,74230.116,91.74
29,404.568,166690.853,1326.34,90636.156,120.619
30,232.227,148420.156,1333.753,109061.961,154.093
31,135.549,132101.168,1333.696,129316.398,191.447
32,80.953,117544.404,1328.156,151138.102,231.891
33,49.395,104575.512,1317.861,174200.414,275.21
34,30.982,93023.966,1304.284,198184.988,320.636
35,19.902,82740.856,1289.7,222738.429,367.263
36,13.216,73599.241,1270.334,247521.448,414.416
37,8.974,65458.127,1253.093,272267.797,461.392
38,6.276,58217.717,1235.7,296716.483,508.744
39,4.538,51780.495,1220.434,320647.04,555.213
40,3.363,46052.431,1203.851,343869.426,600.346
41,2.575,40954.448,1184.491,366270.704,643.984
42,2.011,36424.197,1161.895,387740.895,685.804
43,1.624,32392.708,1140.677,408208.786,725.901
44,1.343,28812.454,1120.637,427610.985,763.772
45,1.112,25622.632,1100.281,445925.186,800.004
46,0.919,22787.925,1080.606,463161.895,833.692
47,0.765,20264.94,1062.801,479294.429,865.169
48,0.674,18022.336,1046.151,494384.305,894.557
49,0.605,16025.604,1029.574,508440.94,922.349
50,0.547,14252.542,1013.761,521503.926,947.978
51,0.484,12675.976,998.01,533618.518,972.056
52,0.435,11275.002,982.77,544828.864,994.208
53,0.388,10027.312,967.497,555175.6,1014.443
54,0.355,8916.56,952.483,564717.925,1033.419
55,0.333,7929.06,937.956,573505.019,1050.679
56,0.316,7050.543,923.372,581579.568,1066.676
57,0.302,6271.777,910.079,588987.152,1081.606
58,0.288,5579.22,894.978,595777.733,1094.972
59,0.27,4962.631,880.639,601991.208,1107.297
60,0.252,4413.149,865.524,607675.933,1118.78
61,0.24,3923.762,850.535,612869.435,1129.249
62,0.227,3488.611,835.327,617609.718,1138.791
63,0.217,3102.039,818.549,621933.8,1147.71
64,0.21,2758.756,801.466,625869.646,1155.576
65,0.204,2453.093,783.88,629460.469,1163.055
66,0.195,2182.024,765.701,632726.264,1169.8
67,0.185,1940.392,747.618,635691.336,1175.835
68,0.185,1725.599,729.725,638384.68,1181.534
69,0.182,1534.878,710.58,640834.604,1186.509
70,0.178,1364.478,691.054,643058.184,1191.141
71,0.176,1213.752,672.065,645069.548,1195.372
72,0.174,1080.079,652.061,646897.771,1199.323
73,0.173,960.888,631.643,648553.067,1202.925
74,0.173,854.258,610.607,650054.591,1206.21
75,0.172,759.573,589.831,651413.821,1209.194
76,0.171,675.65,569.033,652646.003,1211.996
77,0.171,600.937,547.934,653758.678,1214.518
78,0.17,534.24,527.022,654768.238,1216.802
79,0.17,474.708,505.073,655679.608,1218.895
80,0.168,422.269,484.642,656505.1,1220.809
81,0.164,375.713,463.334,657250.207,1222.605
82,0.164,334.361,442.213,657925.757,1224.277
83,0.164,297.36,421.703,658535.876,1225.803
84,0.164,264.611,401.418,659086.724,1227.142
85,0.164,234.907,380.884,659585.647,1228.458
86,0.164,208.962,361.46,660036.516,1229.607
87,0.163,185.998,342.018,660443.273,1230.724
88,0.162,165.474,323.855,660809.65,1231.709
89,0.161,147.175,305.637,661141.346,1232.606
90,0.161,130.943,287.914,661441.465,1233.429
91,0.161,116.706,270.969,661713.013,1234.224
92,0.161,103.938,254.527,661958.277,1234.903
93,0.161,92.556,238.304,662179.069,1235.564
94,0.161,82.301,223.196,662379.175,1236.206
95,0.161,73.061,208.659,662560.074,1236.777
96,0.161,65.047,194.561,662721.959,1237.312
97,0.161,57.787,181.554,662868.937,1237.81
98,0.161,51.533,169.056,663001.375,1238.27
99,0.161,45.874,157.257,663121.218,1238.699
100,0.161,40.756,145.925,663228.86,1239.092
101,0.161,36.129,135.43,663325.883,1239.445
102,0.161,32.095,125.119,663413.703,1239.782
103,0.161,28.508,115.82,663493.144,1240.06
104,0.161,25.331,106.986,663563.891,1240.343
105,0.161,22.52,98.669,663628.064,1240.602
106,0.161,20.017,90.797,663685.732,1240.84
107,0.161,17.858,83.677,663737.584,1241.081
108,0.161,15.82,76.861,663784.833,1241.286
109,0.161,14.093,70.663,663827.428,1241.465
110,0.161,12.587,64.77,663865.812,1241.62
111,0.161,11.188,59.446,663900.175,1241.761
112,0.161,9.989,54.374,663931.287,1241.901
113,0.161,8.841,49.804,663959.654,1242.034
114,0.161,7.866,45.641,663984.866,1242.15
115,0.161,6.97,41.911,664007.268,1242.253
116,0.161,6.203,38.286,664027.806,1242.332
