Susceptible,Exposed,Hospitalised,Death,Recovered
600722,309,0,0,0
600358,629,0,0,3
599940,950,0,0,10
599480,1308,0,0,33
598953,1674,0,0,54
598331,2131,0,0,87
597631,2638,1,0,131
596793,3218,1,0,188
595803,3913,1,0,251
594712,4613,4,0,337
593364,5552,8,0,452
591724,6693,9,0,577
589878,7929,12,0,737
587701,9388,18,0,960
585131,11072,26,0,1196
581992,13197,31,0,1495
578421,15520,40,0,1814
574128,18409,42,3,2231
569063,21855,47,3,2772
563091,25940,69,3,3398
556024,30787,77,5,4165
547749,36313,98,13,5029
538205,42671,115,15,6066
531481,45733,135,21,7184
523586,49582,158,28,8557
514989,53844,183,36,10204
505349,58842,230,51,11994
495042,64232,269,63,14024
484111,69665,311,78,16234
472715,74946,320,93,18776
460572,80682,367,119,21616
447747,86676,423,146,24863
434614,92392,494,171,28239
421252,97755,539,211,32087
407189,103310,582,269,36317
392682,108773,608,329,40969
378153,114033,654,396,46010
363516,118946,694,472,51498
348880,123237,747,552,57359
333939,127570,773,655,63560
319116,131454,795,771,69965
304453,134951,815,921,77078
290050,137788,888,1029,84518
276168,139925,898,1156,92270
262520,141263,896,1314,100484
249063,142584,944,1471,109112
236007,143366,924,1645,118192
223574,143356,967,1803,127402
211568,142948,957,1982,137157
200063,142116,981,2148,147074
189213,140777,997,2372,157178
178707,139057,1000,2579,167670
168998,136805,1038,2772,178326
159818,134324,1044,3023,188938
151031,131302,1046,3243,199773
143010,127978,1077,3500,210861
135439,124397,1141,3713,221955
128340,120801,1156,3948,233128
121710,116940,1159,4206,244400
115412,113211,1196,4467,255686
109758,109168,1195,4682,266994
104550,104887,1183,4934,277996
99660,100673,1238,5156,288987
95079,96543,1254,5405,299732
90764,92577,1230,5629,310168
87007,88238,1238,5896,320571
83453,84193,1231,6126,330798
80185,80248,1213,6362,340869
77169,76340,1150,6637,350574
74406,72442,1117,6870,360100
71846,68629,1136,7116,369262
69524,65089,1133,7351,378151
67306,61483,1122,7581,386838
65278,58035,1128,7788,395186
63405,54862,1166,7987,403053
61723,51896,1178,8200,410930
60040,49112,1133,8408,418264
58519,46323,1142,8594,425297
57190,43737,1082,8781,432023
55893,41255,1071,8954,438465
54758,38807,1044,9110,444586
53706,36529,1046,9258,450541
52718,34354,1032,9392,456303
51759,32335,1041,9546,461569
50865,30353,1028,9673,466546
50052,28642,1024,9806,471397
49299,26955,974,9941,475885
48586,25322,977,10057,480273
47931,23750,958,10177,484425
47312,22340,941,10287,488165
46794,20893,965,10381,492012
46266,19579,926,10475,495447
45780,18352,928,10562,498746
45320,17249,949,10647,501743
44906,16143,913,10723,504657
44540,15185,859,10805,507543
44191,14198,825,10875,509993
43855,13297,834,10950,512456
43552,12473,841,11012,514707
43296,11636,776,11083,516894
43038,10866,735,11157,518890
42792,10142,725,11220,520793
42547,9529,723,11274,522638
42337,8916,691,11339,524244
42144,8369,671,11381,525792
41953,7790,663,11434,527345
41783,7249,623,11487,528741
41602,6745,607,11516,530045
41460,6337,606,11549,531274
41337,5908,609,11582,532391
41213,5581,566,11624,533498
41083,5203,528,11659,534518
40963,4864,524,11681,535469
40863,4551,474,11714,536479
40754,4274,475,11746,537302
40666,4025,466,11774,538068
40572,3788,446,11797,538797
40493,3541,410,11820,539521
40427,3306,389,11842,540160
40369,3087,347,11868,540798
40303,2888,334,11883,541362
40243,2673,313,11902,541881
40188,2502,282,11918,542376
40144,2319,292,11932,542795
40088,2214,290,11950,543269
40054,2070,254,11967,543660
40017,1915,245,11973,544026
39981,1792,223,11989,544371
39947,1677,202,12002,544690
39901,1589,195,12015,545042
39868,1486,188,12023,545338
39840,1389,210,12027,545587
39817,1272,186,12038,545853
39791,1169,163,12047,546087
39762,1107,153,12055,546323
39734,1047,142,12059,546553
39717,979,144,12063,546759
39695,916,129,12071,546929
39676,855,118,12080,547103
39663,788,97,12088,547269
39653,722,96,12090,547404
39634,661,95,12097,547539
39614,629,95,12101,547669
39605,589,83,12105,547785
39596,541,86,12108,547886
39586,503,60,12113,548013
39577,464,56,12116,548103
39566,441,54,12117,548202
39555,420,56,12117,548272
39547,385,52,12120,548348
39544,354,47,12122,548418
39541,325,48,12124,548490
39536,304,49,12126,548566
39529,271,41,12127,548628
39526,244,53,12128,548704
39519,215,44,12130,548755
39515,196,42,12132,548808
39514,182,37,12134,548827
39508,166,33,12138,548865
39506,153,29,12141,548898
39500,151,33,12141,548933
39499,144,34,12143,548965
39498,134,32,12145,549003
39494,129,26,12145,549040
39491,118,29,12147,549054
39489,112,25,12147,549083
39484,101,23,12147,549111
39479,105,13,12147,549157
39476,95,12,12147,549180
39475,89,13,12148,549195
39474,83,15,12148,549213
39473,77,12,12148,549231
39471,77,13,12149,549244
39471,72,11,12150,549256
39471,67,13,12150,549270
39471,63,10,12150,549284
39471,59,11,12151,549297
39470,52,12,12151,549308
39468,51,2,12152,549324
39466,47,3,12152,549327
39465,45,5,12152,549335
39465,36,3,12152,549340
39465,29,6,12152,549348
39464,25,5,12154,549354
39463,24,3,12154,549362
39462,24,4,12154,549367
39462,22,5,12155,549373
39461,20,5,12155,549373
39461,19,0,12158,549381
39461,17,0,12158,549382
39459,17,0,12158,549388
39459,15,0,12158,549392
39459,14,0,12158,549394
39459,9,0,12158,549399
39459,9,2,12158,549403
39459,8,0,12159,549408
39459,8,0,12159,549411
39459,8,1,12159,549413
39458,9,0,12159,549421
