Susceptible,Exposed,Hospitalised,Death,Recovered
600734,301,0,0,0
600403,569,0,0,2
599995,901,0,0,10
599491,1287,0,0,23
598978,1667,0,0,44
598349,2120,0,0,79
597641,2629,0,0,126
596801,3216,0,0,187
595852,3871,2,0,248
594726,4630,3,0,331
593429,5467,3,0,453
591858,6546,7,0,589
589976,7829,12,0,775
587816,9313,16,1,960
585271,11006,26,1,1177
582247,13094,29,3,1466
578665,15497,34,3,1821
574377,18433,44,3,2204
569408,21769,46,7,2727
563533,25684,60,7,3348
556616,30323,75,9,4084
548436,35923,98,10,4941
538944,42279,114,14,5878
532357,45225,146,19,7060
524542,49144,184,24,8351
515770,53590,201,33,9888
506291,58314,222,42,11655
495973,63480,243,51,13713
485369,68664,286,68,15959
473872,74200,324,92,18463
461704,79933,384,116,21325
449105,85640,435,148,24452
436052,91419,461,183,27988
422881,96633,503,225,31807
409078,102074,565,266,36108
394955,107326,631,332,40657
380458,112556,663,392,45618
365997,117219,681,484,50943
351350,121697,720,547,56905
336321,126047,721,652,63206
321658,129689,755,743,69755
307168,132899,746,864,76757
292805,135700,774,969,84271
278571,138225,815,1085,92137
264876,140077,831,1218,100232
251268,141700,867,1362,108853
238193,142490,868,1514,117819
225579,142682,872,1685,127179
213573,142631,898,1860,136881
201996,141653,960,2061,146713
191130,140275,959,2258,156696
180485,138814,957,2466,166851
170644,136600,995,2682,177612
161231,134292,976,2901,188459
152600,131360,999,3132,199371
144465,128331,1042,3368,210272
136798,124941,1044,3579,221557
129628,121320,1055,3808,232570
122949,117637,1049,4075,243580
116652,113740,1022,4347,254809
110667,109943,1091,4567,265926
105380,105728,1139,4792,276829
100292,101805,1154,5041,287518
95666,97518,1109,5302,298366
91491,93304,1131,5521,308988
87593,89188,1175,5780,319402
83916,85091,1130,6018,329686
80673,80967,1113,6263,339491
77543,77017,1180,6512,349294
74628,73260,1170,6752,358510
71855,69568,1175,6984,367705
69454,66046,1183,7209,376782
67244,62668,1145,7444,385342
65172,59344,1137,7648,393598
63220,56279,1156,7873,401728
61446,53084,1140,8057,409688
59876,50122,1160,8264,417217
58373,47262,1127,8449,424315
57020,44510,1119,8623,430985
55726,41991,1102,8773,437499
54619,39491,1095,8937,443832
53518,37193,1111,9105,449595
52526,34985,1142,9224,455262
51573,32964,1099,9384,460694
50665,31007,1085,9518,465830
49876,29110,1061,9663,470672
49116,27379,1036,9798,475262
48429,25671,1009,9924,479672
47851,24082,1003,10057,483789
47240,22612,987,10147,487826
46699,21206,994,10249,491465
46174,19882,1006,10351,494994
45666,18733,942,10444,498358
45174,17612,909,10515,501330
44758,16443,898,10618,504303
44393,15369,898,10714,507041
44002,14445,843,10785,509745
43661,13549,812,10871,512241
43335,12753,816,10931,514544
43081,11869,806,10998,516745
42812,11197,789,11068,518802
42568,10485,793,11122,520726
42324,9871,752,11182,522567
42142,9216,732,11227,524246
41948,8628,683,11276,525857
41762,8071,649,11316,527363
41577,7583,623,11357,528782
41432,7047,581,11402,530084
41282,6590,565,11433,531305
41127,6152,601,11463,532446
40993,5760,570,11499,533578
40873,5381,508,11541,534674
40761,5021,498,11570,535602
40670,4718,491,11603,536514
40572,4408,463,11635,537375
40479,4157,440,11659,538147
40404,3870,423,11680,538843
40317,3617,410,11708,539570
40246,3390,375,11735,540199
40174,3215,351,11758,540836
40118,2968,326,11783,541388
40044,2778,320,11804,541897
39995,2591,301,11818,542392
39940,2416,285,11834,542854
39888,2267,277,11847,543316
39839,2110,255,11859,543692
39803,1964,229,11873,544105
39760,1845,218,11882,544515
39728,1704,215,11897,544853
39694,1604,214,11902,545209
39668,1473,190,11914,545481
39633,1385,195,11919,545761
39604,1300,178,11931,546023
39586,1211,170,11941,546266
39553,1134,160,11951,546499
39536,1057,148,11961,546709
39516,985,136,11966,546920
39491,937,118,11976,547111
39472,869,114,11981,547289
39454,822,116,11988,547441
39444,759,104,11998,547599
39423,716,96,12006,547738
39409,674,84,12009,547868
39399,630,83,12015,547983
39392,581,80,12017,548100
39378,552,81,12023,548208
39365,542,73,12028,548301
39355,494,62,12033,548403
39347,462,59,12034,548498
39339,429,64,12035,548575
39329,412,61,12039,548650
39321,379,60,12040,548719
39313,357,52,12042,548793
39303,323,48,12045,548861
39292,309,51,12046,548900
39288,284,44,12050,548964
39283,269,37,12054,549025
39278,253,29,12056,549059
39270,237,31,12059,549106
39267,214,26,12062,549152
39265,202,23,12062,549184
39263,183,24,12062,549221
39262,168,30,12062,549258
39262,148,30,12064,549291
39259,138,31,12066,549311
39258,133,31,12068,549341
39255,124,25,12069,549371
39251,118,17,12072,549395
39248,115,22,12074,549426
39248,102,19,12076,549454
39246,91,15,12077,549477
39241,93,19,12078,549490
39239,87,15,12079,549510
39238,82,13,12080,549525
39238,77,12,12080,549543
39236,73,13,12080,549559
39234,70,13,12080,549570
39232,68,15,12080,549581
39232,60,13,12082,549586
39231,59,12,12082,549605
39228,56,8,12085,549613
39228,50,7,12086,549618
39227,46,6,12086,549629
39225,42,7,12086,549637
39224,41,5,12087,549644
39224,38,6,12087,549645
39223,35,6,12087,549655
39222,32,3,12088,549663
39222,26,3,12088,549667
39222,24,3,12088,549676
39222,23,4,12088,549680
39221,22,5,12088,549686
39221,22,5,12088,549690
39219,22,5,12088,549693
39219,20,5,12088,549697
39219,18,6,12088,549702
39219,17,9,12088,549707
39217,17,6,12088,549712
39217,14,5,12088,549715
