Susceptible,Exposed,Hospitalised,Death,Recovered
600676,351,0,0,0
600299,675,0,0,3
599865,1013,0,0,17
599422,1348,0,0,27
598877,1736,0,0,49
598253,2178,0,0,82
597465,2736,0,0,122
596603,3360,1,0,187
595598,4044,2,0,258
594385,4859,2,0,351
593012,5771,1,0,471
591294,7001,3,0,611
589399,8277,4,0,796
587235,9701,4,1,1011
584697,11254,12,1,1245
581577,13357,20,1,1539
577940,15832,37,2,1921
573585,18762,50,4,2322
568582,22086,61,10,2850
562601,26153,64,13,3462
555495,31004,82,16,4215
547235,36567,102,17,5127
537538,43177,114,19,6110
530852,46231,152,25,7281
523139,50043,182,35,8662
514523,54330,189,46,10320
505180,59098,235,58,12223
494983,64095,283,68,14286
484168,69443,293,88,16541
472595,74990,341,106,19023
460369,80784,395,132,21892
447610,86583,422,163,25004
434588,92192,458,199,28546
420792,98059,509,247,32297
406838,103537,548,285,36495
392573,108973,560,340,40990
378299,113727,594,405,45923
363709,118471,616,489,51333
348640,123662,678,563,57125
333779,127909,716,643,63442
319035,131521,741,759,70067
304267,134887,787,876,77132
289608,138007,828,991,84629
275638,140001,855,1109,92558
261888,141652,885,1252,100837
248344,142974,906,1409,109470
235244,143675,916,1551,118563
222858,143658,945,1711,127954
210800,143326,955,1878,137788
199552,142202,969,2077,147724
188651,140882,1016,2252,157951
178146,139277,1020,2454,168228
168500,136974,1040,2690,178682
159385,134375,1022,2903,189614
150571,131434,1021,3143,200424
142482,128127,1012,3356,211560
134966,124773,1101,3576,222714
127942,121006,1099,3813,233705
121460,116973,1110,4068,244843
115260,112914,1168,4333,256134
109570,108742,1132,4600,267434
104417,104543,1143,4852,278505
99475,100401,1142,5109,289363
94943,96325,1132,5392,300169
90836,92085,1179,5646,310707
87089,87870,1180,5890,321099
83574,83838,1165,6123,331409
80396,79709,1133,6368,341322
77421,75762,1158,6601,350977
74616,72091,1187,6855,360388
72011,68400,1163,7100,369672
69531,64991,1156,7324,378656
67400,61613,1127,7547,387228
65428,58171,1105,7745,395412
63532,55178,1129,7963,403133
61783,52149,1134,8145,410695
60226,49071,1150,8353,417943
58676,46430,1125,8528,425088
57250,43780,1119,8705,431903
55967,41360,1138,8879,438591
54832,39029,1142,9039,444645
53761,36735,1075,9205,450451
52814,34439,1057,9353,456062
51937,32310,1091,9487,461400
51055,30412,1064,9622,466458
50263,28502,1021,9752,471299
49509,26775,1014,9853,475844
48795,25165,1008,9968,480167
48164,23606,992,10089,484320
47610,22122,978,10177,488228
47046,20758,953,10282,491928
46544,19506,905,10368,495490
46065,18292,868,10448,498699
45640,17144,903,10531,501749
45227,16006,867,10630,504642
44849,15024,878,10706,507408
44447,14166,853,10777,509991
44106,13332,829,10840,512399
43803,12505,803,10914,514710
43526,11687,751,10970,516990
43266,10902,745,11034,518935
43050,10185,713,11101,520805
42803,9537,692,11159,522567
42601,8931,695,11206,524239
42386,8357,697,11246,525842
42210,7827,668,11294,527312
42049,7315,622,11336,528733
41886,6852,587,11376,530064
41756,6360,570,11421,531289
41647,5927,510,11459,532452
41526,5524,485,11484,533490
41411,5175,469,11515,534455
41301,4799,465,11536,535396
41182,4497,458,11565,536317
41096,4172,422,11594,537179
40981,3883,401,11623,537956
40891,3642,383,11649,538730
40818,3414,352,11671,539422
40766,3192,359,11691,540071
40711,2962,366,11708,540623
40650,2748,336,11738,541220
40594,2522,309,11752,541762
40544,2354,310,11764,542294
40489,2183,272,11778,542772
40455,2026,253,11793,543202
40403,1896,236,11818,543574
40359,1771,237,11825,543961
40323,1645,223,11833,544339
40286,1538,205,11849,544696
40259,1447,212,11855,545018
40235,1346,198,11866,545318
40214,1260,190,11876,545570
40184,1173,178,11884,545811
40162,1091,172,11891,546039
40138,1028,154,11900,546257
40104,968,160,11904,546461
40084,906,143,11916,546641
40060,854,139,11922,546839
40039,802,140,11928,546988
40024,749,127,11931,547121
40011,712,114,11936,547260
39993,665,107,11940,547381
39981,633,103,11945,547503
39970,582,97,11948,547618
39962,539,92,11953,547740
39953,497,80,11955,547833
39944,475,72,11956,547915
39932,434,68,11957,548016
39924,397,55,11962,548103
39918,380,50,11967,548173
39906,361,46,11968,548237
39903,333,50,11969,548290
39896,306,44,11972,548367
39887,269,34,11975,548409
39879,260,37,11976,548451
39875,230,37,11977,548519
39872,212,45,11977,548558
39864,203,43,11982,548601
39859,192,41,11982,548653
39855,179,34,11982,548705
39849,171,26,11986,548744
39842,171,21,11987,548773
39837,164,19,11987,548808
39836,153,17,11987,548844
39836,140,21,11988,548870
39836,118,15,11988,548897
39835,106,18,11989,548918
39832,97,15,11990,548948
39830,89,13,11991,548967
39828,84,10,11991,548994
39826,78,13,11991,549006
39825,75,13,11991,549026
39821,72,13,11991,549040
39819,69,11,11992,549054
39816,64,9,11992,549066
39815,59,9,11992,549084
39813,53,7,11992,549108
39812,51,8,11992,549122
39811,48,4,11993,549129
39811,44,7,11994,549137
39811,40,8,11994,549141
39810,39,9,11994,549148
39810,35,9,11995,549159
39810,30,8,11997,549166
39808,29,3,11999,549171
39808,25,3,11999,549176
39807,22,3,12000,549183
39806,17,4,12000,549186
39806,16,3,12001,549194
39805,17,3,12001,549199
39805,16,2,12001,549203
39805,11,2,12001,549208
39805,10,3,12001,549212
39804,10,2,12001,549218
39803,10,0,12001,549223
39803,10,2,12001,549228
39803,9,2,12001,549232
39803,9,2,12001,549232
39803,9,3,12001,549233
