Susceptible,Exposed,Hospitalised,Death,Recovered
600703,324,0,0,0
600337,637,0,0,5
599947,954,0,0,12
599493,1298,0,0,32
598960,1681,0,0,47
598352,2116,0,0,89
597681,2562,0,0,141
596858,3124,0,0,199
595895,3746,0,0,286
594721,4521,1,0,373
593314,5519,2,0,495
591784,6551,6,0,635
589925,7772,12,0,809
587761,9230,16,0,1027
585171,11033,14,0,1268
582083,13114,29,1,1532
578356,15660,41,2,1893
574066,18575,53,2,2342
569018,21986,59,7,2894
563009,26018,78,9,3457
556050,30699,100,12,4173
547754,36403,100,20,5053
538145,42869,111,26,6085
531447,45811,139,32,7273
523412,49829,182,40,8649
514608,54295,210,58,10179
504855,59348,235,67,11961
494446,64610,279,76,14044
483385,70083,323,92,16344
471882,75500,357,108,18946
459705,81094,406,138,21768
446846,86968,427,161,24931
433672,92720,478,200,28520
420267,98158,510,236,32284
406173,103792,554,296,36534
391870,109197,596,353,41267
377295,114346,614,421,46300
362611,119155,663,493,51766
347930,123541,718,592,57559
333027,127870,729,696,64008
318110,131949,785,793,70661
303599,135153,785,899,77650
289106,138060,810,1028,84989
274848,140220,841,1151,92854
261242,141760,872,1268,101233
247636,143082,906,1405,110079
234654,143809,904,1566,118999
222161,143904,939,1724,128239
210051,143611,945,1934,137738
198603,142691,963,2142,147694
187651,141440,1050,2335,157994
177375,139797,1076,2546,168468
167636,137318,1103,2744,179377
158375,134874,1071,2937,190223
149810,131614,1106,3154,201034
141725,128346,1081,3378,212117
134141,124943,1078,3619,223428
127218,120925,1108,3854,234665
120778,116837,1106,4106,245801
114662,112862,1104,4335,256804
108989,108862,1096,4579,268131
103873,104464,1115,4808,279279
99047,100213,1113,5064,289895
94600,95892,1108,5330,300702
90526,91622,1098,5591,311254
86764,87617,1121,5868,321589
83215,83616,1122,6116,331884
79912,79696,1094,6365,341924
76896,75908,1141,6611,351759
74118,72136,1147,6865,361285
71559,68416,1184,7086,370509
69076,65166,1191,7306,379241
66989,61725,1197,7500,387991
65012,58451,1151,7697,396161
63143,55326,1148,7943,404067
61466,52153,1147,8116,411807
59861,49246,1107,8322,419061
58421,46476,1122,8505,426155
57025,43954,1131,8692,432762
55791,41501,1109,8854,439069
54632,39051,1134,9013,445141
53529,36789,1086,9181,451060
52480,34634,1039,9314,456622
51560,32548,1042,9444,461851
50718,30570,1050,9570,466913
49903,28729,1053,9701,471762
49136,27091,1030,9811,476180
48478,25467,990,9928,480484
47818,23893,967,10032,484643
47261,22364,941,10116,488451
46714,21014,937,10218,492163
46222,19779,912,10317,495679
45732,18581,919,10415,498872
45300,17456,901,10506,501827
44925,16357,885,10588,504803
44515,15363,861,10667,507563
44173,14368,823,10756,510219
43860,13458,839,10828,512702
43578,12612,795,10896,514987
43326,11779,760,10970,517112
43094,11008,727,11026,519118
42859,10286,719,11075,521099
42629,9638,684,11127,522815
42430,8993,672,11177,524475
42228,8455,647,11226,526075
42030,7932,627,11280,527615
41876,7354,586,11321,529040
41714,6884,569,11358,530362
41557,6444,561,11385,531506
41422,6066,516,11433,532603
41291,5643,486,11459,533696
41180,5300,483,11487,534771
41072,4965,465,11522,535677
40973,4653,463,11549,536572
40878,4373,438,11572,537395
40780,4074,412,11603,538139
40691,3815,388,11620,538793
40620,3544,358,11639,539458
40539,3330,364,11652,540075
40473,3127,345,11673,540737
40433,2909,336,11685,541318
40361,2730,325,11703,541835
40305,2539,310,11717,542336
40248,2364,292,11732,542791
40208,2181,264,11747,543205
40167,2027,254,11760,543642
40110,1910,231,11769,544070
40063,1806,212,11784,544403
40039,1673,196,11798,544715
40011,1545,188,11812,545038
39984,1426,167,11822,545359
39953,1328,164,11830,545646
39927,1229,167,11836,545884
39901,1157,157,11843,546127
39878,1069,150,11852,546363
39852,1011,153,11860,546578
39830,952,153,11866,546768
39812,894,139,11877,546945
39793,831,136,11884,547118
39781,776,118,11890,547275
39767,721,104,11896,547449
39757,672,97,11899,547594
39745,642,95,11901,547730
39735,604,95,11902,547852
39725,569,94,11905,547985
39715,531,93,11909,548098
39703,496,89,11912,548197
39692,464,84,11915,548291
39687,427,69,11921,548388
39680,397,60,11924,548462
39670,372,57,11926,548512
39656,361,46,11929,548584
39651,325,42,11931,548643
39645,304,50,11931,548686
39635,298,49,11932,548730
39629,291,49,11936,548785
39625,258,46,11937,548826
39615,246,37,11941,548870
39611,229,34,11943,548917
39604,206,32,11944,548954
39600,200,24,11944,548985
39596,183,18,11946,549030
39593,168,18,11946,549069
39592,158,19,11946,549096
39589,148,11,11951,549121
39587,137,13,11951,549150
39583,130,9,11952,549180
39582,120,11,11953,549203
39581,112,9,11954,549230
39579,108,8,11957,549255
39578,92,6,11958,549284
39576,83,8,11958,549301
39574,78,11,11958,549309
39571,70,11,11959,549323
39569,67,12,11959,549337
39567,64,11,11959,549348
39566,59,15,11959,549360
39565,50,15,11959,549365
39563,47,15,11959,549375
39561,46,13,11960,549385
39560,45,7,11961,549397
39559,42,9,11961,549407
39558,38,10,11961,549417
39556,38,10,11961,549432
39556,35,9,11961,549439
39556,34,8,11961,549445
39555,34,6,11962,549450
39555,31,7,11962,549453
39555,28,7,11962,549456
39555,26,6,11962,549467
39555,21,7,11963,549473
39555,21,5,11963,549482
39555,20,5,11963,549484
39555,17,3,11963,549492
39555,16,2,11963,549495
39555,14,1,11964,549500
39554,14,1,11964,549503
39554,13,3,11964,549506
39554,12,2,11964,549509
