Susceptible,Exposed,Hospitalised,Death,Recovered
113093,0,0,0,0
113093,0,0,0,0
113093,0,0,0,0
113093,0,0,0,0
113093,0,0,0,0
113093,0,0,0,0
113093,0,0,0,0
113093,0,0,0,0
113064,29,0,0,0
113016,73,0,0,0
112956,123,0,0,0
112796,272,0,0,2
112454,595,0,0,4
112010,990,0,0,8
111314,1600,0,0,15
110396,2379,0,0,32
109147,3402,0,0,58
107554,4711,0,0,112
105576,6288,0,0,176
103133,8166,0,0,266
100084,10487,1,0,401
96064,13655,1,0,585
91488,17076,5,0,808
85944,21151,6,0,1109
79671,25642,10,0,1509
73246,29744,8,0,2025
65851,34533,10,1,2736
58074,39401,15,1,3577
49769,44324,29,1,4536
41699,48616,36,2,5737
33907,52315,57,2,7114
26891,54820,80,5,8705
20613,56323,80,7,10539
15262,56731,93,9,12583
11070,55983,107,10,14892
7615,54630,123,14,17480
5132,52370,154,17,20347
3357,49741,158,21,23308
2112,46797,184,28,26403
1311,43631,189,33,29644
795,40301,208,41,33081
443,37145,217,55,36542
236,34061,244,65,40175
126,31323,258,73,43773
82,28763,278,85,47467
48,26343,293,99,51225
32,24061,289,111,54695
13,22061,297,122,58242
10,20119,284,133,61619
2,18456,285,154,64993
1,16828,289,170,68306
1,15376,276,185,71466
1,14078,262,202,74361
1,12831,240,207,77224
1,11699,235,220,79989
1,10659,230,238,82615
0,9743,207,258,84967
0,8877,192,262,87159
0,8099,187,274,89248
0,7371,155,286,91184
0,6720,139,292,92924
0,6133,121,297,94530
0,5580,118,305,96092
0,5102,115,315,97452
0,4669,109,323,98656
0,4268,115,328,99866
0,3893,105,336,100942
0,3534,100,338,101898
0,3242,88,341,102855
0,2967,77,345,103700
0,2710,62,348,104573
0,2467,68,352,105271
0,2265,70,356,105898
0,2054,69,358,106439
0,1860,74,362,107007
0,1712,62,365,107487
0,1565,56,368,107966
0,1412,55,370,108333
0,1282,51,370,108720
0,1173,52,370,109080
0,1080,45,371,109396
0,977,47,371,109655
0,885,42,371,109945
0,801,34,373,110177
0,736,31,374,110385
0,661,34,374,110612
0,610,42,374,110766
0,548,36,376,110941
0,514,31,377,111109
0,472,27,378,111234
0,428,23,378,111380
0,400,20,378,111504
0,363,18,378,111618
0,334,15,379,111709
0,305,9,379,111793
0,273,11,379,111859
0,250,11,380,111939
0,228,9,380,112011
0,213,10,380,112078
0,191,9,380,112134
0,175,9,380,112174
0,164,9,380,112222
0,150,10,380,112254
0,138,8,381,112306
0,120,8,381,112337
0,110,7,381,112375
0,103,6,381,112402
0,96,5,381,112428
0,89,6,381,112447
0,81,10,381,112462
0,71,11,381,112485
0,66,7,382,112503
0,59,7,382,112516
0,53,10,382,112532
0,49,9,382,112545
0,42,8,382,112551
0,39,8,382,112563
0,37,6,382,112577
0,33,5,382,112584
0,28,3,382,112602
0,25,2,382,112613
0,24,2,382,112618
0,24,3,382,112624
0,24,5,382,112632
0,22,4,382,112637
0,19,2,382,112647
0,17,3,382,112660
0,16,1,382,112664
0,16,1,382,112667
0,13,1,382,112674
0,12,1,382,112680
0,9,1,382,112682
0,8,1,382,112683
0,8,1,382,112685
0,7,1,382,112688
0,7,2,382,112692
0,6,2,382,112692
0,5,0,382,112694
0,5,1,382,112694
0,4,1,382,112696
0,4,1,382,112698
0,4,1,382,112699
0,4,1,382,112699
0,4,0,382,112700
0,3,0,382,112700
0,3,1,382,112702
0,3,1,382,112702
0,2,1,382,112702
0,2,1,382,112702
0,2,1,382,112703
0,2,1,382,112703
0,2,1,382,112703
0,2,1,382,112703
0,2,1,382,112703
0,2,0,382,112705
0,2,0,382,112705
0,2,0,382,112705
0,2,0,382,112705
0,1,0,382,112706
0,1,0,382,112707
0,1,0,382,112708
0,1,0,382,112708
0,1,0,382,112708
0,1,0,382,112709
0,1,0,382,112709
0,1,0,382,112709
0,1,0,382,112709
0,1,0,382,112709
0,1,0,382,112709
0,1,0,382,112709
0,1,0,382,112710
0,1,0,382,112710
0,1,0,382,112710
0,1,0,382,112710
0,1,0,382,112710
0,1,0,382,112710
0,0,0,382,112710
0,0,0,382,112710
0,0,0,382,112710
0,0,0,382,112710
0,0,0,382,112710
0,0,0,382,112710
0,0,0,382,112710
0,0,0,382,112710
0,0,0,382,112710
0,0,0,382,112710
0,0,0,382,112711
0,0,0,382,112711
0,0,0,382,112711
0,0,0,382,112711
0,0,0,382,112711
0,0,0,382,112711
0,0,0,382,112711
0,0,0,382,112711
0,0,0,382,112711
0,0,0,382,112711
0,0,0,382,112711
0,0,0,382,112711
0,0,0,382,112711
