Susceptible,Exposed,Hospitalised,Death,Recovered
113093,0,0,0,0
113093,0,0,0,0
113093,0,0,0,0
113093,0,0,0,0
113093,0,0,0,0
113093,0,0,0,0
113093,0,0,0,0
113093,0,0,0,0
113074,19,0,0,0
112991,100,0,0,0
112843,239,0,0,0
112589,472,0,0,0
112312,697,0,0,0
111891,1051,0,0,12
111310,1538,0,0,29
110456,2278,0,0,38
109368,3188,0,0,68
107760,4501,0,0,112
105597,6257,0,0,183
103140,8174,2,0,286
99923,10646,0,0,412
96108,13556,3,0,616
91820,16667,5,0,860
86635,20473,7,0,1183
80964,24367,10,0,1598
74653,28511,13,0,2127
67545,33178,14,1,2810
59812,38054,20,1,3652
51894,42742,22,2,4681
43878,47115,33,2,5864
36142,50811,48,3,7244
28759,53825,53,3,8842
22050,55840,60,4,10687
16428,56698,72,4,12699
11829,56279,84,7,14951
8200,55040,114,10,17454
5429,52962,144,17,20086
3564,50206,164,21,23076
2298,47133,175,28,26215
1483,43951,193,32,29446
932,40806,209,37,32772
579,37654,234,48,36156
346,34639,260,58,39743
216,31808,271,73,43371
126,29141,288,88,46894
74,26699,287,107,50580
47,24406,300,125,54122
28,22320,297,140,57701
14,20427,262,153,61168
1,18631,270,167,64536
1,17122,273,181,67742
0,15611,274,188,71011
0,14242,271,202,73934
0,12996,254,221,76805
0,11894,250,228,79554
0,10882,238,237,82174
0,9951,236,246,84601
0,9112,227,254,86782
0,8328,219,262,88910
0,7636,196,271,90868
0,6998,195,278,92655
0,6379,175,284,94342
0,5821,162,291,95857
0,5289,141,304,97316
0,4869,145,307,98579
0,4443,120,312,99772
0,4057,111,316,100891
0,3724,106,322,101807
0,3412,96,331,102704
0,3109,92,336,103529
0,2837,82,340,104301
0,2577,73,346,105012
0,2364,61,348,105572
0,2129,55,348,106196
0,1956,56,351,106730
0,1793,55,354,107240
0,1645,43,356,107712
0,1493,45,357,108160
0,1366,45,359,108528
0,1231,35,359,108872
0,1122,32,360,109216
0,1030,35,361,109513
0,936,35,363,109785
0,859,38,363,110016
0,770,31,365,110203
0,713,28,365,110452
0,663,25,368,110656
0,616,19,368,110835
0,570,18,369,110989
0,525,15,370,111137
0,486,18,370,111250
0,440,18,370,111375
0,399,18,371,111488
0,353,18,371,111589
0,332,14,373,111681
0,306,14,375,111774
0,281,14,376,111849
0,253,12,376,111928
0,227,11,376,111996
0,204,13,376,112060
0,178,12,376,112124
0,164,11,376,112177
0,151,12,376,112226
0,137,14,376,112277
0,123,11,376,112331
0,116,6,376,112374
0,104,5,376,112392
0,92,4,376,112422
0,78,3,376,112442
0,68,6,377,112464
0,59,9,377,112489
0,51,8,377,112508
0,45,9,377,112527
0,41,5,377,112544
0,40,5,377,112554
0,38,8,377,112565
0,36,8,377,112577
0,33,8,377,112586
0,31,6,378,112599
0,30,6,378,112610
0,29,9,378,112623
0,29,7,378,112635
0,27,5,378,112642
0,26,4,378,112651
0,22,3,378,112655
0,22,3,378,112661
0,21,3,378,112663
0,19,3,378,112665
0,17,3,378,112667
0,15,1,378,112674
0,14,1,378,112677
0,10,2,378,112684
0,9,2,378,112686
0,9,2,378,112686
0,9,1,378,112688
0,8,1,378,112689
0,8,1,378,112689
0,8,2,378,112696
0,6,2,378,112696
0,5,2,378,112697
0,5,2,378,112698
0,5,2,378,112700
0,5,2,378,112700
0,5,2,378,112702
0,5,1,378,112704
0,5,1,378,112704
0,4,1,378,112705
0,4,1,378,112705
0,2,0,378,112708
0,1,0,378,112708
0,1,0,378,112708
0,1,0,378,112708
0,1,1,378,112708
0,1,1,378,112708
0,0,1,378,112708
0,0,1,378,112708
0,0,0,378,112709
0,0,0,378,112710
0,0,0,378,112711
0,0,0,378,112712
0,0,0,378,112712
0,0,0,378,112713
0,0,0,378,112713
0,0,0,378,112713
0,0,0,378,112713
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
0,0,0,378,112715
