 day, S, E, H, R, D
0,113093.0,0.0,0.0,0.0,0.0
1,113093.0,0.0,0.0,0.0,0.0
2,113093.0,0.0,0.0,0.0,0.0
3,113093.0,0.0,0.0,0.0,0.0
4,113093.0,0.0,0.0,0.0,0.0
5,113093.0,0.0,0.0,0.0,0.0
6,113091.477,1.523,0.0,0.0,0.0
7,113082.914,9.817,0.0,0.0,0.0
8,113054.125,36.801,0.0,0.044,0.0
9,112984.304,100.082,0.0,0.435,0.0
10,112845.177,221.449,0.0,1.93,0.0
11,112594.337,432.955,0.0,6.501,0.0
12,112162.988,787.893,0.0,17.198,0.0
13,111448.77,1362.96,0.006,37.988,0.0
14,110289.915,2280.299,0.02,77.217,0.0
15,108432.241,3735.49,0.122,146.784,0.001
16,105485.132,6021.107,0.457,264.807,0.002
17,100878.385,9561.794,1.123,461.612,0.005
18,93851.979,14897.198,2.579,786.073,0.01
19,83526.534,22584.397,4.968,1305.591,0.058
20,69269.24,32845.108,8.567,2124.579,0.141
21,51449.145,44847.316,13.727,3387.11,0.346
22,32424.453,55930.5,19.987,5254.284,0.815
23,16312.587,62135.515,26.393,7891.273,1.719
24,6383.57,61063.238,31.383,11352.066,3.409
25,2072.023,54565.033,34.883,15500.351,6.169
26,622.339,46358.401,39.07,20077.11,10.422
27,178.224,38586.115,44.436,24827.143,16.715
28,50.151,31883.256,52.197,29637.214,25.315
29,13.614,26272.297,61.119,34479.224,36.473
30,3.758,21631.659,71.912,39320.211,49.966
31,1.323,17798.136,82.31,44119.543,65.133
32,0.518,14649.055,94.251,48812.739,81.362
33,0.209,12055.252,103.868,53346.109,98.294
34,0.092,9921.494,115.643,57688.568,115.253
35,0.04,8166.109,122.963,61824.051,132.567
36,0.023,6718.306,132.958,65735.958,149.115
37,0.011,5527.119,138.752,69422.042,165.347
38,0.006,4548.079,147.155,72864.936,180.623
39,0.001,3742.011,152.212,76081.368,195.194
40,0.001,3080.145,157.843,79079.046,209.078
41,0.001,2533.453,161.826,81860.041,222.138
42,0.0,2085.312,166.083,84433.047,234.32
43,0.0,1716.598,168.929,86811.079,245.693
44,0.0,1414.233,170.969,89008.881,256.389
45,0.0,1162.734,172.649,91027.896,266.268
46,0.0,955.984,173.867,92887.903,275.448
47,0.0,786.172,174.717,94597.735,284.09
48,0.0,647.16,174.759,96165.68,291.97
49,0.0,532.339,174.608,97602.796,299.327
50,0.0,438.076,174.057,98918.89,306.042
51,0.0,360.456,172.929,100121.041,312.243
52,0.0,296.271,171.288,101222.845,317.976
53,0.0,243.917,169.901,102230.946,323.296
54,0.0,200.793,167.596,103151.604,328.124
55,0.0,165.282,165.273,103993.751,332.641
56,0.0,136.092,162.485,104762.671,336.829
57,0.0,111.817,159.717,105464.794,340.561
58,0.0,91.777,156.479,106103.658,344.0
59,0.0,75.641,152.898,106687.778,347.156
60,0.0,62.232,149.359,107221.19,350.001
61,0.0,51.3,145.242,107707.029,352.602
62,0.0,42.187,141.181,108149.531,355.118
63,0.0,34.677,137.134,108552.582,357.374
64,0.0,28.405,132.696,108920.31,359.477
65,0.0,23.411,128.325,109255.135,361.402
66,0.0,19.314,123.716,109560.341,363.262
67,0.0,15.857,119.356,109839.412,364.957
68,0.0,12.998,114.995,110092.85,366.389
69,0.0,10.674,110.376,110324.639,367.825
70,0.0,8.777,106.098,110535.493,369.082
71,0.0,7.267,101.542,110727.423,370.312
72,0.0,5.966,97.066,110902.811,371.421
73,0.0,4.9,92.548,111061.733,372.454
74,0.0,4.027,88.054,111207.389,373.411
75,0.0,3.325,83.765,111340.295,374.278
76,0.0,2.731,79.459,111461.808,375.079
77,0.0,2.281,75.347,111571.921,375.793
78,0.0,1.884,71.259,111672.616,376.51
79,0.0,1.556,67.611,111764.168,377.153
80,0.0,1.271,63.804,111847.696,377.763
81,0.0,1.061,60.037,111923.963,378.291
82,0.0,0.906,56.376,111993.552,378.791
83,0.0,0.742,53.304,112056.832,379.224
84,0.0,0.631,50.095,112114.274,379.689
85,0.0,0.509,46.79,112166.791,380.095
86,0.0,0.422,43.81,112214.766,380.496
87,0.0,0.345,40.917,112258.131,380.816
88,0.0,0.281,38.095,112297.71,381.11
89,0.0,0.247,35.628,112333.645,381.418
90,0.0,0.207,33.28,112366.908,381.674
91,0.0,0.173,30.946,112396.817,381.926
92,0.0,0.145,28.645,112424.22,382.193
93,0.0,0.125,26.538,112449.113,382.421
94,0.0,0.101,24.611,112472.092,382.636
95,0.0,0.088,22.854,112492.868,382.818
96,0.0,0.068,21.112,112512.024,382.966
97,0.0,0.056,19.49,112529.601,383.109
98,0.0,0.045,18.051,112545.33,383.258
99,0.0,0.036,16.708,112559.716,383.4
100,0.0,0.03,15.396,112572.947,383.521
101,0.0,0.025,14.2,112584.826,383.635
102,0.0,0.022,13.087,112595.648,383.755
103,0.0,0.021,12.093,112605.373,383.842
104,0.0,0.018,11.093,112614.555,383.936
105,0.0,0.013,10.099,112622.871,384.018
106,0.0,0.011,9.309,112630.561,384.089
107,0.0,0.01,8.551,112637.399,384.172
108,0.0,0.01,7.858,112643.521,384.235
109,0.0,0.009,7.282,112649.251,384.293
110,0.0,0.007,6.661,112654.338,384.334
111,0.0,0.007,6.173,112659.025,384.375
112,0.0,0.004,5.702,112663.282,384.412
113,0.0,0.004,5.215,112667.309,384.455
114,0.0,0.004,4.752,112670.878,384.483
115,0.0,0.003,4.36,112674.097,384.519
116,0.0,0.003,3.931,112677.275,384.559
117,0.0,0.003,3.559,112680.017,384.583
118,0.0,0.003,3.208,112682.487,384.609
119,0.0,0.002,2.927,112684.74,384.629
120,0.0,0.001,2.681,112686.768,384.651
121,0.0,0.001,2.492,112688.478,384.67
122,0.0,0.001,2.282,112690.22,384.692
123,0.0,0.001,2.086,112691.806,384.71
124,0.0,0.001,1.966,112693.174,384.718
125,0.0,0.0,1.803,112694.531,384.731
126,0.0,0.0,1.633,112695.681,384.739
127,0.0,0.0,1.489,112696.774,384.757
128,0.0,0.0,1.377,112697.771,384.764
129,0.0,0.0,1.251,112698.643,384.775
130,0.0,0.0,1.177,112699.438,384.782
131,0.0,0.0,1.067,112700.183,384.795
132,0.0,0.0,0.982,112700.899,384.8
133,0.0,0.0,0.903,112701.542,384.806
134,0.0,0.0,0.82,112702.16,384.812
135,0.0,0.0,0.742,112702.669,384.821
136,0.0,0.0,0.678,112703.133,384.827
137,0.0,0.0,0.639,112703.57,384.834
138,0.0,0.0,0.586,112703.969,384.839
139,0.0,0.0,0.547,112704.34,384.843
140,0.0,0.0,0.513,112704.649,384.847
141,0.0,0.0,0.46,112704.959,384.85
142,0.0,0.0,0.424,112705.244,384.854
143,0.0,0.0,0.398,112705.508,384.856
144,0.0,0.0,0.378,112705.702,384.858
145,0.0,0.0,0.345,112705.926,384.86
146,0.0,0.0,0.329,112706.123,384.86
147,0.0,0.0,0.288,112706.307,384.862
148,0.0,0.0,0.255,112706.461,384.866
149,0.0,0.0,0.225,112706.622,384.868
150,0.0,0.0,0.199,112706.768,384.869
151,0.0,0.0,0.179,112706.881,384.872
152,0.0,0.0,0.17,112706.979,384.872
153,0.0,0.0,0.159,112707.075,384.872
154,0.0,0.0,0.14,112707.165,384.875
155,0.0,0.0,0.129,112707.25,384.875
156,0.0,0.0,0.111,112707.336,384.875
157,0.0,0.0,0.097,112707.405,384.875
158,0.0,0.0,0.098,112707.456,384.875
159,0.0,0.0,0.092,112707.51,384.877
160,0.0,0.0,0.089,112707.565,384.878
161,0.0,0.0,0.083,112707.611,384.878
162,0.0,0.0,0.076,112707.655,384.878
163,0.0,0.0,0.072,112707.687,384.879
164,0.0,0.0,0.064,112707.73,384.879
165,0.0,0.0,0.059,112707.764,384.879
166,0.0,0.0,0.057,112707.799,384.879
167,0.0,0.0,0.05,112707.836,384.879
168,0.0,0.0,0.046,112707.86,384.88
169,0.0,0.0,0.044,112707.883,384.88
170,0.0,0.0,0.039,112707.898,384.88
171,0.0,0.0,0.035,112707.919,384.88
172,0.0,0.0,0.03,112707.942,384.88
173,0.0,0.0,0.026,112707.961,384.88
174,0.0,0.0,0.023,112707.977,384.88
175,0.0,0.0,0.022,112707.99,384.881
176,0.0,0.0,0.021,112707.996,384.881
177,0.0,0.0,0.019,112708.006,384.881
178,0.0,0.0,0.016,112708.017,384.881
179,0.0,0.0,0.013,112708.029,384.881
180,0.0,0.0,0.012,112708.038,384.881
181,0.0,0.0,0.01,112708.041,384.881
182,0.0,0.0,0.011,112708.048,384.881
183,0.0,0.0,0.011,112708.055,384.881
184,0.0,0.0,0.009,112708.061,384.881
