umap-2d-one,umap-2d-two,y_sub
-2.729203,8.692265,0.0
-0.8219818,7.9114513,0.0
-1.9314859,8.167009,0.0
-1.5331309,8.027579,0.0
-2.04056,8.212378,0.0
-2.1798882,8.2868185,0.0
-0.96597767,7.938863,0.0
-1.0208445,7.9541464,0.0
-1.2453164,7.9814334,0.0
-2.537939,8.526703,0.0
-2.1522481,8.269245,0.0
-0.7871092,7.8995333,0.0
-2.6253428,8.594749,0.0
-0.65930456,7.8784447,0.0
-1.0835054,7.9618754,0.0
-2.4099002,8.436654,0.0
-1.3531343,7.9886413,0.0
-1.5416162,8.035533,0.0
-2.6058834,8.576562,0.0
-2.5309632,8.519638,0.0
-1.6367673,8.065799,0.0
-2.2876394,8.350847,0.0
-1.5388558,8.041506,0.0
-1.2507305,7.983735,0.0
-2.322261,8.368241,0.0
-1.9396043,8.162072,0.0
-1.3577361,7.994009,0.0
-1.1085753,7.962991,0.0
-1.7872254,8.106567,0.0
-2.5348248,8.526777,0.0
-1.892015,8.153701,0.0
-0.9583198,7.937056,0.0
-2.3901188,8.4188,0.0
-1.8690318,8.127059,0.0
-2.007418,8.197379,0.0
-1.2971836,7.983319,0.0
-2.1465182,8.264206,0.0
-2.2761998,8.341008,0.0
-2.7337062,8.694359,0.0
-2.7398462,8.698897,0.0
-1.4959517,8.012403,0.0
-0.9326699,7.930105,0.0
-1.5894458,8.046413,0.0
-1.4323527,8.003302,0.0
-1.7730459,8.115887,0.0
-1.8487903,8.128339,0.0
-2.2268472,8.313938,0.0
-1.797534,8.127457,0.0
-2.6870418,8.646634,0.0
-2.822712,8.783671,0.0
-2.1193552,8.250984,0.0
-1.4597588,8.011274,0.0
-1.2337108,7.97819,0.0
-1.2804217,7.9821067,0.0
-1.2357365,7.979355,0.0
-1.9695632,8.188019,0.0
-1.7364358,8.082253,0.0
-2.314764,8.377187,0.0
-0.9200443,7.9286013,0.0
-1.3928163,7.9984646,0.0
-1.1075156,7.9620194,0.0
-2.4676964,8.46896,0.0
-2.240412,8.329875,0.0
-1.328205,7.987464,0.0
-1.4892688,8.01876,0.0
-1.367046,7.9926295,0.0
-1.9407763,8.162168,0.0
-1.3876721,7.9947195,0.0
-1.4132534,7.9983687,0.0
-2.0158987,8.222522,0.0
-1.4688408,8.011141,0.0
-2.5868766,8.56308,0.0
-1.8128257,8.118668,0.0
-2.4811537,8.476724,0.0
-0.7405204,7.892563,0.0
-2.0803854,8.257866,0.0
-0.7832967,7.900995,0.0
-1.4741659,8.010563,0.0
-1.1528379,7.969764,0.0
-2.5105789,8.500549,0.0
-1.2910502,7.982407,0.0
-2.2580252,8.315655,0.0
-0.819448,7.905279,0.0
-1.5872155,8.0431185,0.0
-1.7603768,8.108438,0.0
-1.5226167,8.025285,0.0
-1.4783859,8.003696,0.0
-2.2711453,8.350536,0.0
-0.7057301,7.8865337,0.0
-2.0656192,8.223076,0.0
-1.5865157,8.039456,0.0
-1.4698254,8.011222,0.0
-0.71010566,7.886928,0.0
-1.3042301,7.9792123,0.0
-1.9461993,8.165186,0.0
-1.3178278,7.9823027,0.0
