umap-2d-one,umap-2d-two,y_sub
-3.374877,0.8103336,0.0
-3.3979945,0.81798667,0.0
-3.946646,0.609715,0.0
-1.9551101,-1.1477784,0.0
-2.1034274,-0.76365757,0.0
-3.326113,0.9414745,0.0
-3.6629765,0.9172895,0.0
-3.0892947,0.6670082,0.0
-3.6549995,1.0986507,0.0
-2.5567982,0.047207613,0.0
-2.6456869,0.1326921,0.0
-2.4943748,-0.027789498,0.0
-1.8616934,-1.3782258,0.0
-3.8733733,0.74903154,0.0
-3.857938,0.716973,0.0
-3.9532983,0.94758934,0.0
-3.2771738,0.96452534,0.0
-4.0894313,0.34452468,0.0
-2.2931447,-0.27501956,0.0
-3.4654222,0.9287089,0.0
-2.5254037,-0.0060704197,0.0
-3.7540956,0.93114877,0.0
-3.6493733,0.80772173,0.0
-2.34283,-0.3361542,0.0
-3.5222735,0.96870655,0.0
-3.258409,0.86819303,0.0
-3.3713384,0.94909453,0.0
-2.9737246,0.5316351,0.0
-1.5288067,-2.0666747,0.0
-2.2187517,-0.4860953,0.0
-2.6739104,0.30186173,0.0
-4.1487474,0.36558,0.0
-2.4773943,-0.051196575,0.0
-3.7357807,0.8089773,0.0
-3.615062,1.0401217,0.0
-4.0903516,0.48686138,0.0
-4.078801,0.50415707,0.0
-3.5847092,0.84718007,0.0
-3.5213995,0.81017363,0.0
-3.2835116,0.9645808,0.0
-2.798375,0.84787863,0.0
-3.3126945,0.90451854,0.0
-3.885916,0.6941214,0.0
-3.424792,1.0731993,0.0
-3.1409972,0.77098155,0.0
-3.68003,0.87834847,0.0
-2.9826298,0.68232894,0.0
-2.0938592,-0.7950307,0.0
-2.1193907,-0.7461938,0.0
-1.9688303,-1.1044832,0.0
-2.3371716,-0.32974535,0.0
-2.689616,0.3198352,0.0
-3.0958817,0.69809294,0.0
-3.8914523,0.9114502,0.0
-2.9324164,0.6903591,0.0
-3.0529647,0.8128254,0.0
-2.8154552,0.36369458,0.0
-3.7859597,0.95033306,0.0
-2.9210508,0.49627173,0.0
-3.0141644,0.60273623,0.0
-3.5346217,0.9345355,0.0
-3.880525,0.7929287,0.0
-3.425803,0.81605864,0.0
-2.887583,0.5316109,0.0
-2.9442344,0.7094615,0.0
-2.9515452,0.6929136,0.0
-2.9919388,0.6797633,0.0
-2.7425811,0.40541598,0.0
-2.8817077,0.5918328,0.0
-4.0922184,0.30660456,0.0
-1.8831168,-1.340748,0.0
-1.9363832,-1.1833242,0.0
-2.783119,0.3194418,0.0
-2.8734243,0.4570779,0.0
-3.5475578,0.93160504,0.0
-3.526357,0.9483748,0.0
-2.9588668,0.6260481,0.0
-3.8686802,0.73818165,0.0
-3.0750248,0.6206131,0.0
-2.19927,-0.561193,0.0
-2.5023644,-0.015321972,0.0
-2.8982682,0.44282684,0.0
-2.8641553,0.42774314,0.0
-2.7235432,0.23261209,0.0
-3.5127418,0.92994225,0.0
-4.126629,0.31778884,0.0
-2.007313,-0.87916994,0.0
-4.0887704,0.19394588,0.0
-3.705893,0.7681242,0.0
-3.4718716,0.97950065,0.0
-2.5014668,0.11193835,0.0
-2.6964204,0.19730653,0.0
-3.6693244,0.9460773,0.0
-3.6504111,1.2946383,0.0
-2.973656,0.5446441,0.0
-1.7698911,-1.6172768,0.0
-2.9407303,0.5105583,0.0
-3.597956,0.9022277,0.0
-3.6206224,0.8276189,0.0
-2.7104242,0.40089896,0.0
-1.8465687,-1.4365454,0.0
-4.094323,0.25338036,0.0
-2.710629,0.1644756,0.0
-3.2047565,0.71573967,0.0
-4.1361237,0.37972605,0.0
-3.354224,0.84430367,0.0
-3.6241302,0.8453511,0.0
-2.5705004,0.32940495,0.0
-2.7603369,0.58265996,0.0
-3.5559382,0.9073935,0.0
-2.9961538,0.5527058,0.0
-2.3686907,-0.27996224,0.0
-2.5999575,0.34458894,0.0
-3.0045862,0.67293024,0.0
-3.993544,0.54787314,0.0
-2.8500202,0.51731676,0.0
-3.9540186,0.6476554,0.0
-4.0623837,0.8725446,0.0
-3.4013727,0.90279305,0.0
-3.328976,1.0015184,0.0
-2.8883145,0.45275873,0.0
-3.0373201,0.66330886,0.0
-2.920154,0.71877265,0.0
-3.4501858,0.9178677,0.0
-2.5584128,0.028445417,0.0
-2.835086,0.6997671,0.0
-3.682124,0.8132951,0.0
-3.2754836,0.91080433,0.0
-2.1239479,-0.7517853,0.0
-3.91043,0.66854304,0.0
-4.0831347,0.45340148,0.0
-2.9452045,0.6646502,0.0
-3.9715512,0.6080126,0.0
-3.5721748,0.8988487,0.0
-1.9111048,-1.2590376,0.0
-3.3566856,0.84139365,0.0
-2.0399985,-0.9232288,0.0
-2.283392,-0.4379798,0.0
-1.6657916,-1.8158021,0.0
-2.9232695,0.5852086,0.0
-3.007781,0.827037,0.0
-3.5862248,0.99401796,0.0
-2.3378325,-0.33217567,0.0
-3.4615953,0.8609191,0.0
-3.6941912,2.4254246,0.0
-1.6857555,-1.8078579,0.0
-2.847293,0.6039859,0.0
-2.515035,0.010687942,0.0
-2.4990141,-0.00550622,0.0
-4.099056,0.07799055,0.0
-3.920123,0.6258488,0.0
-3.6079676,0.9132924,0.0
-3.0319743,0.7150121,0.0
-2.9758768,0.77079177,0.0
-2.652603,0.22319487,0.0
-2.4507687,0.22331466,0.0
-2.428672,0.04845897,0.0
-3.3030598,0.8853252,0.0
-3.5766826,1.0259662,0.0
-2.2901752,-0.4166948,0.0
-3.7800434,0.7729133,0.0
-2.7093134,0.3588353,0.0
-4.054345,0.47107112,0.0
-3.9967456,0.5539438,0.0
-3.7386239,0.9177738,0.0
-2.1715448,-0.66753757,0.0
-3.8629935,0.72747964,0.0
-2.5594342,0.07855925,0.0
-3.3187678,0.87650573,0.0
-3.3663864,0.8327395,0.0
-3.8236194,0.7157435,0.0
-3.3515487,0.8747443,0.0
-2.1898792,-0.6297535,0.0
-3.6532104,0.81140375,0.0
-2.9600375,0.73422796,0.0
-3.1886818,0.74828213,0.0
-2.876227,0.50364953,0.0
-2.7907593,0.33361515,0.0
-3.8489392,0.9352136,0.0
-2.0234907,-0.9486901,0.0
-3.0351822,0.81495714,0.0
-3.9301212,0.6145839,0.0
-3.6705675,0.83969045,0.0
-3.2252848,0.80367583,0.0
5.099217,-4.515237,0.0
-3.6363962,0.8687863,0.0
-2.8006306,0.34135026,0.0
-3.0036104,0.5843201,0.0
-2.594633,0.052839752,0.0
-3.833153,0.7610812,0.0
-3.7345326,0.7585713,0.0
-3.472471,0.96848273,0.0
-3.5001771,0.96727866,0.0
-2.8760338,0.5414416,0.0
-2.287048,-0.28980345,0.0
-2.8409414,0.51990855,0.0
-4.0096884,0.5765112,0.0
-4.0867715,0.4337479,0.0
-3.064852,0.88739,0.0
-4.0098615,0.65115756,0.0
-2.177508,-0.4595912,0.0
-2.9111874,0.47277495,0.0
-3.5502613,0.9282016,0.0
-2.5051515,0.018479642,0.0
-3.334563,0.7975861,0.0
-4.1209517,0.3789657,0.0
-2.8682284,0.49669012,0.0
-3.1056778,0.6780718,0.0
-1.9473867,-1.1679624,0.0
-3.6296628,0.97537965,0.0
-2.8533974,0.47435346,0.0
-2.1348708,-0.7277945,0.0
-1.4123629,-2.293057,0.0
-3.4684608,0.8658691,0.0
-1.9765089,-1.0863631,0.0
-3.0806298,0.65054125,0.0
-3.425566,0.84155685,0.0
-3.9492536,0.844377,0.0
-3.11161,0.6722404,0.0
-3.3181825,0.9710022,0.0
-3.0914276,0.7039725,0.0
-2.759824,0.2624379,0.0
-2.9552965,0.6486704,0.0
-2.9916968,0.67205226,0.0
-1.784677,-1.5778003,0.0
-3.7925434,0.7426867,0.0
-3.2187905,0.78162795,0.0
-3.452192,0.9646666,0.0
-3.4580956,0.9592613,0.0
-4.0982437,0.33381963,0.0
-4.014007,0.49560177,0.0
-3.9507675,0.633576,0.0
-1.7520305,-1.6526794,0.0
-3.309454,0.7940654,0.0
-4.015497,0.54539603,0.0
-3.8519604,0.7520356,0.0
-3.5232787,1.2117852,0.0
-2.7330558,0.22762536,0.0
-3.8763566,0.75596666,0.0
-1.8788449,-1.34912,0.0
-3.3810596,1.0620085,0.0
-2.796723,0.3695917,0.0
-3.26846,0.8814236,0.0
-3.5009925,0.9660953,0.0
-3.8560143,0.70559996,0.0
-2.7569692,0.2577683,0.0
-3.217347,0.78013355,0.0
-3.7249513,0.8246994,0.0
-3.7253923,0.926499,0.0
-2.5254078,0.053039074,0.0
-2.8325915,0.5076518,0.0
-1.7673995,-1.5922319,0.0
-2.4665706,-0.033770964,0.0
-3.4244456,0.8339206,0.0
-3.6547735,1.1343284,0.0
-3.560181,0.83833045,0.0
-3.2192774,0.77871317,0.0
-2.911958,0.5353157,0.0
-1.9465519,-1.170441,0.0
-3.9766407,0.6284368,0.0
-2.002265,-0.98137254,0.0
-3.602799,0.8625283,0.0
-3.2976797,0.82901806,0.0
-3.623295,2.3484523,0.0
-4.116781,0.4667173,0.0
-1.9371233,-1.193655,0.0
-3.9130726,0.6468428,0.0
-2.9922123,0.8034361,0.0
-2.5755527,0.019258836,0.0
-2.180879,-0.50563836,0.0
-3.3120463,0.80347323,0.0
-2.8322098,0.36721215,0.0
-4.1065354,0.48767954,0.0
-3.0112445,0.5828843,0.0
-3.5267396,1.0848953,0.0
-3.8580267,0.7142577,0.0
-2.229431,-0.4977771,0.0
-2.9420323,0.5268837,0.0
-1.9210273,-1.2442148,0.0
-2.6435547,0.124977276,0.0
-4.0461736,0.4815838,0.0
-2.7416656,0.24792069,0.0
-3.2371564,0.76228714,0.0
-3.7654803,1.083449,0.0
-3.4308126,1.3786274,0.0
-3.8467324,0.7382371,0.0
-2.9327369,0.5354627,0.0
-2.2484715,-0.37876874,0.0
-4.0142593,0.57405853,0.0
-3.5033782,0.9844349,0.0
-2.6869726,0.19588111,0.0
-3.6202629,0.8254819,0.0
-3.5451021,0.976255,0.0
-1.9310464,-1.1855326,0.0
-3.2094157,0.78435344,0.0
-4.0116496,0.5680447,0.0
-2.5554273,0.0399392,0.0
-2.7747014,0.2834274,0.0
-4.057673,0.4966853,0.0
-3.194546,0.7716085,0.0
-2.870598,0.43704665,0.0
-2.572375,0.21485426,0.0
-3.643889,0.8385787,0.0
-1.6616772,-1.8226908,0.0
-4.083343,0.49196395,0.0
-2.8508928,0.41874373,0.0
-2.595078,0.18074936,0.0
-3.851621,0.7058347,0.0
-3.1058037,0.6547711,0.0
-1.6694925,-1.8308176,0.0
-2.8398912,0.49906576,0.0
-3.504732,0.9250454,0.0
-3.6361997,0.86450744,0.0
-2.8213787,0.34882164,0.0
-4.137479,0.3622907,0.0
-4.0911045,0.27698588,0.0
-3.852708,0.68756795,0.0
-3.4424329,0.9814592,0.0
-3.4973588,0.8338662,0.0
-3.0453792,0.6194744,0.0
-3.0748398,0.64124244,0.0
-3.357078,1.1625457,0.0
-4.096763,0.23987375,0.0
-3.3826694,1.008448,0.0
-2.2280996,-0.46265396,0.0
-3.593853,0.86283195,0.0
-3.225266,0.7294486,0.0
-3.0463893,0.6082323,0.0
-4.030136,0.5983422,0.0
-2.1813061,-0.57604766,0.0
-3.7428224,1.0516324,0.0
-3.0085733,0.5808956,0.0
-3.8602195,0.9775399,0.0
-3.707979,1.8654497,0.0
-2.1496365,-0.7033922,0.0
-1.8555759,-1.4028817,0.0
-3.4928522,0.96754724,0.0
-3.8524857,0.741191,0.0
-2.3258998,-0.3682003,0.0
-3.5172944,0.9241463,0.0
-3.0507803,0.6888816,0.0
-2.1685305,-0.623156,0.0
-2.7075443,0.25373527,0.0
-2.3841743,-0.24356672,0.0
-3.286648,0.93583006,0.0
-3.1095078,0.7075137,0.0
-2.1814203,-0.54567224,0.0
-3.895049,0.7175679,0.0
-3.045023,0.63107866,0.0
-3.7312353,0.87955904,0.0
-2.9003263,0.46518895,0.0
-2.4632053,0.20954598,0.0
-1.6769378,-1.79209,0.0
-1.9248537,-1.2243894,0.0
-3.1109426,0.69071054,0.0
-2.694019,0.21672541,0.0
-1.6565875,-1.8362911,0.0
-3.1349044,0.74643975,0.0
-2.2645626,-0.47811207,0.0
-2.1841683,-0.546715,0.0
-2.9837384,0.64524573,0.0
-2.697257,0.24370971,0.0
-2.7293606,0.6489179,0.0
-2.6670818,0.17713904,0.0
-3.8516624,0.7111588,0.0
-2.0515823,-0.8898613,0.0
-2.8494985,0.48171172,0.0
-2.7328372,0.2300802,0.0
-2.7066748,0.59252113,0.0
-3.4371283,0.88607144,0.0
-4.1073284,0.3072548,0.0
-3.6296592,0.82768804,0.0
-3.6842124,1.1796054,0.0
-3.2473345,0.8060365,0.0
-3.0443633,0.8144229,0.0
-1.8942542,-1.3052652,0.0
-3.7424262,0.81229293,0.0
-2.830703,0.6688233,0.0
-2.0764308,-0.8485405,0.0
-3.110184,0.6946466,0.0
-2.4966712,-0.010553693,0.0
-3.6417606,1.1173819,0.0
-2.724387,0.47317755,0.0
-3.85701,0.72488767,0.0
-4.024269,0.4807153,0.0
-2.6068432,0.10494085,0.0
-2.6349494,0.20277815,0.0
-4.0923114,0.29106343,0.0
-3.1432202,0.6725248,0.0
-3.4996707,0.84242433,0.0
-4.081166,0.4699867,0.0
-3.0517776,0.67184955,0.0
-3.947506,0.80492586,0.0
-3.4421031,0.9856416,0.0
-2.7486084,0.27060646,0.0
-2.5282967,0.0052775303,0.0
-3.085892,0.67891467,0.0
-3.5428755,0.9467077,0.0
-2.6731021,0.30339223,0.0
-4.01094,0.57894135,0.0
-3.8934164,0.90138674,0.0
-2.7875588,0.615042,0.0
-3.9708552,0.5732843,0.0
-3.13372,0.8345872,0.0
-3.3918748,0.85480046,0.0
-3.951199,0.6368783,0.0
-4.1005826,0.15171158,0.0
-3.9145818,0.64113766,0.0
