umap-2d-one,umap-2d-two,y_sub
-2.1121504,-6.0232306,0.0
-2.279768,-6.5525036,0.0
-2.345077,-6.7535686,0.0
-2.3127334,-6.869897,0.0
-1.8125994,-7.5876393,0.0
-2.289965,-6.4578342,0.0
-2.1714787,-6.124361,0.0
-1.6508778,-7.6642504,0.0
-1.4914762,-7.685595,0.0
-1.9021647,-7.5239515,0.0
-2.3077495,-6.4997654,0.0
-1.8529437,-7.553322,0.0
-2.2631462,-6.311731,0.0
-1.9589717,-7.479392,0.0
-2.336018,-6.8172584,0.0
-2.3072133,-6.724985,0.0
-2.2346928,-7.164074,0.0
-1.7774173,-7.6048365,0.0
-2.1827755,-7.236225,0.0
-1.5755439,-7.701608,0.0
-2.297208,-6.662913,0.0
-2.2147996,-7.2010098,0.0
-2.0079231,-5.8720593,0.0
-2.0710077,-5.9649873,0.0
-1.8471959,-7.5628715,0.0
-1.9861082,-7.4564953,0.0
-2.1737356,-7.250176,0.0
-2.3055964,-6.7201447,0.0
-1.9923295,-7.4631004,0.0
-2.3125858,-6.7777643,0.0
-2.2188973,-6.2322993,0.0
-2.2476475,-6.3208737,0.0
-2.2704182,-6.319025,0.0
-2.333733,-6.8348117,0.0
-1.6355355,-7.6661034,0.0
-1.9273642,-7.5075994,0.0
-1.9799688,-5.8314147,0.0
-2.323857,-6.521111,0.0
-2.0845573,-5.985444,0.0
-2.2673695,-7.0126452,0.0
-2.3074138,-6.690764,0.0
-2.3165672,-6.91865,0.0
-2.252834,-6.298321,0.0
-1.9981679,-7.443903,0.0
-2.2695408,-6.457579,0.0
-2.2506845,-7.1266646,0.0
-2.1417232,-7.2631407,0.0
-2.25007,-7.116206,0.0
-2.1576293,-7.266619,0.0
-1.9990131,-5.859112,0.0
-1.8579333,-7.54292,0.0
-2.2721756,-6.98786,0.0
-2.3141944,-6.544221,0.0
-2.2088647,-7.2061205,0.0
-2.1403902,-6.0734706,0.0
-2.0516424,-5.9393744,0.0
-2.2724435,-7.0427346,0.0
-2.2163396,-6.3844438,0.0
-2.2418041,-6.280053,0.0
-2.3136444,-6.5270095,0.0
-2.3019984,-6.434535,0.0
-2.152872,-7.262491,0.0
-2.3321965,-6.7990556,0.0
-1.7409416,-7.6256213,0.0
-2.2438946,-6.364522,0.0
-2.135806,-6.0727553,0.0
-2.0859468,-5.99393,0.0
-1.5236702,-7.6826396,0.0
-2.1265078,-6.0608387,0.0
-2.2392075,-6.363816,0.0
-2.2957358,-6.9372945,0.0
-2.2446368,-6.4173427,0.0
-2.2965195,-6.47094,0.0
-2.2591364,-6.307665,0.0
-2.0399792,-5.9186497,0.0
-2.1127284,-7.325308,0.0
-2.2957704,-7.006541,0.0
-2.1220188,-6.039096,0.0
-2.291197,-6.5889297,0.0
-1.6919131,-7.6514835,0.0
-2.1630793,-7.2666655,0.0
-2.1481898,-6.089476,0.0
-1.7671142,-7.612083,0.0
-2.3253596,-6.8016987,0.0
-2.192241,-7.210363,0.0
-2.146471,-6.0768237,0.0
-2.2790241,-6.402919,0.0
-1.7531826,-7.63312,0.0
-2.3003986,-6.403579,0.0
-2.310791,-6.9249597,0.0
-2.2473338,-6.3974476,0.0
-2.3128378,-6.523707,0.0
-2.2934053,-6.625212,0.0
-2.2805276,-6.3931136,0.0
-1.6888621,-7.6438346,0.0
-2.0257237,-5.9316735,0.0
-2.1054766,-6.0287113,0.0
-2.0109491,-7.429429,0.0
-2.1483681,-6.0801473,0.0
-2.2799826,-6.3713803,0.0
-2.0691006,-5.958925,0.0
-2.336156,-6.542177,0.0
-2.1115122,-7.31983,0.0
-2.2164526,-6.23876,0.0
-2.1424484,-7.266214,0.0
-2.3027334,-6.60894,0.0
-1.9039026,-7.521387,0.0
-2.2994652,-6.7099743,0.0
-2.2163007,-7.1348248,0.0
-2.269849,-6.477336,0.0
-2.2449608,-7.1086855,0.0
-2.289619,-6.995666,0.0
-1.3578453,-7.6610436,0.0
-2.1733234,-6.143102,0.0
-2.3239043,-6.5320015,0.0
-1.8826385,-7.5336685,0.0
-2.284361,-6.5535502,0.0
-2.0992897,-5.9969196,0.0
-2.3030508,-6.467604,0.0
-2.100843,-7.3182654,0.0
-2.27745,-6.616403,0.0
-1.6580387,-7.6575274,0.0
-2.3262455,-6.825908,0.0
-2.1100924,-7.3213315,0.0
-2.3169758,-6.6226153,0.0
-2.2372892,-7.144827,0.0
-2.2572901,-7.020794,0.0
-2.161549,-7.262374,0.0
-1.3482424,-7.6526046,0.0
-1.5989997,-7.661367,0.0
-2.0115788,-5.8782315,0.0
-2.1561077,-6.1119184,0.0
-1.7337148,-7.626651,0.0
-1.861036,-7.557694,0.0
-1.8439398,-7.566597,0.0
-2.1941462,-7.2292824,0.0
-1.8731469,-7.5531073,0.0
-2.2948604,-6.468134,0.0
-1.8637542,-7.559452,0.0
-2.0005348,-7.4397197,0.0
-1.9862344,-7.4545336,0.0
-2.2407136,-6.280025,0.0
-2.2540472,-6.438782,0.0
-2.2665925,-6.5801,0.0
-2.210528,-6.273506,0.0
-2.2838366,-6.4513187,0.0
-2.3175535,-6.834223,0.0
-2.3488967,-6.825627,0.0
-2.2749784,-6.4231396,0.0
-2.2364058,-6.302265,0.0
-2.119187,-6.026495,0.0
-2.1850607,-6.1813703,0.0
-2.2227914,-6.3285046,0.0
-1.5067986,-7.6740456,0.0
-2.2421637,-6.300796,0.0
-2.284323,-6.4134016,0.0
-2.1877418,-6.1663632,0.0
-2.0849109,-5.992019,0.0
-1.6199332,-7.6681023,0.0
-2.206867,-6.2652307,0.0
-2.1384466,-7.2889647,0.0
-1.5764695,-7.6941905,0.0
-2.308546,-6.704168,0.0
-1.961031,-7.4799466,0.0
-1.8920947,-7.539688,0.0
-2.3025694,-6.760912,0.0
-2.1166954,-7.3208146,0.0
-2.034138,-7.406552,0.0
-2.0188422,-7.422488,0.0
-2.31635,-6.481383,0.0
-2.1608179,-7.2276845,0.0
-1.7137632,-7.630579,0.0
-2.2453082,-7.125604,0.0
-2.1072295,-7.3323216,0.0
-2.217785,-6.3024483,0.0
-1.741972,-7.6188493,0.0
-2.158979,-6.106743,0.0
-2.2790945,-6.9851866,0.0
-2.3158612,-6.4846964,0.0
-0.43415174,-6.8461943,0.0
-2.0339205,-7.408907,0.0
-2.2890296,-6.559425,0.0
-2.318685,-6.8804045,0.0
-1.3392947,-7.6386857,0.0
-1.9899479,-7.4525795,0.0
-1.646915,-7.663506,0.0
-2.3346858,-6.714823,0.0
-2.251255,-6.4149623,0.0
-1.9827856,-5.8501887,0.0
-2.2910566,-6.380233,0.0
-2.0222027,-5.8920503,0.0
-1.9668167,-7.469977,0.0
-2.0471358,-5.9324193,0.0
-1.857442,-7.552793,0.0
-1.492542,-7.672752,0.0
-1.7882017,-7.599738,0.0
-1.3270783,-7.633832,0.0
-1.8727369,-7.552406,0.0
-2.138999,-6.091118,0.0
-2.187683,-7.215818,0.0
-2.2963977,-6.897993,0.0
-2.3224273,-6.8204207,0.0
-2.3091009,-6.6985416,0.0
-1.871115,-7.5485477,0.0
-2.1789522,-6.155861,0.0
-2.1354468,-6.0701847,0.0
-1.5744416,-7.6965218,0.0
-1.9775181,-7.4758806,0.0
-2.0746193,-7.367272,0.0
-2.1145523,-6.04765,0.0
-2.2769568,-7.0630445,0.0
-2.2773044,-6.9595313,0.0
-2.2484121,-7.1301923,0.0
-1.706593,-7.633678,0.0
-2.308273,-6.940516,0.0
-2.3005733,-6.968995,0.0
-2.1821744,-6.252611,0.0
-2.209968,-7.181244,0.0
-2.300331,-6.676009,0.0
-2.1086507,-7.3247714,0.0
-2.248291,-6.404342,0.0
-2.3386037,-6.5618396,0.0
-2.2805455,-6.6020966,0.0
-2.2740552,-7.0371685,0.0
-1.9655523,-5.813978,0.0
-1.862537,-7.559548,0.0
-2.115854,-7.317965,0.0
-1.3560395,-7.650522,0.0
-2.3019466,-6.5927973,0.0
-1.8037469,-7.59403,0.0
-1.8544538,-7.559702,0.0
-2.2343102,-6.3216033,0.0
-2.2814665,-6.5443106,0.0
-1.9087944,-7.5213046,0.0
-2.279054,-6.4070444,0.0
-2.1646426,-7.258409,0.0
-2.2892165,-6.654924,0.0
-2.263985,-6.463131,0.0
-2.2642784,-6.291007,0.0
-2.3136604,-6.656121,0.0
-2.0259554,-7.413366,0.0
-1.6686845,-7.668302,0.0
-2.3083487,-6.7560887,0.0
-2.2839594,-6.5978627,0.0
-2.3083208,-6.6262045,0.0
-2.3464706,-6.7467995,0.0
-2.1306584,-7.296625,0.0
-2.1730556,-7.236657,0.0
-2.066947,-5.9562955,0.0
-2.2838266,-6.6548796,0.0
-1.8585756,-7.562014,0.0
-2.2912562,-6.649466,0.0
-1.7913781,-7.6100707,0.0
-2.0043905,-5.868004,0.0
-2.2892826,-6.9546676,0.0
-2.2262955,-6.24346,0.0
-2.2100782,-6.319055,0.0
-1.8571659,-7.5520563,0.0
-2.018285,-5.8876667,0.0
-2.2023115,-6.253211,0.0
-1.9856575,-5.8397837,0.0
-2.3224046,-6.8341537,0.0
-2.0189989,-5.8867054,0.0
-2.2090046,-7.199109,0.0
-2.3428688,-6.7510853,0.0
-2.265807,-7.0663133,0.0
-2.2299707,-7.114537,0.0
-2.1648965,-6.117545,0.0
-2.1213124,-6.064059,0.0
-2.3123546,-6.9208794,0.0
-1.9917673,-7.448547,0.0
-2.3069708,-6.939737,0.0
-2.3127146,-6.787439,0.0
-1.9679251,-5.8161855,0.0
-1.7120961,-7.640126,0.0
-1.9987636,-7.445751,0.0
-2.292991,-6.4174943,0.0
-2.1284254,-6.0380044,0.0
-2.0620627,-7.3804464,0.0
-2.128965,-7.302776,0.0
-2.3067276,-6.9390216,0.0
-2.1638193,-6.1225424,0.0
-2.2270133,-7.172387,0.0
-1.0503669,-7.5594964,0.0
-2.2568948,-7.0779376,0.0
-1.694838,-7.64157,0.0
-2.184311,-7.224765,0.0
-2.3164668,-6.910809,0.0
-1.7718836,-7.609739,0.0
-1.9831889,-7.4575343,0.0
-1.7158847,-7.632287,0.0
-2.2902973,-6.9784875,0.0
-2.242323,-7.140029,0.0
-2.2263057,-7.1750236,0.0
-1.8403676,-7.5627375,0.0
-1.9850622,-7.4553547,0.0
-2.1902108,-6.183603,0.0
-2.23936,-6.2876596,0.0
-2.087257,-7.346012,0.0
-2.3123472,-6.6731033,0.0
-1.5969806,-7.6747255,0.0
-2.3083496,-6.4289284,0.0
-2.0085006,-7.430774,0.0
-2.2531645,-6.4032335,0.0
-2.0610957,-5.9509687,0.0
-1.7046852,-7.643758,0.0
-1.8541638,-7.5548024,0.0
-2.3154058,-6.880477,0.0
-2.281028,-6.573474,0.0
-2.282724,-6.402435,0.0
-1.6134967,-7.6671953,0.0
-1.970074,-5.8192015,0.0
-2.2931523,-6.5354185,0.0
-2.1704006,-6.134774,0.0
-2.2302105,-6.3283563,0.0
-2.1120813,-6.0388904,0.0
-2.196142,-7.1865363,0.0
-1.8640625,-7.549381,0.0
-2.315709,-6.5061555,0.0
-1.604831,-7.66531,0.0
-1.9445353,-7.486631,0.0
-2.2680693,-6.3619556,0.0
-1.8342762,-7.575439,0.0
-2.2912204,-6.4511323,0.0
-2.2847736,-7.0162134,0.0
-2.3219,-6.855553,0.0
-2.3243222,-6.7544284,0.0
-2.1530123,-6.0903497,0.0
-2.316459,-6.882692,0.0
-2.0352297,-7.408332,0.0
-2.214171,-7.126928,0.0
-2.3141778,-6.5461087,0.0
-2.3311262,-6.705816,0.0
-1.9849553,-5.839023,0.0
-1.7875905,-7.5965543,0.0
-2.1136167,-6.0291686,0.0
-2.3170273,-6.8931236,0.0
-1.3649285,-7.6476817,0.0
-2.1555092,-7.266004,0.0
-2.100024,-7.336139,0.0
-2.296345,-6.673771,0.0
-2.3278337,-6.697726,0.0
-2.1603081,-7.2629623,0.0
-2.1144297,-6.021421,0.0
-1.3871336,-7.650136,0.0
-2.3171315,-6.84417,0.0
-2.2947443,-6.542833,0.0
-1.7358345,-7.627102,0.0
-1.1855069,-7.5890217,0.0
-1.5222913,-7.6775084,0.0
-1.5049002,-7.677222,0.0
-2.3017554,-6.9203806,0.0
-2.2722466,-6.5593567,0.0
-2.2395983,-6.283527,0.0
-1.7989595,-7.5944304,0.0
-2.2718751,-6.389886,0.0
-2.2587237,-7.0788946,0.0
-1.9416903,-7.493516,0.0
-1.5913597,-7.6689863,0.0
-2.2216709,-6.307633,0.0
-2.1475985,-6.064169,0.0
-1.6182424,-7.6621284,0.0
-2.3178413,-6.4960556,0.0
-2.3185248,-6.7613273,0.0
-2.1752646,-7.23078,0.0
-2.021549,-5.8953705,0.0
-2.2972236,-6.4448795,0.0
-2.001405,-5.862691,0.0
-2.091746,-7.3528905,0.0
-2.2532141,-7.1413484,0.0
-2.272601,-6.5811067,0.0
-2.2419648,-7.1548443,0.0
-2.1896036,-6.1765413,0.0
-1.958992,-7.4794374,0.0
-2.2348416,-6.334743,0.0
-2.2493544,-6.493482,0.0
-2.290301,-6.390442,0.0
-1.3790526,-7.674063,0.0
-2.0652113,-5.979049,0.0
-1.7476184,-7.619437,0.0
-2.1946244,-6.1926885,0.0
-1.88012,-7.540888,0.0
-2.160804,-7.254485,0.0
-1.7956402,-7.5988994,0.0
-2.3012214,-6.700686,0.0
-1.48848,-7.668098,0.0
-2.1383257,-6.0828304,0.0
-1.3322663,-7.6339583,0.0
-2.2713385,-6.984657,0.0
-2.2775865,-7.047758,0.0
-2.3182547,-6.5076637,0.0
-1.8985723,-7.521526,0.0
-2.1496394,-6.089696,0.0
-2.1622033,-6.121237,0.0
-1.6546389,-7.6697035,0.0
-2.1819284,-7.2267704,0.0
-2.0199482,-5.8911037,0.0
-2.3054612,-6.7203875,0.0
-2.1972651,-7.1974087,0.0
-2.134064,-7.291495,0.0
-2.2422342,-6.418056,0.0
-1.8430817,-7.5725226,0.0
-2.3159585,-6.6788774,0.0
-2.247823,-6.5698657,0.0
-2.1117084,-6.013235,0.0
-1.6299515,-7.662544,0.0
-2.3016024,-6.712851,0.0
-2.3384364,-6.7081113,0.0
-2.23887,-7.1578727,0.0
-2.1254587,-7.3017025,0.0
-1.5354009,-7.7223907,0.0
-2.2895663,-6.409385,0.0
-2.1610827,-6.097282,0.0
-1.9688877,-5.8214226,0.0
-2.3136804,-6.7024665,0.0
-2.2775347,-6.5433764,0.0
-2.1794205,-7.2303457,0.0
-2.2834852,-6.507666,0.0
-2.3165493,-6.6607065,0.0
-2.278072,-6.5275574,0.0
-2.0850725,-7.3532324,0.0
-2.228082,-7.1194444,0.0
-2.3163028,-6.7723722,0.0
-2.1293964,-7.297638,0.0
-2.2281327,-6.35708,0.0
-1.6886749,-7.6426954,0.0
