umap-2d-one,umap-2d-two,y_sub
-2.3511848,-2.2403579,0.0
-2.2861242,-1.9771183,0.0
-3.2751062,-2.1083097,0.0
-3.7170372,-1.2892293,0.0
-1.1959273,-2.3629773,0.0
-3.6331046,-1.6812491,0.0
-2.9637728,-2.0836153,0.0
-3.6758604,-1.2116055,0.0
-2.6897311,-2.0110772,0.0
-3.56956,-1.8895708,0.0
-3.6940992,-1.5290699,0.0
-2.9159658,-2.166359,0.0
-1.7282941,-2.374303,0.0
-2.3779855,-2.2179918,0.0
-3.7048607,-1.6343113,0.0
-3.4197104,-2.0004277,0.0
-3.396076,-1.8313502,0.0
-2.800924,-2.0742168,0.0
-2.5632534,-2.1445305,0.0
-3.607971,-1.833265,0.0
-3.473911,-1.9122448,0.0
-3.5301178,-1.819337,0.0
-3.6946054,-1.5917377,0.0
-2.2525537,-2.2855148,0.0
-3.635922,-1.6387604,0.0
-3.5307431,-1.6575112,0.0
-3.6905425,-1.2306702,0.0
-3.7042534,-1.3473521,0.0
-2.40564,-2.2086549,0.0
-3.6990523,-1.2437577,0.0
-2.3711164,-2.1642652,0.0
-2.291521,-2.248975,0.0
-2.8400202,-2.2283318,0.0
-2.6450157,-1.9434873,0.0
-3.4492128,-1.9424125,0.0
-2.886125,-1.9348265,0.0
-3.5616362,-1.7745079,0.0
-3.108557,-1.8539611,0.0
-2.7425346,-2.280368,0.0
-3.6872675,-1.5885516,0.0
-2.0928714,-2.1303494,0.0
-3.053529,-2.1856577,0.0
-3.7123575,-1.5278649,0.0
-1.0561541,-2.318006,0.0
-3.685279,-1.2293285,0.0
-2.3715186,-2.1560028,0.0
-1.868062,-2.3679264,0.0
-2.7094245,-2.2930675,0.0
-3.6337745,-1.6547707,0.0
-3.4329267,-1.956847,0.0
-2.7562265,-2.1881936,0.0
-2.963822,-2.0643835,0.0
-3.432578,-1.8713641,0.0
-3.687901,-1.6058929,0.0
-3.4920368,-1.8758645,0.0
-2.7480624,-2.151797,0.0
-2.4723947,-2.2538304,0.0
-1.7162904,-2.3051257,0.0
-3.6959093,-1.5464376,0.0
-3.2468956,-2.0428674,0.0
-3.7150455,-1.41618,0.0
-2.7488518,-2.2835054,0.0
-2.842403,-2.1862764,0.0
