umap-2d-one,umap-2d-two,y_sub
-5.420714,2.3733253,0.0
-5.3929806,2.3803623,0.0
-5.143735,0.58368737,0.0
-5.7301016,0.7668794,0.0
-5.426037,0.5963021,0.0
-5.133631,0.57869005,0.0
-6.0301256,1.8341814,0.0
-5.0861874,0.60235786,0.0
-5.589805,2.2543354,0.0
-5.4760394,2.2613502,0.0
-5.850301,0.956447,0.0
-6.106208,1.5037007,0.0
-4.7276483,2.5024288,0.0
-5.7226577,0.693413,0.0
-6.1733737,1.4208289,0.0
-6.117204,1.4521,0.0
-5.935486,1.9475659,0.0
-6.0938067,1.6871487,0.0
-5.978811,1.6020613,0.0
-4.5963173,0.76179576,0.0
-5.859995,0.7723794,0.0
-5.850785,0.9144212,0.0
-4.9927897,0.64623743,0.0
-5.527185,0.61998755,0.0
-5.388344,0.56929684,0.0
-5.1896124,0.60874003,0.0
-5.465409,0.5950044,0.0
-5.839871,0.78128695,0.0
-5.8448563,0.9235651,0.0
-5.8348446,0.94355756,0.0
-6.1064186,1.0738717,0.0
-5.023128,0.6136131,0.0
-5.9914427,1.1729355,0.0
-6.0370173,1.0426035,0.0
-5.370554,2.3875306,0.0
-4.7486467,0.6850931,0.0
-5.9092417,1.8600066,0.0
-5.8714757,0.75549763,0.0
-4.992736,0.59730405,0.0
-5.345593,2.3912387,0.0
-5.004405,0.6162838,0.0
-5.927092,2.0705006,0.0
-5.938579,1.9050386,0.0
-6.083578,1.0431113,0.0
-5.821499,0.7952121,0.0
-6.1186514,1.1322362,0.0
-4.722976,0.70093316,0.0
-6.138058,1.3702568,0.0
-5.8725867,1.8807647,0.0
-6.068906,1.5101687,0.0
-5.765201,0.71004206,0.0
-5.6955953,0.68827385,0.0
-5.977043,1.451366,0.0
-6.0718117,1.6420081,0.0
-5.917763,0.8660264,0.0
-5.5961833,0.6839361,0.0
-5.8224583,0.74342257,0.0
-6.0819817,1.269317,0.0
-5.903526,0.8650205,0.0
-6.045213,1.8078525,0.0
-6.110884,1.0749519,0.0
-5.7091064,0.65531206,0.0
-5.5288057,2.3044474,0.0
-5.7392464,0.7610312,0.0
-4.915225,0.6308521,0.0
-5.868915,0.7865663,0.0
-4.9743557,0.60790265,0.0
-6.053099,1.7982862,0.0
-6.160011,1.3984812,0.0
-5.5387893,0.65958494,0.0
-5.944906,1.8151845,0.0
-5.9587393,1.9752206,0.0
-4.8543615,0.6567449,0.0
-4.7716813,0.67793953,0.0
-6.098039,1.0438341,0.0
-5.1980314,0.567794,0.0
-5.9899263,1.9031513,0.0
-5.7056766,0.70433515,0.0
-5.129963,0.57928973,0.0
-6.1359863,1.4152408,0.0
-5.4634857,0.6118816,0.0
-5.019482,0.6142186,0.0
-5.5138865,0.57491356,0.0
-6.046066,1.3304157,0.0
-4.8804636,0.6360391,0.0
-5.019027,0.5958296,0.0
-5.4814982,2.2708101,0.0
-5.965096,0.9444657,0.0
-5.695841,0.70955807,0.0
-5.571781,2.2612705,0.0
-4.4639745,0.8253096,0.0
-4.77944,0.674529,0.0
-5.686474,2.020696,0.0
-5.073325,0.5815482,0.0
-5.957082,1.9797422,0.0
-6.0327344,1.8379666,0.0
-5.6741505,1.1337917,0.0
-6.1239986,1.4046906,0.0
-6.1406665,1.3378654,0.0
-5.487993,2.3078256,0.0
-5.8082013,0.84042364,0.0
-6.065609,1.6894773,0.0
-6.0619392,1.4859163,0.0
-5.708378,0.7319761,0.0
-4.927485,0.62666386,0.0
-6.0563974,1.0000565,0.0
-6.0121965,1.2258608,0.0
-4.9619484,0.6120789,0.0
-6.0781794,1.6068743,0.0
-6.0730524,1.4853635,0.0
-5.395951,2.3488448,0.0
-6.0634656,1.750244,0.0
-6.07461,1.0975342,0.0
-6.144306,1.4516678,0.0
-6.011016,1.3096102,0.0
-6.028601,1.3327045,0.0
-5.8455253,2.0140474,0.0
-5.861654,1.8103899,0.0
-5.300915,0.65755713,0.0
-5.600888,0.6168292,0.0
-6.099027,1.0108575,0.0
-5.496534,0.5802671,0.0
-5.5397296,2.3150156,0.0
-5.2702036,0.5936603,0.0
-4.8865013,0.65970415,0.0
-5.7694354,1.9669971,0.0
-5.870631,0.7571528,0.0
-6.1014233,1.6458834,0.0
-5.533148,0.60104865,0.0
-5.327449,0.56514513,0.0
-4.6347127,0.7427359,0.0
-5.8600793,0.7507042,0.0
-5.653279,0.7191483,0.0
-5.9733453,1.3250345,0.0
-5.1274905,0.5755035,0.0
-6.0409265,1.727301,0.0
-6.1578426,1.3561289,0.0
-6.11151,1.7353402,0.0
-6.1051254,1.1741344,0.0
-5.9963155,1.9120754,0.0
-6.040208,1.2133688,0.0
-5.6776285,0.7471769,0.0
-5.468385,2.2483485,0.0
-5.97613,1.7466165,0.0
-5.8632717,0.78755224,0.0
-4.857701,0.644178,0.0
-6.0454865,1.8555545,0.0
-5.9563837,1.8255837,0.0
-5.312551,0.569317,0.0
-6.127024,1.4521434,0.0
-4.7847896,0.6726313,0.0
-5.398838,0.5945986,0.0
-4.7017097,0.7162891,0.0
-5.8908534,2.0496342,0.0
-5.8152804,0.73876834,0.0
-5.9274864,1.972589,0.0
-5.9293222,2.0263484,0.0
-5.2663717,0.5888136,0.0
-5.0707192,0.58571565,0.0
-5.508021,2.1906998,0.0
-6.0061226,0.9432539,0.0
-5.321478,0.5669365,0.0
-4.5778093,0.77497786,0.0
-6.103639,1.3055372,0.0
-5.7869563,0.9601561,0.0
-6.2158237,1.373831,0.0
-6.040497,1.3285723,0.0
-6.0514293,1.3691355,0.0
-5.260592,0.57190406,0.0
-5.991062,0.8962656,0.0
-5.8280773,2.013406,0.0
-5.5008807,0.5993142,0.0
-5.994292,1.8760953,0.0
-5.5269647,0.5847092,0.0
-5.186241,0.5699106,0.0
-5.9277496,2.017531,0.0
-4.7407928,0.6931558,0.0
-6.03619,1.7817165,0.0
-5.6232266,0.69310033,0.0
-6.049181,1.241431,0.0
-6.06853,1.654864,0.0
-4.630912,0.74276197,0.0
-5.577817,0.595575,0.0
-5.865362,2.0901945,0.0
-5.855105,0.7566706,0.0
-6.001335,0.9660423,0.0
-5.9438734,0.8328099,0.0
-5.962644,1.2381451,0.0
-6.130229,1.3503731,0.0
-6.0729303,1.7374806,0.0
-4.7464886,0.69011956,0.0
-6.1151385,1.5124575,0.0
-5.561354,0.63433933,0.0
-5.8596883,0.9024912,0.0
-5.977523,1.9367157,0.0
-5.797852,0.71709573,0.0
-6.1292753,1.1640776,0.0
-5.8359833,0.7313562,0.0
-5.9792433,1.833391,0.0
-6.1362557,1.4636058,0.0
-5.7927594,1.873885,0.0
-5.854517,0.7789169,0.0
-5.9945436,1.0024086,0.0
-5.57732,0.65575457,0.0
-4.4989586,0.8046149,0.0
-5.0038395,0.60673696,0.0
-5.560764,2.282758,0.0
-6.094057,1.0348985,0.0
-6.0273113,0.94838834,0.0
-5.3092775,0.65137494,0.0
-5.3511996,0.58574545,0.0
-5.848882,1.5511754,0.0
-5.201506,0.57051754,0.0
-5.800359,2.104848,0.0
-5.463567,2.302143,0.0
-5.8006277,0.7270993,0.0
-5.9545007,1.0029101,0.0
-6.1180544,1.0238405,0.0
-4.9533677,0.61962855,0.0
-5.9024773,1.7904726,0.0
-5.417358,2.3112986,0.0
-4.6498227,0.7329729,0.0
-5.314652,0.56625897,0.0
-5.47966,2.2791004,0.0
-5.4280996,0.5910918,0.0
-5.736927,2.1057377,0.0
-6.011968,1.20067,0.0
-5.704247,0.72388107,0.0
-5.323508,2.3990428,0.0
-6.0370536,1.8149542,0.0
-5.9443197,1.0776381,0.0
-6.0080466,1.4560465,0.0
-5.467797,0.5933375,0.0
-5.8638396,0.9410443,0.0
-4.80826,2.5043147,0.0
-6.098965,1.1400304,0.0
-6.0201397,1.5852449,0.0
-5.9658318,1.9469066,0.0
-6.0571184,1.798064,0.0
-6.129377,1.4292673,0.0
-5.5003114,2.1682284,0.0
-4.4353313,0.8396642,0.0
-5.7684784,0.71427006,0.0
-5.6249766,1.0857258,0.0
-5.0523496,0.61072814,0.0
-5.946591,0.94575995,0.0
-6.0960617,1.6657448,0.0
-5.2295814,0.6251122,0.0
-5.4546623,0.6088539,0.0
-5.916421,1.7485111,0.0
-4.6643467,0.74043673,0.0
-6.1755295,1.4072981,0.0
-4.7827888,0.6775394,0.0
-6.054273,1.5040816,0.0
-6.074911,1.3330805,0.0
-5.9766054,1.1154491,0.0
-4.8178267,0.6683523,0.0
-5.9057274,2.0346813,0.0
-5.1753106,0.58347213,0.0
-5.777781,0.73582554,0.0
-4.7792377,0.6775335,0.0
-5.7756276,0.7273185,0.0
-6.1091,1.058024,0.0
-5.7797136,0.72465193,0.0
-5.0760937,0.5786576,0.0
-6.123629,1.3074964,0.0
-5.900153,2.037603,0.0
-4.758588,0.6749782,0.0
-6.087783,1.0218298,0.0
-5.2637134,0.63041884,0.0
-6.056091,1.7905972,0.0
-5.576171,0.6291786,0.0
-5.853615,1.0261496,0.0
-5.896927,0.79619396,0.0
-6.0660415,1.0029048,0.0
-5.861693,0.8116759,0.0
-6.065954,1.4532932,0.0
-5.770382,0.7595252,0.0
-5.7598343,1.8576101,0.0
-5.789386,0.83512443,0.0
-6.059976,1.7831823,0.0
-5.32949,0.57192147,0.0
-5.7764115,0.71101785,0.0
-5.5104876,2.3244936,0.0
-6.007355,1.7459469,0.0
-6.149361,1.3358855,0.0
-6.070383,1.076034,0.0
-6.032205,1.815486,0.0
-6.040143,1.4774151,0.0
-6.01665,0.9551559,0.0
-5.8817215,1.7781335,0.0
-5.1901054,2.4023035,0.0
-5.9592786,2.0401993,0.0
-4.6168556,0.7529597,0.0
-5.8776712,0.7753868,0.0
-5.288546,0.6380095,0.0
-6.01686,0.9706806,0.0
-5.917781,1.2688735,0.0
-6.117657,1.3494054,0.0
-5.565763,2.0309367,0.0
-5.988148,0.8848206,0.0
-5.9682493,1.9941543,0.0
-6.1670346,1.3898194,0.0
-5.684167,0.67583436,0.0
-5.3797216,2.381799,0.0
-6.1409826,1.2972171,0.0
-6.051863,1.6158037,0.0
-5.5885396,0.62804645,0.0
-5.1988716,0.5838766,0.0
-6.1154284,1.4465725,0.0
-5.1039667,0.60863847,0.0
-4.9180737,0.6240645,0.0
-5.2281547,0.5681647,0.0
-5.64684,0.6491478,0.0
-5.7981086,2.1022406,0.0
-5.648459,0.6711949,0.0
-5.7955675,2.1359475,0.0
-4.47179,0.8259552,0.0
-5.3864098,2.36839,0.0
-5.149203,0.5425635,0.0
-5.155425,0.575091,0.0
-6.146298,1.4794006,0.0
-5.380698,2.3956103,0.0
-6.080017,1.4808822,0.0
-5.609944,2.2186675,0.0
-6.1438756,1.4675109,0.0
-5.1510587,0.5786909,0.0
-5.8149986,0.77225703,0.0
-5.3754377,2.402284,0.0
-5.873359,1.2443002,0.0
-5.0102205,0.58766544,0.0
-5.003836,0.6207755,0.0
-6.0416393,1.6503894,0.0
-6.0454493,1.825328,0.0
-5.768995,0.7121561,0.0
-5.720736,0.85246164,0.0
-5.880761,1.6952745,0.0
-6.1630354,1.2550977,0.0
-5.8636627,0.7324669,0.0
-5.991662,0.9805594,0.0
-5.851089,0.72332394,0.0
-5.523604,0.6118783,0.0
-5.812091,0.7502,0.0
-6.0825095,1.6655849,0.0
-5.7473598,0.6850718,0.0
-5.7833643,0.71859777,0.0
-5.984106,0.874138,0.0
-5.2082586,0.5929987,0.0
-5.6186,2.2034173,0.0
-5.9916067,1.8977525,0.0
-6.068704,1.6929071,0.0
-5.871174,0.9245932,0.0
-5.2229433,0.5954975,0.0
-5.8012495,0.77158564,0.0
-4.913864,0.66428113,0.0
-5.7406616,0.7418656,0.0
-6.021014,1.2625006,0.0
-6.037064,1.2189732,0.0
-5.88345,2.0475223,0.0
-5.720975,0.71622914,0.0
-5.861402,1.982533,0.0
-6.0676627,1.7480211,0.0
-4.9207664,0.65478593,0.0
-5.671601,2.2034938,0.0
-5.8066106,0.9307462,0.0
-5.3459277,0.5652051,0.0
-5.9897437,1.4091506,0.0
-5.51629,2.3511715,0.0
-4.9735723,0.6039399,0.0
-4.798539,0.6692162,0.0
-5.3049893,0.6407828,0.0
-5.090394,0.6020329,0.0
-5.8385696,0.77790195,0.0
-4.649124,0.7385045,0.0
-6.1405354,1.4975362,0.0
-4.923527,0.63399,0.0
-6.0636816,1.0186598,0.0
-5.5321054,0.59275746,0.0
-5.8980303,0.81648254,0.0
-6.016044,1.3060364,0.0
-6.086145,1.2297293,0.0
-4.6693387,2.5102026,0.0
-5.766687,0.7022139,0.0
-5.195106,0.59971815,0.0
-4.6361103,0.7438459,0.0
-5.8884125,1.9625521,0.0
-5.442326,0.5897024,0.0
-6.0527043,1.1362364,0.0
-6.087675,1.6267998,0.0
-5.9287834,1.232411,0.0
-6.1809125,1.4121506,0.0
-5.8336945,2.1043248,0.0
-6.108262,1.0686547,0.0
-5.7918706,0.8636915,0.0
-5.232216,0.5878885,0.0
-5.8613677,2.0543408,0.0
-6.0141954,1.618734,0.0
-4.7544,0.6859189,0.0
-4.8607435,0.63398916,0.0
-6.0110064,1.7999479,0.0
-5.9693365,1.9090064,0.0
-5.5548954,0.62638044,0.0
-6.141673,1.2976888,0.0
-4.719146,0.7020538,0.0
-6.0245924,1.2252406,0.0
-5.9123483,1.2166548,0.0
-5.974817,1.2254958,0.0
-5.7750955,0.7044464,0.0
-6.10292,1.5071307,0.0
-4.6674113,0.72765833,0.0
-5.935416,2.0469294,0.0
-6.1721444,1.3553944,0.0
-5.8343434,1.3063396,0.0
-6.0929523,1.4507344,0.0
-5.0914936,0.5790659,0.0
-4.958504,0.6031989,0.0
-5.3957496,0.59234846,0.0
-5.7884717,2.153288,0.0
-5.8040743,1.3194017,0.0
-6.058902,1.0281061,0.0
-4.786617,0.6722651,0.0
-5.3586774,0.5664222,0.0
-6.1054254,1.0434967,0.0
-5.874105,1.5312164,0.0
-6.0091333,1.0480511,0.0
-5.03379,0.5936702,0.0
-4.8225822,0.66262543,0.0
-6.078998,1.0965697,0.0
-5.3689413,0.5660478,0.0
-4.8684497,0.6381903,0.0
-5.294453,0.56785625,0.0
-5.837862,0.88641953,0.0
-4.3944206,0.8626662,0.0
-5.1242886,0.5819203,0.0
-5.0758967,0.5797946,0.0
-5.939831,0.84476125,0.0
-5.844565,1.8205297,0.0
-6.0412307,1.0211641,0.0
-6.065459,1.479822,0.0
-5.8199043,2.0909054,0.0
-4.947206,0.5922752,0.0
-5.977215,1.7468349,0.0
-5.5561013,2.2967086,0.0
