 day, S, E, H, R, D
0,1265837.748,625.585,0.0,0.0,0.0
1,1264916.164,1053.534,0.0,5.021,0.0
2,1263993.268,1348.555,0.0,18.443,0.0
3,1263066.367,1551.555,0.0,42.401,0.0
4,1262137.448,1694.306,0.0,78.037,0.0
5,1261205.001,1793.052,0.672,130.037,0.0
6,1260269.614,1864.733,3.384,208.185,0.0
7,1259333.978,1913.487,9.187,324.325,0.01
8,1258394.418,1951.522,19.262,489.203,0.037
9,1257452.154,1978.868,33.397,712.804,0.069
10,1256508.463,1998.581,51.181,999.378,0.138
11,1255561.057,2016.078,71.253,1348.21,0.238
12,1254612.047,2030.494,92.705,1759.096,0.404
13,1253663.705,2041.817,114.416,2225.422,0.593
14,1252710.629,2054.334,134.873,2740.878,0.838
15,1251757.463,2062.959,153.677,3300.762,1.135
16,1250803.259,2068.391,170.277,3898.032,1.417
17,1249847.617,2074.611,184.953,4528.054,1.771
18,1248889.546,2080.216,197.856,5182.982,2.125
19,1247930.731,2086.039,208.817,5864.868,2.501
20,1246971.039,2091.911,217.111,6564.736,2.941
21,1246007.497,2099.835,224.082,7280.929,3.42
22,1245044.359,2105.13,229.654,8014.363,3.854
23,1245007.035,1469.969,234.101,8759.478,4.299
24,1244969.287,1038.173,237.304,9511.608,4.782
25,1244932.537,744.682,240.577,10266.2,5.279
26,1244897.255,542.217,243.028,11020.562,5.776
27,1244863.165,402.923,244.523,11770.419,6.259
28,1244830.313,307.176,245.353,12513.229,6.74
29,1244798.344,241.072,243.677,13236.321,7.262
30,1244767.702,194.782,239.038,13928.856,7.8
31,1244738.327,162.264,230.416,14579.324,8.338
32,1244709.996,138.711,216.838,15179.178,8.81
33,1244682.775,121.79,200.272,15720.656,9.253
34,1244656.665,109.247,181.604,16206.294,9.633
35,1244631.531,99.598,161.378,16637.214,10.016
36,1244607.529,91.709,140.883,17017.367,10.296
37,1244584.443,85.443,121.736,17351.09,10.571
38,1244562.265,80.501,102.879,17647.333,10.843
39,1244540.887,76.148,86.011,17911.38,11.055
40,1244520.242,72.561,71.634,18147.403,11.223
41,1244500.273,69.514,59.09,18360.249,11.38
42,1244480.845,66.557,48.844,18555.39,11.522
43,1244462.587,63.659,40.227,18733.813,11.618
44,1244444.972,61.022,33.205,18899.339,11.719
45,1244427.731,58.651,27.305,19054.364,11.784
46,1244411.114,56.572,22.777,19200.248,11.838
47,1244395.191,54.431,18.905,19337.459,11.887
48,1244379.892,52.472,15.944,19467.443,11.918
49,1244365.175,50.463,13.543,19591.317,11.948
50,1244350.911,48.622,11.728,19709.191,11.976
51,1244337.401,46.731,10.293,19822.683,11.999
52,1244324.163,45.139,9.173,19931.324,12.021
53,1244311.358,43.593,8.187,20035.233,12.039
54,1244299.031,41.984,7.502,20135.027,12.053
55,1244287.119,40.349,6.906,20231.275,12.066
56,1244275.51,39.288,6.537,20323.689,12.076
57,1244264.296,37.885,6.009,20412.389,12.097
58,1244253.533,36.617,5.742,20498.308,12.104
