 day, S, E, H, R, D
0,1266461.2,0.0,0.0,0.0,0.0
1,1265562.279,604.313,0.0,234.383,0.0
2,1264475.663,792.396,0.0,492.482,0.0
3,1261798.324,2381.914,0.0,1233.397,0.0
4,1258054.74,3449.754,0.0,2174.781,0.0
5,1249711.151,8050.888,0.008,4401.669,0.0
6,1236853.717,12566.067,0.044,7604.92,0.0
7,1210217.99,26347.098,0.147,14571.986,0.0
8,1167258.663,42677.809,0.425,25514.089,0.0
9,1085235.676,81751.396,0.996,47818.364,0.0
10,957088.428,127893.645,2.239,84309.509,0.0
11,748656.672,208208.343,4.636,153292.894,0.0
12,488547.311,259934.868,9.071,262318.9,0.0
13,221460.451,266973.097,17.3,439331.593,0.002
14,68597.367,152811.278,31.612,664523.438,0.013
15,19629.197,48952.14,57.104,900280.44,0.027
16,9122.703,10501.916,102.05,1046428.644,0.055
17,5538.793,3581.802,177.936,1100945.144,0.135
18,3764.666,1772.79,294.614,1115786.326,0.372
19,2717.472,1046.316,458.341,1121580.636,0.879
20,2047.144,669.697,649.778,1125729.278,1.966
21,1600.042,446.589,833.108,1130040.305,4.231
22,1288.073,311.578,968.833,1135048.604,7.764
23,1168.917,119.156,1044.347,1140888.685,12.724
24,1069.392,99.525,1076.458,1147499.31,18.96
25,986.811,82.581,1088.269,1154635.205,25.953
26,917.568,69.243,1093.153,1162221.939,33.365
27,859.009,58.559,1095.334,1170044.206,41.133
28,809.802,49.207,1096.15,1177912.692,48.958
29,767.91,41.892,1095.947,1185657.887,56.636
30,732.36,35.55,1094.731,1193147.897,64.098
31,702.104,30.256,1093.023,1200283.874,71.182
32,676.493,25.611,1090.027,1206984.179,77.881
33,654.442,22.051,1086.243,1213209.172,84.089
34,635.647,18.795,1082.114,1218938.874,89.86
35,619.55,16.097,1076.86,1224169.949,95.1
36,605.731,13.819,1071.02,1228912.059,99.82
37,593.853,11.878,1064.859,1233177.503,104.006
38,583.673,10.18,1058.002,1237004.8,107.967
39,574.856,8.817,1050.114,1240414.402,111.388
40,567.293,7.563,1041.519,1243448.265,114.438
41,560.857,6.436,1032.772,1246139.338,117.16
42,555.139,5.719,1023.074,1248515.856,119.657
43,550.213,4.926,1012.216,1250607.133,121.786
44,545.979,4.236,1001.087,1252449.105,123.654
45,542.335,3.645,988.829,1254070.151,125.312
46,539.168,3.171,975.812,1255493.938,126.868
47,536.384,2.788,962.574,1256739.07,128.13
48,533.97,2.416,948.271,1257832.075,129.359
49,531.936,2.04,933.974,1258788.287,130.402
50,530.169,1.77,918.496,1259626.719,131.403
51,528.685,1.492,902.768,1260360.512,132.262
52,527.385,1.307,886.314,1261003.385,133.007
53,526.226,1.167,869.619,1261565.009,133.69
54,525.215,1.013,852.437,1262055.817,134.271
55,524.334,0.89,834.565,1262486.761,134.781
56,523.485,0.854,816.42,1262865.087,135.288
57,522.776,0.716,797.956,1263197.141,135.707
58,522.211,0.568,779.45,1263487.405,136.108
59,521.701,0.518,760.762,1263744.473,136.463
60,521.246,0.461,741.78,1263970.832,136.783
61,520.887,0.361,722.904,1264169.202,137.112
62,520.524,0.368,703.919,1264345.609,137.416
63,520.237,0.289,684.918,1264500.694,137.715
64,519.985,0.254,665.81,1264638.171,137.963
65,519.779,0.209,647.377,1264760.102,138.212
66,519.581,0.201,628.642,1264868.915,138.441
67,519.423,0.16,610.051,1264965.343,138.638
68,519.286,0.138,591.804,1265051.032,138.845
69,519.172,0.117,573.993,1265127.563,139.032
70,519.075,0.098,556.317,1265196.951,139.218
71,518.988,0.089,538.767,1265259.346,139.372
72,518.919,0.071,521.593,1265315.327,139.529
73,518.841,0.079,504.85,1265365.766,139.676
74,518.781,0.062,488.472,1265411.342,139.813
75,518.737,0.045,472.389,1265452.774,139.956
76,518.693,0.045,456.664,1265490.552,140.064
77,518.666,0.03,441.65,1265525.092,140.194
78,518.627,0.039,426.722,1265556.712,140.315
79,518.596,0.031,412.047,1265586.136,140.409
80,518.572,0.024,397.862,1265613.198,140.502
81,518.549,0.023,384.178,1265637.891,140.61
82,518.531,0.018,370.867,1265660.826,140.725
83,518.514,0.017,357.933,1265682.052,140.834
84,518.502,0.012,345.64,1265701.482,140.929
85,518.488,0.014,333.703,1265719.936,141.016
86,518.478,0.011,321.935,1265737.106,141.109
87,518.467,0.011,310.393,1265753.252,141.176
88,518.458,0.009,299.466,1265768.404,141.259
89,518.454,0.004,288.67,1265782.759,141.34
90,518.448,0.006,278.403,1265796.104,141.407
91,518.44,0.008,268.317,1265808.983,141.468
92,518.436,0.004,258.451,1265821.189,141.537
93,518.433,0.003,249.091,1265832.594,141.605
94,518.428,0.005,240.22,1265843.201,141.66
95,518.427,0.001,231.437,1265853.531,141.72
96,518.424,0.003,222.86,1265863.449,141.796
97,518.421,0.003,214.56,1265872.881,141.858
98,518.42,0.001,206.625,1265881.762,141.918
99,518.418,0.002,199.041,1265890.235,141.979
100,518.416,0.002,191.765,1265898.242,142.017
101,518.414,0.002,184.667,1265905.933,142.069
102,518.41,0.004,177.955,1265913.181,142.124
103,518.41,0.0,171.416,1265920.185,142.171
104,518.41,0.0,165.191,1265926.83,142.229
105,518.41,0.0,159.177,1265933.241,142.265
106,518.408,0.002,153.337,1265939.37,142.303
107,518.408,0.0,147.667,1265945.271,142.352
108,518.407,0.001,142.367,1265950.8,142.388
109,518.406,0.001,137.061,1265956.298,142.428
110,518.406,0.0,131.999,1265961.532,142.465
111,518.406,0.0,127.173,1265966.488,142.497
112,518.406,0.0,122.432,1265971.378,142.531
113,518.406,0.0,117.973,1265975.956,142.559
114,518.406,0.0,113.502,1265980.525,142.592
115,518.406,0.0,109.265,1265984.856,142.615
116,518.406,0.0,105.274,1265988.943,142.635
117,518.406,0.0,101.348,1265992.937,142.663
118,518.406,0.0,97.625,1265996.702,142.692
119,518.406,0.0,94.144,1266000.214,142.724
120,518.406,0.0,90.664,1266003.734,142.746
121,518.406,0.0,87.28,1266007.156,142.762
122,518.406,0.0,83.992,1266010.451,142.793
123,518.406,0.0,80.873,1266013.594,142.816
124,518.406,0.0,77.902,1266016.576,142.839
125,518.406,0.0,75.077,1266019.405,142.858
126,518.406,0.0,72.289,1266022.2,142.88
127,518.406,0.0,69.481,1266025.011,142.897
128,518.406,0.0,66.883,1266027.61,142.918
129,518.406,0.0,64.423,1266030.074,142.937
130,518.406,0.0,62.049,1266032.449,142.964
131,518.406,0.0,59.71,1266034.784,142.98
132,518.406,0.0,57.452,1266037.042,143.0
133,518.406,0.0,55.296,1266039.19,143.016
134,518.406,0.0,53.271,1266041.212,143.032
135,518.406,0.0,51.317,1266043.165,143.041
136,518.406,0.0,49.43,1266045.043,143.056
137,518.406,0.0,47.584,1266046.884,143.068
138,518.406,0.0,45.808,1266048.658,143.079
139,518.406,0.0,44.117,1266050.343,143.089
140,518.406,0.0,42.606,1266051.854,143.095
141,518.406,0.0,40.998,1266053.455,143.103
142,518.406,0.0,39.526,1266054.918,143.116
143,518.406,0.0,38.006,1266056.432,143.126
144,518.406,0.0,36.621,1266057.808,143.14
145,518.406,0.0,35.265,1266059.159,143.147
146,518.406,0.0,33.952,1266060.466,143.153
147,518.406,0.0,32.729,1266061.682,143.163
148,518.406,0.0,31.539,1266062.862,143.174
149,518.406,0.0,30.4,1266063.993,143.184
150,518.406,0.0,29.336,1266065.053,143.189
151,518.406,0.0,28.308,1266066.075,143.195
152,518.406,0.0,27.287,1266067.09,143.202
153,518.406,0.0,26.366,1266068.006,143.208
154,518.406,0.0,25.338,1266069.031,143.214
155,518.406,0.0,24.412,1266069.954,143.22
156,518.406,0.0,23.498,1266070.866,143.225
157,518.406,0.0,22.614,1266071.743,143.232
158,518.406,0.0,21.762,1266072.59,143.239
159,518.406,0.0,20.932,1266073.412,143.247
160,518.406,0.0,20.165,1266074.175,143.252
161,518.406,0.0,19.429,1266074.908,143.255
162,518.406,0.0,18.722,1266075.612,143.258
163,518.406,0.0,18.044,1266076.286,143.262
164,518.406,0.0,17.338,1266076.989,143.265
