 day, S, E, H, R, D
0,638124.962,147.349,0.0,0.0,0.0
1,637946.801,299.4,0.0,0.711,0.0
2,637737.284,470.317,0.0,2.801,0.0
3,637482.384,672.021,0.0,6.652,0.0
4,637169.966,914.119,0.0,13.063,0.0
5,636781.139,1211.942,0.0,22.592,0.0
6,636301.017,1576.031,0.002,36.253,0.0
7,635704.143,2026.473,0.003,54.907,0.0
8,634965.965,2579.454,0.015,80.013,0.0
9,634053.42,3259.708,0.044,112.633,0.0
10,632931.13,4093.116,0.106,155.259,0.001
11,631549.434,5114.834,0.204,209.981,0.002
12,629851.775,6365.747,0.383,279.826,0.002
13,627767.518,7897.496,0.641,368.409,0.002
14,625214.668,9769.336,0.962,480.327,0.002
15,622090.006,12054.413,1.433,620.65,0.002
16,618282.352,14828.629,2.088,795.196,0.004
17,613641.331,18202.332,2.972,1012.314,0.005
18,608005.635,22284.086,4.171,1283.062,0.006
19,601165.859,27223.875,5.733,1617.722,0.01
20,592905.384,33167.433,7.58,2029.895,0.017
21,582956.628,40299.715,10.169,2537.561,0.023
22,571038.226,48795.948,13.259,3162.042,0.029
23,567706.273,47999.334,17.149,3925.978,0.042
24,563675.256,47974.001,21.881,4861.355,0.055
25,559034.007,48557.375,27.862,5949.358,0.072
26,553835.704,49649.804,35.101,7182.205,0.106
27,548125.122,51161.199,43.949,8556.855,0.151
28,541936.634,53022.704,54.994,10071.099,0.201
29,535295.896,55174.992,68.197,11728.577,0.275
30,528198.241,57607.32,83.923,13531.42,0.354
31,520677.595,60253.823,102.567,15483.253,0.467
32,512729.556,63103.11,124.234,17595.245,0.618
33,504362.238,66133.348,148.385,19873.312,0.796
34,495582.623,69315.425,175.6,22321.028,0.997
35,486392.47,72644.923,205.821,24947.914,1.303
36,476802.4,76087.202,238.227,27762.271,1.673
37,466819.684,79632.646,272.339,30766.593,2.111
38,456459.897,83258.435,307.293,33969.901,2.599
39,445731.63,86941.929,343.003,37375.548,3.227
40,434659.297,90656.734,378.917,40995.161,3.966
41,423253.233,94393.113,414.253,44837.189,4.841
42,411538.052,98124.376,448.973,48896.647,5.898
43,399541.646,101819.07,482.064,53187.118,7.094
44,387294.348,105453.334,513.58,57713.043,8.471
45,374825.371,109002.775,542.52,62474.718,10.011
46,362171.198,112435.82,569.472,67478.04,11.718
47,349374.512,115714.441,594.098,72729.27,13.638
48,336473.399,118823.103,616.766,78233.488,15.676
49,323513.613,121729.082,636.733,83984.45,17.931
50,310535.028,124411.834,654.51,89991.43,20.357
51,297588.471,126836.486,669.774,96243.849,23.044
52,284718.054,128970.927,683.058,102753.56,25.784
53,271977.286,130792.905,694.634,109514.589,28.715
54,259399.367,132304.085,704.31,116524.867,31.862
55,247028.32,133486.313,712.748,123777.083,35.254
56,234914.273,134309.309,719.643,131275.256,38.765
57,223084.504,134778.964,725.635,139003.149,42.446
58,211578.097,134887.921,730.481,146962.128,46.373
59,200411.666,134640.32,734.573,155140.91,50.629
60,189633.069,134026.073,737.767,163526.634,54.825
61,179254.176,133066.354,740.516,172110.059,59.135
62,169292.065,131769.135,742.686,180885.487,63.868
63,159762.841,130151.095,744.525,189827.542,68.725
64,150672.082,128228.13,746.294,198938.364,73.624
65,142028.168,126026.564,747.553,208189.048,78.792
66,133825.486,123569.545,748.258,217564.635,84.115
67,126064.444,120879.251,748.608,227063.732,89.631
68,118742.709,117971.768,749.366,236647.809,95.376
69,111843.436,114889.305,749.637,246317.966,101.301
70,105360.138,111655.351,749.432,256044.122,107.186
71,99281.56,108287.907,749.369,265816.926,113.131
72,93589.464,104818.625,748.792,275613.187,119.3
73,88269.969,101266.486,748.315,285418.537,125.411
74,83300.194,97672.48,747.587,295214.393,131.796
75,78669.153,94037.744,746.616,304988.028,138.109
76,74355.39,90392.752,745.697,314718.055,144.758
77,70341.011,86759.862,744.342,324386.331,151.315
78,66610.928,83151.68,743.382,333983.455,157.888
79,63144.95,79586.624,742.197,343489.225,164.702
80,59926.457,76075.591,740.4,352893.536,171.388
81,56939.428,72624.33,739.007,362178.679,178.059
82,54166.356,69250.82,737.477,371329.88,184.68
83,51594.054,65966.951,735.668,380337.491,191.325
84,49207.221,62776.684,734.048,389197.87,197.863
85,46998.176,59677.509,732.333,397886.118,204.417
86,44946.584,56681.375,730.361,406404.884,211.046
87,43044.746,53790.167,728.437,414739.068,217.354
88,41278.558,51003.757,726.162,422888.195,223.646
89,39641.747,48322.401,723.428,430842.402,229.838
90,38123.913,45754.52,721.052,438601.645,235.974
91,36714.736,43292.79,718.698,446153.112,241.989
92,35405.552,40938.17,716.289,453499.257,247.992
93,34188.271,38692.676,713.289,460630.562,253.933
94,33057.446,36551.168,710.168,467555.147,259.688
95,32006.658,34511.321,707.48,474263.442,265.321
96,31029.127,32565.948,704.143,480756.752,270.649
97,30119.502,30721.892,700.655,487033.358,275.906
98,29273.527,28969.728,697.238,493094.586,281.053
99,28486.286,27305.062,693.921,498947.651,286.112
100,27751.263,25730.225,690.286,504594.34,290.954
101,27065.526,24239.422,686.519,510032.466,295.621
102,26428.364,22826.669,682.449,515261.82,300.186
103,25834.085,21488.628,678.604,520293.835,304.723
104,25278.826,20226.734,674.514,525126.531,309.05
105,24759.804,19035.285,670.045,529766.123,313.117
106,24276.33,17910.987,665.905,534218.662,317.245
107,23822.982,16850.733,661.631,538482.864,321.047
108,23399.744,15848.118,656.989,542570.653,324.748
109,23004.432,14901.546,652.529,546479.039,328.256
