 day, S, E, H, R, D
0,809367.36,487.594,0.0,0.0,0.0
1,808550.173,852.448,0.0,7.37,0.0
2,807684.247,1134.496,0.0,25.908,0.0
3,806774.259,1359.803,0.0,58.454,0.0
4,805824.153,1542.294,0.0,107.238,0.0
5,804839.416,1693.578,0.12,174.354,0.0
6,803820.647,1827.086,0.626,263.08,0.001
7,802772.974,1940.24,1.739,377.907,0.008
8,801695.124,2042.075,3.894,525.448,0.044
9,800591.06,2134.565,7.014,711.019,0.13
10,799459.518,2220.368,11.049,941.817,0.276
11,798304.325,2300.84,15.999,1220.44,0.515
12,797122.792,2377.397,22.012,1551.239,0.871
13,795918.617,2451.221,28.345,1936.434,1.394
14,794693.925,2519.12,34.582,2378.35,2.01
15,793446.62,2584.932,41.635,2874.421,2.736
16,792181.684,2646.165,48.112,3426.115,3.645
17,790897.371,2704.096,54.315,4030.787,4.793
18,789595.66,2758.454,60.573,4687.089,5.978
19,788275.817,2811.899,66.253,5392.012,7.355
20,786940.779,2863.219,71.144,6143.804,8.858
21,785590.447,2909.907,76.535,6937.512,10.484
22,784225.737,2953.013,81.005,7772.279,12.239
23,783966.615,2144.419,84.731,8647.728,14.195
24,783719.457,1615.732,88.986,9550.314,16.218
25,783490.063,1261.77,91.901,10471.332,18.372
26,783278.866,1016.793,94.279,11406.519,20.592
27,783082.308,846.383,97.402,12350.61,22.725
28,782898.093,724.936,99.931,13299.359,25.022
29,782725.781,635.663,101.094,14248.688,27.473
30,782564.866,566.985,101.973,15187.838,29.929
31,782415.229,510.801,102.177,16111.473,32.456
32,782275.308,465.848,99.872,17009.809,34.929
33,782145.292,426.532,97.083,17872.354,37.316
34,782023.923,393.875,93.517,18695.159,39.611
35,781911.286,364.343,88.529,19471.114,41.8
36,781806.817,336.952,82.887,20197.136,43.899
37,781709.788,312.166,76.355,20870.696,45.781
38,781619.545,289.466,70.045,21493.986,47.554
39,781536.364,267.795,62.996,22068.202,49.26
40,781458.556,248.674,57.452,22595.454,50.7
41,781386.659,230.718,51.556,23078.073,52.01
42,781320.278,213.934,46.324,23519.772,53.186
43,781257.93,198.86,41.275,23923.722,54.266
44,781199.386,185.814,36.691,24295.221,55.262
45,781144.721,173.234,32.337,24636.053,56.104
46,781093.535,161.558,29.143,24949.982,56.823
47,781045.938,150.953,26.229,25238.994,57.444
48,781000.791,141.406,23.307,25506.425,57.993
49,780958.594,132.609,20.54,25753.573,58.514
50,780918.667,124.544,18.53,25983.036,58.978
51,780881.057,117.148,16.68,26197.405,59.382
52,780845.171,110.453,15.161,26397.537,59.763
53,780811.531,103.919,13.746,26583.581,60.113
54,780779.898,97.708,12.473,26758.541,60.43
55,780749.54,92.769,11.431,26923.044,60.711
56,780720.85,87.484,10.522,27077.239,60.98
57,780693.801,82.454,9.667,27221.588,61.232
58,780668.476,78.05,8.725,27359.015,61.42
59,780644.266,74.055,8.195,27487.503,61.604
60,780621.338,70.118,7.649,27609.143,61.792
61,780599.524,66.571,7.138,27724.284,61.956
62,780579.03,62.978,6.691,27832.113,62.097
63,780559.502,59.779,6.213,27935.215,62.243
64,780541.035,56.574,5.781,28032.13,62.377
65,780523.272,53.824,5.474,28124.281,62.487
66,780506.57,51.0,5.069,28211.713,62.594
67,780490.495,48.652,4.731,28294.313,62.704
68,780475.055,46.576,4.589,28372.291,62.802
69,780460.349,44.584,4.253,28446.292,62.893
70,780446.409,42.62,4.033,28516.72,62.97
71,780433.27,40.425,3.761,28583.837,63.057
72,780420.806,38.279,3.606,28647.297,63.132
73,780408.87,36.431,3.317,28707.949,63.208
74,780397.657,34.402,3.185,28764.887,63.272
75,780386.81,32.96,3.093,28819.311,63.339
76,780376.67,31.285,2.803,28871.112,63.392
77,780366.828,29.837,2.656,28920.257,63.449
78,780357.334,28.61,2.587,28967.177,63.501
79,780348.462,27.246,2.465,29011.766,63.55
80,780340.211,25.563,2.274,29054.528,63.611
81,780332.288,24.188,2.155,29094.796,63.652
