 day, S, E, H, R, D
0,665002.655,369.84,0.0,0.0,0.0
1,664474.084,754.676,0.0,0.863,0.0
2,663805.876,1212.315,0.0,3.13,0.0
3,662936.272,1789.429,0.0,7.455,0.0
4,661801.482,2531.435,0.0,14.682,0.0
5,660318.153,3493.32,0.004,25.736,0.0
6,658383.038,4738.725,0.053,41.995,0.0
7,655863.387,6347.829,0.193,65.832,0.0
8,652592.274,8428.502,0.552,99.669,0.0
9,648355.931,11109.553,1.319,147.923,0.0
10,642879.342,14558.905,2.644,215.053,0.0
11,635822.737,18986.48,4.726,307.281,0.001
12,626773.349,24629.26,7.988,432.479,0.004
13,615217.984,31790.54,12.694,602.216,0.008
14,600547.994,40812.166,19.384,828.854,0.02
15,582073.664,52056.381,28.576,1129.88,0.035
16,559059.021,65872.618,41.01,1525.001,0.061
17,530703.172,82610.878,57.696,2043.215,0.092
18,496324.908,102431.172,79.509,2715.965,0.146
19,455503.15,125227.213,108.318,3585.822,0.228
20,408230.126,150471.09,145.112,4702.643,0.351
21,355192.189,177071.356,191.018,6127.225,0.568
22,298013.544,203150.098,248.318,7927.384,0.882
23,275392.863,190128.363,318.764,10184.151,1.344
24,250107.742,182064.897,401.816,12981.924,2.068
25,223597.876,176644.049,498.853,16345.992,3.125
26,197006.737,172247.89,609.462,20330.03,4.92
27,171211.389,167828.126,728.629,25007.241,7.445
28,146891.684,162697.647,850.38,30471.903,11.004
29,124509.063,156535.618,966.922,36821.274,15.978
30,104378.949,149209.641,1068.256,44133.07,22.969
31,86636.657,140776.277,1147.337,52471.408,31.822
32,71308.627,131412.221,1202.65,61884.351,42.696
33,58279.113,121385.36,1235.784,72355.623,55.923
34,47377.655,110991.469,1253.956,83875.943,71.155
35,38374.728,100521.182,1262.262,96383.86,88.507
36,31018.276,90239.593,1265.576,109818.622,107.802
37,25064.747,80360.166,1266.761,124098.121,128.679
38,20275.925,71049.659,1265.835,139138.875,151.1
39,16446.321,62413.975,1263.876,154834.371,174.693
40,13388.202,54525.469,1260.494,171091.598,199.766
41,10947.334,47406.324,1256.562,187802.91,225.378
42,9003.007,41037.845,1251.447,204869.9,251.72
