Susceptible,Exposed,Hospitalised,Death,Recovered
665078,335,0,0,0
664625,719,0,0,6
664077,1159,0,0,27
663459,1664,0,0,49
662670,2272,0,0,72
661722,2981,0,0,112
660528,3890,0,0,166
659200,4866,0,0,233
657490,6129,0,0,343
655463,7616,0,0,459
652935,9426,1,0,603
649965,11551,4,0,826
646241,14277,5,0,1091
641864,17375,7,0,1399
636598,21117,11,0,1814
630382,25440,11,0,2265
622723,30899,24,0,2860
613852,37045,30,0,3636
603107,44603,46,0,4626
590527,53281,63,0,5760
575846,63187,74,1,7148
558771,74738,94,1,8778
539222,87789,110,1,10799
531182,88269,136,3,13176
521659,90282,169,4,16050
511337,92878,194,5,19161
500028,96160,232,6,22698
487993,99957,265,9,26495
475149,104174,306,9,30719
461656,108553,358,10,35306
447650,113053,432,11,40206
433158,117795,499,16,45568
418199,122769,548,19,51552
402975,127363,586,24,57765
387486,131918,635,28,64620
371733,136306,705,32,71948
355909,140442,741,38,79760
340081,143995,779,41,87850
324223,147386,770,46,96377
308119,150987,778,54,105481
292655,153301,799,63,114823
277113,155661,796,70,124795
262183,157075,775,77,135060
247625,158253,786,85,145658
233576,158718,801,98,156660
220200,158481,776,113,167725
207003,157850,805,129,179008
194793,156461,766,142,190946
182966,154591,805,156,203164
171710,152633,792,171,215330
161257,149936,764,178,227536
151332,146837,767,198,239896
142054,143580,752,215,252413
133293,139863,760,235,264842
125494,135507,756,258,277379
117994,131096,744,272,290049
110939,126972,744,287,302998
104700,122045,766,308,315704
98784,117375,718,323,328200
93252,112787,754,340,340440
88138,108207,747,359,352538
83564,103579,726,375,364533
79280,99157,749,399,376353
75415,94434,737,413,387937
71850,89838,773,430,399290
68495,85427,772,443,410459
65535,81121,743,458,421321
62665,77081,730,473,431668
60237,72761,736,485,442028
57911,68856,737,496,451959
55739,65070,749,517,461450
53806,61376,746,532,470724
51942,57858,734,544,479535
50248,54499,728,556,487996
48667,51412,716,569,496171
47281,48383,672,580,503857
45901,45632,684,589,511197
44657,42903,704,597,518305
43542,40310,670,606,525167
42488,37915,689,615,531528
41548,35578,688,622,537618
40718,33450,678,631,543258
39925,31386,621,640,548698
39206,29469,593,645,553997
38514,27724,592,658,558911
37913,26019,564,661,563548
37307,24372,553,673,567781
36782,22821,534,677,571902
36258,21375,517,684,575810
35785,19944,528,692,579492
35371,18574,501,699,583010
34971,17371,491,704,586241
34627,16240,495,708,589319
34285,15117,479,716,592251
33962,14206,473,719,594921
33643,13300,452,724,597352
33356,12381,433,728,599845
33134,11554,403,731,602065
32901,10739,380,732,604162
32687,10022,394,733,606110
32466,9324,368,737,607947
32255,8724,354,738,609663
32068,8199,331,739,611368
31889,7627,325,741,612888
31733,7091,321,742,614377
31595,6616,325,745,615715
31457,6165,327,751,616933
31333,5790,317,752,618178
31208,5441,298,755,619246
31114,5092,297,757,620289
31001,4775,290,758,621246
30925,4451,281,758,622123
30824,4141,267,760,622973
30745,3858,238,762,623779
30660,3652,239,763,624546
30585,3418,222,765,625273
30528,3179,228,765,625977
30465,2988,217,767,626558
30417,2771,201,768,627117
30374,2585,186,769,627671
30330,2422,165,769,628175
30291,2261,172,771,628605
30245,2140,167,771,628992
30206,1988,148,771,629415
30174,1844,140,771,629786
30133,1730,134,772,630112
30097,1611,117,772,630448
30072,1495,103,772,630769
30047,1391,98,772,631059
30018,1287,93,773,631262
29993,1173,80,774,631513
29978,1089,78,775,631748
29963,1014,73,775,631936
29941,940,66,775,632155
29916,882,61,775,632374
29899,817,66,775,632555
29884,770,53,777,632725
29871,718,57,777,632872
29861,673,55,777,633011
29848,628,45,777,633150
29837,591,44,778,633283
29828,555,41,778,633400
29820,518,40,778,633506
29812,485,40,778,633609
29801,459,44,778,633707
29792,427,47,778,633812
29781,402,46,779,633894
29768,376,33,780,633968
29763,338,33,780,634036
29756,306,27,780,634090
29752,279,21,780,634144
29750,251,17,781,634198
29744,234,13,781,634235
29737,226,14,781,634285
29731,213,13,781,634334
29728,195,17,781,634387
29727,179,19,781,634420
29724,170,21,782,634466
29721,159,21,782,634506
29712,156,23,782,634544
29712,141,19,782,634583
29710,127,17,782,634617
29708,114,16,782,634634
29703,110,19,782,634661
29702,102,19,782,634686
29701,90,18,782,634704
29701,87,16,782,634731
29701,77,15,782,634750
29701,73,10,782,634769
29701,65,8,782,634780
29700,59,10,782,634793
29699,53,10,782,634804
29699,48,9,782,634820
29696,47,6,782,634830
29694,45,6,782,634833
29693,43,6,782,634848
29693,34,5,782,634853
29692,30,4,782,634866
29692,26,0,782,634878
29692,24,0,782,634884
29691,23,0,782,634893
29690,23,2,782,634902
29688,23,2,782,634905
29688,21,3,782,634916
29687,19,2,782,634920
29686,20,2,782,634925
29686,18,2,782,634932
29686,17,3,782,634935
29686,15,3,782,634938
29686,14,2,782,634941
29686,13,2,782,634943
29685,13,2,782,634945
29684,14,0,782,634947
29684,14,0,782,634952
29684,14,0,782,634953
29684,13,0,782,634955
29684,11,0,782,634959
29684,10,0,782,634960
29684,9,0,782,634960
