Susceptible,Exposed,Hospitalised,Death,Recovered
665054,354,0,0,0
664607,737,0,0,6
664090,1146,0,0,21
663435,1663,0,0,35
662643,2286,0,0,60
661632,3046,0,0,96
660430,3984,0,0,141
659039,5014,1,0,218
657324,6269,3,0,335
655338,7645,2,0,455
652757,9540,2,0,629
649806,11640,8,0,826
646130,14318,13,0,1070
641828,17392,27,1,1410
636510,21130,24,1,1781
630121,25697,22,1,2280
622653,30947,22,1,2887
613624,37229,37,1,3669
603199,44361,55,1,4564
590720,52931,69,2,5744
576009,63056,79,2,7078
558530,75122,102,2,8691
538657,88530,123,2,10623
530728,88821,140,4,13015
521402,90540,162,6,15719
511104,92931,210,7,18968
499857,96125,261,11,22388
487761,100102,301,13,26320
475223,103878,353,16,30579
462064,107939,408,16,35212
448103,112727,445,21,40158
433627,117554,513,24,45798
418787,122454,567,28,51726
403618,127159,609,33,57967
387993,132002,655,40,64627
372020,136434,716,47,71904
356171,140485,752,58,79677
340288,144260,737,67,87651
324419,147662,747,74,96260
308603,150823,762,81,105247
293270,153009,771,88,114514
277945,155086,737,94,124215
262978,156736,766,101,134503
248581,157524,757,107,144987
234493,158259,775,119,155998
221047,157940,776,129,167035
208133,157250,773,137,178450
195755,156113,769,145,190149
184025,154530,782,160,202061
172877,152296,807,172,214152
162445,149495,812,187,226395
152697,146468,788,206,239019
143232,143299,815,222,251681
134465,139623,799,244,264380
126316,135720,792,265,276986
118982,131107,817,284,289809
111956,126768,825,300,302497
105495,122591,776,317,315177
99578,118070,784,331,327402
94037,113293,788,343,339560
88931,108584,762,358,351942
84049,103998,770,375,363911
79782,99207,756,389,375965
75729,94656,748,399,387645
72161,89994,753,410,399167
68874,85445,746,434,410310
65729,81082,706,453,421011
62850,76999,710,467,431493
60262,72963,697,482,441674
57824,69078,704,491,451314
55625,65297,712,505,460928
53635,61724,722,515,470156
51804,58247,720,527,478994
50183,54871,697,534,487492
48612,51695,692,543,495449
47199,48569,660,555,503405
45837,45703,662,563,510749
44663,42849,623,575,517868
43556,40332,630,588,524554
42460,37990,622,596,530988
41532,35552,650,607,537130
40589,33406,627,614,542881
39761,31347,639,623,548480
39021,29431,632,639,553777
38297,27658,607,646,558711
37659,25920,620,656,563286
37066,24329,608,662,567632
36525,22793,576,668,571827
36038,21346,546,673,575758
35591,19928,557,681,579477
35168,18591,521,689,583076
34739,17440,506,692,586459
34366,16252,470,695,589413
34039,15151,469,698,592289
33731,14165,467,699,595021
33445,13195,416,705,597660
33167,12382,423,708,599959
32925,11556,428,713,602124
32702,10757,424,718,604224
32478,10068,405,720,606236
32299,9382,387,723,608122
32103,8824,394,724,609989
31944,8233,352,724,611633
31760,7689,331,725,613137
31612,7195,327,726,614563
31471,6711,298,727,615909
31335,6295,293,729,617195
31213,5883,280,734,618348
31113,5493,271,736,619481
31023,5122,253,739,620524
30933,4793,244,739,621450
30831,4490,244,741,622327
30733,4204,241,742,623126
30647,3957,232,744,623931
30574,3665,223,745,624665
30502,3430,211,746,625383
30447,3208,223,748,626010
30390,3013,215,748,626609
30341,2803,199,749,627187
30287,2605,205,750,627697
30240,2426,172,751,628200
30197,2255,150,755,628663
30151,2104,153,758,629052
30129,1951,153,758,629437
30090,1816,127,761,629845
30059,1694,106,762,630183
30034,1563,103,763,630471
30000,1464,105,764,630766
29975,1363,96,765,631044
29951,1272,94,766,631343
29922,1175,97,766,631561
29900,1098,89,767,631770
29874,1042,76,768,632026
29849,963,63,770,632219
29839,881,57,770,632429
29829,824,65,771,632594
29813,771,64,771,632743
29798,720,62,771,632931
29791,677,60,771,633076
29784,627,56,771,633220
29773,597,54,771,633344
29764,556,40,772,633444
29749,524,42,772,633556
29741,482,36,774,633679
29722,453,41,775,633766
29713,420,39,775,633848
29704,403,42,775,633929
29701,355,33,775,634020
29698,333,32,775,634082
29693,313,29,775,634150
29686,299,27,775,634207
29679,278,27,775,634255
29674,262,22,775,634302
29673,246,23,775,634376
29671,229,21,775,634420
29667,217,18,775,634463
29664,207,15,775,634492
29660,191,17,775,634526
29659,178,21,775,634557
29654,172,17,775,634585
29653,163,21,775,634619
29650,160,19,775,634648
29648,148,17,775,634667
29646,134,17,775,634691
29644,131,14,775,634713
29642,126,13,775,634747
29641,118,12,775,634765
29641,106,9,775,634785
29638,102,8,775,634808
29638,93,8,775,634830
29636,89,7,775,634843
29636,81,7,775,634856
29636,64,7,775,634870
29634,62,8,775,634876
29634,57,9,775,634895
29633,54,6,775,634905
29631,48,5,775,634911
29631,41,4,775,634919
29631,39,4,775,634936
29629,37,4,775,634947
29629,35,5,775,634953
29628,30,5,775,634962
29626,30,5,775,634970
29626,26,3,775,634976
29625,24,3,775,634977
29625,22,3,775,634985
29625,19,3,775,634987
29625,16,3,775,634990
29625,15,2,775,634993
29625,13,2,775,635000
29625,12,1,775,635004
29625,10,2,775,635012
29625,10,4,775,635013
29624,10,5,775,635016
29624,8,6,775,635018
29624,8,3,775,635022
29624,7,4,775,635027
29624,4,3,775,635030
29623,3,3,775,635032
