Susceptible,Exposed,Hospitalised,Death,Recovered
665051,359,0,0,0
664609,737,0,0,2
664069,1160,0,0,10
663452,1641,0,0,31
662606,2311,0,0,61
661647,3040,0,0,96
660412,3969,1,0,160
659008,4992,1,0,246
657260,6281,1,0,351
655063,7901,2,0,476
652587,9620,0,0,640
649394,11964,4,0,861
645642,14654,7,0,1104
641035,17950,11,0,1425
635489,21918,12,0,1829
629004,26536,19,0,2317
620995,32219,30,0,2940
611842,38615,43,0,3685
600935,46220,59,0,4656
588071,54954,65,0,5767
572984,65256,74,0,7210
555557,77100,106,0,8903
535046,90941,126,0,10904
526795,91279,151,1,13386
517255,92939,181,1,16185
506481,95573,205,2,19467
495043,98614,236,3,23058
482788,102297,272,3,27000
469895,106407,339,3,31378
456320,110793,407,7,36173
442266,115392,445,12,41416
427818,119997,504,15,47084
412787,124637,580,19,53223
397661,128973,586,26,59817
381902,133694,645,33,66756
366165,137838,670,40,74161
350419,141783,679,52,82094
334390,145584,693,60,90362
318406,148987,713,68,99373
302878,151661,764,77,108383
287522,153793,764,88,117880
272275,156114,784,99,128024
257608,157264,798,103,138177
243242,157919,806,114,148880
229339,158142,801,125,159891
215922,158081,787,140,171130
202913,157598,782,159,182769
190641,156376,795,167,194478
179086,154351,788,181,206435
168185,151703,800,189,218446
157766,149073,842,203,230767
148063,146028,829,218,243425
139029,142502,827,227,255822
130747,138512,840,238,268303
122828,134465,863,260,281080
115480,130254,833,271,293930
108820,125728,776,289,306865
102544,121099,754,312,319435
96567,116711,745,328,332020
91274,111991,718,343,344500
86375,107145,745,358,356762
81802,102566,767,372,368620
77652,97881,755,392,380366
73973,93155,775,413,391790
70471,88645,771,424,403117
67153,84328,795,443,413997
64229,79991,786,456,424525
61499,75853,760,468,435075
58961,71938,740,483,445297
56776,68009,714,498,455027
54678,64283,710,506,464425
52712,60617,702,525,473257
50919,57155,686,540,482115
49286,54007,668,549,490421
47747,50877,662,555,498531
46381,47853,714,564,506205
45111,44938,703,570,513398
44008,42155,664,580,520243
42979,39574,683,589,527028
41981,37212,674,603,533349
41084,34847,667,611,539235
40226,32799,683,617,544907
39441,30806,660,619,550226
38691,28892,627,627,555378
37985,27072,632,636,560286
37365,25325,636,641,564884
36760,23776,604,646,569227
36243,22206,590,650,573412
35744,20803,550,657,577327
35307,19364,559,662,581011
34878,18208,527,665,584370
34512,16972,502,667,587561
34152,15877,507,676,590579
33837,14795,459,681,593367
33542,13808,461,686,595994
33239,12876,454,692,598555
32956,12044,426,694,600876
32695,11306,425,699,603174
32468,10534,415,702,605210
32249,9827,405,708,607157
32045,9216,392,712,608984
31853,8662,363,717,610653
31676,8058,357,722,612325
31528,7520,364,723,613799
31389,7019,353,725,615233
31240,6532,357,725,616511
31104,6062,341,731,617792
31001,5668,317,732,619003
30882,5296,277,733,620053
30769,4914,270,736,621020
30667,4604,262,738,621931
30573,4283,241,740,622859
30484,4008,227,742,623721
30418,3700,194,742,624492
30346,3457,209,743,625170
30270,3238,190,746,625850
30217,3016,192,748,626491
30168,2783,161,748,627098
30121,2589,171,748,627649
30064,2412,155,748,628187
30021,2250,161,748,628656
29971,2115,146,749,629141
29930,1965,152,749,629521
29898,1823,137,749,629934
29868,1702,136,749,630301
29839,1588,135,749,630624
29806,1494,133,751,630951
29789,1370,117,751,631293
29767,1283,116,752,631527
29739,1209,98,753,631780
29718,1133,88,753,632007
29697,1056,82,753,632228
29674,979,83,754,632445
29660,880,78,756,632628
29646,820,81,756,632798
29631,752,75,757,632980
29613,711,65,757,633132
29595,651,69,757,633275
29581,613,59,757,633412
29568,569,63,757,633522
29559,540,55,757,633644
29552,494,47,757,633796
29545,463,42,757,633902
29531,427,39,757,633994
29521,403,41,757,634075
29514,370,40,758,634181
29510,347,38,759,634252
29501,328,34,760,634309
29492,309,32,760,634375
29486,289,27,760,634425
29480,268,32,760,634473
29470,251,30,760,634537
29464,240,23,761,634594
29456,225,24,761,634638
29455,199,23,761,634676
29450,190,20,761,634703
29445,180,23,761,634742
29444,172,22,761,634778
29441,161,17,761,634811
29438,150,14,761,634848
29434,144,14,761,634886
29434,135,12,761,634915
29432,122,12,761,634933
29431,109,10,761,634960
29429,105,17,761,634973
29428,95,16,761,634989
29425,93,13,761,635010
29424,86,11,761,635037
29424,81,11,761,635049
29421,79,9,761,635059
29418,76,7,761,635075
29416,70,9,761,635086
29416,63,10,761,635100
29416,59,4,761,635113
29416,55,4,761,635127
29415,52,4,761,635132
29414,48,4,761,635146
29413,49,4,761,635157
29411,47,3,761,635168
29411,41,3,761,635180
29411,38,3,761,635187
29410,33,5,761,635199
29410,31,3,761,635204
29410,28,3,761,635207
29409,28,3,761,635212
29409,24,3,761,635214
29407,25,3,761,635218
29407,24,4,761,635225
29407,20,3,761,635230
29406,17,1,761,635232
29406,17,0,761,635237
29406,15,0,761,635238
29406,15,0,761,635238
29406,12,1,761,635242
29406,11,0,761,635245
29405,11,0,761,635249
29404,12,0,761,635250
29404,10,1,761,635252
29404,8,1,761,635254
