Susceptible,Exposed,Hospitalised,Death,Recovered
665063,351,0,0,0
664653,703,0,0,3
664157,1081,0,0,9
663515,1585,0,0,27
662744,2202,0,0,53
661825,2893,0,0,76
660669,3748,0,0,129
659195,4865,0,0,213
657461,6152,1,0,301
655359,7693,1,0,432
652833,9519,6,0,606
649729,11777,8,0,812
646170,14285,10,0,1092
641687,17513,11,0,1410
636381,21256,14,0,1815
629992,25779,16,0,2344
622359,31194,21,0,2956
613231,37691,33,0,3774
602594,45069,41,0,4721
589999,53719,49,0,5821
575422,63677,66,1,7192
558404,75032,79,2,8762
538469,88498,98,3,10755
530377,89061,124,3,13090
520916,90728,158,4,15788
510410,93464,179,6,19038
499127,96521,208,8,22611
487171,100191,273,9,26449
474351,104360,335,10,30759
460832,109037,395,11,35340
446591,113937,459,12,40300
431992,118643,540,13,45867
417115,123164,573,16,51739
401687,128013,614,19,58338
386000,132666,652,23,65303
370313,136908,731,27,72718
354513,141065,751,33,80355
338656,144608,780,37,88585
322860,147848,748,40,97259
307044,151111,744,48,106259
291603,153470,765,51,115757
276320,155589,761,58,125694
261353,156967,756,69,135944
246921,157896,783,82,146408
232844,158222,772,90,157260
219379,158106,772,99,168424
206486,157452,817,107,179585
193988,156361,790,115,191343
182039,154877,756,128,203200
170948,152453,765,138,215251
160287,150196,804,153,227767
150522,147243,769,165,240430
141302,143642,790,181,252780
132755,139907,766,198,265393
124780,135804,752,212,278062
117192,131644,759,226,290674
110319,127246,775,261,303321
103998,122471,782,276,315935
97994,118012,768,290,328439
92681,113236,768,298,340715
87623,108652,772,318,353186
83077,103842,738,333,365204
78904,98896,733,355,377079
75020,94340,722,373,388846
71463,89865,682,395,400203
68180,85475,680,410,411124
65180,81176,696,420,421972
62387,76815,708,435,432502
59815,72798,725,448,442661
57516,68816,722,461,452488
55359,65078,732,471,462048
53402,61414,726,477,471138
51634,57924,730,483,479775
49973,54477,727,489,488093
48443,51226,701,500,496315
47048,48235,700,508,503892
45687,45428,704,521,511284
44445,42827,695,532,518241
43307,40291,715,546,524898
42330,37866,704,559,531393
41413,35553,682,569,537503
40514,33429,634,578,543518
39774,31279,633,588,549049
39045,29348,598,595,554164
38360,27561,625,602,559155
37726,25750,573,608,563788
37136,24126,557,619,568188
36620,22553,546,628,572257
36115,21100,519,633,576150
35639,19684,517,635,579859
35163,18491,497,637,583324
34776,17232,477,642,586597
34380,16179,504,645,589693
34053,15096,477,648,592531
33720,14108,478,653,595220
33444,13173,467,654,597765
33174,12245,461,657,600131
32930,11373,425,660,602289
32673,10664,441,665,604336
32455,9961,418,667,606367
32231,9339,406,669,608154
32052,8654,381,669,609898
31869,8058,381,671,611563
31716,7498,358,675,613089
31564,6994,351,678,614621
31417,6536,331,679,616014
31289,6115,312,682,617290
31171,5735,279,684,618563
31050,5360,272,688,619656
30940,5009,268,688,620593
30851,4648,271,689,621573
30756,4340,256,690,622513
30675,4005,241,690,623361
30590,3756,229,690,624200
30534,3492,211,692,624936
30455,3282,195,692,625617
30399,3050,188,693,626257
30330,2852,164,693,626821
30271,2671,162,694,627340
30209,2506,160,694,627897
30169,2296,150,695,628373
30126,2137,146,695,628883
30080,2003,142,695,629315
30032,1879,140,695,629704
29996,1753,131,695,630091
29961,1621,114,695,630447
29937,1504,110,695,630746
29901,1426,103,695,631055
29875,1342,102,695,631337
29842,1251,90,695,631594
29821,1175,92,696,631844
29797,1094,83,696,632081
29774,1025,70,696,632311
29756,965,68,696,632502
29742,906,53,697,632684
29727,831,56,697,632859
29711,794,49,697,633015
29693,736,57,697,633167
29679,668,63,697,633307
29662,631,55,698,633419
29647,599,55,698,633536
29632,555,56,698,633673
29618,534,49,698,633779
29608,499,49,698,633874
29600,462,42,698,633977
29594,423,33,699,634077
29589,388,34,699,634146
29579,365,32,699,634221
29570,341,26,699,634288
29567,314,22,699,634353
29563,292,16,699,634416
29558,270,20,699,634467
29552,251,13,699,634536
29545,230,16,700,634572
29543,214,16,700,634612
29537,193,19,700,634652
29529,181,18,700,634707
29525,166,15,700,634759
29524,158,10,701,634797
29523,149,11,701,634841
29518,137,13,701,634855
29515,135,12,701,634880
29512,122,12,701,634901
29512,114,12,701,634913
29510,107,11,701,634938
29510,96,10,701,634968
29508,90,11,701,634980
29507,84,7,701,635001
29506,81,9,701,635011
29504,75,9,701,635036
29504,67,8,701,635055
29504,61,8,701,635069
29504,57,6,701,635081
29503,53,6,701,635100
29501,53,4,701,635117
29501,48,6,701,635127
29500,45,6,701,635130
29497,45,3,701,635148
29497,43,2,701,635158
29496,44,5,701,635165
29496,41,5,701,635170
29496,41,3,701,635178
29496,37,4,701,635185
29495,37,1,702,635191
29494,36,1,702,635191
29494,31,1,702,635196
29494,31,1,702,635202
29494,30,1,702,635202
29494,28,1,702,635206
29493,28,1,702,635210
29493,27,1,702,635210
29493,26,3,702,635214
29493,26,3,702,635217
29493,25,2,702,635219
29493,21,0,702,635222
29493,19,0,702,635223
29492,19,1,702,635225
29491,20,1,702,635227
29491,16,1,702,635228
