 day, S, E, H, R, D
0,637996.259,203.925,0.0,0.0,0.0
1,637379.42,675.769,0.0,1.939,0.0
2,636241.641,1530.103,0.0,6.765,0.0
3,634137.035,3099.994,0.0,16.853,0.0
4,630288.913,5950.572,0.0,36.921,0.0
5,623288.648,11116.308,0.452,78.179,0.0
6,610695.669,20354.851,2.281,163.415,0.0
7,588316.186,36667.551,6.534,327.183,0.001
8,549410.08,64707.965,15.312,634.743,0.007
9,484252.384,110764.285,32.286,1202.534,0.016
10,382347.161,180036.018,64.385,2229.348,0.053
11,242112.912,267259.744,122.27,4049.534,0.144
12,92057.155,338683.038,223.819,7187.189,0.416
13,896.317,330239.279,394.262,12361.743,1.122
14,0.005,234013.515,657.134,20365.799,3.172
15,0.0,165195.195,1002.848,31851.702,8.745
16,0.0,116616.163,1340.844,47541.903,22.303
17,0.0,82314.838,1495.853,68929.988,50.939
18,0.0,58104.358,1466.702,96995.96,96.475
19,0.0,41010.027,1505.182,130512.447,153.762
20,0.0,28944.788,1460.065,166585.237,218.293
21,0.0,20427.866,1498.756,203053.791,283.937
22,0.0,14422.299,1452.736,238809.959,350.841
23,0.0,10185.848,1443.035,272962.737,415.096
24,0.0,7190.231,1438.623,305116.8,475.699
25,0.0,5075.649,1416.617,335071.297,533.112
26,0.0,3583.662,1397.852,362737.629,586.334
27,0.0,2533.261,1385.906,388147.91,635.481
28,0.0,1787.937,1365.424,411396.692,680.8
29,0.0,1262.681,1351.654,432581.838,722.271
30,0.0,889.636,1334.294,451856.63,759.917
31,0.0,628.209,1320.536,469365.298,794.427
32,0.0,443.644,1304.678,485253.029,825.919
33,0.0,313.391,1291.743,499645.603,854.746
34,0.0,220.98,1276.955,512672.871,880.576
35,0.0,155.84,1263.49,524466.969,904.375
36,0.0,110.234,1250.143,535141.255,925.861
37,0.0,77.924,1237.193,544794.79,945.335
38,0.0,55.054,1224.022,553525.541,962.786
39,0.0,38.86,1210.235,561423.398,978.928
40,0.0,27.521,1197.249,568561.345,993.198
41,0.0,19.435,1184.238,575025.941,1006.261
42,0.0,13.586,1171.798,580869.005,1018.109
43,0.0,9.65,1158.911,586144.81,1028.576
44,0.0,6.816,1146.214,590920.398,1038.431
45,0.0,4.864,1133.349,595240.861,1047.241
46,0.0,3.406,1120.082,599154.039,1055.377
47,0.0,2.415,1107.288,602693.316,1062.632
48,0.0,1.737,1094.111,605891.284,1069.257
49,0.0,1.258,1081.483,608777.451,1075.336
50,0.0,0.882,1069.093,611403.316,1080.659
51,0.0,0.644,1056.688,613768.55,1085.623
52,0.0,0.462,1043.761,615911.68,1090.096
53,0.0,0.333,1030.825,617849.878,1094.101
54,0.0,0.232,1017.264,619605.194,1097.882
55,0.0,0.162,1004.262,621198.211,1101.377
56,0.0,0.116,990.979,622633.582,1104.529
57,0.0,0.087,977.135,623936.966,1107.376
58,0.0,0.067,963.204,625114.277,1110.019
59,0.0,0.047,949.24,626183.261,1112.444
60,0.0,0.036,935.464,627152.96,1114.65
61,0.0,0.028,921.146,628032.165,1116.643
62,0.0,0.025,906.902,628827.462,1118.466
63,0.0,0.018,892.779,629551.117,1120.15
64,0.0,0.014,878.268,630199.909,1121.709
65,0.0,0.011,863.229,630794.37,1123.138
66,0.0,0.008,848.495,631333.845,1124.463
