Susceptible,Exposed,Hospitalised,Death,Recovered
809665,433,0,0,0
809160,867,0,0,4
808485,1426,0,0,11
807685,2057,0,0,31
806741,2779,0,0,71
805591,3651,0,0,115
804157,4769,0,0,189
802449,6046,0,0,281
800276,7684,1,0,407
797747,9483,1,0,561
794715,11668,4,0,773
791036,14350,5,0,1020
786406,17751,8,0,1329
781085,21495,8,0,1771
774445,26245,14,0,2256
766369,32039,23,0,2862
756805,38766,26,0,3599
745536,46660,35,0,4526
732044,56077,50,0,5656
716168,67167,61,0,7021
697617,79916,76,0,8636
676103,94523,107,1,10688
651338,111073,126,2,13058
641559,111253,155,5,15964
630339,112965,167,7,19460
617644,115829,193,10,23374
603880,119515,234,16,27854
589132,123846,262,22,32599
573595,128643,324,23,37964
557559,133434,388,25,43873
540148,139389,464,27,50165
522713,144726,531,33,56960
504798,150154,606,45,64153
486346,155997,638,55,72002
467662,161085,732,68,80382
448541,166257,743,87,89549
429263,171059,801,104,99184
410311,175493,809,130,109414
391228,179379,821,147,120221
371942,183504,816,179,131353
353253,186551,827,191,143007
334845,188666,835,217,154892
316868,190431,828,244,167174
299478,191599,821,271,179961
282665,191928,821,302,193324
266414,191454,834,332,207039
250767,190404,837,362,221084
235874,188765,822,395,235609
221710,186669,811,432,249844
208202,184047,806,471,264472
195310,180903,806,502,279162
183406,177126,813,535,294392
172163,173297,800,571,309411
161579,168891,819,612,324960
151866,164071,800,644,340197
142960,158860,772,682,355650
134596,153483,770,721,371125
126993,147926,768,761,386411
119859,142440,818,791,401510
113235,136938,820,833,416403
107033,131369,802,872,431319
101466,125678,813,910,445723
96342,119976,850,940,460143
91500,114452,819,956,474040
87189,108903,824,989,487776
83137,103631,825,1028,501156
79499,98517,753,1059,514497
76029,93389,767,1100,527214
72900,88413,783,1130,539353
70044,83495,746,1166,551160
67421,79009,758,1184,562449
64921,74679,778,1207,573538
62764,70387,754,1239,584308
60641,66428,699,1274,594561
58795,62479,692,1302,604386
57069,58815,733,1323,613741
55500,55272,692,1356,622463
54065,52032,678,1381,630855
52696,48912,686,1407,639052
51484,45821,649,1435,646741
50427,42931,641,1464,654244
49346,40248,619,1489,661191
48401,37659,624,1508,667634
47483,35269,609,1531,674135
46646,33048,643,1543,680163
45849,30997,628,1559,685833
45126,28976,623,1571,691151
44457,27153,617,1591,696248
43840,25454,610,1607,701099
43275,23769,582,1616,705432
42759,22217,593,1629,709436
42263,20810,550,1638,713377
41818,19415,535,1649,717166
41415,18111,526,1660,720795
40986,16968,501,1670,724108
40639,15907,494,1672,727207
40315,14911,492,1682,730091
40018,13869,487,1689,732902
39750,12929,449,1696,735523
39495,12088,434,1701,737825
39251,11318,437,1718,739958
39019,10536,416,1726,742108
38815,9844,387,1734,744111
38630,9161,371,1738,745953
38453,8609,351,1749,747672
38270,8095,349,1753,749249
38100,7599,312,1756,750773
37959,7084,308,1758,752189
37798,6657,308,1761,753578
37652,6289,299,1766,754780
37514,5869,287,1769,755944
37399,5488,265,1771,757016
37313,5117,263,1773,757998
37233,4760,229,1776,758949
37153,4419,218,1780,759826
37067,4101,210,1780,760662
37001,3816,198,1784,761462
36915,3563,195,1788,762203
36855,3289,205,1791,762868
36799,3074,168,1793,763521
36733,2873,164,1794,764114
36688,2677,158,1797,764667
36637,2502,142,1797,765165
36570,2362,140,1802,765601
36519,2205,128,1803,766047
36479,2070,110,1803,766524
36433,1926,117,1803,766960
36401,1776,103,1804,767301
36369,1646,96,1804,767633
36342,1518,109,1804,767961
36312,1408,86,1808,768235
36285,1304,86,1811,768520
36263,1224,95,1811,768743
36236,1142,94,1811,768982
36214,1066,90,1813,769211
36195,1002,82,1814,769403
36173,935,80,1817,769606
36153,884,70,1820,769782
36147,804,69,1820,769975
36139,741,64,1821,770135
36131,686,60,1824,770275
36120,626,61,1824,770410
36112,575,54,1824,770544
36103,526,51,1824,770677
36089,494,45,1824,770814
36073,471,34,1824,770930
36059,449,22,1824,771028
36054,413,29,1824,771131
36045,391,27,1824,771211
36037,364,29,1824,771303
36033,343,20,1825,771366
36030,316,19,1825,771426
36019,299,24,1825,771502
36014,280,16,1826,771568
36009,259,17,1826,771621
36002,241,15,1826,771680
35996,228,13,1828,771708
35993,207,13,1828,771747
35991,187,16,1828,771783
35988,173,15,1828,771819
35984,157,15,1828,771850
35981,147,17,1828,771893
35977,141,11,1828,771920
35974,124,10,1828,771947
35973,113,9,1829,771972
35969,104,8,1829,771994
35968,91,9,1829,772024
35967,84,10,1829,772041
35966,73,8,1830,772067
35963,67,7,1830,772100
35962,63,7,1830,772126
35960,60,6,1830,772140
35957,61,7,1830,772159
35956,56,6,1830,772175
35954,53,6,1830,772187
35954,48,6,1830,772206
35953,45,5,1830,772219
35952,45,4,1830,772228
35950,40,3,1830,772238
35948,39,3,1830,772247
35947,39,3,1830,772255
35947,33,2,1830,772262
35947,31,0,1830,772270
35946,28,0,1830,772274
35945,24,0,1830,772280
35944,24,0,1830,772284
35943,22,0,1830,772290
35940,25,1,1830,772294
35937,27,0,1830,772305
35937,27,0,1830,772307
35936,25,0,1830,772310
35935,24,0,1830,772314
35935,20,1,1830,772320
35934,20,1,1830,772322
35934,18,1,1830,772331
35934,16,0,1830,772334
35934,13,0,1830,772336
35934,11,0,1830,772338
35934,10,0,1830,772339
