Susceptible,Exposed,Hospitalised,Death,Recovered
809645,441,0,0,0
809107,916,0,0,6
808502,1399,0,0,19
807744,1981,0,0,44
806773,2754,0,0,86
805662,3613,0,0,147
804254,4682,0,0,196
802521,5977,0,0,286
800410,7547,2,0,396
797880,9448,2,0,536
794801,11658,2,0,720
791148,14298,1,0,963
786670,17540,2,0,1294
781297,21421,4,0,1671
774774,26039,8,0,2180
767091,31351,17,0,2778
757561,38055,21,0,3461
746380,45896,32,0,4385
733112,55209,44,1,5518
717641,65896,58,1,6924
699330,78326,65,2,8585
678008,92789,94,3,10633
653341,109455,132,5,13098
643928,109512,164,6,16097
632625,111301,189,8,19536
620182,114091,218,12,23379
606623,117870,273,13,27858
592266,122090,309,18,32556
576930,126982,366,24,37719
560978,132033,433,27,43381
543999,137606,471,33,49510
526736,143024,510,41,56152
508848,148742,555,56,63387
490764,153877,600,65,71329
472277,159045,637,76,79630
453487,164348,702,93,88471
434401,169384,747,114,97993
415065,174069,754,140,107832
395789,178261,774,155,118570
376759,181767,824,176,129584
357828,185151,809,205,141079
339744,187248,824,224,153020
321809,189037,834,248,165153
304293,190393,862,271,177993
287224,191244,836,295,191123
270860,191136,803,330,204382
255024,190467,825,357,217985
239818,189312,839,396,232058
225645,187061,822,427,246399
212143,184453,809,462,260963
199290,181359,780,492,275792
187298,177497,785,528,290809
175885,173509,775,564,306077
165144,169390,762,596,321167
155291,164520,779,637,336615
146099,159600,782,669,351981
137629,154196,787,705,367077
129814,148850,757,748,382389
122580,143309,721,795,397657
115803,137818,754,832,412621
109527,132258,777,876,427515
103811,126572,757,915,442099
98404,121007,765,956,456520
93543,115467,762,988,470354
88834,110094,788,1028,484163
84763,104726,765,1072,497726
80930,99443,769,1105,510730
77369,94254,768,1135,523407
74131,89435,792,1165,535754
71210,84506,803,1194,547651
68445,79987,785,1223,559084
65976,75511,762,1254,570411
63732,71186,730,1292,580978
61557,67206,751,1320,591173
59651,63143,779,1345,601124
57884,59438,758,1372,610755
56268,55901,719,1394,619941
54814,52499,706,1414,628630
53391,49385,694,1436,637034
52081,46386,695,1454,644905
50925,43598,680,1476,652452
49907,40761,689,1494,659442
48884,38258,677,1510,666163
47979,35843,657,1534,672555
47145,33564,648,1546,678482
46318,31555,620,1567,684349
45598,29573,621,1585,689712
44950,27636,590,1606,694864
44313,25911,581,1615,699580
43681,24336,599,1633,704037
43121,22823,553,1646,708326
42649,21311,537,1657,712311
42187,19890,529,1665,716134
41765,18619,504,1681,719641
41379,17414,472,1690,723058
41013,16235,471,1693,726263
40686,15169,491,1700,729226
40347,14164,484,1706,731941
40050,13217,489,1714,734588
39775,12304,475,1721,736931
39526,11515,444,1726,739183
39278,10768,426,1736,741406
39074,10045,399,1749,743409
38893,9354,361,1759,745301
38686,8760,358,1766,746993
38489,8228,360,1770,748678
38344,7670,354,1781,750192
38180,7149,342,1786,751723
38042,6671,327,1788,753079
37910,6204,319,1794,754302
37792,5748,302,1798,755469
37680,5412,276,1806,756565
37577,5055,281,1808,757580
37467,4743,261,1810,758555
37373,4417,256,1812,759435
37289,4123,227,1815,760296
37204,3834,203,1818,761075
37151,3534,200,1818,761768
37083,3299,192,1819,762389
37020,3094,172,1823,763035
36961,2885,171,1826,763641
36901,2707,172,1827,764134
36849,2548,168,1828,764665
36794,2400,174,1831,765173
36740,2259,153,1834,765665
36704,2091,139,1838,766155
36666,1940,137,1839,766494
36633,1817,122,1840,766864
36600,1696,105,1843,767220
36567,1587,99,1844,767582
36539,1490,90,1846,767897
36519,1369,88,1847,768184
36496,1264,78,1847,768466
36473,1183,84,1847,768684
36455,1094,72,1848,768892
36439,1013,70,1848,769104
36421,953,63,1850,769328
36401,879,65,1851,769508
36384,810,63,1851,769663
36370,753,62,1851,769856
36359,681,56,1851,770012
36343,629,67,1851,770159
36332,592,61,1851,770321
36321,570,56,1852,770431
36312,533,60,1852,770551
36303,489,64,1852,770637
36296,469,64,1853,770732
36285,440,60,1854,770820
36277,413,51,1854,770910
36268,388,45,1855,771009
36262,352,41,1856,771099
36256,339,37,1858,771163
36249,320,33,1858,771216
36246,292,31,1858,771282
36243,272,22,1859,771334
36236,256,26,1859,771380
36233,243,25,1859,771424
36224,237,20,1859,771472
36222,218,21,1860,771515
36219,208,15,1861,771553
36216,199,13,1861,771582
36213,191,12,1861,771612
36211,169,13,1861,771635
36207,153,11,1861,771661
36206,145,11,1861,771679
36204,135,10,1861,771695
36201,126,8,1861,771716
36199,120,8,1862,771744
36195,115,10,1862,771770
36192,112,11,1862,771786
36188,97,7,1862,771806
36187,93,10,1862,771829
36185,85,12,1862,771850
36184,77,9,1862,771868
36184,67,8,1862,771879
36183,60,10,1862,771895
36181,56,7,1862,771907
36180,53,8,1862,771921
36179,49,8,1862,771931
36179,47,6,1862,771943
36179,44,7,1862,771955
36179,42,6,1862,771966
36179,39,5,1862,771973
36178,36,6,1862,771984
36178,32,7,1862,771990
36178,30,6,1862,772005
36178,28,5,1862,772015
36176,28,2,1862,772020
36176,25,1,1862,772025
36176,23,1,1862,772035
36176,21,2,1862,772038
36175,19,1,1862,772046
36175,18,1,1862,772048
36174,17,1,1862,772052
36173,18,1,1862,772054
36173,16,0,1862,772059
36173,15,1,1862,772062
36173,14,2,1862,772062
36173,13,2,1862,772065
