Susceptible,Exposed,Hospitalised,Death,Recovered
637943,315,0,0,0
637537,657,0,0,6
637057,1051,0,0,16
636406,1597,0,0,40
635684,2164,0,0,60
634814,2817,0,0,108
633655,3727,0,0,136
632284,4742,0,0,195
630604,5975,1,0,296
628583,7449,4,0,419
626098,9289,6,0,591
623137,11375,6,0,765
619385,14078,10,0,1006
614943,17274,6,0,1322
609423,21256,12,0,1708
602936,25888,20,0,2198
595109,31450,22,0,2807
585903,37918,36,0,3553
574926,45636,54,0,4524
562099,54575,61,0,5662
546984,64840,67,0,6959
529279,76936,86,0,8569
508815,90611,117,0,10638
499887,91785,141,0,13035
489455,94278,174,0,15843
477603,97895,204,2,19094
464993,102028,260,2,22673
451594,106522,305,5,26562
437561,111414,331,7,31067
422855,116621,377,7,35995
407993,121545,440,9,41183
392205,126802,490,11,46810
376468,131508,563,13,52919
360279,136374,618,18,59715
343894,141008,668,22,66898
327710,145223,690,29,74675
311422,148960,688,37,83112
295329,152018,739,42,91732
279299,154916,769,47,100794
263551,157273,780,58,110411
248139,158972,799,67,120497
233057,160411,805,75,131085
218528,161229,810,81,141729
204653,161190,800,86,152810
191102,160833,830,102,164166
178583,159465,839,114,175953
166442,157817,839,121,187881
154982,155657,812,132,199981
144203,153038,810,142,212272
134389,149599,788,155,224935
125004,146032,790,167,237640
116361,142145,786,184,250268
108251,138221,755,192,263086
100680,133690,779,217,276142
93678,129081,746,234,289053
87260,124373,758,250,301945
81485,119461,734,269,314558
76122,114499,756,283,327350
71277,109542,770,294,339746
66886,104429,786,316,352031
62896,99252,772,328,364185
59196,94248,764,343,375919
55775,89565,777,359,387672
52747,84711,753,370,398973
49959,80119,724,387,409902
47292,75942,722,403,420684
44987,71636,672,417,431117
42842,67754,681,429,441142
40920,63682,680,447,450513
39179,59932,680,464,459652
37554,56263,673,474,468326
36084,52750,653,487,476803
34746,49568,650,502,484660
33496,46660,621,517,492565
32334,43809,630,531,499892
31324,40987,630,546,506956
30374,38428,593,555,513674
29493,35973,598,562,519988
28657,33666,577,572,526281
27868,31417,559,579,531919
27194,29360,544,587,537169
26531,27562,538,593,542305
25996,25713,555,600,547198
25452,24060,558,604,551773
24965,22533,550,609,556066
24522,21071,505,618,560086
24109,19692,519,622,563823
23734,18332,504,631,567344
23406,17124,484,636,570632
23080,15985,454,644,573810
22754,14937,432,653,576828
22483,13948,422,657,579685
22215,13049,386,662,582182
21962,12178,395,663,584626
21725,11371,375,667,586837
21526,10580,379,667,588910
21316,9819,354,669,590866
21144,9108,370,671,592707
20981,8513,335,672,594451
20821,7910,341,673,596014
20677,7345,328,675,597563
20546,6820,318,675,599000
20412,6395,299,678,600350
20312,5923,286,680,601577
20199,5515,248,684,602667
20085,5141,257,686,603660
19993,4774,239,687,604692
19915,4410,228,690,605631
19828,4145,207,693,606533
19768,3856,212,694,607364
19680,3621,194,698,608158
19623,3336,197,698,608863
19565,3109,190,699,609552
19514,2893,189,700,610241
19465,2683,189,700,610840
19419,2523,180,700,611401
19367,2363,162,700,611902
19334,2209,156,700,612351
19303,2049,149,702,612815
19261,1942,139,703,613242
19224,1815,133,703,613632
19192,1701,129,704,613961
19162,1577,123,704,614276
19134,1447,106,704,614565
19110,1330,102,704,614860
19085,1253,98,705,615132
19064,1164,99,706,615386
19045,1082,101,706,615621
19032,1003,102,706,615835
19014,935,99,707,616057
18997,871,95,707,616233
18979,821,71,707,616418
18967,743,57,707,616590
18957,684,53,708,616763
18952,630,52,708,616903
18939,595,47,708,617015
18927,551,47,708,617140
18919,515,40,709,617234
18904,490,42,710,617349
18896,444,32,710,617446
18887,416,31,710,617551
18880,382,26,711,617646
18871,357,25,711,617732
18866,339,26,711,617809
18860,320,22,712,617879
18857,296,20,712,617949
18850,279,19,712,618005
18847,256,21,712,618060
18844,243,24,712,618085
18840,224,19,712,618128
18837,208,22,712,618163
18833,201,22,712,618204
18830,180,14,712,618249
18825,176,6,712,618287
18824,157,8,712,618316
18822,144,8,712,618339
18821,137,10,712,618376
18819,126,12,712,618391
18817,115,15,712,618423
18815,105,15,712,618449
18813,97,8,712,618471
18813,87,7,712,618498
18811,80,6,712,618521
18809,73,5,712,618545
18807,69,5,712,618561
18804,66,7,712,618576
18804,61,6,712,618585
18804,56,6,712,618595
18800,58,3,712,618613
18799,55,7,712,618627
18798,51,10,712,618636
18797,50,9,712,618651
18797,46,5,712,618661
18797,40,5,712,618671
18797,33,7,712,618679
18797,29,4,712,618688
18797,26,1,712,618697
18797,24,1,712,618707
18796,23,1,712,618711
18795,22,1,712,618714
18794,23,1,712,618720
18794,19,0,712,618723
18793,17,0,712,618726
18792,16,0,712,618735
18792,16,0,712,618740
18791,15,0,712,618743
18791,13,0,712,618744
18791,13,0,712,618746
18791,12,1,712,618746
18791,8,1,712,618751
18791,7,1,712,618758
18791,7,1,712,618758
18791,5,1,712,618758
18789,7,1,712,618761
18789,6,0,712,618763
18789,5,0,712,618763
18788,4,0,712,618765
18788,3,0,712,618766
18788,3,0,712,618768
