Susceptible,Exposed,Hospitalised,Death,Recovered
637906,340,0,0,0
637473,718,0,0,3
636918,1178,0,0,14
636329,1621,0,0,41
635582,2218,0,0,71
634610,2949,0,0,116
633445,3854,0,0,181
632048,4879,0,0,254
630281,6230,0,0,342
628117,7841,1,0,468
625511,9737,3,0,622
622310,12077,6,0,819
618488,14789,6,0,1101
613860,18069,10,1,1434
608146,22120,11,1,1824
601407,26934,19,1,2369
593285,32642,23,1,3003
583827,39264,28,1,3746
572573,47204,38,1,4745
559138,56552,63,1,5912
543638,67093,80,1,7312
525705,79250,100,2,8993
505009,93044,106,2,11040
495950,94111,135,2,13464
485334,96614,173,3,16369
473459,100313,200,5,19706
460630,104463,236,7,23384
447096,108839,301,8,27481
432815,113733,359,10,31974
417846,118797,408,11,36767
402417,124056,466,13,42175
386706,129008,535,19,48177
370496,134225,586,23,54550
354445,138699,623,27,61510
338123,143154,652,34,69006
321664,147356,663,40,76846
305247,150973,696,48,85412
289079,154173,719,57,94301
273175,157034,746,65,103509
257592,159001,757,68,113324
242344,160355,774,83,123537
227326,161429,769,105,134063
213012,161711,787,114,144745
199372,161348,811,122,156137
186114,160840,796,136,167669
173459,159756,799,152,179560
161359,158277,812,167,191659
150274,155513,776,184,204029
139811,152488,750,200,216645
129951,149207,757,217,229316
120836,145429,739,230,241998
112397,141299,733,249,254857
104644,136971,758,256,267580
97312,132693,778,265,280407
90577,127939,752,282,293302
84442,123039,766,293,306060
78959,118067,722,303,318523
73857,112844,740,319,331094
69189,107774,725,329,343718
64891,102712,747,347,355916
60955,97904,751,360,368064
57347,92901,772,369,379737
54123,88150,713,389,391107
51188,83621,687,408,402064
48536,79048,672,425,412894
46099,74664,669,437,423494
43811,70429,677,452,433659
41757,66454,699,471,443802
39900,62689,664,486,453291
38211,59004,690,498,462352
36675,55563,700,506,471146
35262,52170,675,521,479837
33980,49139,662,535,487853
32789,46152,608,549,495351
31638,43368,612,560,502583
30624,40563,572,576,509536
29753,37996,543,582,516053
28900,35604,577,595,522191
28145,33371,551,604,528038
27416,31170,581,621,533573
26787,29084,581,629,538885
26144,27301,555,637,543992
25604,25498,524,643,548711
25027,23882,515,648,553156
24561,22184,492,655,557233
24070,20745,503,657,561179
23649,19353,506,661,564856
23277,18009,502,664,568375
22913,16850,499,668,571566
22604,15727,445,672,574768
22327,14656,437,674,577694
22044,13673,423,679,580292
21798,12748,363,683,582894
21549,11879,386,689,585299
21363,11019,379,691,587515
21168,10236,389,694,589623
20976,9556,360,701,591564
20806,8932,351,705,593384
20640,8376,345,709,595190
20490,7778,323,712,596825
20371,7214,290,716,598364
20256,6696,277,717,599739
20122,6316,272,720,601069
20017,5884,269,723,602231
19921,5499,286,724,603355
19837,5110,262,727,604474
19741,4757,276,729,605421
19657,4393,248,733,606418
19591,4078,249,734,607266
19528,3801,238,737,608098
19447,3555,215,740,608844
19393,3290,195,741,609535
19336,3075,194,742,610167
19280,2834,178,745,610750
19231,2633,174,747,611296
19172,2472,165,748,611802
19132,2307,153,749,612234
19090,2142,152,751,612626
19048,1992,146,752,613045
19024,1845,147,753,613487
18997,1702,147,754,613858
18975,1589,137,756,614222
18933,1506,130,757,614535
18894,1425,118,758,614872
18870,1329,92,759,615152
18853,1229,91,759,615380
18834,1127,89,759,615626
18818,1037,81,759,615859
18793,980,75,760,616085
18779,898,86,760,616277
18767,826,86,760,616460
18756,768,81,763,616636
18744,718,79,764,616809
18726,675,69,764,616946
18711,637,60,764,617109
18705,596,59,764,617222
18692,551,64,765,617334
18685,506,52,766,617442
18674,482,56,766,617547
18662,451,49,766,617645
18654,419,49,766,617746
18647,383,40,766,617844
18638,373,35,767,617917
18632,349,32,767,617986
18629,327,37,767,618059
18626,297,31,767,618137
18619,276,27,767,618180
18613,261,21,767,618239
18612,241,23,767,618284
18607,232,21,767,618327
18603,214,26,767,618368
18600,200,23,767,618397
18597,184,21,767,618434
18596,175,20,767,618467
18590,161,16,768,618497
18588,146,12,768,618528
18586,134,11,768,618551
18584,126,7,768,618588
18581,121,9,769,618619
18580,112,8,770,618647
18578,103,6,770,618673
18577,97,7,770,618690
18577,87,10,770,618709
18577,80,7,770,618729
18576,76,4,770,618748
18576,71,3,770,618762
18574,68,3,770,618775
18573,65,5,770,618787
18573,62,7,770,618798
18573,56,6,770,618809
18573,53,7,770,618817
18572,47,7,770,618827
18571,46,5,770,618831
18571,44,4,770,618840
18571,43,5,770,618846
18570,39,6,770,618850
18569,38,7,770,618855
18568,33,5,770,618868
18568,30,5,770,618872
18567,27,4,770,618877
18567,26,1,770,618885
18567,24,0,770,618888
18567,20,0,770,618889
18567,18,0,770,618895
18567,17,0,770,618903
18566,18,0,770,618905
18566,17,0,770,618908
18566,16,0,770,618910
18566,14,1,770,618914
18566,12,1,770,618916
18566,11,1,770,618917
18566,11,1,770,618918
18566,10,1,770,618922
18565,11,1,770,618922
18565,10,1,770,618922
18565,10,1,770,618927
18565,8,0,770,618931
18565,8,0,770,618935
18565,8,0,770,618937
