Susceptible,Exposed,Hospitalised,Death,Recovered
637898,348,0,0,0
637453,726,0,0,7
636934,1148,0,0,11
636286,1665,0,0,28
635468,2289,0,0,60
634452,3066,0,0,112
633251,3970,0,0,165
631805,5067,0,0,231
630006,6429,0,0,333
627880,7987,1,0,483
625261,9840,2,0,647
621959,12248,8,0,875
618087,15060,6,0,1124
613388,18469,11,0,1472
607832,22400,16,0,1937
601008,27290,21,0,2472
593051,32910,30,0,3121
583601,39592,41,0,3885
572467,47317,51,0,4849
559165,56400,60,0,6006
543564,67231,83,0,7402
525562,79411,94,0,9146
504585,93787,104,0,11221
495759,94431,117,0,13696
485008,96963,141,0,16612
473247,100333,172,0,19927
460445,104548,226,3,23563
446786,109168,294,4,27639
432522,113876,333,8,32158
417785,118683,373,11,37025
402624,123544,435,16,42362
386976,128486,500,17,48172
370963,133191,585,19,54487
354682,137906,596,22,61448
338111,142623,635,27,69167
321494,147052,691,40,77019
305091,150763,700,43,85273
288847,154095,772,53,94103
273030,156724,764,63,103525
257342,158836,768,68,113101
241941,160528,786,74,123306
227019,161612,811,87,133769
212652,161922,843,98,144759
198911,161709,863,111,156024
185646,160961,865,126,167562
173127,159519,836,140,179363
161338,157641,865,155,191766
150071,155479,882,171,204316
139647,152574,864,187,216932
129719,149384,862,205,229636
120678,145537,859,214,242218
112265,141425,866,228,255113
104469,136969,850,244,268029
97175,132602,822,258,280991
90514,128002,813,274,293862
84515,122726,797,290,306624
78806,117771,775,307,319172
73593,112790,761,323,331636
68934,107628,731,339,344120
64510,102801,744,361,356348
60598,97857,755,373,368336
56836,93259,737,389,379984
53638,88342,732,401,391465
50668,83809,762,412,402559
48068,79166,755,424,413379
45604,74670,762,441,423818
43365,70459,758,449,434055
41258,66473,743,457,444042
39358,62676,705,467,453300
37599,59003,672,483,462353
35989,55534,667,497,471239
34595,52152,669,512,479635
33312,48861,680,527,487734
32111,45890,632,537,495514
30965,43172,615,547,502980
30006,40396,613,554,509958
29094,37806,600,561,516504
28264,35517,597,574,522718
27493,33276,551,581,528627
26816,31118,555,587,534224
26216,29115,564,589,539473
25595,27218,571,595,544433
25043,25431,545,602,549190
24515,23813,519,606,553719
24067,22178,489,612,557891
23644,20663,483,621,561784
23276,19235,492,625,565616
22917,17917,481,630,569034
22578,16749,447,633,572246
22253,15627,456,638,575494
21968,14510,481,642,578338
21683,13532,457,651,581040
21453,12575,426,657,583537
21248,11670,424,657,585807
21051,10862,440,658,588118
20865,10079,427,660,590100
20692,9404,428,662,592030
20526,8751,398,666,593853
20357,8160,384,671,595533
20216,7653,355,675,597118
20086,7147,348,679,598602
19948,6669,323,683,600136
19837,6187,289,686,601464
19713,5802,273,687,602745
19613,5403,259,689,603808
19515,5015,240,690,604915
19434,4641,233,692,605957
19354,4321,232,697,606846
19274,4010,239,697,607663
19212,3728,234,700,608501
19144,3475,209,702,609282
19084,3223,191,706,609927
19021,3020,200,707,610518
18969,2813,178,709,611110
18921,2616,175,709,611693
18861,2443,172,709,612217
18826,2268,138,710,612760
18787,2123,133,712,613186
18759,1976,144,712,613588
18734,1801,140,712,613980
18703,1662,127,713,614358
18675,1524,105,714,614714
18649,1436,102,715,615046
18627,1344,106,717,615322
18604,1238,103,717,615589
18588,1144,113,719,615861
18561,1063,90,719,616101
18551,958,77,719,616304
18539,899,73,719,616525
18514,841,72,719,616731
18502,791,59,719,616907
18479,746,51,720,617081
18462,681,49,721,617206
18454,631,38,723,617343
18447,591,33,723,617474
18433,558,32,723,617606
18428,523,38,723,617734
18426,483,38,723,617831
18414,463,46,723,617944
18403,426,39,723,618045
18397,395,37,723,618130
18389,368,43,723,618196
18382,344,42,723,618269
18379,307,36,723,618356
18374,280,30,723,618402
18365,267,30,723,618474
18361,253,23,724,618537
18358,234,20,724,618587
18356,217,19,724,618621
18352,198,18,724,618669
18349,180,17,724,618713
18347,170,17,724,618750
18345,162,16,724,618783
18342,149,16,724,618822
18338,146,15,724,618850
18337,125,15,724,618879
18335,113,14,724,618911
18332,101,13,724,618932
18331,92,10,724,618961
18330,89,1,724,618990
18327,86,2,724,619003
18325,79,3,724,619024
18324,73,5,724,619043
18322,69,4,724,619059
18321,67,7,724,619069
18320,63,6,724,619078
18318,58,8,724,619089
18315,58,8,724,619098
18315,51,6,724,619105
18315,48,6,724,619110
18314,43,8,724,619128
18312,42,7,725,619133
18312,41,8,725,619142
18312,38,10,725,619150
18312,36,7,726,619166
18309,38,3,726,619174
18309,37,3,726,619177
18309,33,2,726,619179
18309,31,4,726,619182
18309,29,5,726,619187
18309,25,3,726,619191
18309,23,3,726,619199
18308,22,3,726,619205
18307,21,3,726,619205
18306,22,2,726,619209
18306,20,2,726,619210
18306,19,2,726,619210
18306,18,1,726,619211
18306,15,1,726,619211
18306,14,1,726,619216
18306,14,0,726,619218
18306,14,0,726,619218
18306,13,0,726,619220
18306,13,0,726,619223
18306,11,1,726,619225
18306,11,0,726,619226
18306,11,0,726,619230
18306,11,0,726,619231
18306,11,0,726,619235
