Susceptible,Exposed,Hospitalised,Death,Recovered
637919,333,0,0,0
637522,673,0,0,3
637003,1090,0,0,6
636373,1569,0,0,30
635598,2185,0,0,61
634655,2903,0,0,107
633513,3764,0,0,171
632043,4877,0,0,236
630354,6118,0,0,355
628209,7705,0,0,477
625643,9594,1,0,657
622460,11929,5,0,847
618634,14650,4,0,1088
614030,17966,9,0,1469
608451,22045,14,0,1882
601868,26759,21,0,2377
594266,32087,29,0,2959
584929,38629,38,0,3748
573797,46397,48,1,4630
560762,55403,60,1,5814
545234,66133,68,1,7247
527771,77913,85,2,8880
507492,91422,119,2,10866
498610,92425,139,2,13242
488049,95007,158,3,16078
476325,98596,196,5,19389
463593,102879,234,5,23006
450410,107295,268,9,27081
436314,112086,341,11,31467
421710,117062,379,12,36341
406505,122049,451,15,41525
391219,126767,506,20,47147
375276,131747,568,22,53714
359056,136589,624,29,60362
342900,141123,667,34,67576
326390,145621,719,40,75373
310075,149227,728,45,83716
293854,152727,754,52,92252
277837,155332,717,61,101524
262150,157544,738,76,111080
246689,159427,739,84,121138
231671,160698,789,95,131504
217150,161356,785,103,142303
203338,161303,765,120,153301
189801,160888,798,129,164790
176932,159801,792,140,176476
164910,158148,761,147,188514
153599,155867,744,159,200550
143095,153074,769,165,213071
133210,149604,757,181,225776
123667,146140,769,201,238440
114910,142428,756,215,251428
106729,138333,786,226,264048
99157,133938,769,237,276934
92351,129215,773,254,289845
86042,124367,756,266,302704
80427,119159,805,281,315430
75072,114203,777,301,328040
70286,109159,779,318,340508
65826,104235,789,334,352875
61764,99409,762,352,364744
58089,94542,762,367,376558
54648,89926,777,388,388099
51709,85055,769,408,399469
48987,80529,737,426,410445
46494,76048,703,444,421109
44241,71845,703,460,431285
42077,67868,705,482,441380
40166,63867,700,497,451055
38358,60168,729,511,460094
36800,56552,699,527,469013
35394,53062,685,537,477619
34079,49782,634,550,485800
32876,46649,629,554,493450
31748,43724,592,570,500717
30731,40899,601,582,507695
29816,38259,557,595,514189
28938,35752,568,607,520580
28130,33569,581,619,526692
27431,31345,539,625,532465
26719,29350,562,634,537853
26102,27478,553,640,542969
25573,25690,536,647,547767
25027,24073,541,655,552245
24533,22458,512,663,556568
24068,20998,523,668,560591
23672,19639,502,675,564450
23307,18261,479,679,567904
22953,17043,450,682,571254
22670,15871,457,690,574374
22369,14825,433,694,577240
22090,13789,432,700,579904
21848,12869,401,705,582526
21577,12020,394,706,584950
21364,11230,375,710,587166
21181,10468,377,711,589377
20987,9690,363,715,591342
20792,9040,380,718,593157
20643,8385,367,719,594925
20490,7850,357,722,596654
20353,7317,328,724,598130
20212,6797,318,726,599527
20131,6310,300,730,600836
20031,5861,294,735,602097
19931,5493,274,738,603242
19843,5074,255,739,604273
19773,4690,243,739,605224
19697,4381,236,740,606155
19633,4090,236,741,607027
19558,3790,233,741,607870
19483,3549,213,744,608661
19432,3289,197,745,609403
19365,3097,190,747,610019
19321,2862,176,747,610657
19266,2689,176,747,611166
19217,2501,165,750,611686
19181,2354,155,750,612197
19141,2183,136,751,612657
19112,2030,131,753,613107
19085,1870,135,753,613478
19053,1758,135,754,613835
19022,1644,124,755,614167
18993,1514,106,755,614509
18959,1411,100,757,614807
18943,1304,84,757,615059
18921,1222,87,757,615315
18903,1133,79,758,615567
18885,1053,94,758,615808
18873,968,81,758,616033
18853,908,75,758,616219
18840,840,72,761,616406
18827,800,61,762,616598
18810,752,60,762,616729
18793,704,55,762,616865
18782,645,47,762,617014
18771,593,47,762,617146
18756,561,45,762,617273
18747,536,44,762,617395
18735,496,44,763,617505
18726,460,43,763,617589
18718,432,41,763,617687
18711,390,38,763,617764
18699,378,38,763,617836
18689,356,36,763,617893
18685,328,30,763,617966
18681,311,29,763,618026
18678,290,21,763,618089
18674,266,18,763,618139
18670,246,12,763,618197
18667,230,17,763,618232
18664,214,21,764,618275
18659,201,20,764,618317
18652,186,14,765,618365
18648,177,18,765,618407
18646,168,14,765,618445
18644,157,12,765,618481
18642,152,14,765,618503
18640,143,9,765,618527
18636,139,12,765,618551
18634,139,11,765,618581
18632,132,12,765,618596
18627,124,6,765,618624
18625,110,7,765,618642
18625,98,8,765,618649
18623,90,9,765,618666
18621,79,9,765,618685
18619,79,11,765,618701
18617,76,7,765,618717
18616,73,5,765,618733
18615,68,9,765,618744
18613,66,7,765,618758
18611,66,11,765,618763
18609,63,9,765,618768
18608,60,5,765,618779
18608,54,4,765,618788
18607,52,3,765,618794
18606,48,4,765,618802
18605,43,4,765,618807
18605,39,3,765,618811
18605,36,1,765,618817
18604,29,1,765,618824
18604,29,3,765,618825
18604,28,3,765,618829
18604,26,5,765,618832
18604,23,2,765,618836
18604,20,2,765,618846
18603,18,3,765,618847
18603,17,3,765,618855
18602,16,1,765,618865
18602,14,0,765,618871
18602,11,0,765,618873
18602,10,0,765,618874
18601,11,0,765,618883
18601,10,1,765,618886
18600,10,0,765,618890
18600,10,0,765,618895
18600,8,0,765,618896
18600,8,1,765,618898
18600,8,1,765,618900
