Susceptible,Exposed,Hospitalised,Death,Recovered
637920,332,0,0,0
637455,730,0,0,2
636935,1160,0,0,10
636298,1668,0,0,21
635555,2220,0,0,48
634588,2973,0,0,94
633389,3851,0,0,143
631884,5000,0,0,234
630160,6277,0,0,321
628076,7801,1,0,458
625483,9673,1,0,634
622240,12044,5,0,852
618496,14750,9,0,1130
613882,18062,10,0,1468
608375,21970,10,0,1894
601788,26632,20,0,2419
593786,32225,23,0,3049
584300,38913,25,0,3887
573133,46759,38,0,4825
559888,56041,47,0,6030
544396,66674,50,0,7390
526346,78938,60,1,9095
505948,92478,84,1,11069
496764,93598,139,1,13559
486242,96078,157,2,16474
474634,99381,180,4,19846
461910,103612,223,5,23580
448475,108180,256,7,27580
434200,113084,296,8,32021
419396,118155,374,10,37014
404162,123153,443,11,42319
388489,128264,485,15,48256
372428,133520,551,19,54576
356068,138277,596,27,61319
339638,142672,657,32,68452
323325,146524,670,41,76160
307026,150291,734,48,84475
290736,153617,717,54,93461
274603,156636,745,61,102802
258833,158687,757,72,112592
243466,160513,773,82,122565
228743,161306,795,88,133014
214137,161948,789,99,143913
200298,161695,804,114,155019
186954,161113,790,135,166350
174089,160228,828,141,178193
162068,158208,778,152,190516
150655,156015,787,165,202689
140068,153151,829,174,215090
130320,149642,772,183,227601
121165,145843,756,197,240633
112592,141750,786,213,253650
104716,137480,761,235,266492
97430,132879,772,262,279431
90928,128071,729,275,292591
84769,123025,774,295,305332
79020,118248,728,309,318239
73731,113356,735,328,330871
69058,108307,736,346,343346
64681,103305,769,360,355598
60799,98206,784,376,367772
57220,93424,783,386,379485
53995,88680,794,401,391091
50972,83930,742,418,402172
48191,79607,722,433,413052
45661,75122,734,440,423559
43356,71010,746,454,433712
41387,67009,758,467,443286
39514,63204,731,479,452837
37817,59478,709,487,461742
36329,55875,693,500,470632
34879,52545,663,507,478819
33636,49182,648,520,486917
32437,46187,647,531,494647
31349,43247,641,542,501888
30407,40475,635,557,508869
29470,37933,604,563,515408
28670,35502,578,573,521885
27896,33219,578,581,527873
27190,31079,554,590,533626
26577,29063,585,597,539072
26002,27121,577,602,544027
25472,25372,570,609,548838
24992,23639,562,613,553255
24538,22026,537,617,557503
24125,20531,509,620,561461
23726,19126,496,625,565065
23385,17836,491,630,568581
23041,16662,483,635,571934
22704,15494,422,639,575065
22411,14415,419,644,577892
22144,13441,385,650,580639
21898,12566,367,655,583177
21637,11725,368,660,585453
21430,10880,360,662,587657
21223,10145,365,664,589791
21026,9473,367,665,591744
20869,8886,334,666,593630
20725,8304,352,667,595308
20575,7726,339,674,596794
20448,7166,328,676,598297
20322,6711,314,677,599658
20215,6240,303,680,600898
20103,5769,284,682,602135
20018,5364,262,683,603267
19932,5002,253,683,604361
19819,4651,262,686,605290
19746,4320,255,687,606250
19693,4025,253,688,607134
19611,3730,257,689,607963
19548,3481,234,689,608693
19478,3272,212,692,609383
19426,3040,208,693,610046
19381,2832,189,693,610641
19334,2632,181,694,611213
19288,2427,161,695,611764
19242,2258,147,695,612296
19198,2116,153,696,612755
19167,1973,148,697,613170
19137,1831,143,697,613547
19112,1693,133,697,613904
19079,1561,124,698,614272
19050,1439,125,698,614567
19037,1326,116,698,614851
19014,1224,121,698,615125
18995,1130,108,698,615411
18975,1064,103,700,615638
18959,981,98,700,615873
18946,900,82,700,616078
18930,847,81,701,616296
18917,779,69,703,616474
18896,727,72,703,616650
18881,673,82,704,616790
18869,641,75,704,616958
18860,593,52,704,617108
18841,551,56,704,617263
18833,509,47,704,617363
18827,467,37,704,617481
18823,421,34,704,617595
18820,395,32,704,617675
18813,362,29,704,617770
18809,327,24,704,617851
18801,306,19,704,617916
18795,288,22,704,617965
18787,264,17,704,618030
18783,247,18,704,618097
18782,220,21,704,618142
18775,210,23,704,618192
18771,194,19,704,618234
18767,182,19,704,618274
18765,171,17,704,618327
18762,161,15,704,618364
18759,151,11,704,618399
18757,145,14,704,618436
18756,131,14,704,618464
18756,120,15,705,618484
18754,117,14,705,618517
18754,106,17,705,618545
18749,100,18,705,618563
18746,95,12,705,618597
18745,81,13,705,618614
18741,79,10,705,618633
18737,73,7,705,618654
18735,69,7,705,618660
18729,70,7,705,618673
18729,63,8,705,618690
18728,57,9,705,618701
18728,50,8,705,618711
18724,50,4,705,618724
18724,44,5,705,618731
18723,44,5,705,618745
18723,38,4,705,618749
18723,35,5,705,618758
18721,35,5,705,618760
18721,33,3,705,618768
18721,30,3,705,618772
18720,29,6,705,618780
18718,25,3,705,618787
18718,22,4,705,618792
18718,22,1,705,618799
18718,21,2,705,618807
18718,20,3,705,618811
18716,19,1,705,618822
18716,17,0,705,618827
18716,14,0,705,618829
18715,13,0,705,618834
18714,13,0,705,618839
18713,11,0,705,618840
18712,11,1,705,618843
18711,12,1,705,618845
18710,9,0,705,618846
18710,8,0,705,618847
18710,7,0,705,618847
18710,7,0,705,618847
18709,6,1,705,618850
18708,7,1,705,618852
18708,7,0,705,618854
18708,6,2,705,618856
18707,7,2,705,618856
