Susceptible,Exposed,Hospitalised,Death,Recovered
637905,352,0,0,0
637489,716,0,0,2
636996,1116,0,0,9
636365,1616,0,0,24
635626,2193,0,0,52
634754,2843,0,0,81
633651,3681,0,0,130
632340,4644,0,0,182
630626,5927,0,0,300
628508,7501,2,0,422
625957,9365,4,0,570
622955,11513,6,0,803
619321,14082,4,0,1042
614728,17455,10,0,1349
609288,21328,17,0,1797
602761,25989,21,0,2298
595045,31435,28,0,2917
585689,38092,35,0,3646
574544,45932,45,0,4570
561870,54745,60,2,5695
547045,64781,83,2,7074
529390,76843,98,2,8700
509102,90510,108,2,10709
500259,91561,135,3,12968
489711,94043,170,3,15818
478076,97732,216,4,19136
465630,101727,254,5,22746
452491,106135,282,8,26683
438729,110880,306,11,31087
424094,115904,353,15,35825
408924,121144,400,20,40977
393567,126168,486,25,46646
377622,131297,526,27,52623
361510,136179,591,31,59560
345247,140729,612,38,66742
328870,144994,640,41,74403
312588,148737,657,49,82544
296179,152226,668,52,91124
280133,155289,710,58,100202
264385,157669,702,71,109746
248932,159476,731,78,119491
233952,160944,780,94,129859
219600,161589,809,106,140516
205543,161712,789,115,151295
192223,161265,765,134,162558
179533,160035,742,140,174188
167417,158333,753,158,186403
155779,156349,775,171,198713
144969,153652,821,185,210907
134775,150725,823,200,223219
125270,147240,850,223,235860
116408,143289,793,237,248744
108419,139005,805,255,261549
100958,134588,796,271,274582
94044,130031,841,293,287627
87705,125179,807,308,300462
81910,120311,784,332,313268
76548,115290,763,348,325890
71710,110118,768,365,338241
67139,105093,783,386,350617
63068,100058,765,406,362737
59373,95105,776,424,374512
55855,90356,729,437,385909
52748,85488,728,459,397148
49915,81069,751,474,408086
47364,76551,738,490,418794
44933,72219,756,505,429162
42783,68037,744,519,439057
40904,64091,744,528,448642
39121,60452,778,537,457922
37526,56915,772,552,466838
36017,53489,715,560,475232
34638,50249,694,579,483437
33372,47233,667,584,491156
32183,44270,665,594,498557
31157,41587,637,605,505862
30219,38938,637,607,512818
29386,36451,624,616,519329
28573,34069,622,624,525315
27868,31797,601,632,531043
27148,29790,568,641,536737
26534,27837,567,647,541969
25955,26047,526,655,546847
25428,24406,481,663,551433
24915,22772,493,673,555712
24476,21230,495,680,559654
24081,19812,465,684,563533
23709,18496,451,687,567045
23372,17298,461,691,570326
23057,16054,457,697,573483
22775,14937,468,707,576465
22502,13893,445,709,579309
22234,12923,440,715,581893
22000,12125,422,719,584392
21803,11272,410,722,586616
21593,10488,391,727,588638
21404,9755,362,731,590655
21268,9021,357,734,592529
21099,8443,338,736,594310
20945,7835,333,738,595978
20812,7276,324,743,597559
20673,6797,315,744,598966
20537,6343,299,745,600244
20417,5937,281,746,601442
20308,5576,293,746,602583
20216,5176,277,746,603603
20120,4835,274,748,604621
20044,4526,255,748,605594
19966,4221,252,749,606439
19890,3930,244,750,607318
19822,3628,229,751,608123
19768,3392,215,753,608831
19716,3154,202,755,609458
19672,2941,180,755,610106
19606,2782,180,756,610695
19563,2573,173,758,611238
19500,2419,171,759,611708
19458,2259,159,759,612219
19418,2112,158,759,612651
19385,1957,133,760,613059
19358,1805,139,761,613415
19333,1708,120,761,613766
19307,1581,108,762,614092
19285,1464,109,763,614361
19262,1365,110,763,614601
19230,1284,103,764,614863
19214,1169,96,764,615094
19196,1081,82,765,615338
19177,1022,86,765,615568
19160,955,78,765,615815
19143,900,64,766,616006
19130,837,61,766,616184
19118,785,52,766,616342
19107,724,50,766,616477
19092,676,55,766,616650
19080,639,57,767,616783
19067,597,45,767,616897
19060,554,41,767,616992
19051,514,32,767,617095
19040,483,28,767,617207
19031,452,31,767,617298
19020,417,26,767,617386
19013,391,22,767,617488
19005,365,23,767,617551
18998,354,22,767,617620
18992,325,21,768,617674
18990,311,21,769,617742
18986,287,19,769,617801
18981,263,19,769,617860
18976,248,17,769,617913
18973,229,19,769,617963
18970,201,13,769,617998
18962,193,11,769,618048
18955,171,5,769,618088
18951,164,5,769,618129
18945,160,5,769,618160
18943,147,6,769,618181
18940,137,10,769,618216
18937,131,7,769,618228
18933,130,5,770,618254
18933,122,6,770,618276
18930,111,8,770,618298
18928,105,8,770,618324
18927,100,10,770,618345
18924,93,9,770,618362
18923,82,8,770,618383
18922,80,7,770,618401
18921,77,6,770,618410
18920,75,5,770,618424
18920,70,5,770,618438
18919,66,5,770,618447
18917,63,5,770,618458
18917,59,4,770,618472
18917,49,4,770,618481
18915,44,2,770,618488
18912,44,2,770,618496
18912,42,2,770,618503
18911,39,2,770,618512
18910,37,2,770,618516
18909,32,3,770,618522
18909,31,3,770,618526
18909,31,4,770,618533
18908,26,2,770,618539
18908,24,1,770,618540
18906,24,1,770,618549
18906,17,1,770,618553
18906,13,1,770,618554
18906,12,1,770,618555
18906,9,2,770,618560
18906,7,2,770,618566
18906,5,2,770,618567
18906,4,2,770,618569
18906,3,1,770,618572
18906,3,1,770,618575
18906,3,1,770,618578
18906,3,2,770,618584
18906,3,2,770,618593
18906,3,2,770,618593
18906,2,2,770,618593
