Susceptible,Exposed,Hospitalised,Death,Recovered
1266018,687,0,0,0
1265223,1360,0,0,2
1264310,2096,0,0,33
1263210,2929,0,0,71
1261910,3920,0,0,129
1260332,5094,0,0,208
1258523,6393,0,0,302
1256360,7968,0,0,463
1253740,9817,3,0,634
1250613,12034,4,0,901
1246865,14687,4,0,1170
1242382,17829,9,0,1517
1237101,21477,16,0,1985
1230526,26233,24,0,2544
1222982,31446,33,0,3216
1213969,37729,48,0,4031
1203270,45106,60,0,5039
1190515,53838,69,0,6243
1175494,64287,92,0,7684
1157638,76525,119,0,9438
1137036,90525,144,0,11568
1112695,106973,181,1,14107
1084037,126430,217,1,17198
1066965,132726,237,1,20838
1046882,141228,300,2,24970
1024438,151419,329,2,29863
1000363,162343,400,2,35252
974697,174118,464,2,41355
947411,186226,530,2,48393
918575,199196,634,4,55898
889099,211517,731,4,64246
858315,223903,789,7,73448
826878,236099,928,15,83528
794724,247762,970,20,94646
762103,258819,1007,21,106627
728720,270047,1080,25,119565
695029,280340,1135,29,133744
661534,289592,1258,34,148742
628188,297973,1311,39,164502
595006,305255,1343,46,181122
562990,310964,1378,52,198551
531213,315918,1491,66,217492
500643,319120,1534,73,236906
470890,321547,1509,81,257272
442266,322542,1515,92,278471
414935,321908,1543,102,300403
388825,320126,1498,112,323145
364051,317731,1541,126,346561
340401,313528,1540,136,370155
318246,308440,1614,146,394449
297524,302586,1657,158,419229
278224,295709,1673,170,444482
260057,288223,1690,185,469865
243433,279956,1698,206,495193
227910,271616,1732,220,520717
213435,262704,1769,239,546383
199871,253429,1788,259,571896
187626,243550,1789,276,597429
176271,233936,1834,294,622631
165866,224060,1833,315,647815
156283,214358,1807,330,672458
147567,204575,1751,345,696692
139683,194979,1751,356,720047
132423,185172,1838,374,742908
125636,175917,1761,391,765476
119405,167097,1735,400,787692
113757,158420,1722,414,809111
108597,149919,1693,432,829767
103899,141513,1700,449,849671
99574,133789,1690,453,868708
95532,126231,1736,461,887385
91915,119104,1739,477,905002
88568,112143,1666,491,922239
85535,105499,1652,507,938806
82680,99048,1637,519,954768
80034,93045,1574,529,969862
77745,87236,1538,539,984249
75604,81991,1537,549,997714
73597,76818,1462,562,1010772
71672,72127,1496,564,1023044
69979,67439,1386,568,1034808
68444,63380,1405,572,1046177
67020,59389,1412,577,1056647
65690,55509,1387,585,1066476
64411,51859,1349,591,1075741
63307,48453,1302,600,1084642
62274,45253,1243,603,1092897
61318,42450,1194,609,1100767
60421,39745,1156,612,1108106
59604,37223,1146,618,1114952
58808,34788,1151,621,1121484
58080,32411,1104,626,1127587
57450,30164,1047,631,1133416
56858,28132,1073,634,1138755
56299,26204,1047,636,1143771
55789,24476,1035,641,1148588
55317,22793,950,645,1153063
54879,21339,901,647,1157335
54460,19857,905,648,1161267
54090,18511,871,652,1164929
53781,17241,799,652,1168467
53468,16089,805,653,1171740
53134,14988,779,661,1174713
52834,14000,746,666,1177519
52580,12998,732,669,1180142
52341,12103,712,672,1182562
52114,11278,690,673,1184828
51887,10547,628,674,1186991
51660,9872,594,674,1189032
51465,9247,565,674,1190899
51312,8554,563,677,1192617
51156,7981,532,678,1194235
51010,7417,533,679,1195802
50876,6907,504,679,1197286
50765,6450,490,679,1198669
50630,6002,485,679,1199958
50504,5603,447,679,1201086
50406,5235,444,682,1202175
50313,4865,401,685,1203096
50232,4539,371,685,1204011
50165,4206,357,685,1204860
50067,3954,367,686,1205704
50001,3724,357,686,1206491
49941,3449,312,688,1207240
49879,3215,299,688,1207916
49827,2990,290,688,1208497
49785,2781,285,688,1209076
49732,2606,255,688,1209604
49683,2406,243,690,1210079
49641,2232,226,690,1210553
49600,2079,209,690,1210978
49564,1931,192,690,1211386
49528,1808,174,691,1211764
49492,1681,166,692,1212104
49474,1548,152,693,1212452
49447,1443,141,693,1212760
49415,1353,134,693,1213040
49394,1263,125,693,1213309
49373,1174,116,693,1213536
49348,1104,103,693,1213771
49327,1031,100,693,1214010
49312,969,112,694,1214210
49296,906,97,695,1214416
49279,841,85,695,1214575
49264,791,77,695,1214738
49249,737,70,695,1214888
49236,693,61,695,1215060
49225,638,64,696,1215189
49214,595,71,697,1215299
49207,551,67,697,1215393
49191,508,56,697,1215500
49182,478,53,697,1215597
49180,442,50,697,1215693
49172,403,43,697,1215800
49164,381,40,698,1215882
49151,360,32,698,1215962
49147,335,28,698,1216031
49140,313,28,698,1216088
49132,291,28,698,1216145
49123,282,27,698,1216199
49118,267,25,698,1216240
49116,238,25,698,1216285
49112,212,17,698,1216346
49109,193,18,698,1216395
49106,177,16,698,1216436
49103,156,16,698,1216477
49097,149,17,698,1216514
49096,141,21,698,1216550
49088,133,21,698,1216579
49085,123,18,698,1216615
49083,112,13,698,1216646
49082,103,9,698,1216671
49081,95,10,698,1216692
49080,88,11,698,1216727
49077,88,8,698,1216743
49075,85,8,698,1216759
49075,76,11,698,1216781
49073,69,7,698,1216805
49072,65,8,698,1216823
49070,61,8,698,1216834
49068,58,9,698,1216845
49066,55,9,698,1216851
49063,55,7,698,1216860
49061,54,6,698,1216868
49061,50,6,698,1216874
49060,49,7,698,1216884
49059,49,6,698,1216894
49059,46,4,698,1216901
49058,43,4,698,1216906
49056,44,3,698,1216914
49056,40,5,698,1216922
49054,41,5,698,1216927
49054,36,5,698,1216929
49052,35,5,698,1216930
49051,30,2,698,1216934
49050,29,2,698,1216937
49050,26,2,698,1216945
49050,22,2,698,1216947
49050,21,2,698,1216950
