Susceptible,Exposed,Hospitalised,Death,Recovered
1266014,678,0,0,0
1265254,1308,0,0,6
1264275,2110,0,0,18
1263143,3009,0,0,50
1261842,3988,0,0,104
1260289,5185,0,0,171
1258521,6463,0,0,278
1256318,8061,1,0,409
1253774,9872,1,0,587
1250742,12017,3,0,801
1247048,14608,4,0,1063
1242760,17510,11,0,1433
1237454,21244,20,0,1919
1231259,25519,29,0,2460
1223898,30611,38,0,3167
1214878,36994,50,0,3983
1204408,44202,70,0,4929
1192048,52669,79,0,6118
1177136,63164,90,0,7576
1159858,74924,117,1,9287
1139406,88948,144,1,11358
1115391,105349,172,1,13806
1087342,124135,210,2,16810
1070527,130428,225,3,20310
1050659,139163,265,4,24411
1028754,149229,370,4,29192
1004856,160044,411,6,34417
979361,171590,466,6,40490
952514,183750,517,7,47273
924142,196357,626,7,54696
894810,208776,731,8,62963
864466,220828,801,9,72023
832980,233277,873,11,82109
801063,245064,961,13,92962
768185,256507,1023,15,104868
734920,267893,1107,20,117546
701719,278026,1187,29,131208
668618,287101,1235,39,146014
635321,295589,1333,47,161853
602473,302838,1330,54,178471
570354,308890,1346,63,196043
538791,313680,1404,73,214388
507866,317650,1487,76,233656
477865,320230,1540,87,253882
449032,321325,1561,93,274535
421321,321313,1588,103,296679
394861,319972,1596,115,318965
369553,318007,1605,127,341820
345552,314649,1588,137,365470
323136,309898,1658,153,389438
302065,304277,1668,167,413918
282548,297423,1694,178,438516
264340,290017,1719,189,463658
247191,282229,1765,204,489349
231194,273842,1810,219,514695
216295,265136,1767,234,540558
202577,255879,1768,244,566143
190092,246215,1728,256,591639
178500,236561,1784,274,616949
167854,226767,1746,287,641939
158096,217119,1745,307,666517
149160,206921,1699,322,690639
140811,197244,1712,337,714411
133342,187655,1752,350,737744
126451,178359,1724,359,760533
120242,169189,1666,373,782626
114566,160431,1714,385,803835
109264,151786,1651,400,824907
104523,143458,1633,417,845261
100103,135322,1596,429,865003
95982,127976,1605,444,883639
92306,120490,1591,461,901767
88888,113388,1568,475,918913
85778,106801,1548,483,935648
82903,100403,1526,491,951566
80281,94361,1546,505,966926
77950,88473,1514,513,981517
75722,83073,1515,520,995176
73705,78047,1504,527,1008376
71861,73089,1494,544,1021024
70156,68548,1472,550,1032692
68572,64161,1385,560,1043988
67103,60046,1366,564,1054563
65752,56371,1336,571,1064530
64550,52703,1322,575,1074000
63405,49354,1311,583,1082929
62334,46087,1313,589,1091399
61364,43127,1277,595,1099122
60429,40341,1238,599,1106624
59539,37721,1222,606,1113806
58781,35055,1168,609,1120485
58067,32700,1175,614,1126738
57414,30604,1135,616,1132561
56821,28684,1075,619,1137996
56237,26791,1037,621,1143307
55730,24955,1012,624,1148059
55208,23376,912,627,1152552
54803,21777,908,628,1156799
54372,20239,911,630,1160660
53956,18942,892,631,1164356
53601,17609,854,632,1167829
53254,16482,863,640,1171163
52932,15396,833,641,1174153
52643,14302,755,643,1177131
52388,13296,746,644,1179815
52135,12414,715,647,1182350
51907,11605,680,649,1184557
51701,10778,668,649,1186733
51510,10009,637,651,1188861
51331,9327,610,652,1190734
51156,8685,578,652,1192468
50969,8142,540,654,1194058
50838,7571,528,655,1195612
50703,7046,491,656,1197090
50591,6522,474,658,1198439
50483,6077,463,661,1199738
50359,5662,450,662,1201012
50246,5267,437,662,1202124
50143,4910,424,663,1203124
50029,4593,400,664,1204077
49955,4283,368,667,1204923
49889,4021,334,671,1205781
49811,3756,338,672,1206511
49743,3504,337,673,1207224
49677,3249,320,673,1207879
49618,3035,312,674,1208505
49566,2834,312,675,1209066
49510,2609,282,675,1209561
49471,2420,260,675,1210096
49424,2254,235,676,1210575
49384,2134,200,676,1211042
49337,2012,197,678,1211456
49309,1860,184,678,1211838
49274,1711,166,678,1212262
49234,1590,163,678,1212616
49203,1476,153,678,1212892
49175,1383,161,678,1213178
49157,1285,132,678,1213439
49136,1220,127,678,1213722
49107,1150,121,679,1213950
49081,1085,107,679,1214159
49062,991,81,679,1214385
49043,937,75,679,1214583
49027,890,80,679,1214756
49017,823,79,679,1214941
48998,781,71,679,1215099
48979,746,66,679,1215247
48961,696,58,679,1215399
48952,655,54,679,1215512
48947,602,55,679,1215627
48938,559,66,679,1215729
48929,528,55,679,1215837
48918,485,49,680,1215949
48912,442,50,680,1216047
48902,417,45,680,1216137
48898,376,50,680,1216231
48894,332,44,680,1216295
48884,317,33,680,1216347
48879,301,32,680,1216413
48870,289,33,680,1216472
48865,269,27,680,1216527
48863,244,31,680,1216564
48861,222,26,681,1216617
48857,209,23,681,1216661
48853,193,24,681,1216697
48851,181,17,681,1216737
48850,167,15,681,1216778
48848,155,13,681,1216812
48843,145,15,681,1216849
48842,135,13,681,1216875
48839,129,9,681,1216905
48836,125,7,681,1216923
48835,111,10,681,1216943
48833,105,11,681,1216964
48833,99,10,681,1216994
48832,92,9,681,1217012
48832,81,8,681,1217027
48831,72,9,681,1217048
48830,65,5,681,1217067
48828,64,2,681,1217083
48828,59,3,681,1217089
48828,52,4,681,1217107
48828,47,5,681,1217111
48827,43,6,681,1217125
48826,41,5,681,1217134
48825,38,5,681,1217140
48825,35,6,681,1217149
48824,33,6,681,1217157
48824,31,5,681,1217175
48824,27,5,681,1217177
48823,26,3,681,1217184
48823,22,3,681,1217194
48823,19,1,681,1217198
48822,16,1,681,1217203
48822,15,3,681,1217207
48821,15,1,681,1217212
48820,12,3,681,1217217
48820,11,2,681,1217224
48820,9,2,681,1217224
