day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
15,554317.3866666667,553297.0,555682.0,30836.373333333333,29913.0,31522.0,117.72,97.0,137.0,5477.786666666667,5271.0,5754.0,2.72,0.0,7.0,7808.306666666666,7529.0,8107.0,1658.6266666666668,1505.0,1759.0
16,543179.4266666666,542032.0,544850.0,38090.08,36916.0,38793.0,147.42666666666668,124.0,181.0,6909.506666666667,6654.0,7215.0,3.8933333333333335,0.0,9.0,9638.973333333333,9333.0,10053.0,2050.5466666666666,1915.0,2172.0
17,529621.8266666667,528081.0,531559.0,46869.05333333334,45529.0,47960.0,183.66666666666666,160.0,213.0,8670.066666666668,8459.0,9055.0,5.706666666666667,1.0,13.0,11905.293333333333,11542.0,12227.0,2536.0,2387.0,2675.0
18,513251.05333333334,511379.0,515362.0,57369.10666666667,55895.0,58630.0,226.14666666666668,194.0,262.0,10851.88,10607.0,11388.0,7.973333333333334,3.0,16.0,14663.706666666667,14177.0,15027.0,3122.24,2938.0,3316.0
19,493646.4,491234.0,495994.0,69800.24,68405.0,71559.0,276.6666666666667,242.0,312.0,13534.573333333334,13167.0,14134.0,11.293333333333333,4.0,20.0,18025.173333333332,17432.0,18428.0,3847.6,3653.0,4040.0
20,470535.69333333336,467767.0,473702.0,84178.74666666667,82109.0,85969.0,337.5466666666667,295.0,375.0,16852.02666666667,16486.0,17444.0,16.093333333333334,7.0,27.0,22070.386666666665,21487.0,22655.0,4727.96,4483.0,4974.0
21,443757.5733333333,440813.0,447551.0,100457.21333333333,98065.0,102298.0,405.25333333333333,359.0,448.0,20921.826666666668,20386.0,21522.0,22.933333333333334,14.0,36.0,26867.44,26157.0,27472.0,5809.1466666666665,5595.0,6121.0
22,413335.9866666667,409967.0,417796.0,118357.24,115853.0,120319.0,483.2266666666667,434.0,531.0,25899.266666666666,25200.0,26488.0,32.56,22.0,48.0,32501.786666666667,31586.0,33377.0,7081.013333333333,6827.0,7382.0
23,386983.38666666666,383477.0,391662.0,130024.6,127567.0,132026.0,569.2,513.0,620.0,31932.48,31089.0,32716.0,46.21333333333333,31.0,62.0,38941.77333333333,38006.0,39812.0,8586.693333333333,8331.0,8868.0
24,357908.48,354088.0,363105.0,142964.69333333333,140335.0,144928.0,662.0,608.0,718.0,39214.066666666666,38185.0,40026.0,64.85333333333334,48.0,89.0,45472.306666666664,44389.0,46583.0,10308.0,9804.0,10636.0
25,327800.6,324195.0,332902.0,155312.64,153219.0,157135.0,755.8266666666667,692.0,825.0,47740.24,46604.0,48791.0,91.85333333333334,72.0,121.0,52278.4,50942.0,53547.0,12150.12,11786.0,12493.0
26,297649.81333333335,293806.0,302829.0,166190.17333333334,164403.0,167818.0,849.96,781.0,905.0,57654.04,56162.0,58658.0,126.65333333333334,98.0,159.0,59154.4,57742.0,60335.0,14056.773333333333,13658.0,14404.0
27,268222.7866666667,264410.0,273178.0,175009.34666666668,173384.0,176265.0,938.36,851.0,1019.0,68994.65333333334,67234.0,70348.0,174.34666666666666,127.0,221.0,65993.76,64496.0,67389.0,15960.906666666666,15484.0,16360.0
28,240095.6,236211.0,244750.0,181397.32,180054.0,182643.0,1017.6666666666666,937.0,1087.0,81788.82666666666,79662.0,83489.0,235.94666666666666,186.0,279.0,72622.14666666667,71297.0,73925.0,17780.893333333333,17380.0,18220.0
29,213726.22666666665,209847.0,217966.0,185236.58666666667,184025.0,186218.0,1082.1066666666666,978.0,1148.0,96023.6,93582.0,97980.0,314.7733333333333,256.0,358.0,78782.34666666666,77544.0,79805.0,19495.573333333334,19119.0,19860.0
30,189373.34666666668,185963.0,193365.0,186563.69333333333,185462.0,187500.0,1130.3866666666668,1054.0,1198.0,111651.76,108826.0,113616.0,409.1333333333333,338.0,462.0,84309.29333333333,83319.0,85338.0,21027.333333333332,20536.0,21523.0
31,167235.98666666666,164011.0,170907.0,185561.8,184323.0,186574.0,1167.9733333333334,1088.0,1240.0,128505.4,125364.0,130696.0,518.2266666666667,453.0,596.0,89028.48,87977.0,89954.0,22357.093333333334,21746.0,22889.0
32,147307.18666666668,144366.0,150609.0,182452.64,181470.0,183415.0,1197.6266666666668,1114.0,1278.0,146436.72,143280.0,149034.0,639.36,570.0,708.0,92906.32,92026.0,94050.0,23449.106666666667,23125.0,23893.0
33,129660.17333333334,127034.0,132604.0,177434.41333333333,176388.0,178434.0,1219.7733333333333,1138.0,1297.0,165279.24,162219.0,167822.0,772.1733333333333,712.0,841.0,95852.08,94808.0,97263.0,24244.746666666666,23884.0,24661.0
34,114133.74666666667,111843.0,116575.0,170937.34666666668,169739.0,172433.0,1241.7466666666667,1164.0,1320.0,184816.25333333333,181461.0,187509.0,910.3466666666667,856.0,968.0,97825.86666666667,96715.0,98914.0,24741.97333333333,24347.0,25225.0
35,100559.64,98421.0,102764.0,163291.85333333333,162243.0,164904.0,1258.88,1195.0,1341.0,204888.61333333334,201456.0,207605.0,1058.12,999.0,1126.0,98815.0,97626.0,99689.0,24934.546666666665,24517.0,25381.0
36,88815.05333333333,87066.0,90750.0,154776.88,153519.0,156445.0,1275.2533333333333,1204.0,1370.0,225266.08,221687.0,227835.0,1212.7866666666666,1159.0,1294.0,98893.16,97899.0,99780.0,24820.88,24330.0,25349.0
37,78678.76,77106.0,80423.0,145701.78666666665,144605.0,147344.0,1291.3866666666668,1228.0,1380.0,245762.61333333334,242309.0,248497.0,1371.88,1310.0,1460.0,98082.45333333334,97383.0,98856.0,24460.426666666666,23997.0,24979.0
38,69956.42666666667,68578.0,71523.0,136331.08,135260.0,138012.0,1307.4133333333334,1237.0,1377.0,266183.96,262621.0,268880.0,1531.7866666666666,1461.0,1624.0,96529.24,95732.0,97378.0,23838.173333333332,23387.0,24249.0
39,62478.14666666667,61235.0,63877.0,126891.98666666666,125777.0,128500.0,1322.88,1251.0,1392.0,286280.50666666665,282673.0,288915.0,1692.6,1622.0,1788.0,94319.42666666667,93608.0,95178.0,23026.81333333333,22506.0,23447.0
40,56079.37333333334,54953.0,57171.0,117521.68,116520.0,119078.0,1338.6533333333334,1258.0,1392.0,305966.58666666667,302385.0,308695.0,1848.9866666666667,1778.0,1971.0,91504.28,90624.0,92397.0,22077.08,21588.0,22468.0
41,50592.253333333334,49604.0,51393.0,108418.53333333334,107279.0,110127.0,1349.2933333333333,1261.0,1418.0,325108.93333333335,321579.0,327605.0,2000.4666666666667,1902.0,2132.0,88228.56,87538.0,89118.0,20985.52,20481.0,21410.0
42,45895.293333333335,44978.0,46673.0,99669.73333333334,98590.0,101197.0,1363.8266666666666,1281.0,1431.0,343586.24,339988.0,346143.0,2147.68,2049.0,2287.0,84554.78666666667,83808.0,85743.0,19799.773333333334,19134.0,20192.0
43,41876.05333333334,40977.0,42631.0,91309.36,90143.0,92822.0,1372.7866666666666,1276.0,1438.0,361258.49333333335,357860.0,363883.0,2290.5866666666666,2183.0,2432.0,80647.37333333334,79635.0,81673.0,18577.6,18082.0,18898.0
44,38436.49333333333,37601.0,39162.0,83401.42666666667,82397.0,85032.0,1382.76,1287.0,1451.0,378132.28,374770.0,380622.0,2425.213333333333,2296.0,2579.0,76517.22666666667,75626.0,77602.0,17334.506666666668,16896.0,17731.0
45,35482.88,34676.0,36089.0,76009.69333333333,74856.0,77475.0,1387.3866666666668,1300.0,1458.0,394087.7866666667,391254.0,396440.0,2552.0266666666666,2434.0,2700.0,72290.33333333333,71455.0,73266.0,16108.173333333334,15667.0,16515.0
46,32926.12,32198.0,33520.0,69117.93333333333,68169.0,70477.0,1394.2933333333333,1303.0,1460.0,409170.04,406220.0,411258.0,2671.0666666666666,2549.0,2851.0,68016.86666666667,67139.0,69179.0,14893.333333333334,14440.0,15282.0
47,30731.88,30158.0,31253.0,62744.81333333333,61758.0,63944.0,1399.4266666666667,1314.0,1471.0,423340.05333333334,420409.0,425159.0,2784.1866666666665,2643.0,2949.0,63727.12,63043.0,64866.0,13727.866666666667,13211.0,14111.0
48,28829.546666666665,28339.0,29334.0,56861.253333333334,55905.0,57804.0,1401.3866666666668,1311.0,1467.0,436579.37333333335,433788.0,438193.0,2887.306666666667,2753.0,3046.0,59520.32,58773.0,60591.0,12617.106666666667,12152.0,12997.0
49,27168.88,26679.0,27676.0,51440.68,50478.0,52254.0,1405.7066666666667,1308.0,1478.0,448917.2,446472.0,450456.0,2982.88,2836.0,3152.0,55444.73333333333,54751.0,56325.0,11541.893333333333,11189.0,11938.0
50,25728.106666666667,25261.0,26220.0,46488.45333333333,45638.0,47394.0,1406.7066666666667,1298.0,1486.0,460354.4533333333,458277.0,461942.0,3070.9733333333334,2912.0,3234.0,51502.77333333333,50814.0,52383.0,10562.8,10233.0,10895.0
51,24475.866666666665,24063.0,24981.0,41962.41333333333,41087.0,42809.0,1403.68,1299.0,1482.0,470981.13333333336,469179.0,472430.0,3151.1866666666665,2995.0,3318.0,47707.0,47053.0,48503.0,9622.96,9329.0,9921.0
52,23380.933333333334,22978.0,23895.0,37840.78666666667,37035.0,38586.0,1402.1333333333334,1303.0,1477.0,480797.52,479093.0,482221.0,3226.56,3071.0,3392.0,44082.48,43380.0,44853.0,8742.586666666666,8508.0,9147.0
53,22429.6,22012.0,22899.0,34099.0,33231.0,34794.0,1400.1466666666668,1287.0,1493.0,489855.13333333336,488329.0,491238.0,3296.0666666666666,3123.0,3475.0,40619.973333333335,39866.0,41300.0,7923.24,7678.0,8203.0
54,21590.866666666665,21229.0,22033.0,30709.52,29984.0,31356.0,1396.6533333333334,1279.0,1498.0,498184.05333333334,496759.0,499518.0,3361.0533333333333,3188.0,3538.0,37359.54666666667,36741.0,37867.0,7164.373333333333,6912.0,7404.0
55,20856.4,20484.0,21286.0,27630.586666666666,27090.0,28141.0,1392.2266666666667,1285.0,1487.0,505821.25333333336,504576.0,506951.0,3418.3866666666668,3255.0,3597.0,34296.613333333335,33710.0,34886.0,6482.92,6267.0,6678.0
56,20209.586666666666,19829.0,20633.0,24850.266666666666,24302.0,25367.0,1385.2666666666667,1279.0,1464.0,512815.6,511573.0,513937.0,3471.8,3315.0,3650.0,31436.346666666668,30877.0,31961.0,5856.933333333333,5578.0,6095.0
57,19638.146666666667,19272.0,20025.0,22344.253333333334,21861.0,22763.0,1376.64,1277.0,1466.0,519193.86666666664,518043.0,520220.0,3520.68,3352.0,3696.0,28764.76,28279.0,29242.0,5286.2266666666665,5049.0,5510.0
58,19138.173333333332,18776.0,19485.0,20072.36,19671.0,20431.0,1365.4,1254.0,1459.0,525024.3066666666,523977.0,526023.0,3563.88,3403.0,3745.0,26276.24,25832.0,26801.0,4774.2266666666665,4595.0,4975.0
59,18684.0,18332.0,19035.0,18031.373333333333,17666.0,18403.0,1353.9733333333334,1260.0,1445.0,530361.2133333334,529289.0,531305.0,3604.56,3450.0,3778.0,23971.773333333334,23452.0,24459.0,4294.933333333333,4083.0,4500.0
60,18286.106666666667,17944.0,18616.0,16191.293333333333,15782.0,16568.0,1342.04,1252.0,1442.0,535205.2666666667,534267.0,536104.0,3641.5466666666666,3492.0,3817.0,21858.4,21481.0,22408.0,3852.5333333333333,3643.0,4090.0
61,17933.04,17598.0,18266.0,14525.626666666667,14189.0,14898.0,1326.2933333333333,1244.0,1419.0,539618.4,538693.0,540464.0,3675.8933333333334,3526.0,3858.0,19895.56,19485.0,20397.0,3471.5466666666666,3330.0,3632.0
62,17617.04,17300.0,17966.0,13037.226666666667,12736.0,13371.0,1311.9466666666667,1232.0,1416.0,543630.3733333333,542829.0,544378.0,3706.72,3554.0,3886.0,18089.28,17687.0,18570.0,3118.8533333333335,2933.0,3256.0
63,17337.466666666667,17028.0,17689.0,11698.466666666667,11410.0,11970.0,1295.88,1212.0,1394.0,547284.1866666666,546555.0,547983.0,3733.346666666667,3575.0,3928.0,16414.81333333333,16120.0,16807.0,2802.0266666666666,2655.0,2967.0
64,17087.32,16756.0,17435.0,10493.506666666666,10216.0,10760.0,1277.8933333333334,1200.0,1366.0,550587.9333333333,549870.0,551231.0,3758.72,3595.0,3944.0,14887.426666666666,14584.0,15194.0,2522.04,2348.0,2654.0
65,16864.97333333333,16544.0,17214.0,9417.493333333334,9190.0,9666.0,1259.5066666666667,1181.0,1346.0,553581.3866666667,552832.0,554235.0,3782.0266666666666,3608.0,3972.0,13483.92,13139.0,13834.0,2273.52,2157.0,2426.0
66,16670.506666666668,16350.0,17041.0,8440.866666666667,8188.0,8681.0,1238.6666666666667,1162.0,1328.0,556291.9733333334,555634.0,556960.0,3803.84,3627.0,4000.0,12216.573333333334,11952.0,12565.0,2043.9066666666668,1935.0,2206.0
67,16496.746666666666,16167.0,16863.0,7563.44,7320.0,7770.0,1217.9466666666667,1147.0,1301.0,558753.1733333333,557983.0,559441.0,3824.693333333333,3654.0,4020.0,11055.96,10788.0,11343.0,1830.6,1706.0,1994.0
68,16341.72,15980.0,16703.0,6783.44,6566.0,6982.0,1196.8533333333332,1116.0,1292.0,560984.3333333334,560363.0,561646.0,3842.6,3676.0,4036.0,9988.72,9743.0,10318.0,1635.84,1532.0,1767.0
69,16204.226666666667,15848.0,16577.0,6086.026666666667,5840.0,6268.0,1174.4533333333334,1096.0,1273.0,562976.56,562432.0,563584.0,3858.9866666666667,3693.0,4049.0,9034.253333333334,8727.0,9287.0,1475.24,1376.0,1561.0
70,16080.72,15732.0,16447.0,5453.733333333334,5231.0,5680.0,1155.12,1075.0,1252.0,564790.3733333333,564275.0,565472.0,3874.6133333333332,3699.0,4069.0,8159.1866666666665,7859.0,8389.0,1315.6533333333334,1182.0,1411.0
71,15970.2,15636.0,16328.0,4886.96,4658.0,5050.0,1130.9866666666667,1052.0,1221.0,566420.8933333333,565877.0,567016.0,3889.653333333333,3712.0,4087.0,7376.8533333333335,7141.0,7616.0,1179.56,1052.0,1298.0
72,15871.066666666668,15542.0,16233.0,4385.8133333333335,4189.0,4551.0,1106.4266666666667,1024.0,1180.0,567890.4666666667,567378.0,568423.0,3903.9066666666668,3724.0,4100.0,6658.613333333334,6434.0,6887.0,1060.9733333333334,923.0,1141.0
73,15784.786666666667,15472.0,16142.0,3929.5333333333333,3753.0,4060.0,1083.52,1010.0,1164.0,569229.6266666667,568747.0,569753.0,3916.7733333333335,3737.0,4115.0,6006.08,5784.0,6257.0,946.8133333333334,783.0,1044.0
74,15705.426666666666,15391.0,16062.0,3520.56,3369.0,3660.0,1058.8933333333334,975.0,1126.0,570438.28,569955.0,570918.0,3928.4266666666667,3749.0,4128.0,5414.8533333333335,5262.0,5681.0,844.96,734.0,939.0
75,15634.226666666667,15332.0,15985.0,3157.2933333333335,3010.0,3275.0,1034.5733333333333,950.0,1099.0,571531.5066666667,571081.0,572103.0,3939.7066666666665,3761.0,4137.0,4870.666666666667,4680.0,5077.0,756.7466666666667,674.0,848.0
76,15570.186666666666,15271.0,15917.0,2833.133333333333,2688.0,2947.0,1009.8266666666667,924.0,1075.0,572513.4666666667,572053.0,573015.0,3950.16,3782.0,4148.0,4385.1866666666665,4230.0,4559.0,678.16,602.0,754.0
77,15514.546666666667,15214.0,15867.0,2533.9466666666667,2407.0,2670.0,984.8666666666667,911.0,1047.0,573399.6666666666,572878.0,573904.0,3960.1866666666665,3794.0,4160.0,3953.4133333333334,3813.0,4112.0,605.5733333333334,509.0,682.0
78,15463.973333333333,15170.0,15818.0,2272.76,2163.0,2387.0,960.7733333333333,882.0,1016.0,574195.1466666666,573696.0,574686.0,3970.0666666666666,3808.0,4172.0,3559.213333333333,3433.0,3716.0,544.6266666666667,481.0,605.0
79,15418.333333333334,15123.0,15762.0,2037.08,1917.0,2175.0,935.1466666666666,844.0,997.0,574915.7466666667,574464.0,575365.0,3979.2933333333335,3825.0,4183.0,3196.6266666666666,3025.0,3351.0,492.08,428.0,553.0
80,15377.773333333333,15088.0,15730.0,1822.0933333333332,1731.0,1949.0,910.9066666666666,820.0,969.0,575557.9866666667,575104.0,575991.0,3987.9333333333334,3837.0,4192.0,2881.4133333333334,2716.0,3034.0,445.85333333333335,383.0,519.0
81,15340.72,15049.0,15694.0,1634.4933333333333,1542.0,1752.0,887.7333333333333,804.0,944.0,576143.6133333333,575679.0,576594.0,3995.2933333333335,3842.0,4194.0,2589.7733333333335,2452.0,2720.0,401.53333333333336,352.0,449.0
82,15308.426666666666,15022.0,15660.0,1465.0666666666666,1354.0,1567.0,862.9733333333334,780.0,922.0,576675.2266666667,576232.0,577138.0,4003.44,3847.0,4199.0,2326.64,2192.0,2466.0,357.94666666666666,315.0,408.0
83,15280.213333333333,14995.0,15627.0,1313.04,1211.0,1395.0,837.4,755.0,907.0,577157.84,576737.0,577597.0,4010.2533333333336,3853.0,4207.0,2088.0,1967.0,2190.0,320.6,281.0,390.0
84,15253.906666666666,14968.0,15595.0,1176.16,1082.0,1255.0,814.04,732.0,898.0,577589.04,577169.0,578006.0,4017.0133333333333,3859.0,4215.0,1874.9866666666667,1757.0,1995.0,287.53333333333336,243.0,344.0
85,15230.533333333333,14942.0,15565.0,1054.1333333333334,963.0,1129.0,790.64,708.0,874.0,577978.32,577570.0,578364.0,4023.52,3864.0,4225.0,1683.96,1569.0,1803.0,255.53333333333333,217.0,312.0
86,15209.76,14921.0,15545.0,942.8666666666667,856.0,1020.0,767.7466666666667,683.0,855.0,578330.12,577952.0,578732.0,4029.5866666666666,3865.0,4229.0,1513.2133333333334,1408.0,1629.0,229.08,191.0,265.0
87,15191.32,14895.0,15528.0,845.4533333333334,777.0,913.0,744.9066666666666,661.0,829.0,578642.1466666666,578249.0,579009.0,4035.92,3875.0,4234.0,1360.28,1271.0,1487.0,206.96,169.0,246.0
88,15174.986666666666,14878.0,15516.0,755.9733333333334,695.0,815.0,723.08,640.0,800.0,578927.3466666667,578514.0,579307.0,4041.4,3878.0,4242.0,1221.7333333333333,1131.0,1332.0,184.73333333333332,147.0,229.0
89,15160.826666666666,14866.0,15497.0,678.2133333333334,627.0,730.0,699.92,619.0,776.0,579185.1466666666,578777.0,579578.0,4047.52,3889.0,4254.0,1096.8,1019.0,1178.0,165.24,123.0,213.0
90,15147.826666666666,14853.0,15488.0,607.3866666666667,560.0,654.0,678.1333333333333,599.0,745.0,579418.36,579051.0,579805.0,4052.5466666666666,3892.0,4257.0,984.52,926.0,1053.0,147.30666666666667,109.0,186.0
91,15136.52,14837.0,15476.0,543.3066666666666,489.0,595.0,655.84,564.0,715.0,579627.3733333333,579271.0,579997.0,4057.8133333333335,3896.0,4261.0,886.08,832.0,966.0,132.50666666666666,95.0,162.0
92,15125.333333333334,14822.0,15457.0,486.28,419.0,537.0,634.4266666666666,547.0,699.0,579818.52,579480.0,580186.0,4062.7733333333335,3898.0,4268.0,796.76,746.0,877.0,117.41333333333333,84.0,160.0
93,15115.706666666667,14815.0,15450.0,435.70666666666665,379.0,482.0,614.0933333333334,527.0,681.0,579993.2533333333,579648.0,580366.0,4067.4533333333334,3903.0,4274.0,712.3333333333334,649.0,778.0,104.56,75.0,127.0
94,15106.88,14807.0,15445.0,390.41333333333336,340.0,434.0,594.48,519.0,664.0,580147.52,579797.0,580507.0,4072.1066666666666,3910.0,4280.0,640.76,576.0,687.0,93.16,64.0,117.0
95,15099.6,14795.0,15442.0,348.9866666666667,304.0,390.0,574.7466666666667,499.0,645.0,580287.8133333334,579919.0,580660.0,4076.5733333333333,3916.0,4284.0,575.3866666666667,518.0,630.0,84.76,58.0,107.0
96,15092.853333333333,14793.0,15437.0,313.0,263.0,361.0,556.2533333333333,484.0,625.0,580414.92,580050.0,580776.0,4080.52,3921.0,4288.0,514.0266666666666,456.0,572.0,77.52,49.0,101.0
97,15086.626666666667,14784.0,15431.0,280.52,244.0,326.0,537.0533333333333,469.0,609.0,580531.3733333333,580164.0,580895.0,4084.786666666667,3926.0,4293.0,460.4,400.0,511.0,69.38666666666667,43.0,92.0
98,15081.293333333333,14783.0,15425.0,250.86666666666667,211.0,289.0,519.4533333333334,462.0,586.0,580634.4933333333,580270.0,581017.0,4088.4,3928.0,4295.0,414.36,378.0,465.0,62.4,38.0,88.0
99,15077.106666666667,14779.0,15421.0,224.38666666666666,191.0,260.0,502.0133333333333,449.0,569.0,580730.6933333334,580370.0,581119.0,4092.08,3933.0,4298.0,370.8666666666667,333.0,434.0,55.45333333333333,38.0,75.0
100,15072.866666666667,14775.0,15419.0,200.21333333333334,172.0,234.0,484.61333333333334,426.0,546.0,580815.9066666666,580447.0,581194.0,4095.84,3934.0,4303.0,334.2266666666667,301.0,406.0,49.92,33.0,71.0
101,15068.826666666666,14770.0,15414.0,180.22666666666666,150.0,210.0,467.36,417.0,531.0,580895.0533333333,580530.0,581258.0,4099.1866666666665,3937.0,4304.0,298.93333333333334,262.0,350.0,44.53333333333333,27.0,71.0
102,15065.533333333333,14765.0,15409.0,160.78666666666666,130.0,190.0,451.25333333333333,405.0,508.0,580966.32,580604.0,581336.0,4102.426666666666,3942.0,4310.0,268.36,236.0,308.0,39.85333333333333,23.0,58.0
103,15062.36,14764.0,15405.0,144.25333333333333,116.0,172.0,435.38666666666666,395.0,486.0,581030.48,580652.0,581396.0,4105.893333333333,3945.0,4312.0,240.57333333333332,206.0,282.0,36.46666666666667,18.0,58.0
104,15059.733333333334,14764.0,15403.0,128.45333333333335,107.0,158.0,420.16,379.0,473.0,581088.88,580713.0,581462.0,4109.08,3948.0,4319.0,216.42666666666668,175.0,248.0,32.973333333333336,19.0,50.0
105,15056.88,14763.0,15402.0,114.8,89.0,140.0,405.6666666666667,363.0,461.0,581143.2,580766.0,581511.0,4112.026666666667,3951.0,4323.0,193.78666666666666,156.0,230.0,30.16,17.0,45.0
106,15054.746666666666,14763.0,15401.0,101.85333333333334,81.0,124.0,391.64,349.0,454.0,581193.5333333333,580813.0,581567.0,4114.586666666667,3953.0,4325.0,173.04,146.0,209.0,27.933333333333334,9.0,46.0
107,15053.053333333333,14763.0,15400.0,90.74666666666667,73.0,113.0,377.96,336.0,433.0,581238.5066666667,580856.0,581611.0,4117.373333333333,3954.0,4329.0,155.24,124.0,196.0,24.933333333333334,12.0,41.0
108,15051.413333333334,14763.0,15399.0,81.33333333333333,64.0,106.0,365.1066666666667,331.0,414.0,581280.08,580902.0,581652.0,4119.946666666667,3957.0,4331.0,138.13333333333333,110.0,167.0,21.96,8.0,35.0
109,15049.946666666667,14762.0,15397.0,72.48,56.0,99.0,351.6533333333333,317.0,399.0,581319.04,580939.0,581686.0,4122.32,3961.0,4332.0,123.22666666666667,89.0,149.0,19.786666666666665,9.0,34.0
110,15048.706666666667,14762.0,15397.0,64.56,52.0,86.0,338.93333333333334,304.0,387.0,581353.0933333334,580968.0,581725.0,4124.8133333333335,3963.0,4335.0,110.94666666666667,85.0,137.0,18.14666666666667,9.0,36.0
111,15047.413333333334,14758.0,15396.0,57.666666666666664,41.0,82.0,326.84,295.0,378.0,581386.4,581009.0,581761.0,4127.04,3965.0,4337.0,98.21333333333334,75.0,120.0,15.413333333333334,6.0,28.0
112,15046.28,14758.0,15395.0,51.64,38.0,75.0,315.14666666666665,283.0,366.0,581415.0666666667,581037.0,581791.0,4129.386666666666,3968.0,4339.0,87.72,61.0,110.0,14.08,6.0,25.0
113,15045.226666666667,14757.0,15395.0,45.84,33.0,68.0,304.29333333333335,271.0,355.0,581441.5733333334,581060.0,581826.0,4131.386666666666,3970.0,4345.0,78.57333333333334,60.0,96.0,12.6,2.0,25.0
114,15044.333333333334,14757.0,15393.0,41.12,28.0,61.0,293.38666666666666,260.0,338.0,581466.08,581079.0,581852.0,4133.386666666666,3971.0,4347.0,69.98666666666666,56.0,90.0,11.466666666666667,3.0,20.0
115,15043.626666666667,14755.0,15392.0,36.333333333333336,21.0,55.0,283.0933333333333,252.0,327.0,581488.24,581103.0,581868.0,4135.213333333333,3972.0,4350.0,63.13333333333333,45.0,84.0,10.4,3.0,19.0
116,15042.906666666666,14754.0,15391.0,32.49333333333333,19.0,51.0,272.50666666666666,241.0,312.0,581508.8666666667,581118.0,581884.0,4137.013333333333,3973.0,4350.0,56.626666666666665,39.0,72.0,9.826666666666666,4.0,17.0
