day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
32,96856.30666666667,93871.0,100709.0,201904.73333333334,200353.0,203538.0,1381.9066666666668,1289.0,1463.0,247661.69333333333,242640.0,251166.0,414.88,365.0,453.0,123538.94666666667,122719.0,124344.0,31175.013333333332,30629.0,31754.0
33,82698.92,79964.0,86055.0,190978.89333333334,189025.0,192793.0,1393.6666666666667,1305.0,1470.0,273376.61333333334,268374.0,276657.0,485.2,437.0,533.0,123431.09333333334,122660.0,124291.0,30899.066666666666,30275.0,31456.0
34,70666.18666666666,68253.0,73652.0,179263.36,177543.0,181139.0,1397.2133333333334,1302.0,1486.0,299086.12,294043.0,302414.0,558.6133333333333,514.0,618.0,122276.54666666666,121662.0,123008.0,30378.866666666665,29931.0,30869.0
35,60543.333333333336,58407.0,63087.0,167104.10666666666,165346.0,169196.0,1397.3066666666666,1302.0,1497.0,324695.7733333333,319679.0,328260.0,631.04,581.0,708.0,120096.97333333333,119257.0,120836.0,29552.706666666665,29187.0,30039.0
36,52032.986666666664,50278.0,54266.0,154889.2,152940.0,157340.0,1397.6133333333332,1300.0,1480.0,349882.82666666666,344896.0,353518.0,703.5466666666666,647.0,771.0,117042.52,116189.0,117743.0,28509.413333333334,28087.0,28854.0
37,44921.24,43428.0,46881.0,142750.16,140842.0,145215.0,1392.7333333333333,1287.0,1483.0,374488.52,369825.0,378235.0,776.2,728.0,846.0,113308.13333333333,112437.0,114220.0,27237.226666666666,26763.0,27670.0
38,38994.10666666667,37738.0,40675.0,130946.44,129071.0,133364.0,1386.4133333333334,1287.0,1469.0,398344.44,393875.0,402034.0,845.2533333333333,784.0,921.0,108961.82666666666,107980.0,109923.0,25848.24,25495.0,26251.0
39,34058.16,33134.0,35554.0,119642.02666666667,117703.0,122049.0,1379.2666666666667,1275.0,1461.0,421267.0933333333,417019.0,424837.0,913.92,856.0,994.0,104147.21333333333,102909.0,105070.0,24351.96,23928.0,24869.0
40,29928.506666666668,29193.0,31348.0,108926.68,107062.0,111389.0,1371.8133333333333,1260.0,1461.0,443207.72,438940.0,446775.0,978.16,922.0,1064.0,98978.14666666667,98059.0,99898.0,22765.44,22304.0,23265.0
41,26489.466666666667,25871.0,27681.0,98823.24,97001.0,101086.0,1362.5066666666667,1258.0,1455.0,464013.08,459843.0,467657.0,1040.84,983.0,1132.0,93618.22666666667,92483.0,94903.0,21198.946666666667,20723.0,21728.0
42,23605.76,23024.0,24661.0,89454.45333333334,87758.0,91477.0,1353.5466666666666,1261.0,1444.0,483674.37333333335,479737.0,487022.0,1097.8133333333333,1031.0,1199.0,88131.17333333334,87085.0,89559.0,19625.0,19071.0,20186.0
43,21193.28,20599.0,22043.0,80760.36,79167.0,82626.0,1342.5333333333333,1244.0,1444.0,502195.4266666667,498205.0,505712.0,1154.3333333333333,1090.0,1251.0,82603.97333333333,81409.0,83972.0,18034.906666666666,17463.0,18549.0
44,19164.586666666666,18634.0,19908.0,72736.13333333333,71174.0,74418.0,1331.0533333333333,1232.0,1422.0,519488.48,515686.0,522912.0,1204.9866666666667,1131.0,1311.0,77157.04,75879.0,78398.0,16523.88,16019.0,16965.0
45,17441.226666666666,16927.0,18106.0,65416.253333333334,64033.0,66902.0,1316.68,1219.0,1413.0,535608.0133333333,531974.0,538676.0,1250.6,1171.0,1359.0,71780.30666666667,70454.0,72877.0,15107.613333333333,14525.0,15448.0
46,15989.706666666667,15543.0,16511.0,58746.973333333335,57570.0,60240.0,1301.7866666666666,1195.0,1395.0,550602.7066666667,547284.0,553531.0,1294.28,1213.0,1402.0,66530.22666666667,65436.0,67475.0,13727.746666666666,13277.0,14132.0
47,14751.906666666666,14349.0,15251.0,52699.05333333334,51656.0,54008.0,1287.56,1180.0,1387.0,564480.9333333333,561389.0,567277.0,1335.3466666666666,1257.0,1450.0,61466.2,60135.0,62457.0,12423.066666666668,11969.0,12913.0
48,13691.173333333334,13329.0,14140.0,47207.04,46174.0,48538.0,1273.2133333333334,1177.0,1365.0,577207.04,574432.0,579738.0,1373.28,1289.0,1478.0,56660.94666666666,55573.0,57579.0,11258.426666666666,10840.0,11722.0
49,12789.466666666667,12418.0,13211.0,42243.54666666667,41256.0,43620.0,1257.72,1160.0,1347.0,588955.2266666667,586353.0,591454.0,1407.1066666666666,1318.0,1505.0,52072.22666666667,51018.0,52974.0,10147.76,9748.0,10716.0
50,12011.773333333333,11673.0,12419.0,37775.52,36840.0,39045.0,1242.7333333333333,1145.0,1319.0,599715.0,597199.0,602086.0,1438.5866666666666,1347.0,1532.0,47757.12,46794.0,48584.0,9113.106666666667,8801.0,9613.0
51,11348.293333333333,11069.0,11729.0,33755.46666666667,32842.0,34998.0,1225.28,1130.0,1296.0,609528.7866666666,607232.0,611665.0,1466.72,1380.0,1558.0,43697.54666666667,42798.0,44400.0,8208.706666666667,7928.0,8548.0
52,10765.066666666668,10494.0,11146.0,30151.906666666666,29255.0,31287.0,1207.8533333333332,1118.0,1278.0,618483.6266666667,616315.0,620666.0,1492.7866666666666,1413.0,1587.0,39914.94666666666,38942.0,40607.0,7369.333333333333,7040.0,7654.0
53,10263.693333333333,10010.0,10609.0,26906.413333333334,26225.0,27918.0,1189.0666666666666,1098.0,1258.0,626656.2666666667,624567.0,628691.0,1516.6933333333334,1432.0,1614.0,36376.693333333336,35339.0,36997.0,6613.266666666666,6336.0,6854.0
54,9823.946666666667,9557.0,10123.0,24007.96,23419.0,24923.0,1169.1466666666668,1067.0,1242.0,634074.6,632324.0,635851.0,1538.16,1453.0,1638.0,33099.28,32092.0,33775.0,5925.613333333334,5673.0,6212.0
55,9441.506666666666,9198.0,9740.0,21409.133333333335,20888.0,22185.0,1148.92,1050.0,1237.0,640826.2133333334,639074.0,642517.0,1557.6266666666668,1471.0,1656.0,30059.613333333335,29139.0,30865.0,5305.08,5081.0,5624.0
56,9105.946666666667,8884.0,9400.0,19085.0,18562.0,19836.0,1128.2133333333334,1035.0,1222.0,646928.04,645287.0,648473.0,1574.9333333333334,1486.0,1671.0,27284.986666666668,26429.0,27972.0,4742.466666666666,4477.0,5107.0
57,8810.84,8569.0,9089.0,17012.373333333333,16477.0,17649.0,1108.1733333333334,1020.0,1198.0,652458.04,651018.0,653828.0,1590.2,1495.0,1689.0,24718.506666666668,23996.0,25343.0,4241.546666666667,3992.0,4523.0
58,8554.613333333333,8288.0,8806.0,15159.386666666667,14653.0,15743.0,1086.3066666666666,997.0,1167.0,657440.6533333333,656137.0,658755.0,1604.56,1508.0,1709.0,22375.053333333333,21655.0,22998.0,3799.7466666666664,3546.0,3975.0
59,8327.666666666666,8063.0,8582.0,13502.76,12998.0,14017.0,1064.0,979.0,1147.0,661965.7866666666,660713.0,663232.0,1617.2666666666667,1524.0,1719.0,20219.906666666666,19510.0,20940.0,3398.306666666667,3233.0,3561.0
60,8126.306666666666,7872.0,8364.0,12024.533333333333,11549.0,12527.0,1042.5733333333333,959.0,1120.0,666052.32,664790.0,667382.0,1629.6133333333332,1536.0,1737.0,18244.893333333333,17466.0,18905.0,3031.52,2843.0,3260.0
61,7950.013333333333,7707.0,8186.0,10706.4,10297.0,11121.0,1021.72,927.0,1110.0,669734.72,668542.0,670879.0,1641.3866666666668,1550.0,1751.0,16458.04,15818.0,17023.0,2696.36,2476.0,2922.0
62,7794.32,7548.0,8016.0,9524.186666666666,9177.0,9883.0,1001.4666666666667,900.0,1081.0,673053.8933333333,671952.0,674084.0,1651.44,1558.0,1761.0,14835.413333333334,14308.0,15314.0,2399.9333333333334,2245.0,2618.0
63,7658.573333333334,7417.0,7870.0,8484.613333333333,8164.0,8845.0,979.4133333333333,887.0,1052.0,676038.2666666667,675016.0,677011.0,1660.9733333333334,1566.0,1768.0,13346.453333333333,12799.0,13762.0,2137.6133333333332,1974.0,2358.0
64,7537.013333333333,7281.0,7745.0,7554.093333333333,7213.0,7869.0,957.0533333333333,875.0,1034.0,678716.4133333333,677781.0,679628.0,1669.5466666666666,1577.0,1772.0,12013.546666666667,11505.0,12372.0,1901.44,1768.0,2080.0
65,7430.133333333333,7183.0,7653.0,6715.76,6405.0,7052.0,935.72,854.0,1012.0,681122.6133333333,680230.0,681857.0,1677.7466666666667,1583.0,1781.0,10809.44,10442.0,11134.0,1693.2533333333333,1578.0,1850.0
66,7334.693333333334,7096.0,7561.0,5981.92,5729.0,6288.0,912.2933333333333,844.0,996.0,683282.84,682494.0,683955.0,1685.2,1587.0,1791.0,9706.48,9377.0,10058.0,1507.68,1371.0,1652.0
67,7248.133333333333,7018.0,7481.0,5327.266666666666,5111.0,5593.0,891.8533333333334,823.0,973.0,685239.1066666667,684418.0,685828.0,1691.7066666666667,1594.0,1796.0,8701.133333333333,8406.0,9008.0,1339.7866666666666,1215.0,1481.0
68,7170.52,6936.0,7396.0,4742.173333333333,4551.0,5007.0,869.8933333333333,798.0,951.0,686987.92,686254.0,687565.0,1697.9866666666667,1598.0,1805.0,7803.88,7515.0,8100.0,1194.56,1076.0,1310.0
69,7101.373333333333,6876.0,7327.0,4222.4,4040.0,4459.0,848.8533333333334,779.0,938.0,688550.3866666667,687873.0,689057.0,1703.6666666666667,1603.0,1812.0,6998.466666666666,6727.0,7270.0,1061.6133333333332,940.0,1156.0
70,7041.626666666667,6826.0,7263.0,3754.72,3602.0,3993.0,826.6533333333333,758.0,909.0,689963.1866666666,689387.0,690440.0,1708.6666666666667,1608.0,1815.0,6267.346666666666,6001.0,6490.0,947.9066666666666,838.0,1041.0
71,6988.026666666667,6783.0,7204.0,3340.4,3177.0,3555.0,803.3066666666666,736.0,886.0,691224.9466666667,690705.0,691649.0,1713.6533333333334,1615.0,1822.0,5611.346666666666,5357.0,5891.0,845.3066666666666,770.0,944.0
72,6940.173333333333,6743.0,7155.0,2969.64,2788.0,3137.0,781.8266666666667,710.0,866.0,692347.5466666666,691834.0,692783.0,1718.04,1619.0,1831.0,5028.693333333334,4747.0,5329.0,753.24,664.0,844.0
73,6898.52,6704.0,7114.0,2644.24,2481.0,2780.0,760.96,687.0,844.0,693356.68,692910.0,693784.0,1722.5466666666666,1624.0,1836.0,4499.973333333333,4272.0,4782.0,669.6666666666666,569.0,749.0
74,6859.413333333333,6654.0,7081.0,2360.173333333333,2187.0,2496.0,739.0266666666666,673.0,826.0,694264.4,693882.0,694659.0,1726.5866666666666,1628.0,1839.0,4020.4933333333333,3832.0,4238.0,596.0,517.0,674.0
75,6824.986666666667,6630.0,7048.0,2100.5333333333333,1928.0,2210.0,718.9333333333333,647.0,794.0,695084.52,694657.0,695476.0,1730.7466666666667,1631.0,1845.0,3593.4933333333333,3409.0,3776.0,528.32,456.0,620.0
76,6794.093333333333,6598.0,7016.0,1871.2933333333333,1712.0,1970.0,698.64,635.0,776.0,695803.84,695353.0,696217.0,1734.5333333333333,1634.0,1848.0,3216.9466666666667,3031.0,3402.0,470.37333333333333,413.0,550.0
77,6767.026666666667,6572.0,7000.0,1668.9866666666667,1504.0,1763.0,678.5733333333334,613.0,757.0,696457.2933333333,696066.0,696863.0,1738.24,1638.0,1850.0,2871.8533333333335,2682.0,3029.0,416.7866666666667,367.0,485.0
78,6742.706666666667,6537.0,6975.0,1484.9466666666667,1352.0,1588.0,657.9733333333334,592.0,734.0,697033.4533333334,696664.0,697464.0,1741.56,1641.0,1852.0,2570.266666666667,2434.0,2706.0,374.70666666666665,314.0,432.0
79,6721.266666666666,6519.0,6956.0,1324.4533333333334,1188.0,1400.0,638.64,576.0,709.0,697547.9466666667,697183.0,697978.0,1744.6533333333334,1644.0,1854.0,2300.9333333333334,2158.0,2423.0,335.0933333333333,279.0,380.0
80,6702.333333333333,6495.0,6931.0,1178.2266666666667,1066.0,1267.0,619.2533333333333,555.0,692.0,698014.7466666667,697642.0,698434.0,1747.68,1650.0,1858.0,2059.24,1919.0,2175.0,296.8933333333333,248.0,346.0
81,6685.493333333333,6482.0,6909.0,1048.4533333333334,967.0,1155.0,601.1066666666667,538.0,665.0,698434.2,698054.0,698835.0,1750.64,1650.0,1864.0,1841.4133333333334,1710.0,1958.0,263.3466666666667,227.0,319.0
82,6669.973333333333,6470.0,6891.0,934.2666666666667,855.0,1025.0,582.88,518.0,633.0,698810.8133333334,698434.0,699249.0,1753.28,1651.0,1868.0,1641.7733333333333,1478.0,1759.0,236.05333333333334,200.0,273.0
83,6656.44,6455.0,6876.0,829.88,759.0,911.0,563.2133333333334,488.0,617.0,699150.1466666666,698792.0,699537.0,1755.68,1653.0,1868.0,1467.2133333333334,1311.0,1555.0,210.24,168.0,256.0
84,6645.213333333333,6447.0,6872.0,738.92,674.0,822.0,546.0666666666667,475.0,602.0,699450.72,699090.0,699782.0,1758.16,1655.0,1876.0,1312.32,1187.0,1421.0,185.90666666666667,142.0,233.0
85,6633.666666666667,6439.0,6865.0,659.2,603.0,742.0,528.0,464.0,586.0,699724.3066666666,699389.0,700043.0,1760.6533333333334,1659.0,1882.0,1169.6933333333334,1032.0,1286.0,165.18666666666667,124.0,209.0
86,6623.826666666667,6424.0,6850.0,587.4533333333334,528.0,663.0,511.44,450.0,572.0,699968.5733333334,699658.0,700242.0,1763.24,1660.0,1885.0,1041.1333333333334,936.0,1157.0,147.77333333333334,111.0,192.0
87,6614.706666666667,6413.0,6836.0,522.4933333333333,465.0,597.0,494.94666666666666,436.0,552.0,700185.44,699856.0,700450.0,1765.3333333333333,1662.0,1888.0,929.56,834.0,1034.0,134.04,89.0,167.0
88,6606.906666666667,6407.0,6820.0,465.64,419.0,546.0,477.96,419.0,533.0,700383.24,700102.0,700661.0,1767.5333333333333,1663.0,1891.0,827.4133333333333,750.0,922.0,120.02666666666667,86.0,150.0
89,6599.8,6401.0,6814.0,414.9066666666667,368.0,477.0,462.16,405.0,515.0,700558.76,700254.0,700817.0,1769.7333333333333,1666.0,1894.0,737.2266666666667,665.0,807.0,108.34666666666666,71.0,136.0
90,6593.653333333334,6397.0,6806.0,369.73333333333335,319.0,425.0,446.36,392.0,500.0,700718.8666666667,700426.0,700970.0,1771.6,1668.0,1894.0,657.44,593.0,725.0,94.62666666666667,72.0,118.0
91,6588.506666666667,6393.0,6803.0,328.81333333333333,275.0,374.0,432.02666666666664,378.0,480.0,700859.5733333334,700568.0,701128.0,1773.3733333333332,1671.0,1896.0,587.64,524.0,665.0,84.50666666666666,57.0,104.0
92,6583.613333333334,6388.0,6790.0,293.52,240.0,330.0,417.2266666666667,363.0,467.0,700989.0933333334,700709.0,701242.0,1775.0133333333333,1672.0,1897.0,522.6933333333334,472.0,603.0,74.78666666666666,52.0,93.0
93,6579.253333333333,6386.0,6788.0,260.70666666666665,214.0,299.0,402.76,359.0,452.0,701103.8666666667,700805.0,701377.0,1776.52,1673.0,1899.0,467.8,413.0,557.0,66.2,41.0,88.0
94,6574.96,6384.0,6785.0,232.42666666666668,187.0,271.0,389.61333333333334,345.0,437.0,701206.7066666667,700930.0,701476.0,1777.8666666666666,1675.0,1900.0,416.5733333333333,359.0,501.0,60.306666666666665,34.0,85.0
95,6571.8,6380.0,6782.0,207.50666666666666,168.0,240.0,375.61333333333334,330.0,416.0,701300.1866666666,701041.0,701569.0,1779.7066666666667,1677.0,1901.0,370.8,332.0,436.0,54.86666666666667,37.0,75.0
96,6568.56,6377.0,6778.0,184.37333333333333,144.0,220.0,362.3333333333333,319.0,405.0,701384.1066666667,701114.0,701638.0,1781.0666666666666,1680.0,1903.0,331.9066666666667,294.0,376.0,48.22666666666667,28.0,71.0
97,6565.493333333333,6372.0,6776.0,164.50666666666666,126.0,205.0,349.56,308.0,387.0,701460.1866666666,701195.0,701717.0,1782.5466666666666,1681.0,1906.0,295.26666666666665,255.0,331.0,43.70666666666666,25.0,61.0
98,6563.16,6368.0,6773.0,147.09333333333333,110.0,179.0,338.05333333333334,300.0,377.0,701528.44,701285.0,701771.0,1783.7333333333333,1683.0,1907.0,263.26666666666665,228.0,302.0,38.54666666666667,19.0,54.0
99,6560.893333333333,6367.0,6771.0,130.73333333333332,101.0,158.0,326.25333333333333,285.0,366.0,701590.7333333333,701344.0,701835.0,1785.0533333333333,1683.0,1910.0,234.72,198.0,267.0,34.72,17.0,47.0
100,6558.866666666667,6365.0,6768.0,117.0,91.0,145.0,313.25333333333333,275.0,353.0,701646.1066666667,701399.0,701899.0,1786.6,1685.0,1914.0,210.90666666666667,172.0,246.0,31.053333333333335,18.0,48.0
101,6557.133333333333,6365.0,6767.0,104.18666666666667,83.0,129.0,302.24,264.0,345.0,701698.28,701455.0,701970.0,1787.92,1686.0,1915.0,187.18666666666667,154.0,219.0,27.56,16.0,43.0
102,6555.32,6363.0,6767.0,93.52,72.0,118.0,291.9066666666667,253.0,337.0,701745.0266666666,701508.0,702011.0,1789.12,1686.0,1917.0,165.89333333333335,134.0,198.0,24.186666666666667,14.0,37.0
103,6553.826666666667,6362.0,6764.0,83.17333333333333,62.0,105.0,281.1333333333333,246.0,323.0,701787.44,701553.0,702034.0,1790.2533333333333,1687.0,1917.0,147.56,120.0,183.0,21.48,12.0,33.0
104,6552.506666666667,6361.0,6761.0,74.42666666666666,54.0,97.0,270.96,233.0,314.0,701825.4533333334,701593.0,702073.0,1791.5066666666667,1690.0,1918.0,131.2,108.0,158.0,19.266666666666666,9.0,30.0
105,6551.106666666667,6361.0,6760.0,66.0,47.0,93.0,261.16,224.0,303.0,701859.2,701628.0,702115.0,1792.6,1690.0,1919.0,117.88,91.0,147.0,17.4,5.0,31.0
106,6550.106666666667,6359.0,6760.0,59.4,42.0,87.0,251.70666666666668,214.0,296.0,701889.6266666667,701651.0,702145.0,1793.7866666666666,1691.0,1920.0,104.85333333333334,77.0,135.0,16.746666666666666,5.0,29.0
107,6549.2266666666665,6358.0,6760.0,52.653333333333336,38.0,76.0,242.6,208.0,286.0,701918.7066666667,701672.0,702166.0,1794.68,1692.0,1921.0,93.97333333333333,72.0,127.0,14.733333333333333,3.0,26.0
108,6548.52,6358.0,6758.0,46.72,32.0,63.0,233.26666666666668,199.0,278.0,701945.8266666667,701698.0,702195.0,1795.5866666666666,1692.0,1922.0,83.53333333333333,63.0,117.0,13.266666666666667,4.0,23.0
109,6547.866666666667,6358.0,6758.0,41.61333333333334,26.0,58.0,224.50666666666666,187.0,266.0,701970.0,701714.0,702213.0,1796.3866666666668,1693.0,1923.0,74.17333333333333,57.0,111.0,12.093333333333334,1.0,23.0
110,6547.266666666666,6356.0,6758.0,36.96,23.0,56.0,216.49333333333334,181.0,258.0,701992.0266666666,701743.0,702234.0,1797.28,1693.0,1926.0,66.14666666666666,49.0,96.0,10.746666666666666,3.0,21.0
111,6546.72,6354.0,6757.0,33.36,20.0,50.0,207.96,173.0,249.0,702012.8,701768.0,702252.0,1798.1733333333334,1694.0,1926.0,58.74666666666667,43.0,82.0,9.76,2.0,17.0
112,6546.173333333333,6354.0,6756.0,29.933333333333334,17.0,43.0,199.84,163.0,240.0,702030.3866666667,701791.0,702268.0,1799.1466666666668,1695.0,1929.0,53.16,37.0,70.0,9.026666666666667,1.0,17.0
113,6545.493333333333,6354.0,6753.0,27.30666666666667,16.0,38.0,191.92,153.0,235.0,702047.9866666667,701810.0,702291.0,1799.92,1698.0,1929.0,47.266666666666666,35.0,66.0,8.12,2.0,17.0
114,6545.013333333333,6354.0,6752.0,24.386666666666667,12.0,36.0,184.0,147.0,226.0,702064.2533333333,701824.0,702312.0,1800.7866666666666,1698.0,1933.0,42.13333333333333,29.0,63.0,7.28,1.0,17.0
115,6544.68,6353.0,6752.0,22.026666666666667,10.0,33.0,177.25333333333333,142.0,210.0,702078.6666666666,701842.0,702324.0,1801.3866666666668,1698.0,1934.0,37.72,26.0,53.0,6.266666666666667,0.0,14.0
116,6544.413333333333,6353.0,6752.0,19.69333333333333,9.0,29.0,170.93333333333334,139.0,207.0,702091.6266666667,701857.0,702335.0,1801.92,1698.0,1935.0,34.0,17.0,51.0,5.36,0.0,13.0
117,6544.08,6353.0,6751.0,17.666666666666668,6.0,27.0,164.65333333333334,135.0,199.0,702104.1866666666,701866.0,702351.0,1802.4933333333333,1698.0,1935.0,29.986666666666668,19.0,44.0,4.946666666666666,0.0,16.0
