 day, S, E, H, R, D
0,632637.7,0.041,0.0,0.0,0.0
1,632608.878,13.394,0.0,0.328,0.0
2,632566.672,26.929,0.0,0.908,0.0
3,632489.609,61.737,0.0,2.13,0.0
4,632358.429,116.009,0.0,4.129,0.0
5,632113.747,229.421,0.072,7.9,0.0
6,631663.335,435.074,0.279,14.523,0.002
7,630800.507,847.333,0.685,26.518,0.005
8,629155.792,1629.555,1.387,48.412,0.026
9,625988.285,3152.095,2.655,88.779,0.059
10,619905.461,6067.656,4.901,164.338,0.11
11,608254.84,11635.652,8.91,306.938,0.226
12,586241.598,21998.563,16.175,579.903,0.432
13,545743.376,40484.265,29.777,1099.721,0.802
14,475079.725,70650.63,54.783,2088.935,1.712
15,363851.449,111216.811,101.047,3939.139,3.941
16,219940.895,143901.764,184.959,7305.755,9.647
17,89501.496,130434.218,328.425,13081.948,26.801
18,23802.821,65696.492,548.641,22091.976,79.742
19,5501.246,18301.015,811.98,34374.479,235.373
20,1323.733,4177.378,977.607,49253.126,632.626
21,362.215,961.49,968.835,66646.505,1414.678
22,110.993,251.217,1034.457,86748.709,2572.75
23,41.12,69.873,1014.288,109119.376,4103.967
24,16.49,24.631,1141.481,131904.172,5698.35
25,7.179,9.328,1102.71,154105.918,7320.858
26,3.441,3.878,1221.518,175229.563,8810.41
27,1.783,1.801,1190.781,195429.691,10274.423
28,1.046,0.861,1291.215,214570.167,11607.507
29,0.593,0.561,1279.114,232838.8,12907.793
30,0.367,0.297,1345.222,250165.639,14106.427
31,0.236,0.187,1356.406,266679.663,15258.735
32,0.162,0.11,1395.681,282367.243,16337.829
33,0.113,0.068,1418.905,297303.184,17361.965
34,0.07,0.058,1445.71,311504.465,18326.512
35,0.054,0.024,1468.334,325017.675,19239.099
36,0.046,0.011,1490.184,337872.339,20101.34
37,0.039,0.007,1509.977,350102.828,20917.604
38,0.029,0.011,1529.313,361741.938,21687.413
39,0.015,0.017,1546.39,372823.33,22414.284
40,0.012,0.008,1561.547,383367.892,23100.216
41,0.009,0.006,1575.78,393406.059,23751.152
42,0.006,0.005,1588.499,402955.899,24364.192
43,0.004,0.003,1600.367,412042.51,24944.551
44,0.003,0.001,1610.088,420692.525,25492.582
45,0.003,0.0,1619.327,428930.943,26010.02
46,0.002,0.001,1626.936,436774.412,26499.882
