 day, S, E, H, R, D
0,809921.133,157.273,0.0,0.0,0.0
1,809616.607,369.656,0.0,4.361,0.0
2,809155.658,685.507,0.0,15.901,0.0
3,808458.26,1157.675,0.0,38.487,0.0
4,807410.28,1861.786,0.0,77.522,0.0
5,805840.982,2909.948,0.057,141.804,0.0
6,803507.648,4460.425,0.189,243.512,0.0
7,800035.202,6758.974,0.467,401.644,0.0
8,794897.641,10145.747,0.877,643.61,0.0
9,787319.155,15122.853,1.509,1011.372,0.002
10,776192.905,22396.024,2.507,1562.655,0.004
11,759966.97,32939.608,4.137,2388.249,0.011
12,736520.09,48060.126,6.466,3614.851,0.023
13,703069.249,69376.009,9.972,5430.886,0.034
14,656300.797,98668.959,15.171,8100.318,0.051
15,592725.196,137406.005,22.647,11996.819,0.09
16,509887.696,185677.969,33.412,17633.327,0.162
17,408332.37,240538.958,48.591,25671.095,0.291
18,294518.256,293876.398,69.707,36924.726,0.538
19,182478.1,332045.071,97.721,52277.961,1.006
20,90896.036,340158.178,133.519,72540.855,1.866
21,33223.008,312338.848,174.998,98145.451,3.492
22,7915.292,259153.708,218.08,128899.839,6.312
23,5352.907,196576.793,255.321,163879.351,10.836
24,3479.764,149052.12,280.763,201757.5,17.749
25,2224.17,112844.542,292.556,241044.65,27.323
26,1422.441,85286.82,296.02,280604.583,38.953
27,923.128,64355.406,296.567,319594.874,51.825
28,613.278,48493.515,295.607,357349.876,65.287
29,418.516,36499.224,293.899,393382.889,78.563
30,294.62,27451.785,291.878,427402.877,91.338
31,213.841,20633.376,289.306,459276.589,103.19
32,159.731,15503.966,286.368,488947.557,114.126
33,122.698,11644.924,283.471,516433.045,123.874
34,96.882,8743.97,279.991,541789.847,132.922
35,78.167,6563.96,276.52,565121.802,140.785
36,64.581,4929.376,273.333,586531.006,147.645
37,54.461,3699.915,269.797,606152.114,153.717
38,46.768,2778.204,265.957,624098.424,159.021
39,40.791,2085.353,262.073,640499.462,163.688
40,36.06,1565.77,257.983,655474.018,167.772
41,32.25,1175.358,253.868,669142.086,171.415
42,29.173,882.794,249.54,681602.312,174.51
43,26.662,663.172,245.165,692962.503,177.279
44,24.522,499.107,240.616,703313.861,179.597
45,22.872,375.679,236.064,712741.145,181.622
46,21.365,282.535,231.117,721338.753,183.389
47,20.099,212.853,226.097,729168.623,184.928
48,19.072,160.456,221.018,736298.547,186.32
49,18.202,121.401,215.853,742798.87,187.523
50,17.409,91.54,210.668,748722.409,188.556
51,16.733,69.21,205.428,754116.086,189.451
52,16.158,52.106,200.013,759029.571,190.245
53,15.657,39.639,194.485,763504.665,190.952
54,15.221,30.183,188.875,767588.035,191.635
55,14.818,23.028,183.213,771307.184,192.233
56,14.46,17.602,177.545,774699.376,192.751
57,14.179,13.412,171.778,777788.396,193.205
58,13.884,10.389,166.322,780608.22,193.665
59,13.642,7.981,160.682,783178.5,194.085
60,13.431,6.217,155.242,785521.069,194.466
61,13.21,4.902,149.633,787656.74,194.843
62,13.035,3.858,144.247,789602.871,195.18
63,12.868,3.104,139.068,791377.15,195.501
64,12.742,2.438,133.961,792997.12,195.782
65,12.607,1.97,128.894,794475.585,196.053
66,12.509,1.575,124.003,795822.549,196.303
67,12.409,1.258,119.186,797052.549,196.549
68,12.319,1.057,114.42,798174.878,196.784
69,12.226,0.896,109.836,799197.949,197.001
70,12.153,0.758,105.523,800131.348,197.222
71,12.087,0.655,101.258,800982.904,197.422
72,12.024,0.559,97.057,801761.259,197.619
73,11.974,0.487,93.082,802470.235,197.789
74,11.926,0.413,89.134,803117.707,197.952
75,11.874,0.377,85.463,803708.924,198.109
76,11.847,0.324,81.941,804247.796,198.252
77,11.804,0.295,78.582,804740.196,198.401
78,11.766,0.267,75.251,805188.853,198.537
79,11.728,0.242,71.982,805598.137,198.655
80,11.699,0.22,68.949,805972.753,198.769
81,11.672,0.201,65.854,806314.66,198.897
82,11.646,0.177,63.069,806626.783,199.019
83,11.62,0.169,60.295,806911.677,199.142
84,11.601,0.138,57.746,807172.09,199.252
85,11.578,0.136,55.256,807408.516,199.365
86,11.563,0.12,52.914,807625.08,199.459
87,11.553,0.102,50.544,807823.821,199.551
88,11.543,0.095,48.384,808004.866,199.654
89,11.532,0.078,46.311,808169.692,199.737
90,11.521,0.072,44.356,808320.561,199.819
91,11.513,0.059,42.37,808458.559,199.902
92,11.509,0.052,40.49,808584.393,199.971
93,11.495,0.054,38.778,808698.978,200.038
94,11.491,0.045,37.134,808803.619,200.101
95,11.486,0.04,35.505,808899.565,200.168
96,11.481,0.034,33.958,808987.066,200.222
