 day, S, E, H, R, D
0,600508.032,479.304,0.0,0.0,0.0
1,599905.851,941.756,0.0,10.914,0.0
2,599220.373,1425.036,0.0,37.896,0.0
3,598421.726,1956.15,0.0,84.35,0.0
4,597475.911,2561.655,0.0,152.541,0.0
5,596343.621,3273.033,0.968,249.04,0.0
6,594975.705,4123.16,3.538,380.717,0.033
7,593315.302,5151.206,7.765,552.166,0.165
8,591292.43,6402.139,14.099,773.833,0.467
9,588815.705,7937.29,22.521,1053.449,0.994
10,585771.461,9831.834,33.386,1404.242,1.938
11,582019.615,12179.976,46.84,1840.732,3.315
12,577400.342,15074.272,63.272,2381.004,5.172
13,571699.785,18660.091,82.217,3046.871,7.892
14,564674.198,23088.24,105.07,3872.921,11.415
15,556042.513,28521.121,131.9,4888.803,16.158
16,545467.455,35160.082,162.511,6140.767,22.351
17,532594.893,43201.468,198.044,7683.791,30.697
18,517025.407,52850.165,238.512,9580.225,41.442
19,498367.768,64275.735,284.31,11916.721,55.404
20,476296.899,77578.557,334.751,14785.096,73.634
21,450551.367,92755.403,389.425,18293.841,97.324
22,421070.076,109623.192,446.36,22574.717,128.676
23,407845.101,107996.629,503.529,27760.256,169.016
24,392613.625,108597.133,559.073,33999.664,220.912
25,376068.728,110426.78,609.677,41048.837,287.824
26,358727.986,112812.196,655.606,48844.225,372.258
27,340992.48,115264.079,697.066,57388.331,477.248
28,323170.37,117467.944,731.993,66737.528,606.07
29,305501.431,119225.211,755.569,76793.44,756.764
30,288173.925,120400.038,775.203,87484.489,925.541
31,271345.211,120913.593,793.262,98744.098,1112.347
32,255135.547,120738.414,811.661,110525.591,1314.271
33,239631.737,119878.214,829.713,122769.682,1530.84
34,224898.308,118364.478,846.831,135433.377,1760.648
35,210972.918,116252.358,865.35,148440.599,2002.224
36,197875.903,113604.222,881.717,161735.875,2255.771
37,185620.6,110461.015,900.745,175264.772,2519.33
38,174202.44,106914.949,918.78,188959.973,2793.754
39,163607.256,103029.492,938.374,202756.203,3075.636
40,153790.616,98883.579,955.667,216590.234,3364.981
41,144740.083,94541.656,972.86,230388.597,3658.94
42,136403.657,90069.107,990.387,244113.182,3957.296
43,128746.719,85523.427,1006.576,257702.875,4258.592
44,121725.802,80957.509,1022.39,271096.725,4559.767
45,115297.78,76422.475,1037.748,284256.982,4862.555
46,109413.042,71947.529,1052.081,297137.195,5162.924
47,104039.982,67566.96,1067.426,309714.573,5460.11
48,99132.749,63317.018,1079.917,321945.607,5753.891
